model,beta,epochs,train_z_norm_mean,train_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,train_z_std_mean,train_z_std_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_z_mean_norm_mean,valid_z_mean_norm_std,valid_z_std_mean,valid_z_std_std,valid_h_delta_acc_mean,valid_h_delta_acc_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,valid_aux_loss_mean,valid_aux_loss_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,valid_H_Q_xCz_mean,valid_H_Q_xCz_std,valid_DIQ_xz_mean,valid_DIQ_xz_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,valid_d_H_Q_xCz_mean,valid_d_H_Q_xCz_std,valid_d_DIQ_xz_mean,valid_d_DIQ_xz_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,train_DIQ_xzCy_mean,train_DIQ_xzCy_std,valid_H_Q_xCzy_mean,valid_H_Q_xCzy_std,valid_DIQ_xzCy_mean,valid_DIQ_xzCy_std,run_count
cdib,0.001,0,0.9999876250371789,1.0186339137544737e-07,1.1004798491344308,0.019340695283488495,0.020044532646848398,0.0012914100036418236,,,-0.003186700994318182,0.0015269840716239332,,,4.5676044704336105,0.19849992849064194,-1.2456764461416185,0.198499928490642,-0.012237937161416718,4.511889543214767e-08,1.0153212216165333,0.01541372555177675,1.1053415536880493,0.02348605034804142,0.020282106681002512,0.0009750301261271386,-0.002202786996066863,0.0020980962817317432,4.121740500132243,0.12156372694999033,-0.7998124758402506,0.12156372694999029,-0.012159877353244357,4.056615295288383e-05,4.555314578783953,0.19858904951744016,4.118487564341227,0.14224639240213588,0.14273333333333335,0.012600529089420552,-2.854718097013608,0.0985976023511777,0.09635555555555557,0.008483797193168562,,,,,12.237917602062225,3.696045644934435e-05,0.0,0.0,,,,,,,,,,,,,3
cdib,0.001,1,0.9999963321694821,1.5133880728123785e-07,2.1393079780267947,0.07538233924992074,0.06396229346071115,0.005470008145664906,,,0.01239065459280303,0.0009450050202899583,,,2.3979497804786223,0.008347259178217364,0.9239782438133702,0.008347259178217338,-0.012227892875671387,7.059798577047316e-07,0.9920735094282361,0.0207558224257636,2.319390614827474,0.09094678853893898,0.053619013892279736,0.0019817405513190634,0.0003778538286627335,0.004143941124482693,2.1423108047909203,0.012035561892704221,1.1796172195010712,0.012035561892704527,-0.01220544179280599,3.4818909194047324e-05,2.3860412559933133,0.00849424326638616,2.144400464248657,0.014498140363058657,0.4812666666666667,0.003607399802258301,-1.4863851904318512,0.010049316512957944,0.42302962962962964,0.0021818933145811652,,,,,12.227889528780272,0.000705248102765568,0.010002410773074987,0.0006861051903791666,,,,,,,,,,,,,3
cdib,0.001,2,0.9999955282969908,2.3072579215148338e-07,1.9437140158631587,0.07670805660731539,0.029501654620451682,0.0012996119555652792,,,0.018733649976325758,0.000776569353285656,,,1.8176996041879507,0.006712822542632425,1.5042284201040415,0.006712822542632425,-0.012211936892885149,3.2114971219465675e-06,0.9792634911007352,0.010775346503216866,1.7881334225336711,0.06419070532901339,0.020931889406508867,0.0008008458128853551,-0.0003208396709070801,0.0020232350924226437,2.048827568689982,0.009369673630550945,1.27310045560201,0.009369673630550909,-0.01222832997639974,1.9844677015957654e-05,1.80544373654966,0.006892687590461639,2.0511263856252033,0.01582250220752376,0.5031333333333333,0.008542443054146332,-1.4217325077025063,0.010967333921614641,0.560962962962963,0.002574550981666812,,,,,12.211931373133803,0.0032199826594997887,0.025974908561417546,0.00322884515736061,,,,,,,,,,,,,3
cdib,0.001,3,0.9999928518452427,1.9526396933498167e-07,1.5344762246717105,0.042333649427384955,0.014827079259592929,0.0005865603920976473,,,0.02836566347064394,0.0021166129162845087,,,1.4714586727998473,0.007285613885391603,1.8504693523952456,0.007285613704424482,-0.012175079547997675,3.3664070820601336e-06,0.9905563328001233,0.009514752868185409,1.4360533555348713,0.03694141851878213,0.012621853707565203,0.0005307825586514676,0.00013839436608898632,0.000990673548098946,2.03959948486752,0.018450429506890076,1.2823285394244726,0.01845042950689033,-0.012217097812228734,2.0464737175735798e-05,1.459081856501544,0.00726042193725683,2.0378801604588825,0.019706747434488706,0.5103333333333332,0.0049003401242498955,-1.412550858590062,0.01365966759070602,0.6522444444444444,0.002562117180076705,,,,,12.175058635798367,0.0033654212415198215,0.06282761241450455,0.0033542945622652373,,,,,,,,,,,,,3
cdib,0.001,4,0.9999897180858887,2.1950267344957167e-07,1.2425770000977951,0.03015706977049148,0.010590544351461258,0.00048749643358305143,,,0.03838578657670455,0.0016362170890730095,,,1.1456040108971524,0.008068897432374707,2.176324013281952,0.00806889457110816,-0.012125017064990418,6.028577130497763e-06,0.9973665939437019,0.0034757047058065612,1.1587599251005385,0.02780335989749821,0.009790465960072147,0.0005076044813139656,0.0008897809504056032,0.002392685201026828,2.0629047552744546,0.004801316973999732,1.2590232690175374,0.004801316973999521,-0.012205865648057727,1.0218780052380227e-06,1.1334791327299896,0.008104947043978279,2.064018924331665,0.009721841303268282,0.5184,0.0007211102550928262,-1.4306689236353956,0.006738686641423322,0.7402962962962963,0.002447506499652987,,,,,12.125029430244908,0.006025611753312104,0.11287452370831462,0.005997173324729445,,,,,,,,,,,,,3
cdib,0.001,5,0.9999865213352622,2.0774616078333452e-07,1.042348484536915,0.023245717419086882,0.008943455030958196,0.0003999590813941194,,,0.050435754024621214,0.0012434822854675259,,,0.8411564276073918,0.0014037188653929554,2.480771597587701,0.0014037204837255362,-0.012052794297536215,8.031154247174297e-06,1.0036774542596605,0.007115969427584707,0.9860707918802897,0.017337384897559822,0.008512323101361593,0.0003295963903493927,-0.0024477678297074733,0.0014477534782190418,2.121519698037041,0.01175139206648922,1.2004083262549505,0.01175139206648964,-0.012172169155544706,3.465211106502578e-05,0.8291304006293968,0.0014873480401038507,2.12274303410848,0.021368056483130064,0.521,0.005567764362830002,-1.4713734008594905,0.014811203224302946,0.8240888888888889,0.000984572351861191,,,,,12.052795637737622,0.008035474947588526,0.18511172858151523,0.008051303889153634,,,,,,,,,,,,,3
cdib,0.001,6,0.9999835570201729,1.6309568360343684e-07,0.9082857473104289,0.016743945239781285,0.008080262968591838,0.00032856292779908996,,,0.06670247395833333,0.0017640916798196521,,,0.5891803548755971,0.005116921577637746,2.732747668118188,0.005116917197978179,-0.011936061310045647,1.3369277947281781e-05,0.9958789149920145,0.0025331824303010627,0.866148981783125,0.018782537406112184,0.007838742755767372,0.00026879000371949073,-0.0008977029175884964,0.0016571390105204313,2.1639852788713245,0.02018992877820063,1.1579427454206679,0.02018992877820069,-0.012205865648057727,1.0218780052380227e-06,0.5772958320193821,0.005157979056451439,2.169319764328003,0.015051916186067861,0.5328666666666667,0.000901849950564619,-1.503657878265735,0.010433266929345444,0.8919851851851851,0.0017072587707456415,,,,,11.936059760324882,0.013374943829185162,0.3018572240164786,0.01337278919853571,,,,,,,,,,,,,3
cdib,0.001,7,0.999980978667736,1.9671409093401021e-07,0.8176242009256826,0.015590511470906355,0.007585112114832031,0.0002590733025480537,,,0.08551395300662878,0.0017717247210622988,,,0.39074482458333176,0.0033907291794669147,2.9311831954753758,0.0033907259994507334,-0.011777489474325468,1.2426628187042836e-05,0.9967330164379544,0.017239506252787237,0.7888922691345215,0.01512231342808984,0.007445553472886483,0.00025447971567765446,-0.0035264756944444445,0.0018373892116878628,2.241340478261312,0.013422545144503962,1.0805875460306804,0.013422545144503887,-0.012194527520073786,5.2309645599604325e-05,0.37885256855046306,0.003466862769823631,2.2457777891794843,0.007952723798101163,0.5271333333333333,0.003407834111768532,-1.5566545436081078,0.005512459231756115,0.9407851851851853,0.0015904550685583289,,,,,11.77749607599143,0.012413944327163175,0.46038949895988807,0.012394004757470274,,,,,,,,,,,,,3
cdib,0.001,8,0.999978829965447,1.4745888646314748e-07,0.7576283198414426,0.01265473187130644,0.007301779328951274,0.0002569571906824965,,,0.10782293146306819,0.0021906547362045906,,,0.2504082335949395,0.001964206217893835,3.0715197911768253,0.0019642031776022383,-0.011558400862144701,1.8160943909350854e-05,0.9893989562988281,0.01196594013769853,0.7345041566424899,0.012001281767093124,0.007185419090092182,0.0002334383804130297,-0.0011965771340339232,0.004245275877817047,2.316324551900228,0.039581450219174565,1.0056034723917644,0.03958145021917486,-0.012228118048773872,2.0211330016896216e-05,0.2387933812406328,0.0019358861212664504,2.319117411549886,0.017197571726238554,0.5296666666666666,0.0015534906930308276,-1.6074896914332075,0.011920416844696103,0.9705703703703703,0.0005334876320009776,,,,,11.558406806353368,0.01813638171436278,0.6795128299431368,0.01812017564964069,,,,,,,,,,,,,3
cdib,0.001,9,0.9999770134913198,1.6825825403105156e-07,0.7153156845632828,0.011807556309032682,0.007101007815711481,0.00023606007213963342,,,0.13504387133049242,0.0031466106980676724,,,0.16361806866233095,0.0023918905654095757,3.158309949166847,0.0023918945574729292,-0.011274848923538671,2.222569271205728e-05,0.9897309939066569,0.011179711246093496,0.7002367311053805,0.011916672769913716,0.007038591429591179,0.000226390852440429,-0.0020300641055186843,0.0019372192983823744,2.398473951551649,0.031676438776959547,0.923454072740343,0.031676438776959616,-0.012206077575683594,3.433669026563744e-05,0.15232007723737648,0.0024171362770056683,2.4078404462178544,0.009949196336123926,0.5315333333333333,0.0015143755588800393,-1.668987869598565,0.006896264537927097,0.9846444444444445,0.0006359594676112519,,,,,11.27484054818298,0.022230550097557977,0.9630506214770405,0.02220769099851284,,,,,,,,,,,,,3
