datasize,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
e50,0.01,0,123,-0.6847879055630077,5.11785329284668,0.4876,0.996
e50,0.01,0,124,-0.685109582788294,5.110245863342286,0.4866,0.9955555555555555
e50,0.01,0,125,-0.6862526703401045,5.12364200592041,0.4872,0.9959777777777777
e50,0.01,0,126,-0.6848045666087758,5.112334686279297,0.4858,0.9954444444444445
e50,0.01,0,127,-0.6882507294481451,5.141962852478027,0.4878,0.9956
e50,0.01,0,128,-0.6892385809855027,5.123197556304931,0.4872,0.9956222222222222
e50,0.01,0,129,-0.6855849971424449,5.1403190170288084,0.4856,0.9957111111111111
e50,0.01,0,130,-0.6869884748805652,5.116281658935547,0.4872,0.9951111111111111
e50,0.01,0,131,-0.6871539275776256,5.139155562591553,0.4872,0.9951777777777778
e50,0.01,0,132,-0.6867985993645408,5.137723825073242,0.4864,0.9957333333333334
e50,0.01,0,133,-0.6917381853537126,5.132591342926025,0.4854,0.9952222222222222
e50,0.01,0,134,-0.6906299294558439,5.159873411560058,0.4866,0.9956222222222222
e50,0.01,0,135,-0.693399714010412,5.14072594909668,0.4862,0.9954666666666667
e50,0.01,0,136,-0.6888041110212153,5.152199977111817,0.4848,0.9958666666666667
e50,0.01,0,137,-0.694211860743436,5.157931873321533,0.4872,0.9953555555555555
e50,0.01,0,138,-0.6921782731316306,5.1604048515319825,0.4864,0.9953111111111111
e50,0.01,0,139,-0.6934694263284856,5.15767140045166,0.485,0.9958888888888889
e50,0.01,0,140,-0.6925802190433848,5.167050566864014,0.4846,0.9957555555555555
e50,0.01,0,141,-0.694465346995267,5.162938664245606,0.4858,0.9954888888888889
e50,0.01,0,142,-0.6943084790403192,5.155180876922607,0.4884,0.9953333333333333
e50,0.01,0,143,-0.6939136186773127,5.158255084991455,0.486,0.9955555555555555
e50,0.01,0,144,-0.6949402721491726,5.176718551635743,0.4854,0.9955111111111111
e50,0.01,0,145,-0.6955365195187655,5.164606769561767,0.4882,0.9952
e50,0.01,0,146,-0.6955754348321395,5.16893493347168,0.4852,0.9955333333333334
e50,0.01,0,147,-0.6949636934107,5.176837109375,0.4844,0.9957777777777778
e50,0.01,0,148,-0.6956374593561346,5.165464003753662,0.4864,0.9952
e50,0.01,0,149,-0.6959178176099604,5.190159154510498,0.4838,0.9957333333333334
e50,0.01,0,150,-0.6982254935004495,5.1800808937072755,0.4866,0.9952888888888889
e50,0.01,0,151,-0.6982468403729526,5.18247339630127,0.4856,0.9956222222222222
e50,0.01,0,152,-0.6986451983798634,5.176124143218994,0.4856,0.9958
e50,0.01,0,153,-0.6976516953121532,5.184370343017578,0.4868,0.9957555555555555
e50,0.01,0,154,-0.6973650997075168,5.171702167510986,0.488,0.9957333333333334
e50,0.01,0,155,-0.6969499915643171,5.170102744293213,0.487,0.9955555555555555
e50,0.01,0,156,-0.6975988562583924,5.171931673431397,0.4848,0.9957555555555555
e50,0.01,0,157,-0.697783431226557,5.179068377685547,0.4844,0.9957777777777778
e50,0.01,0,158,-0.6969608025377447,5.175339279174804,0.4866,0.9957555555555555
e50,0.01,0,159,-0.6956387568040328,5.17004280090332,0.4862,0.9955111111111111
e50,0.01,0,160,-0.6988783004760742,5.176635913085938,0.4844,0.9954222222222222
e50,0.01,0,161,-0.6993253155708313,5.1806019607543945,0.4866,0.9954222222222222
e50,0.01,0,162,-0.699511193076047,5.1817902587890625,0.4844,0.9959555555555556
e50,0.01,0,163,-0.6984092321395874,5.179988441467285,0.486,0.9952666666666666
e50,0.01,0,164,-0.7016993432044983,5.183305261230469,0.4856,0.9956444444444444
e50,0.01,0,165,-0.7004370299946178,5.175381151580811,0.4854,0.995
e50,0.01,0,166,-0.7004381692886352,5.184351176452637,0.4868,0.9955555555555555
e50,0.01,0,167,-0.7012391584309665,5.189904064941406,0.4852,0.9955555555555555
e50,0.01,0,168,-0.7013197798208757,5.190033241271973,0.4864,0.9956222222222222
e50,0.01,0,169,-0.7019920372009277,5.186636739349365,0.4854,0.9954888888888889
e50,0.01,0,170,-0.7014419843847102,5.182321199798584,0.4856,0.9957333333333334
e50,0.01,0,171,-0.6995867763519287,5.191431852722168,0.486,0.9952222222222222
e50,0.01,0,172,-0.700041253193942,5.197394394683838,0.4836,0.9953777777777778
e50,0.01,0,173,-0.7013966888167641,5.191671542358399,0.4862,0.9952444444444445
e50,0.01,0,174,-0.7005487247206948,5.19258833694458,0.4882,0.9954666666666667
e50,0.01,0,175,-0.7027224221229553,5.2036964828491215,0.4858,0.9954666666666667
e50,0.01,0,176,-0.7019403728051619,5.194250150299072,0.4848,0.9954
e50,0.01,0,177,-0.6999072585365989,5.198459981536865,0.4854,0.9957777777777778
e50,0.01,0,178,-0.7026645504171198,5.1995963264465335,0.4856,0.9950888888888889
e50,0.01,0,179,-0.7021630204114047,5.199538468933105,0.4848,0.9954
e50,0.01,0,180,-0.7030934904445302,5.192909386444092,0.485,0.9954444444444445
e50,0.01,0,181,-0.7014310461217707,5.20104352645874,0.4848,0.9959111111111111
e50,0.01,0,182,-0.7023039246212353,5.199611932373047,0.4864,0.9953777777777778
e50,0.01,0,183,-0.7039580148436806,5.200718182373047,0.4864,0.9958222222222223
e50,0.01,0,184,-0.7011746002804149,5.208616186523438,0.4846,0.9952444444444445
e50,0.01,0,185,-0.7067170008312572,5.204968187713623,0.4864,0.9953111111111111
e50,0.01,0,186,-0.7038690498438749,5.206777328491211,0.486,0.9957111111111111
e50,0.01,0,187,-0.7045479487332431,5.205304130554199,0.4864,0.9956222222222222
e50,0.01,0,188,-0.7023543154196306,5.207132216644287,0.4864,0.9954
e50,0.01,0,189,-0.7033638547897338,5.206163703918457,0.485,0.9954
e50,0.01,0,190,-0.7036145251880993,5.198716168212891,0.486,0.9951111111111111
e50,0.01,0,191,-0.7032715751561252,5.198712127685547,0.4862,0.9952444444444445
e50,0.01,0,192,-0.7051266638062217,5.201242002868653,0.4842,0.9959777777777777
e50,0.01,0,193,-0.7039830290967768,5.210413205718994,0.4852,0.9956
e50,0.01,0,194,-0.704123173011433,5.205106450653076,0.4862,0.9952666666666666
e50,0.01,0,195,-0.7046800809773531,5.1980975784301755,0.486,0.9954666666666667
e50,0.01,0,196,-0.7038038636814464,5.202303338623047,0.4836,0.9955111111111111
e50,0.01,0,197,-0.7042931657270952,5.2060398063659665,0.4862,0.9959111111111111
e50,0.01,0,198,-0.7032463877504522,5.205970120239257,0.4854,0.9953111111111111
e50,0.01,0,199,-0.7056164679744027,5.207247928619385,0.4872,0.9954
e50,0.01,1,0,1.2042714667320251,1.5672522848129273,0.4654,0.4777777777777778
e50,0.01,1,1,0.27333239692124456,1.5525369773864746,0.5066,0.8977555555555555
e50,0.01,1,2,0.034911101107705726,1.6566894607543945,0.5114,0.9681111111111111
e50,0.01,1,3,-0.060681652653217316,1.7803963144302368,0.5144,0.9847555555555556
e50,0.01,1,4,-0.11609772887663408,1.9235581619262696,0.5168,0.9908666666666667
e50,0.01,1,5,-0.15330182427926498,2.03864123916626,0.5138,0.9948222222222223
e50,0.01,1,6,-0.18378247885487298,2.196191377258301,0.5068,0.9961111111111111
e50,0.01,1,7,-0.20678986199118873,2.283263116836548,0.5068,0.9969555555555556
e50,0.01,1,8,-0.2257101943211122,2.434089959716797,0.5088,0.9972888888888889
e50,0.01,1,9,-0.24274648846279492,2.556819095993042,0.5066,0.9972888888888889
e50,0.01,1,10,-0.25964469428062437,2.6389919300079345,0.5062,0.9974666666666666
e50,0.01,1,11,-0.27548135304884475,2.7477986503601075,0.5082,0.9971777777777778
e50,0.01,1,12,-0.2909403395479376,2.895228298950195,0.503,0.9973555555555556
e50,0.01,1,13,-0.30475540813099256,2.9733672870635988,0.5012,0.9970888888888889
e50,0.01,1,14,-0.31697035194310275,3.1039048595428467,0.4976,0.9972222222222222
e50,0.01,1,15,-0.33240565381917087,3.268589625167847,0.4942,0.9969111111111111
e50,0.01,1,16,-0.3441408893260089,3.2980156021118163,0.499,0.9963777777777778
e50,0.01,1,17,-0.35961178356083956,3.4257724903106688,0.4894,0.9962888888888889
e50,0.01,1,18,-0.36810361948446796,3.490676419830322,0.4896,0.9966
e50,0.01,1,19,-0.3802817768357017,3.569339869689941,0.4914,0.9960444444444444
e50,0.01,1,20,-0.39254262859171085,3.7231201583862306,0.4858,0.9960444444444444
e50,0.01,1,21,-0.4026204728820107,3.69807979888916,0.4902,0.9964
e50,0.01,1,22,-0.41729952826933425,3.8087304946899416,0.4886,0.9962888888888889
e50,0.01,1,23,-0.4253221281528473,3.9044980323791503,0.484,0.9956222222222222
e50,0.01,1,24,-0.4350733299818906,4.049011317443847,0.479,0.9959111111111111
e50,0.01,1,25,-0.4453568871238015,3.9990828285217286,0.4836,0.9952
e50,0.01,1,26,-0.4548624449079687,4.075911322021485,0.4866,0.9957555555555555
e50,0.01,1,27,-0.4626529280402444,4.1456736480712895,0.4888,0.9947555555555555
e50,0.01,1,28,-0.4709177606409246,4.16957487411499,0.487,0.9957333333333334
e50,0.01,1,29,-0.4808373351097107,4.314856275939942,0.4848,0.9954
e50,0.01,1,30,-0.489759217041189,4.350997425842285,0.4764,0.9957555555555555
e50,0.01,1,31,-0.4979835265116258,4.351315813446045,0.4786,0.9955111111111111
e50,0.01,1,32,-0.5062524306990883,4.405499224090576,0.4856,0.9953555555555555
e50,0.01,1,33,-0.5120418775385076,4.510328125762939,0.4772,0.9956888888888888
e50,0.01,1,34,-0.5208398993752219,4.520188040924072,0.4782,0.9953111111111111
e50,0.01,1,35,-0.5292312756451694,4.622547303771973,0.4732,0.9951555555555556
e50,0.01,1,36,-0.5356825068907304,4.595069059753418,0.4766,0.9951333333333333
e50,0.01,1,37,-0.5387735138199546,4.729051516723633,0.4716,0.9958444444444444
e50,0.01,1,38,-0.5474565356601369,4.675549645996094,0.4794,0.9952666666666666
e50,0.01,1,39,-0.552264719989083,4.7718780174255375,0.47,0.9956222222222222
e50,0.01,1,40,-0.5598226947697726,4.735939939880371,0.4776,0.9949555555555556
e50,0.01,1,41,-0.5661288471221924,4.775431011199951,0.4712,0.9954
e50,0.01,1,42,-0.569264957263253,4.7994767127990725,0.478,0.9950444444444444
e50,0.01,1,43,-0.5721608592553572,4.8376902542114255,0.4774,0.9956444444444444
e50,0.01,1,44,-0.5801206512971357,4.875883492279053,0.475,0.9951777777777778
e50,0.01,1,45,-0.587957126235962,4.915884214019775,0.4742,0.9954444444444445
e50,0.01,1,46,-0.587883981219205,4.889510762023926,0.4764,0.9949555555555556
e50,0.01,1,47,-0.5916785989327864,4.956907804870606,0.4748,0.9956666666666667
e50,0.01,1,48,-0.5990472427368164,4.996186092376709,0.4722,0.9950666666666667
e50,0.01,1,49,-0.605448207022927,4.985818769073487,0.4732,0.9950888888888889
e50,0.01,1,50,-0.6076173399968581,5.051876372528076,0.4712,0.9951111111111111
e50,0.01,1,51,-0.6105186646548184,5.039122444915772,0.471,0.9956444444444444
e50,0.01,1,52,-0.6153677235213193,5.025540933227539,0.473,0.9955111111111111
e50,0.01,1,53,-0.619470350707661,5.081185507202148,0.472,0.9953777777777778
e50,0.01,1,54,-0.6243078219760548,5.119780632781983,0.4718,0.9951111111111111
e50,0.01,1,55,-0.6257817113442854,5.1490521789550785,0.47,0.9954444444444445
e50,0.01,1,56,-0.6297094330180775,5.088570905303955,0.4732,0.9954222222222222
e50,0.01,1,57,-0.6333521647713402,5.220441871643066,0.4682,0.9958888888888889
e50,0.01,1,58,-0.6381753349217502,5.189807830810547,0.4684,0.9950444444444444
e50,0.01,1,59,-0.6401402776458046,5.204708875274658,0.4722,0.9954888888888889
e50,0.01,1,60,-0.6434763674302535,5.195599622344971,0.4702,0.9953777777777778
e50,0.01,1,61,-0.6453824967384338,5.22056118850708,0.4724,0.9950444444444444
e50,0.01,1,62,-0.6475868089155717,5.186853871917725,0.47,0.9951777777777778
e50,0.01,1,63,-0.6506215870510448,5.254274990844727,0.4706,0.9948888888888889
e50,0.01,1,64,-0.6539275322567333,5.226773602294922,0.47,0.9952888888888889
e50,0.01,1,65,-0.6559145420421254,5.275061492919922,0.4694,0.9953777777777778
e50,0.01,1,66,-0.6582921563538638,5.274265978240967,0.468,0.9952444444444445
e50,0.01,1,67,-0.6607964693589644,5.308642363739014,0.4686,0.9954222222222222
e50,0.01,1,68,-0.6640130688407204,5.303192663574219,0.4728,0.9954666666666667
e50,0.01,1,69,-0.6675128672426397,5.294870524597168,0.4684,0.9953111111111111
e50,0.01,1,70,-0.6684525823506442,5.3641824081420895,0.4674,0.9958666666666667
e50,0.01,1,71,-0.6698261207060381,5.352709011840821,0.4684,0.9951777777777778
e50,0.01,1,72,-0.6721802606669339,5.323612005615234,0.4704,0.9951333333333333
e50,0.01,1,73,-0.6729406661727212,5.347107851409912,0.47,0.9956666666666667
e50,0.01,1,74,-0.6771466794100675,5.409250968933105,0.4686,0.9957777777777778
e50,0.01,1,75,-0.6793194480115717,5.3638372886657715,0.467,0.9953777777777778
e50,0.01,1,76,-0.682677776778828,5.393094309997559,0.468,0.9954444444444445
e50,0.01,1,77,-0.6825401227257468,5.432577153778076,0.4682,0.9953777777777778
e50,0.01,1,78,-0.6849992796030911,5.3989834938049315,0.4676,0.9951333333333333
e50,0.01,1,79,-0.686085564067147,5.4205127029418945,0.4668,0.9951555555555556
e50,0.01,1,80,-0.6901872249776667,5.41662579498291,0.4686,0.9957111111111111
e50,0.01,1,81,-0.6898368006359447,5.439443155670166,0.4694,0.9950444444444444
e50,0.01,1,82,-0.6919495806520636,5.467395209503174,0.4672,0.9953555555555555
e50,0.01,1,83,-0.6939170588406649,5.445369911956787,0.468,0.9952444444444445
e50,0.01,1,84,-0.6973212670846419,5.430506622314453,0.469,0.995
e50,0.01,1,85,-0.6969897246230732,5.484283318328857,0.4658,0.9956444444444444
e50,0.01,1,86,-0.6982159473159096,5.460669906616211,0.4674,0.9951555555555556
e50,0.01,1,87,-0.7011649020021612,5.462809545898438,0.466,0.9954444444444445
e50,0.01,1,88,-0.6988692387927662,5.453411218261719,0.4672,0.9952888888888889
e50,0.01,1,89,-0.7002763723546809,5.488630098724365,0.4698,0.9954444444444445
e50,0.01,1,90,-0.704508133094961,5.508151908111572,0.4672,0.9950666666666667
e50,0.01,1,91,-0.7046201071392406,5.469463802337646,0.469,0.9957555555555555
e50,0.01,1,92,-0.7068621249198913,5.494364324951172,0.4684,0.9953777777777778
e50,0.01,1,93,-0.7073400275837292,5.5237709861755375,0.4688,0.9958444444444444
e50,0.01,1,94,-0.7089924437262796,5.508669366455078,0.4684,0.9946222222222222
e50,0.01,1,95,-0.712418362569809,5.525723823547363,0.4676,0.9955333333333334
e50,0.01,1,96,-0.711100734615326,5.537072094726563,0.466,0.9954222222222222
e50,0.01,1,97,-0.7141633790709756,5.530494372558594,0.4678,0.9952222222222222
e50,0.01,1,98,-0.715713152885437,5.524558779907227,0.4662,0.9956
e50,0.01,1,99,-0.7183612835624001,5.545757046508789,0.4664,0.9954888888888889
e50,0.01,1,100,-0.7148590112859553,5.54398169631958,0.4708,0.9949333333333333
e50,0.01,1,101,-0.7157054959210483,5.5384425415039065,0.468,0.9957111111111111
e50,0.01,1,102,-0.7160990696213462,5.560455542755127,0.4688,0.9954444444444445
e50,0.01,1,103,-0.7181210931864652,5.55198991317749,0.4682,0.9952222222222222
e50,0.01,1,104,-0.7206045938058333,5.577026358795166,0.4668,0.9952444444444445
e50,0.01,1,105,-0.7216969026218761,5.575257833099365,0.4674,0.9953111111111111
e50,0.01,1,106,-0.7215743589314547,5.558588934326172,0.4678,0.9954666666666667
e50,0.01,1,107,-0.7236683206384832,5.591960968017578,0.4654,0.9955333333333334
e50,0.01,1,108,-0.7244043028224598,5.575023725891113,0.4682,0.9953777777777778
e50,0.01,1,109,-0.7216691766305403,5.59335192565918,0.4672,0.9955555555555555
e50,0.01,1,110,-0.7249420338457281,5.564769109344482,0.4686,0.9950888888888889
e50,0.01,1,111,-0.7288978844295848,5.603642366027832,0.4664,0.9951777777777778
e50,0.01,1,112,-0.7273846504471518,5.589344533538818,0.4682,0.9951777777777778
e50,0.01,1,113,-0.7309969200654464,5.589343703460694,0.4654,0.9954888888888889
e50,0.01,1,114,-0.7275869938763705,5.596267398834229,0.4674,0.9950888888888889
e50,0.01,1,115,-0.7309401091315529,5.59659797744751,0.4668,0.9952444444444445
e50,0.01,1,116,-0.7312977023037998,5.594130393218994,0.466,0.9956444444444444
e50,0.01,1,117,-0.7315651653549888,5.643205670166016,0.466,0.9956222222222222
e50,0.01,1,118,-0.733102700025385,5.605036122894287,0.4682,0.9948444444444444
e50,0.01,1,119,-0.7320873932231556,5.618135898590088,0.4678,0.9956222222222222
e50,0.01,1,120,-0.7324188129164956,5.63002666091919,0.466,0.9950888888888889
e50,0.01,1,121,-0.7351724618738348,5.6201011672973635,0.4672,0.9948
e50,0.01,1,122,-0.7341563682122664,5.640089280700684,0.4672,0.9952888888888889
e50,0.01,1,123,-0.7370866099357605,5.605474529266357,0.4676,0.9950888888888889
e50,0.01,1,124,-0.7365469781182029,5.635562310028076,0.4666,0.9958
e50,0.01,1,125,-0.7349650345975702,5.65027745513916,0.4646,0.9952222222222222
