experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,clf_nhid,clf_nlay,clf_kpru,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,0,3,1.2004560482617581,0.0269607670114046,1.5822056975046797,0.023762099603920485,0.45459999999999995,0.01326046756340059,0.4742148148148148,0.013761501736407711
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,1,3,0.31318124439138356,0.062126253383342905,1.534125722058614,0.017878623494936637,0.5019333333333333,0.004046397574798272,0.8815481481481481,0.01855337756124308
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,2,3,0.06569340468780561,0.03601862054103908,1.6114409214655556,0.0455905843574074,0.5120666666666667,0.003843609414773195,0.9612222222222222,0.006599812941606639
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,3,3,-0.037261166645180095,0.024765752503523836,1.713492082532247,0.06620337319013671,0.5167333333333334,0.0027736858750286473,0.9816296296296296,0.002724949503062155
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,4,3,-0.09616706324147456,0.02235370609273688,1.8317040739059447,0.09306734643227295,0.5196,0.005556977595779967,0.9895481481481481,0.0013003956346375734
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,5,3,-0.1349693446423068,0.021225037359308765,1.9412715593338012,0.102698530773877,0.519,0.005765414122159813,0.9934296296296297,0.0013186849666059323
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,6,3,-0.16705113997242668,0.018605600111114312,2.0759615105311076,0.12441323787306635,0.5163333333333333,0.008967348177322693,0.9952518518518518,0.000798249112802774
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,7,3,-0.19058521336786674,0.017626509844442584,2.174273164876302,0.11034965326055025,0.516,0.008586035173466275,0.9961481481481482,0.0007139987665837983
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,8,3,-0.2104821043397441,0.01603105627304367,2.3035972662607826,0.1335675385590874,0.5145333333333334,0.005514828495368939,0.9964148148148148,0.0007569703529374927
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,9,3,-0.22807180276206043,0.015624702407860335,2.405009624735514,0.14548206687254134,0.5147333333333334,0.007508217720160498,0.9968666666666667,0.0003790827135385509
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,10,3,-0.24476582912242775,0.01617160197815444,2.5356005599975586,0.14089828205875643,0.5145333333333333,0.008020806277010692,0.9971111111111112,0.00047035578863364444
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,11,3,-0.2597739120526747,0.017502607842739843,2.613542775853475,0.15382667372434927,0.5163333333333333,0.01036211046714589,0.996688888888889,0.000451061847337458
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,12,3,-0.2752469853957494,0.01795731045122209,2.7163407302856446,0.18324023289507774,0.5134,0.010301456207740704,0.997037037037037,0.0004588409086206989
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,13,3,-0.28871499672225026,0.017511601090304137,2.823018437449137,0.16542662164169256,0.5103333333333332,0.0131458485208576,0.9967481481481482,0.00039773018544173006
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,14,3,-0.3024947142434843,0.015386571963177945,2.938805142847697,0.18778399892549896,0.5114666666666667,0.014770691701248551,0.9967703703703704,0.00046737160161032255
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,15,3,-0.316625967911518,0.01650471810821471,3.05708028271993,0.20602829717838983,0.5056666666666666,0.009962596716385485,0.9965481481481481,0.00034593464974322477
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,16,3,-0.3306029213970358,0.016125590185815695,3.129312605539958,0.19697991612302837,0.5074,0.010961751684835822,0.9960666666666667,0.0005388602512436555
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,17,3,-0.34263867992054337,0.017963186466987968,3.2101669279734293,0.22441217415239845,0.5031333333333333,0.015799156095606275,0.9963111111111113,8.012336167693664e-05
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,18,3,-0.35439877739241626,0.016695699062652915,3.3180133637746176,0.21109879757298522,0.5018,0.013192422067232394,0.9961851851851852,0.0006803533335232943
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,19,3,-0.3661102087613308,0.017653787349126537,3.405251143391927,0.20693802351509327,0.5023333333333333,0.01044094504024102,0.9960592592592592,0.00028917364882880746
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,20,3,-0.3763204556768591,0.01862343191450194,3.47564145304362,0.24043927346331234,0.49920000000000003,0.012180311982868099,0.9962592592592592,0.0003160976043459772
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,21,3,-0.3876258538376201,0.017915563727782975,3.5434403834025066,0.15537954558310965,0.4996666666666667,0.008393648392286443,0.9960592592592592,0.0003153155059820642
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,22,3,-0.398705609924143,0.019992573393707583,3.601255475616455,0.2151975349531159,0.5002666666666666,0.01190686076736155,0.9960518518518519,0.00020647940540394845
