datasize,optim,lr,wdecay,dropout,encoder,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,run
b128,adam,0.00032,0.0001,0.25,cnnninw2d4,3.321921057999134,1.4009034407289722,6.965728126508773e-06,1.92102458356302,1.0,0.792,-4.888303988946379e-06,-1.3273304286687797,0
b128,adam,0.00032,0.0001,0.25,cnnninw4d4,3.3218914934179997,1.4508034654810458,3.653467804683301e-05,1.8711245573019681,1.0,0.7957,-2.5395962649326345e-05,-1.2979701868904994,0
b128,adam,0.00032,0.0001,0.25,cnnninw8d2,3.321376260708679,1.6302588136890266,0.0005517645325932625,1.6916692113574547,0.9999333333333332,0.8026,-0.00038295842642999616,-1.1782175532005317,0
b128,adam,0.00032,0.0001,0.25,cnnninw2d8,3.321185414764014,1.5407012021994289,0.0007426132644716497,1.7812268160566498,0.9998666666666668,0.7898,-0.000515374531203031,-1.2324973467047566,0
b128,adam,0.00032,0.0001,0.25,cnnninw4d8,3.321836991743608,1.4981125140491918,9.103143575699008e-05,1.823815509488311,0.9999777777777776,0.8026,-6.321240653818829e-05,-1.2632071422448854,0
b128,adam,0.00032,0.0001,0.25,cnnninw8d4,3.3217904913154515,1.6447742121129096,0.00013753027104454222,1.6771538159515285,1.0,0.7988,-9.548577183212311e-05,-1.1677569250626043,0
b128,adam,0.00032,0.0001,0.25,cnnninw2d2,3.321757968853821,1.024905729897415,0.0001700553710551586,2.2970222943945777,1.0,0.7489,-0.00011791219620362136,-1.593718306588732,0
b128,adam,0.00032,0.0001,0.0,cnnninw2d2,3.3056348718025466,0.04710865020751953,0.016293156569934745,3.2748193740844727,0.9965777777777778,0.6859999999999999,-0.011303828545378342,-2.2625945033734034,0
b128,adam,0.00032,0.0001,0.0,cnnninw8d8,3.3170878264037045,1.355619374709793,0.004840196137096923,1.9663086495821989,0.9993777777777778,0.74,-0.003358035269251657,-1.360730225261492,0
b128,adam,0.00032,0.0001,0.0,cnnninw8d4,3.31616222248836,1.3253823503663271,0.0057658054227596785,1.9965456769436218,0.9988,0.7609999999999999,-0.0040013200081264015,-1.3842694728692078,0
b128,adam,0.00032,0.0001,0.0,cnnninw8d2,3.3148388896476138,1.2755468781990342,0.0070891281065583326,2.046381146092958,0.9984222222222222,0.7572,-0.004912331028688349,-1.4084494024009022,0
b128,adam,0.00032,0.0001,0.0,cnnninw2d8,3.3175207539038225,0.23578197141236895,0.0044072670638839045,3.086146052879623,0.9994222222222222,0.6419,-0.003057343107586875,-2.14627296387583,0
b128,adam,0.00032,0.0001,0.0,cnnninw4d8,3.317905083298683,0.9206602256509322,0.004022934587159068,2.40126779864106,0.9994222222222222,0.6995,-0.0027911845931064346,-1.6675889315979242,0
b128,adam,0.00032,0.0001,0.0,cnnninw2d4,3.316723696210168,-0.06849775887742827,0.005204329672365435,3.3904257831694204,0.9990000000000001,0.688,-0.0036117815768369078,-2.3608933117793125,0
b128,adam,0.00032,0.0001,0.0,cnnninw4d4,3.316406062380834,0.6722770069218889,0.0055219611530322845,2.649651017370103,0.9990444444444444,0.7212,-0.003829493079965203,-1.8285071851022563,0
b128,adam,0.001,0.0005,0.0,cnnninw2d2,3.311292584646832,1.0566174953798704,0.010635439352633759,2.2653105289121216,0.9984,0.7141,-0.007369902336447138,-1.5748319595231195,0
b128,adam,0.001,0.0005,0.0,cnnninw8d8,3.3124939088116987,1.7973179077800316,0.00943411442064892,1.5246101134940038,0.9987111111111112,0.7849,-0.00654015654396227,-1.056467831278879,0
b128,adam,0.001,0.0005,0.0,cnnninw8d4,3.31409634446556,1.764497246923326,0.007831679626509536,1.5574307841590689,0.9987555555555556,0.7859,-0.0054272511659417535,-1.085287563183884,0
b128,adam,0.001,0.0005,0.0,cnnninw8d2,3.3162960992618036,1.76476659654062,0.0056319206391477064,1.557161427751372,0.9990888888888888,0.7847,-0.00390771341847095,-1.083394718375648,0
b128,adam,0.001,0.0005,0.0,cnnninw2d8,3.312736575576392,1.6125668528713757,0.009191448773807759,1.7093611699116382,0.9992222222222222,0.7614,-0.0063753056673590035,-1.1876744152106804,0
b128,adam,0.001,0.0005,0.0,cnnninw4d8,3.317459556866776,1.669291386121436,0.004468466633790575,1.6526366366615781,0.9996222222222222,0.7794,-0.0030976105673936327,-1.1482446799104542,0
b128,adam,0.001,0.0005,0.0,cnnninw2d4,3.314613838764754,1.5440978128698808,0.007314185175428892,1.7778302084041546,0.9987777777777778,0.762,-0.005075079564193775,-1.2260683684036695,0
b128,adam,0.001,0.0005,0.0,cnnninw4d4,3.314580324021253,1.7724374396891531,0.007347698194280383,1.5494905868663065,0.9987111111111112,0.7892,-0.005092499168697039,-1.0700930299869496,0
b128,adam,0.001,0.0005,0.25,cnnninw2d4,3.3218262459744112,2.0588368011426317,0.00010178152844921648,1.2630912223948707,1.0,0.8308,-7.060484231322385e-05,-0.8779344906469567,0
b128,adam,0.001,0.0005,0.25,cnnninw4d4,3.32172198661349,2.0324881997289537,0.00020603843505672228,1.2894398245630383,1.0,0.8288,-0.0001428588546504345,-0.8918654165241838,0
b128,adam,0.001,0.0005,0.25,cnnninw8d2,3.3217272236943245,2.0172140009795565,0.00020079936431019718,1.3047140346297734,1.0,0.825,-0.0001392758635143344,-0.9022059619287874,0
b128,adam,0.001,0.0005,0.25,cnnninw2d8,3.3215272264047098,1.6748883377147623,0.0004007983935397616,1.6470396858227403,0.9999555555555556,0.8257,-0.000278019440266102,-1.1336182366991387,0
b128,adam,0.001,0.0005,0.25,cnnninw4d8,3.3213655217127367,1.8273364682740805,0.000562493393193687,1.4945915560179117,1.0,0.8249,-0.0003899086819081229,-1.0339580662958232,0
b128,adam,0.001,0.0005,0.25,cnnninw8d4,3.3217481848868458,2.031044597867169,0.00017983660789220516,1.2908834256703339,1.0,0.8234,-0.0001247509208123641,-0.8921873621256337,0
b128,adam,0.001,0.0005,0.25,cnnninw2d2,3.3217240409417585,1.6595979747892935,0.00020398547450316653,1.6623300525206557,1.0,0.7655,-0.00014139794711838082,-1.1566752849129982,0
b128,adam,0.001,0.0005,0.25,cnnninw8d8,3.3214776556600225,1.8839428032500836,0.0004503746749833227,1.4379852206646642,1.0,0.8288,-0.0003122380130375768,-1.0052780550842553,0
b128,adam,0.001,0.0005,0.5,cnnninw2d2,3.3198678114197477,1.88119946854024,0.0020602179918734528,1.4407285542427744,0.9998444444444444,0.7882,-0.0014290692768797622,-1.0055091958451228,0
b128,adam,0.001,0.0005,0.5,cnnninw8d4,3.3219051286578183,1.948600657378571,2.2893315492534715e-05,1.3733273503146597,1.0,0.8433,-1.594039828877164e-05,-0.9518808742908452,0
b128,adam,0.001,0.0005,0.5,cnnninw8d2,3.321905476803129,1.890164185173904,2.255407657065172e-05,1.43176384666298,1.0,0.8384,-1.5696193069581454e-05,-0.9926719287010032,0
b128,adam,0.001,0.0005,0.5,cnnninw2d8,3.286578661338849,2.1635496058041537,0.03534936321706151,1.1583784011345877,0.9932444444444444,0.8342,-0.02450377167055278,-0.7992061165759725,0
b128,adam,0.001,0.0005,0.5,cnnninw4d8,3.3214280767874285,1.7459050492395332,0.0004999558334785352,1.5760229788249052,0.9998888888888888,0.8428,-0.0003470028385544225,-1.094738512905432,0
b128,adam,0.001,0.0005,0.5,cnnninw2d4,3.3217633298852225,2.167881740799433,0.00016469595595935968,1.1540462940554077,1.0,0.8523,-0.00011429138525991409,-0.8000266505792082,0
b128,adam,0.001,0.0005,0.5,cnnninw4d4,3.3219096911224453,2.0380345824398574,1.8331116758025185e-05,1.2838934395886674,1.0,0.8543,-1.2783936204969376e-05,-0.890470520362785,0
b128,adam,0.001,0.0001,0.5,cnnninw8d4,3.321920688856732,1.6756362371806857,7.3385302973799114e-06,1.6462917886202848,1.0,0.8353,-5.142094443096489e-06,-1.1356633452042804,0
b128,adam,0.001,0.0001,0.5,cnnninw8d8,3.321624639359388,1.6099962901465499,0.00030338001010157063,1.7119317281095288,0.9999111111111112,0.8421,-0.00021057630636794205,-1.1931519387174938,0
b128,adam,0.001,0.0001,0.5,cnnninw2d2,3.3143501938744024,1.6137450344954865,0.0075778273317568656,1.7081829882875277,0.9987777777777778,0.7701,-0.00525791538958353,-1.1935346415534724,0
b128,adam,0.001,0.0001,0.5,cnnninw2d4,3.321620051833716,2.0691762347764606,0.0003079699611238208,1.2527517947969558,0.9999333333333332,0.8469,-0.0002137369304762176,-0.8732520635224953,0
b128,adam,0.001,0.0001,0.5,cnnninw4d4,3.3219238743186,1.804220392734189,4.1545949649446365e-06,1.5177076300488244,1.0,0.8498,-2.9267569229192407e-06,-1.0478014437245131,0
b128,adam,0.001,0.0001,0.5,cnnninw2d8,3.2749007411978464,2.1976588375960726,0.04702728227659298,1.1242691851869415,0.9903333333333332,0.8309,-0.032604061761807954,-0.7784213496671605,0
b128,adam,0.001,0.0001,0.5,cnnninw4d8,3.321338491006331,1.5953737527509282,0.0005895374229629108,1.7265542700320862,0.9998666666666668,0.8446,-0.0004092415069902839,-1.1971314580992092,0
b128,adam,0.001,0.0001,0.5,cnnninw8d2,3.3219184889034783,1.7455062126811547,9.534547636746993e-06,1.576421804820435,1.0,0.841,-6.668764215556027e-06,-1.0889944915769207,0
b128,adam,0.001,0.0001,0.25,cnnninw2d8,3.321839107031172,1.6474601513222804,8.89250459915109e-05,1.6744678684427767,1.0,0.8194,-6.173301654022982e-05,-1.1596979713974742,0
b128,adam,0.001,0.0001,0.25,cnnninw4d8,3.3215628130869432,1.7352685883075376,0.0003652147087326408,1.5866594352299654,0.9999555555555556,0.8152,-0.0002533911405367219,-1.1006587251672717,0
b128,adam,0.001,0.0001,0.25,cnnninw8d2,3.3210886215621773,1.7145946433272543,0.0008394024203591307,1.6073333847371838,0.9998444444444444,0.8075,-0.0005823912716936403,-1.1196247661663488,0
b128,adam,0.001,0.0001,0.25,cnnninw2d4,3.3219035369428718,1.707457423210144,2.448467920017224e-05,1.6144706056087832,1.0,0.8170000000000001,-1.703056283443042e-05,-1.1165895065610358,0
b128,adam,0.001,0.0001,0.25,cnnninw4d4,3.321819864890792,1.7198606171185458,0.00010815317608603436,1.6020674034010003,1.0,0.8155,-7.505687837731867e-05,-1.113727430638786,0
b128,adam,0.001,0.0001,0.25,cnnninw8d8,3.3215270611372865,1.6643967809556406,0.00040096077960201495,1.6575312403183948,0.9999777777777776,0.8137,-0.00027820312758275,-1.153881111591022,0
b128,adam,0.001,0.0001,0.25,cnnninw2d2,3.3218998936089603,1.08066513719438,2.8130461639751623e-05,2.2412628886065904,1.0,0.7614,-1.9561455205663322e-05,-1.557548098489142,0
b128,adam,0.001,0.0001,0.25,cnnninw8d4,3.3217235234650695,1.7717564951015423,0.00020449993935885277,1.5501715239090257,1.0,0.816,-0.00014193488870079674,-1.0799473942537996,0
b128,adam,0.001,0.0001,0.0,cnnninw2d4,3.3153775957497684,0.9948985999143576,0.006550427566212006,2.3270294243776344,0.9986,0.7472,-0.004545631099303577,-1.6094073295102806,0
b128,adam,0.001,0.0001,0.0,cnnninw4d4,3.3160787427967247,1.5654867721509331,0.005849281721690535,1.7564412513865701,0.9988888888888888,0.7772,-0.004059190569425746,-1.2243707523688212,0
b128,adam,0.001,0.0001,0.0,cnnninw8d2,3.3182453973726798,1.6457065570203564,0.003682627779612217,1.6762214672716358,0.9994444444444444,0.7889,-0.0025556153420439745,-1.1588183488853137,0
b128,adam,0.001,0.0001,0.0,cnnninw2d8,3.315527858381921,1.2651419322701951,0.006400160085005072,2.056786092021797,0.9991777777777778,0.7386,-0.004440634433344531,-1.42132853340823,0
b128,adam,0.001,0.0001,0.0,cnnninw4d8,3.316432954912836,1.5762101064754437,0.005495068460070549,1.7457179178165485,0.9992,0.7709,-0.0038123608969717494,-1.2143105698877803,0
b128,adam,0.001,0.0001,0.0,cnnninw8d4,3.3175595971671017,1.5922864705701418,0.004368430236065085,1.7296415537218504,0.9991555555555556,0.7858,-0.003029554889746462,-1.193966153469643,0
b128,adam,0.001,0.0001,0.0,cnnninw2d2,3.314885570244356,0.5519384553160849,0.007042454795075834,2.7699895689759075,0.9985777777777778,0.7222,-0.004876606619277472,-1.9277304243700981,0
b128,adam,0.001,0.0001,0.0,cnnninw8d8,3.3166233612732454,1.6031014753293389,0.005304662580039639,1.718826547453675,0.9991333333333332,0.7779,-0.0036782648572828867,-1.186251641107848,0
b128,adam,0.001,0.0,0.5,cnnninw8d2,3.3219178596680816,1.1270329861701291,1.0179238151172074e-05,2.194895039630841,1.0,0.8292,-7.073733882630664e-06,-1.4740706853342722,0
b128,adam,0.001,0.0,0.5,cnnninw2d8,3.2115800055590533,2.214992384367352,0.11034801793390546,1.1069356293617925,0.9768444444444444,0.8238,-0.07649804443478289,-0.7631503695417104,0
b128,adam,0.001,0.0,0.5,cnnninw4d8,3.3215375644239518,1.3635136009771611,0.0003904541251322578,1.958414426332788,0.9999111111111112,0.8326,-0.0002710671772805995,-1.3346935292840103,0
b128,adam,0.001,0.0,0.5,cnnninw2d4,3.318753578446128,1.9976454777053638,0.0031744510369290683,1.3242825420596929,0.9996222222222222,0.8286,-0.0021963572838823602,-0.9171204641803191,0
b128,adam,0.001,0.0,0.5,cnnninw4d4,3.321927145800807,1.2385433716110037,8.973138955430998e-07,2.083384654944456,1.0,0.8372,-6.385895559270061e-07,-1.4238722799720818,0
b128,adam,0.001,0.0,0.5,cnnninw2d2,3.2932110672647297,1.5554232793518261,0.028716954896067782,1.7665047472036337,0.9958666666666668,0.7604,-0.019915283320288225,-1.2297453812321248,0
b128,adam,0.001,0.0,0.5,cnnninw8d8,3.3214671544053336,1.292981030065802,0.00046086444271375976,2.0289469919627225,0.9998666666666668,0.8322,-0.0003198943162632904,-1.3830292370647617,0
b128,adam,0.001,0.0,0.5,cnnninw8d4,3.3219178826971487,1.1822777201857748,1.0143193137385207e-05,2.139650306369685,1.0,0.8285,-7.057080614529178e-06,-1.4625873693930849,0
b128,adam,0.001,0.0,0.0,cnnninw2d8,3.3174279921434144,1.0577909720094898,0.004500032756203093,2.264137050773524,0.9992,0.7396,-0.0031212844378544326,-1.5630161542558925,0
b128,adam,0.001,0.0,0.0,cnnninw4d8,3.316207295114344,1.3875483802602262,0.005720729204602487,1.9343796410138092,0.9991555555555556,0.7583,-0.00396592393287292,-1.3504002201710197,0
b128,adam,0.001,0.0,0.0,cnnninw8d2,3.3109387105161487,1.3692325263083736,0.010989321505927695,1.9526954949656616,0.9976,0.7774,-0.00762556064294231,-1.3636324555153645,0
b128,adam,0.001,0.0,0.0,cnnninw2d4,3.316932154650038,0.7429291945469529,0.00499586935378912,2.5789988297450392,0.9989777777777776,0.7482,-0.003466289265280651,-1.7868335387622625,0
b128,adam,0.001,0.0,0.0,cnnninw4d4,3.308379775421186,1.1990030807784842,0.013548253732510191,2.122924943513508,0.9972444444444444,0.7697,-0.009400372499539329,-1.47031211807427,0
b128,adam,0.001,0.0,0.0,cnnninw8d8,3.3124253431504425,1.4300245001346252,0.009502688490267079,1.8919035241573672,0.9984666666666666,0.7695,-0.00659086373915394,-1.3195416425873738,0
b128,adam,0.001,0.0,0.0,cnnninw2d2,3.316019034521146,0.105406637433209,0.005908988677343918,3.2165213868587834,0.9987333333333334,0.7165,-0.004093054619182428,-2.232146184358632,0
b128,adam,0.001,0.0,0.0,cnnninw8d4,3.3142838092012834,1.3430616282209564,0.007644216676505328,1.9788663975800143,0.9984,0.7806,-0.005303475903623919,-1.3762555199967554,0
b128,adam,0.001,0.0,0.25,cnnninw8d8,3.32107756219127,1.5685123205184937,0.0008504657527675424,1.7534157052824768,0.9999333333333332,0.8059999999999999,-0.0005901055852009268,-1.2164156564843136,0
b128,adam,0.001,0.0,0.25,cnnninw2d2,3.3219251443039286,0.36949436574042605,2.874622383322841e-06,2.9524336585515663,1.0,0.7552,-2.0261804112863047e-06,-2.0511772421807755,0
b128,adam,0.001,0.0,0.25,cnnninw8d4,3.3205137266354128,1.2401908485195303,0.0014143017540452524,2.0817371787904184,0.9996444444444444,0.8036,-0.000981565808842965,-1.4434409362175589,0
b128,adam,0.001,0.0,0.25,cnnninw2d8,3.3218222436579787,1.4286065629765958,0.00010577741453555623,1.8933214605609072,0.9999777777777776,0.8062,-7.344472430216909e-05,-1.30600078345792,0
b128,adam,0.001,0.0,0.25,cnnninw4d8,3.3215954994613472,1.5578603095646146,0.00033252929504938453,1.7640677102004425,0.9999555555555556,0.8061,-0.00023073620292328863,-1.2137342853321935,0
b128,adam,0.001,0.0,0.25,cnnninw8d2,3.3203804933212018,1.300488081159471,0.00154752790775929,2.0214399438870103,0.9997111111111112,0.8022,-0.0010738762729750981,-1.392890088404938,0
b128,adam,0.001,0.0,0.25,cnnninw2d4,3.3219259990887213,1.2581810845604426,2.025213769453093e-06,2.0637469389770606,1.0,0.8119,-1.4301652873127875e-06,-1.4308544614693557,0
b128,adam,0.001,0.0,0.25,cnnninw4d4,3.321888754990968,1.2759173867068714,3.927408426231758e-05,2.0460106375851206,1.0,0.8121,-2.7190186066504732e-05,-1.4166863595932109,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw2d8,3.289697872644121,2.067082919651949,0.03223015204970248,1.2548451046400433,0.9936666666666668,0.8263,-0.022364942750324475,-0.8612571811779579,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw4d8,3.319994026964361,1.6230561552168448,0.0019339931770435796,1.6988718713386148,0.9994666666666666,0.8267,-0.0013414747649928894,-1.1823473421652946,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw8d2,3.3219203623858364,1.6827996320362333,7.662249759929097e-06,1.6391283884833132,1.0,0.8328,-5.370297772930777e-06,-1.1315345511318773,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw2d4,3.3218492438847367,2.0559502447707745,7.877917437326687e-05,1.2659777765032612,1.0,0.8478,-5.469301612592404e-05,-0.8780704637470479,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw4d4,3.321921658109535,1.7870430418207677,6.3674397258689e-06,1.5348849786987788,1.0,0.8402,-4.471336906200918e-06,-1.0577739851225132,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw2d2,3.3200886967507275,1.8016604426540903,0.001839326027865437,1.5202675808834123,0.9998,0.7883,-0.0012758311233956356,-1.0605006756992466,0
b128,rmsprop,0.001,0.0005,0.5,cnnninw8d4,3.32192179154266,1.6120057860507242,6.232705076249865e-06,1.7099222344688223,1.0,0.8301,-4.379411537513849e-06,-1.184799037516573,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw2d4,3.312820026820356,1.3496103332012517,0.009108001348150456,1.9723176941086973,0.9981333333333332,0.7604,-0.006310047924380547,-1.364805814076414,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw4d4,3.300765286792408,1.3817016474808321,0.021162735381122646,1.9402263783201383,0.9954,0.7586,-0.01468242281161046,-1.3346359844703177,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw8d2,3.317029442299496,1.4817072258719914,0.004898581861032819,1.8402207984200007,0.9990444444444444,0.7786,-0.003399285616965224,-1.2621964290003824,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw2d8,3.3141053813424977,1.5297705221779738,0.007822649019958177,1.79215750060504,0.9990444444444444,0.7655,-0.005416610045902107,-1.2401539592435114,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw4d8,3.314406155862592,1.629208911823321,0.007521861307230377,1.6927191132231605,0.9990444444444444,0.7759,-0.005218052841609008,-1.1715467430511846,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw8d4,3.3161136494441465,1.5724378929862493,0.005814373442510921,1.7494901313057432,0.9989333333333332,0.7753,-0.004034087254529088,-1.212971789305522,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw2d2,3.277257959951054,0.6706389324574531,0.044670062520956635,2.6512890918345398,0.9897555555555556,0.6972,-0.030869855832833682,-1.8336665906612333,0
b128,rmsprop,0.001,0.0005,0.0,cnnninw8d8,3.3116023377938704,1.2159409402291983,0.010325691863809798,2.105987085571772,0.9979111111111112,0.7538,-0.007095943589979369,-1.4563164337481445,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw2d8,3.32175686345859,1.6454224707205083,0.00017116221029441064,1.6765055528169943,1.0,0.8221,-0.0001187464837215095,-1.1583430902874627,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw4d8,3.3216085589744826,1.7541812296155133,0.0003194707487223654,1.5677467931675009,0.9999777777777776,0.8207,-0.00022161652382676303,-1.0878214194365603,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw8d2,3.3217037387869577,1.7753048667424842,0.00022429101849494063,1.5466231537770616,0.9999777777777776,0.8059,-0.00015564365203776318,-1.0767791527798178,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw2d4,3.321878496896137,1.8787974481341203,4.9534349991311246e-05,1.4431305663495124,1.0,0.8228,-3.440028279573034e-05,-1.001071375919305,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw4d4,3.3218016414479776,1.9238110825985293,0.0001263795065617821,1.398116938675506,1.0,0.8179,-8.758752677363665e-05,-0.9674336862854808,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw8d8,3.321812305260788,1.3316685896885545,0.00011572316384445005,1.990259431585481,1.0,0.7911,-8.024651738809641e-05,-1.3816805713132625,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw2d2,3.3218293474479155,1.5148330413842503,9.867704468226954e-05,1.8070949829077416,1.0,0.7708,-6.84598850991588e-05,-1.2549808472919632,0
b128,rmsprop,0.001,0.0005,0.25,cnnninw8d4,3.3218097727407114,1.8119823434684852,0.00011824676538584424,1.5099456853504425,1.0,0.8084,-8.205320369432342e-05,-1.055725651072423,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw8d4,3.321724836799232,1.648651568195488,0.0002031837152830204,1.6732764553420152,0.9999333333333332,0.8125,-0.00014099438202923756,-1.1627339763293778,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw8d8,3.321820461614565,1.3114171360112443,0.00010755789956688618,2.0105108837538133,1.0,0.7929,-7.464047034379366e-05,-1.3895820655090092,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw2d2,3.321908893232996,0.9974378649192521,1.9133464979342367e-05,2.3244901593727403,1.0,0.7624,-1.3321696642407865e-05,-1.6182669336244802,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw2d4,3.321909607811408,1.6465788506254364,1.841847543589252e-05,1.6753491781934906,1.0,0.8168,-1.2811817617124334e-05,-1.1573072769447172,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw4d4,3.321751221337102,1.7121665296675284,0.00017680059039548723,1.6097614991513989,0.9999777777777776,0.8131,-0.00012271695806756277,-1.1183761968083998,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw2d8,3.32177175920118,1.5776015339018423,0.00015626025106030283,1.744326487372193,0.9999777777777776,0.8139,-0.00010844663726783117,-1.2100632323049147,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw4d8,3.321829221465371,1.5156456035903738,9.880198508033736e-05,1.8062824191926399,1.0,0.8016,-6.857437548473228e-05,-1.2458275682940871,0
b128,rmsprop,0.001,0.0001,0.25,cnnninw8d2,3.3218103884295984,1.6873833589915987,0.00011763552825269387,1.6345446637914152,1.0,0.8092,-8.16234793189769e-05,-1.1386207379066018,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw2d2,3.3149316608905792,0.4692383401001556,0.0069963697177709856,2.8526896841918368,0.9985777777777778,0.7222,-0.004846571700944158,-1.9718953871410756,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw8d4,3.3126973922957075,1.3675390361230584,0.009230631761883242,1.954388989677912,0.9978888888888888,0.7804,-0.00637383854161166,-1.3488586494463606,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw8d2,3.312521581622687,1.4091014786611629,0.00940643894240235,1.9128265441218508,0.9978222222222224,0.7796,-0.006527909601350253,-1.3258155518099786,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw2d8,3.314203454689546,1.47164625004877,0.007724576900893059,1.8502817742432218,0.9989777777777776,0.7602,-0.005357953247907358,-1.2875921118635538,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw4d8,3.316734660078178,1.6344620095023623,0.005193369125746275,1.6874660162986082,0.9994888888888888,0.7818,-0.0036020061321121633,-1.170752662210587,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw2d4,3.3178916200995445,1.0699233857891228,0.004036405604934275,2.2520046385028696,0.9991111111111112,0.7557,-0.002799522624332454,-1.5578231519752328,0
b128,rmsprop,0.001,0.0001,0.0,cnnninw4d4,3.3186869485811754,1.510341526586798,0.0032410749792110105,1.811586497705194,0.9993555555555556,0.7835,-0.002247294781465964,-1.2580617850069429,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw8d4,3.321925462646918,1.4051278784305234,2.5638097505604147e-06,1.9168001458614687,1.0,0.8320000000000001,-1.7998813060021096e-06,-1.3273318461890866,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw2d2,3.3149402114478024,1.630495634260057,0.006987808550961331,1.6914323817325545,0.9987111111111112,0.7767,-0.004845332188150781,-1.1701203609802808,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw2d4,3.3216069875793024,2.022151616555226,0.00032103343238015276,1.2997764017008528,0.9999777777777776,0.8438,-0.0002228063641992959,-0.9006452299270244,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw4d4,3.32192709567872,1.5027048482170589,9.243728054512829e-07,1.8192231700390198,1.0,0.841,-6.632846377180436e-07,-1.2554476715014746,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw2d8,3.2806574363600123,2.0509966460964346,0.041270590854930386,1.2709313751776008,0.9908444444444444,0.8231,-0.028634023657415294,-0.8766703826643845,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw4d8,3.3212244348092512,1.1294303528870209,0.0007035877411316414,2.1924976683870145,0.9998222222222222,0.8246,-0.0004883210469824965,-1.5194794124755282,0
b128,rmsprop,0.001,0.0001,0.5,cnnninw8d2,3.3219264176758854,1.416675164729734,1.6071011383900213e-06,1.9052528565443012,1.0,0.8322,-1.1266711612411959e-06,-1.3153267361943797,0
b128,rmsprop,0.001,0.0,0.5,cnnninw2d2,3.2870936928824945,1.4326774711850323,0.03483433212783315,1.8892505493345142,0.9926,0.7653,-0.02416472393323296,-1.315604813045979,0
b128,rmsprop,0.001,0.0,0.5,cnnninw8d4,3.321925279091705,0.02812745752213876,2.757090689605774e-06,3.2938005667698533,1.0,0.8153,-1.9146763055289284e-06,-2.0585287024480605,0
b128,rmsprop,0.001,0.0,0.5,cnnninw8d2,3.3219252310015936,-0.03871805758415898,2.806693374551041e-06,3.3606460818761517,1.0,0.8139,-1.9485742927429332e-06,-2.0366128437130717,0
b128,rmsprop,0.001,0.0,0.5,cnnninw2d8,3.2014210969209667,2.063038687162761,0.12050693055657162,1.258889324302915,0.9746444444444444,0.8036,-0.0835513670862036,-0.8627089362908664,0
b128,rmsprop,0.001,0.0,0.5,cnnninw4d8,3.319836779751561,0.8683352530757084,0.002091244871391754,2.453592771216284,0.9995333333333334,0.8106,-0.0014513408041307318,-1.6182723521003677,0
b128,rmsprop,0.001,0.0,0.5,cnnninw2d4,3.317714946513826,1.909215990501114,0.004213077857457392,1.4127120315274106,0.9995111111111112,0.8239,-0.0029228210217277124,-0.9798112298189251,0
b128,rmsprop,0.001,0.0,0.5,cnnninw4d4,3.321927233853124,0.5537179331236248,8.038075598122444e-07,2.768210091168368,1.0,0.8278,-5.580979701527945e-07,-1.7792132780863903,0
