experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_further_mean,train_H_Q_xCz_further_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_nofreeze_mean,train_d_H_Q_xCz_nofreeze_std,train_d_H_Q_xCz_maxep_mean,train_d_H_Q_xCz_maxep_std,train_d_H_Q_xCz_minep_mean,train_d_H_Q_xCz_minep_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,test_d_H_Q_xCz_test_mean,test_d_H_Q_xCz_test_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.0,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6567,,-2.3986112106401736,,0.9997333333333334,,-0.0035893291241398282,,3608458.13568578,,0.00012957555009052155,,1526.1906008097415,,0.02232485450804234,,12.076171604069796,,,,15.360280427065762,,,,,,,,,,,,15.555216767571187,,11.893953973596744,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.0,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.583,,-3.572969443616333,,0.9998888888888888,,-0.0010028785938517037,,654620.8346288676,,6.77384523442015e-05,,4375.572648237028,,0.00491990288719535,,11.656016718257556,,,,14.841312473470516,,,,,,,,,,,,15.551135063171387,,1.5381808727979658,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.0,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.5605,,-3.397529601210496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.25,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7033,,-1.2136867973469398,,0.9444444444444444,,-0.14774464538038876,,2120971.504197531,,0.0001278347772313282,,1169.3566072845356,,0.2619624137878418,,12.008626406843012,,,,15.298648086461155,,,,,,,,,,,,15.554299040274186,,11.002040050246501,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7619,,-1.0059146527684173,,0.9948444444444444,,-0.023989962341387727,,956775.9625751837,,3.056402420043014e-05,,1160.003071116624,,0.0807017907500267,,12.195498824119568,,,,15.50858501954512,,,,,,,,,,,,15.556353449821472,,15.217012286186216,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7409,,-0.8743776035203252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.5,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6859999999999999,,-0.9449695239061552,,0.7859111111111111,,-0.5676228898834914,,1944303.8913535539,,6.863028829684481e-05,,577.7001817552077,,0.7855277061462402,,12.198140382766724,,,,15.49097373268821,,,,,,,,,,,,15.556274023923008,,14.612640608440746,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0,erm,0.5,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.4702,,-1.3777718819255242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.0,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6584,,-2.3122993458183605,,0.9998888888888888,,-0.0026184365510214967,,3661328.6129255686,,0.00014573415683116764,,1105.616909241171,,0.01911027915775776,,12.065671682357788,,,,15.387401515787296,,,,,,,,,,,,15.557400183244185,,11.978157010945408,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.0,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.5944,,-3.1632221985963382,,0.9996888888888888,,-0.0017094504579984726,,646613.3156686364,,6.17691912339069e-05,,3003.998834886592,,0.007772995159029961,,11.701976006681269,,,,14.855899518186396,,,,,,,,,,,,15.551005937836385,,1.719592459161173,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.0,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.5487,,-3.3491843817746187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.25,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7127,,-1.1455530307702353,,0.9606,,-0.1148274449620728,,1825897.45817834,,0.00013307624612934887,,800.6954399145783,,0.2416331321001053,,12.04698622226715,,,,15.295618945902044,,,,,,,,,,,,15.553686055270108,,10.84709731015292,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7628,,-1.0347849108638216,,0.9966,,-0.017285432610702426,,733900.1744628134,,3.304589699837379e-05,,757.5602698795655,,0.061512615531682975,,12.196215174414895,,,,15.504933617331766,,,,,,,,,,,,15.556543176824396,,15.2361681136218,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7388,,-0.8998785488169433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.5,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6923,,-0.9248175840666836,,0.7934666666666667,,-0.5540032045165932,,1986341.67926928,,7.667807949474081e-05,,382.3117592358362,,0.7758029699325562,,12.185542193326087,,,,15.497675830667667,,,,,,,,,,,,15.556403669443993,,14.670617136088286,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.5,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7178,,-0.8723397300475879,,0.8056666666666666,,-0.5294455320456037,,1770709.8027777062,,3.216841287212446e-05,,216.5628156563356,,0.7774544358253479,,12.224769689820027,,,,15.54336964000355,,,,,,,,,,,,15.557212471961975,,15.528432911092587,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0001,erm,0.5,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.4982,,-1.3319489181886777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.0,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6547,,-2.1515966773272766,,1.0,,-0.003049523443102428,,3408028.00714144,,0.00012209953274577856,,743.3350102746407,,0.02372484840452671,,12.116607774387706,,,,15.41252168742093,,,,,,,,,,,,15.557370315898547,,12.4805977452885,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.0,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.5772,,-2.8886129562879264,,0.9999111111111112,,-0.001212637204799974,,654620.8346288676,,5.4096788517199463e-05,,1750.8313025531615,,0.008035060949623585,,11.773175011981616,,,,14.963837948712435,,,,,,,,,,,,15.552407481453635,,1.8703186146237636,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.0,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.5468,,-2.917605737281722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.25,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7063,,-1.204364560402936,,0.9681333333333332,,-0.09792425655629801,,2052001.4552838246,,0.00014701818872708827,,443.4713033275096,,0.21480293571949005,,12.069779937917536,,,,15.326194253834812,,,,,,,,,,,,15.553957516496832,,11.675881429152055,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7721,,-1.0341506545195662,,0.9984888888888888,,-0.008031161903859229,,763549.7415111111,,3.8660597056150436e-05,,266.68239536947317,,0.035012029111385345,,12.1934156851335,,,,15.499631578272039,,,,,,,,,,,,15.556568178263573,,15.27182894403284,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7424,,-0.9353876634806464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.5,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6977,,-0.9277997664021096,,0.8198666666666666,,-0.4866994774510016,,1651275.3925413303,,9.262516687158497e-05,,203.6299588868249,,0.6858782768249512,,12.201871991157534,,,,15.503228534351695,,,,,,,,,,,,15.556078629060226,,14.801485917784953,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.5,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.736,,-0.8306730510990039,,0.8441333333333333,,-0.4320013890054173,,1213181.9210507732,,3.718626976478845e-05,,74.95940633206916,,0.6535282731056213,,12.225761218504472,,,,15.543029178272596,,,,,,,,,,,,15.557143222201955,,15.525574326515198,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.0001,last,0.0005,erm,0.5,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.4945,,-1.3382322615781566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.0,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6961,,-2.3762906834838757,,0.9996222222222222,,-0.0022214566820943533,,876523.9379591837,,3.4090222470695146e-05,,673.8300972797222,,0.0101148821413517,,11.378460298884999,,,,14.404356187040156,,,,,,,,,,,,15.550653609362517,,0.2993348690427162,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.0,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6764,,-2.512927193959265,,0.9994,,-0.002559146178606395,,196081.4141709277,,1.024207904265495e-05,,506.0900518929413,,0.007477141451090573,,10.922833475199614,,,,14.00076145475561,,,,,,,,,,,,15.549128077246928,,0.3438485083170235,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.0,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.6465,,-2.3787898449046976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.25,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7495,,-1.6264065815994395,,0.9999777777777776,,-0.00018145729821498485,,795033.0503031146,,3.23207896144595e-05,,1037.5048795065975,,0.0017314682481810448,,11.903891693462025,,,,15.11636791445992,,,,,,,,,,,,15.554425900632687,,8.939128453081304,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7975,,-1.4042091655732234,,1.0,,-1.7225472148557705e-06,,210033.12122842192,,6.426460913644405e-06,,354.27078494070037,,2.8370650397846472e-05,,12.195188478990035,,,,15.507803060791707,,,,,,,,,,,,15.556999878449874,,15.260551040822811,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7882,,-1.2106428558617666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.5,cnnninw2d2,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.7373,,-1.0365197850944707,,0.9427333333333332,,-0.15118574747189892,,554618.7107438017,,2.5443006961722855e-05,,682.0691634651138,,0.2707188427448273,,12.180633956735784,,,,15.468136852437802,,,,,,,,,,,,15.555975372141056,,14.362358407540755,
correlationRepBob,cifar10,b128,False,False,decay,adam,0.00032,last,0.0,erm,0.5,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,128,2,0,0,best,1,0.8104,,-0.7582924142679481,,0.981,,-0.059332577249538325,,288562.7046492878,,8.925786460167728e-06,,216.82824604107742,,0.13919927179813385,,12.226119236512618,,,,15.545337947932156,,,,,,,,,,,,15.557484897700222,,15.531488147648899,
