experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_d_H_Q_xCz_toagg,valid_h_delta_acc_toagg,valid_d_DIQ_xz_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,valid_aux_loss_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,19,0.9999731139025905,0.6553684002296492,0.006713451074161144,3.742581385103139,0.7220820756392046,8.495269122448834,0.0770514862273227,3.2448765391653236,-0.03742581294764849,0.978599747021993,0.6413670579592387,0.006677981621275346,12.239335060119629,0.08699976378134218,0.0,3.0671003659566245,0.25482765833536786,-0.12239334732294083,0.03961949724157651,3.045840327835083,0.5248,-2.111215642555405,0.9899777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,20,0.9999721781774,0.6410150412808765,0.006695278729735451,3.3672276477922094,0.7467331764914772,8.870664168487895,0.02203842169414698,3.2998895983804357,-0.03367227575191381,0.9895037213961283,0.6288261413574219,0.0066644361553092795,12.239335060119629,0.08660222506452803,0.0,3.070945660273234,0.2509823640187581,-0.12239334732294083,-0.011631334852178892,3.0499480266571046,0.5318,-2.114062932459534,0.9990888888888889
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,21,0.9999715458940376,0.6318932480432771,0.006660393793770874,2.9609120298515665,0.765361328125,9.276984236457132,0.008715029858814722,3.313212998888709,-0.0296091196783395,0.9724157849947611,0.6252097686131796,0.006644597897926967,12.239335060119629,0.08553095904775072,0.0,3.0797154903411865,0.24221253395080566,-0.12239334732294083,-0.020898513361149364,3.054702709579468,0.5372,-2.1173587018521114,0.9999555555555556
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,22,0.9999717054041949,0.6336261657151309,0.00668347213385542,2.9186282117258417,0.7639399857954546,9.31924654678865,0.008700360432902182,3.313227667049928,-0.02918628139675341,0.9913617968559265,0.6259423494338989,0.0066743042940894766,12.239335060119629,0.08439055586283185,0.0,3.13067889213562,0.19124913215637207,-0.12239334732294083,-0.020484888162546688,3.107752055358887,0.5372,-2.154129690553769,0.9999555555555556
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,23,0.9999714165248654,0.6312624368477951,0.0066854669871232045,2.827071949839592,0.7680879350142046,9.41085069287907,0.006813071850708432,3.3151149451732635,-0.02827071883207695,0.9846653540929159,0.6253224611282349,0.006688815075904131,12.239335060119629,0.0892420405835177,0.0,3.19110902150472,0.13081900278727213,-0.12239334732294083,-0.021458633848693634,3.1637825679779055,0.5324,-2.192966982067941,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,24,0.9999714229594577,0.630745206028223,0.006730085188544102,2.9695260538296266,0.7583480557528408,9.268311430107463,0.007541457667354156,3.314386557448994,-0.02969525984107432,0.9677179853121439,0.6212587555249532,0.006722537335008383,12.239335060119629,0.08247560034107669,0.0,3.223628044128418,0.09829998016357422,-0.12239334732294083,-0.02215324480500486,3.196791432952881,0.5304,-2.21584694298846,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,25,0.9999710206281055,0.6259084387936376,0.006743315139002251,2.9590395214882763,0.7597043678977272,9.278847640210932,0.005533925482516431,3.316394097425721,-0.029590394591319968,0.983007033665975,0.6204915642738342,0.006744729820638895,12.239335060119629,0.08607829496220502,0.0,3.2628087202707925,0.05911930402119955,-0.12239334732294083,-0.024056902859277196,3.2377784107208254,0.534,-2.2442570701916704,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,26,0.9999711503359404,0.6286462399769913,0.006779807984871281,3.2177804085341366,0.7423899147727273,9.020142484794963,0.009599330795357342,3.3123286962509155,-0.03217780330768702,0.9740446011225382,0.6227573752403259,0.006773392204195261,12.239335060119629,0.0825029671367994,0.0,3.325981775919596,-0.004053751627604167,-0.12239334732294083,-0.02259521940383646,3.284924626159668,0.5258,-2.2769363173764794,0.9997111111111111
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,27,0.9999725530770692,0.6521807231686332,0.006852761167630722,4.114446784962308,0.6860606800426137,8.123459488153458,0.1302492157767781,3.1916788017207924,-0.04114446677902544,0.9920902252197266,0.6648663282394409,0.006892393808811903,12.239335060119629,0.07593313571626106,0.0,3.5500621795654297,-0.2281341552734375,-0.12239334732294083,0.08910417169729869,3.537668817138672,0.508,-2.45212523616703,0.9709111111111111
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,28,0.9999729330566797,0.6618869856677272,0.0068629399042534215,4.413770122961565,0.6788798384232955,7.824113455685702,0.06407045462930744,3.2578575638207523,-0.04413770033385266,0.9787134726842245,0.6427551110585531,0.0068032640653351946,12.239335060119629,0.0769305834024705,0.0,3.3441436290740967,-0.022215604782104492,-0.12239334732294083,0.019977081723676786,3.3232784614562987,0.5276,-2.303521132161805,0.9893333333333333
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,29,0.9999718669463288,0.6442219831726768,0.006809891442323781,3.8617804700678047,0.7148233309659091,8.376146164807407,0.012747176062971861,3.3091808462684806,-0.03861780394800007,0.9744318524996439,0.6348071694374084,0.006800067300597827,12.239335060119629,0.08161102564988938,0.0,3.2769786516825357,0.04494937260945638,-0.12239334732294083,-0.025865505840712122,3.2599158309936525,0.5352,-2.2596014209516446,0.9994444444444445
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,30,0.9999716369943186,0.6403749612244692,0.006828463638984514,3.4281903938813643,0.7368792169744318,8.809711678461595,0.0052837355734399434,3.3166442811489105,-0.03428190312644636,0.983600914478302,0.6353345115979513,0.006825404552121957,12.239335060119629,0.0773324431922935,0.0,3.3108745416005454,0.01105348269144694,-0.12239334732294083,-0.029002128101057477,3.2892118141174316,0.5358,-2.279907931315968,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,31,0.9999717142094265,0.6417207711122253,0.006850268429843709,3.208581828258254,0.7461430220170455,9.029358630830592,0.0044355081706519495,3.3174925189126623,-0.03208581755064766,0.9757154583930969,0.6356620987256368,0.00684634642675519,12.239335060119629,0.075631020695059,0.0,3.325237989425659,-0.003309965133666992,-0.12239334732294083,-0.027653241777420044,3.3017554500579833,0.5366,-2.288602471365461,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,32,0.9999719262123108,0.6440732401203025,0.006894856053722006,3.227700715715235,0.7417518199573864,9.010205556045879,0.004759258408078246,3.3171687722206116,-0.03227700650776652,0.974565585454305,0.6381453275680542,0.006902783333013455,12.239335060119629,0.0719869157909292,0.0,3.3348332246144614,-0.012905200322469076,-0.12239334732294083,-0.027517311018043094,3.313470686721802,0.5386,-2.296722834142524,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,33,0.9999719265509736,0.6439669856970961,0.006934806196527047,3.3425168137658727,0.7346368963068183,8.895376611839641,0.005052132270066068,3.3168758980252524,-0.03342516734053127,0.9857684969902039,0.6362178723017374,0.006931408618887265,12.239335060119629,0.07497493777654868,0.0,3.3588947455088296,-0.03696672121683756,-0.12239334732294083,-0.028373341827260125,3.338781915664673,0.5368,-2.314267276566626,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,34,0.9999718777835369,0.6428908976641569,0.006971856891389259,3.401092229919,0.731105069247159,8.83677430044521,0.004608208972389217,3.3173198225823315,-0.03401092146734961,0.9747480154037476,0.6364439725875854,0.006979791913181543,12.239335060119629,0.06674113315818585,0.0,3.38008189201355,-0.05815386772155762,-0.12239334732294083,-0.0294023259209262,3.358919480514526,0.5354,-2.3282255646062695,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,35,0.9999719607559118,0.6444754712283611,0.007046797032341023,3.651655302806334,0.7148872514204545,8.586270958185196,0.007013881298586388,3.314914146607572,-0.03651655209250748,0.9882588783899943,0.6402642528216044,0.007079247230043014,12.239335060119629,0.07333581074852508,0.0,3.449251731236776,-0.12732370694478354,-0.12239334732294083,-0.029509484531813197,3.43778808555603,0.524,-2.3828930778940856,0.9997555555555555
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,36,0.9999717101454735,0.6425333547998558,0.0071069585498083725,4.06553595716303,0.6904343483664772,8.172370463609695,0.02872072542562488,3.2932072904976932,-0.040655358556912026,0.987446109453837,0.6362311641375223,0.0071102227084338665,12.239335060119629,0.06992180298211652,0.0,3.6662134329477944,-0.3442854086558024,-0.12239334732294083,-0.01194672418832779,3.645806032180786,0.521,-2.5270802344519283,0.9957111111111111
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,37,0.9999714849347418,0.642082498154857,0.007111779451158575,4.499226144768975,0.6659483753551136,7.738669468597933,0.04350442529804158,3.2784235965121877,-0.04499226035973565,0.9772418737411499,0.6349393129348755,0.007067550749828418,12.239335060119629,0.07317052970593657,0.0,3.692244211832682,-0.3703161875406901,-0.12239334732294083,-0.001452569337354766,3.6571673427581786,0.5224,-2.53495537890258,0.9926444444444444
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,38,0.9999710741368207,0.6392362944104455,0.007075233752733435,4.3473589569330215,0.6799691495028409,7.890561082146385,0.014865092877616089,3.307062930681489,-0.043473588577895,0.985294759273529,0.6296334266662598,0.007069637533277273,12.239335060119629,0.0685084520188053,0.0,3.6029814084370932,-0.2810533841451009,-0.12239334732294083,-0.028597329927815333,3.570636339187622,0.5288,-2.474976667863194,0.9987111111111111
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,39,0.9999708580699834,0.6369843425398524,0.007106649975123053,4.0331488658081405,0.6977627840909091,8.20474454218691,0.004470280861079862,3.317457749084993,-0.04033148781904443,0.967745284239451,0.6332215269406637,0.007116518759479125,12.239335060119629,0.07046229719764012,0.0,3.581631819407145,-0.259703795115153,-0.12239334732294083,-0.03586540882719887,3.5508100818634034,0.5324,-2.4612338462070364,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,40,0.9999712658199397,0.6431706913492896,0.0071758567964107815,3.902412334626371,0.7037577681107954,8.335510508580642,0.0033707510989519174,3.3185572773218155,-0.039024122546172955,0.9838632146517435,0.6404774188995361,0.0071951452021797495,12.239335060119629,0.06633027113292773,0.0,3.5998145739237466,-0.2778865496317546,-0.12239334732294083,-0.03565384119285477,3.565347903060913,0.5332,-2.4713109408459486,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,41,0.9999717917631973,0.6504418965090405,0.007272583644159816,3.944579368287867,0.6995121626420455,8.293320634148337,0.0035974453811914745,3.3183305764740165,-0.03944579270583662,0.9740511178970337,0.6458427309989929,0.007312783816208442,12.239335060119629,0.0680018062085177,0.0,3.5880864461263022,-0.2661584218343099,-0.12239334732294083,-0.035847529684172735,3.5551808738708495,0.5332,-2.464263658271653,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,42,0.9999722814695402,0.6585598198527639,0.007455111094962128,4.142982438206673,0.685947265625,8.094952477650208,0.004599961305344054,3.3173280588605185,-0.04142982337031175,0.9825088977813721,0.6525288422902426,0.007521063710252444,12.239335060119629,0.066702963679941,0.0,3.6035005251566568,-0.28157250086466473,-0.12239334732294083,-0.036830122508605324,3.5790577754974366,0.5324,-2.4808138922447887,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,43,0.9999726716090332,0.6655257875946435,0.0076881551067344844,4.571614452383735,0.6575774591619319,7.666249418800527,0.008363033466263336,3.3135649886998264,-0.04571614372120662,0.9826759497324625,0.6575751304626465,0.0077827442437410355,12.239335060119629,0.06518734732208702,0.0,3.685797611872355,-0.363869587580363,-0.12239334732294083,-0.03736022328734398,3.6655568073272704,0.5296,-2.5407704241928326,0.9997777777777778
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,44,0.9999724348837679,0.660957430574027,0.007878669680477205,4.764059077609669,0.6486301491477273,7.473840718919581,0.01737443589213812,3.304553594101559,-0.04764058995483951,0.9762271046638489,0.6468410491943359,0.007820872279504934,12.239335060119629,0.06315536273967552,0.0,3.7540009021759033,-0.43207287788391113,-0.12239334732294083,-0.030290759401188957,3.751365419769287,0.5292,-2.60024853140055,0.9978444444444444
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,45,0.9999719356948679,0.6549770198762417,0.007856171451170336,4.745480118827387,0.6507932350852272,7.492414870045402,0.01126812361789317,3.3106599003076553,-0.04745480013926598,0.9755793809890747,0.6431015531222025,0.007820847444236279,12.239335060119629,0.061673954876474923,0.0,3.7453531424204507,-0.4234251181284587,-0.12239334732294083,-0.03618151971830262,3.7201734745025634,0.5308,-2.578627720946844,0.9990222222222223
