experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,train_z_norm_toagg,train_z_mean_norm_toagg,train_z_std_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_z_mean_norm_toagg,valid_z_std_toagg,valid_d_H_Q_xCz_toagg,valid_h_delta_acc_toagg,valid_d_DIQ_xz_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,valid_aux_loss_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,171,0.999994853680784,1.9211715561422436,0.05205344942144372,8.353541720997203,0.35090043501420454,3.8843827694654465,0.003275344729693395,3.3186526772650806,-0.08353541558608413,0.9852763215700785,1.936475118001302,0.05256089071432749,12.238980611165365,0.014931467782079646,0.0,3.539222002029419,-0.21729397773742676,-0.12238980333010356,-0.08026503405968348,3.502895515823364,0.5306,-2.4280221931734602,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,172,0.999994852326133,1.9244346666065129,0.052169751629910686,8.337917292659933,0.3520820756392045,3.8999847742644222,0.003178197610065002,3.318749824708158,-0.08337917106903413,1.0372328360875447,1.9419140815734863,0.052918763210376106,12.238980611165365,0.01062227772400442,0.0,3.5699217319488525,-0.24799370765686035,-0.12238980333010356,-0.08020466925435596,3.5349480354309084,0.53,-2.450239202092495,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,173,0.9999948811124671,1.9287811477075925,0.05245001228864898,8.325331807136536,0.3531627308238636,3.912563768300143,0.003179635896231048,3.3187483874234287,-0.08325331620025364,0.9799066185951233,1.9456921021143596,0.05319468552867571,12.238980611165365,0.0178571942984882,0.0,3.526120662689209,-0.2041926383972168,-0.12238980333010356,-0.08007863351239099,3.4910383567810057,0.5324,-2.419803499106553,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,174,0.9999948844990947,1.9313705326481299,0.05260085718790916,8.30247158624909,0.35336758700284093,3.9353977712717922,0.0033589322668955324,3.318569089878689,-0.08302471409975128,1.0002896189689636,1.9477207660675049,0.05328485369682312,12.238980611165365,0.011164572386615043,0.0,3.552948077519735,-0.23102005322774252,-0.12238980333010356,-0.07966750560336643,3.5176643905639646,0.5314,-2.438259174948199,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,175,0.9999949017708952,1.9360599971630357,0.052869181423871356,8.268369972705841,0.3577960759943182,3.9695542657917198,0.003226047632448502,3.3187019757249137,-0.08268369806253097,1.0001078248023987,1.9549343585968018,0.05380431190133095,12.238980611165365,0.015577468196902653,0.0,3.5535542170206704,-0.23162619272867838,-0.12238980333010356,-0.07945843123992284,3.517069680786133,0.5336,-2.4378470900313602,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,176,0.9999949349598451,1.9431594589894468,0.05332654648968442,8.279125541448593,0.3558358487215909,3.958753829652613,0.0033016337845104067,3.3186263970353385,-0.08279125358570706,1.0008525649706523,1.962735931078593,0.054350595921278,12.238980611165365,0.017264127028023598,0.0,3.5443676312764487,-0.2224396069844564,-0.12238980333010356,-0.07950059163570404,3.509538129043579,0.5312,-2.432626409033612,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,177,0.9999949424104257,1.947706332260912,0.053731700807640496,8.263598862019451,0.35768909801136367,3.974263849583539,0.003353730292556892,3.3185742917385967,-0.0826359868726947,1.023443063100179,1.9658453861872356,0.0545904686053594,12.238980611165365,0.013426654106747787,0.0,3.572020689646403,-0.2500926653544108,-0.12238980333010356,-0.07928682177464168,3.5362207580566407,0.5316,-2.4511213932804514,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,178,0.9999949441037395,1.9491567672653631,0.05380501149391586,8.255019285462119,0.35632102272727273,3.9828356477347286,0.0031621989553307435,3.3187658272006293,-0.08255019098181617,1.054169774055481,1.9621235132217407,0.05431795492768288,12.238980611165365,0.01393906134771386,0.0,3.600075642267863,-0.2781476179758708,-0.12238980333010356,-0.07938983017471102,3.5619248165130615,0.5298,-2.468938237168445,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,179,0.9999949210746721,1.9422236227176406,0.05326042178256268,8.253475936976345,0.3559068714488636,3.984427431767637,0.003758613610195673,3.3181694109331477,-0.08253475748510523,0.9903751214345297,1.9559880495071411,0.05378460387388865,12.238980611165365,0.012077038970317108,0.0,3.560767571131388,-0.23883954683939615,-0.12238980333010356,-0.07877960621383455,3.523805339050293,0.5306,-2.4425158501646647,0.9999555555555556
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,180,0.9999949203973467,1.9439310438253663,0.05333768807097592,8.218290361491116,0.36009366122159087,4.019644352522763,0.003355314637618986,3.318572710860859,-0.08218290157277476,1.012528618176778,1.962410807609558,0.054238544156154,12.238980611165365,0.011823896109882005,0.0,3.5680925051371255,-0.24616448084513345,-0.12238980333010356,-0.07883435152636634,3.5323843814849853,0.531,-2.4484622902473916,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,181,0.9999949176880446,1.9446600275960835,0.05331409072757445,8.191632609475743,0.3624680397727273,4.046247934753245,0.003350296954687854,3.3185777284882287,-0.08191632428629832,0.9700739781061808,1.9592888355255127,0.05387054507931074,12.238980611165365,0.014725496635324483,0.0,3.5554407437642417,-0.23351271947224936,-0.12238980333010356,-0.07857179095877541,3.5188545078277587,0.5322,-2.439084177065634,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,182,0.9999949156560681,1.9457824738188223,0.053347861267287626,8.166441088373011,0.36361150568181816,4.07148734276945,0.0032714985811088063,3.3186565285379235,-0.08166440893811258,1.0017626682917278,1.9598282178243,0.05388676623503367,12.238980611165365,0.01966412299502212,0.0,3.5766779581705728,-0.25474993387858075,-0.12238980333010356,-0.07839894100824991,3.5424948390960695,0.5312,-2.4554703551972388,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,183,0.9999949004162442,1.943614316934889,0.05316610357046805,8.145413507114757,0.3645563299005682,4.092472133311358,0.003298414776509162,3.318629602139646,-0.08145413361489773,0.972444474697113,1.9550437529881795,0.05350994567076365,12.238980611165365,0.016247594602691737,0.0,3.5622416337331138,-0.24031360944112143,-0.12238980333010356,-0.07815954329835044,3.526691414642334,0.5334,-2.4445160929123415,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,184,0.999994946135716,1.9512476216663013,0.05357796159064905,8.137766003608704,0.3654865056818182,4.100151185284961,0.003393022805208933,3.3185349933125754,-0.08137765797701749,0.9937007824579874,1.9756644169489543,0.05484200641512871,12.238980611165365,0.015810085960545724,0.0,3.554526170094808,-0.23259814580281576,-0.12238980333010356,-0.07798663699759377,3.5185859172821043,0.5328,-2.4388977788111035,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,185,0.9999949952418153,1.9609773301265456,0.05425112544220279,8.115861039270055,0.3655630770596591,4.122038291259245,0.003324165581117003,3.3186038597063585,-0.08115860853682864,1.0428012212117512,1.9763671159744263,0.054897408932447433,12.238980611165365,0.01389513043879056,0.0,3.5991879304250083,-0.27725990613301593,-0.12238980333010356,-0.07783145173655616,3.5643074237823487,0.5302,-2.4705898130810247,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,186,0.9999949854205955,1.9606422985141927,0.05420205310325731,8.084968886592172,0.3677618963068182,4.152929350733757,0.0034196565082476645,3.3185083730654283,-0.08084968667985364,1.015812595685323,1.974848469098409,0.05482342963417371,12.238980611165365,0.011949567316556045,0.0,3.586644967397054,-0.26471694310506183,-0.12238980333010356,-0.07743567959864935,3.5495166664123534,0.5322,-2.4603374418344823,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,187,0.9999949877912347,1.961044123226946,0.054320561424405736,8.087574969638478,0.36731445312500005,4.150332866744562,0.0033872572041053154,3.3185407627712595,-0.08087574779479341,1.0041953523953755,1.9776721795399983,0.05507650847236315,12.238980611165365,0.011867106839970503,0.0,3.5790478388468423,-0.2571198145548503,-0.12238980333010356,-0.07749252732727263,3.5415138664245607,0.5322,-2.4547904838403323,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,188,0.9999950037083842,1.9633517556569793,0.054499072170901025,8.085444287820296,0.3683249733664773,4.152436035600576,0.0033976547181902624,3.3185303712433036,-0.08085444125092843,0.9629387060801188,1.9790258407592773,0.05517887324094772,12.238980611165365,0.013543683167404126,0.0,3.5399438540140786,-0.21801582972208658,-0.12238980333010356,-0.07746270299620099,3.5037179946899415,0.5326,-2.4285922960291284,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,189,0.9999950162389062,1.964458212933757,0.054571824529292906,8.022202136841686,0.37103227095170455,4.215658819133585,0.003399694182338532,3.3185283189470116,-0.08022201962938363,0.9958746035893759,1.980464259783427,0.05527404944101969,12.238980611165365,0.014223171898045723,0.0,3.571436882019043,-0.24950885772705078,-0.12238980333010356,-0.0768278286602762,3.5338131381988527,0.5318,-2.449452589272754,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,190,0.999995016577569,1.968284624544057,0.054903746603734115,8.029655356298793,0.3711297052556818,4.20819117128849,0.0033393406543340957,3.3185886943882164,-0.0802965519357134,0.9946298599243164,1.9900128841400146,0.05614714324474335,12.238980611165365,0.013318627281526546,0.0,3.5637181599934897,-0.2417901357014974,-0.12238980333010356,-0.07696179498036702,3.526330527496338,0.531,-2.444266152844062,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,191,0.9999950504438444,1.9758434180508961,0.0555532728956843,8.027762952176007,0.37105979225852276,4.210161110216921,0.0034085428970601324,3.318519486622377,-0.0802776280113242,0.9854629039764404,1.9920034408569336,0.05631288265188535,12.238980611165365,0.009950350871128317,0.0,3.5518898963928223,-0.22996187210083008,-0.12238980333010356,-0.07687408286068174,3.5146154918670653,0.5328,-2.4361457660947674,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,192,0.9999950562011112,1.9783200797709553,0.05575154014778408,8.003711326555772,0.37383300781249995,4.234219173138792,0.003449395725593521,3.3184786262837322,-0.08003711128946055,1.0049228270848591,1.994499921798706,0.05650614822904269,12.238980611165365,0.010597431554203535,0.0,3.5709176858266196,-0.2489896615346273,-0.12238980333010356,-0.07658478637536367,3.5356840213775635,0.5322,-2.45074946944716,0.9999555555555556
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,193,0.9999950511211698,1.9782168844884092,0.055655162866142666,7.97400549325076,0.3749589399857955,4.263918708671223,0.003530279653866521,3.318397742780772,-0.07974005300043659,0.9966116348902384,1.9895849227905273,0.05604292949040731,12.238980611165365,0.01242020418510324,0.0,3.5743541717529297,-0.2524261474609375,-0.12238980333010356,-0.07620954346789253,3.537052928543091,0.53,-2.451698264089708,0.9999777777777777
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,194,0.9999950324947183,1.9736252826723186,0.055277445459399714,7.93305256691846,0.3768880948153409,4.304878135973757,0.0034747106454398654,3.3184533173387702,-0.07933052400635048,0.9843114614486694,1.9878567457199097,0.055882724622885384,12.238980611165365,0.014264582181047194,0.0,3.5876771608988443,-0.26574913660685223,-0.12238980333010356,-0.07585562315781912,3.5485933090209962,0.5322,-2.45969749003596,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,195,0.9999950345266949,1.9731260571967473,0.05524676394733516,7.9225418432192365,0.3776962002840909,4.3153788420287045,0.0034001890751162796,3.3185278366912496,-0.07922541676089168,1.0274456938107808,1.9880340894063313,0.05589310203989347,12.238980611165365,0.012349626659292035,0.0,3.610100507736206,-0.28817248344421387,-0.12238980333010356,-0.07582906626595391,3.5701137050628664,0.5314,-2.4746142982786434,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,196,0.999995059249076,1.9792892750013957,0.055722848660397256,7.899912270632657,0.37990900213068185,4.337964697317644,0.0034231162690875035,3.318504898385568,-0.07899912078441544,1.0114420255025227,1.9997320969899495,0.05682401234904925,12.238980611165365,0.014948031895280234,0.0,3.581688165664673,-0.25976014137268066,-0.12238980333010356,-0.07558084879981147,3.543664350891113,0.5286,-2.4562809686186733,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,197,0.9999950870194219,1.9862411828203634,0.05627407893453809,7.872265057130293,0.3818279474431818,4.365656784989617,0.0034921888998889535,3.3184358342127367,-0.07872264891524207,0.9850629369417826,2.00321888923645,0.05705217023690542,12.238980611165365,0.009550291528392327,0.0,3.5529207388559976,-0.23099271456400552,-0.12238980333010356,-0.0752316944109069,3.5161994003295898,0.53,-2.437243720396857,0.9999333333333333
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,198,0.9999950778755274,1.98600572347641,0.05626920826563781,7.864217695864764,0.3813303444602273,4.373720778660341,0.003313032955867873,3.318614988164468,-0.07864217527888039,1.024794300397237,1.9969603220621746,0.05662055313587189,12.238980611165365,0.012832866657448377,0.0,3.6138737996419272,-0.2919457753499349,-0.12238980333010356,-0.0753291222108735,3.5759754684448244,0.53,-2.4786773643933047,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,199,0.9999950355426832,1.9759924682703884,0.0554427257315679,7.866382132877003,0.38057994495738634,4.371505853804675,0.0034672612726519055,3.318460753018206,-0.07866381942717866,1.0070175727208455,1.9872225522994995,0.05591867367426554,12.238980611165365,0.010658646755162239,0.0,3.6038553714752197,-0.28192734718322754,-0.12238980333010356,-0.07520129347377354,3.5630282779693605,0.5322,-2.46970299754192,1.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,0,0.9999876002019102,1.0940274474295704,0.021361273522912103,6.964573665098711,0.5429489968039772,5.273329729383642,4.768010193651373,-1.4460821693593806,-0.06964573513885791,1.0003386735916138,1.091137965520223,0.021289066101113956,11.419923146565756,0.12083592597713864,0.8207610448201498,4.236466884613037,-0.9145388603210449,-0.11419922610123952,4.6984603515625,4.241597982788086,0.1278,-2.9400517630517484,0.08717777777777778
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,1,0.9999964640221812,2.1570814326405525,0.06996127835009247,10.038087064569647,0.26314253373579544,2.1997794874689798,2.40015952356837,0.921768500723622,-0.10038086839697578,0.9670479893684387,2.350840965906779,0.055363540848096214,12.029138565063477,0.052366723704830385,0.21154538790384927,2.14009682337443,1.1818312009175618,-0.12029138207435608,2.30025025001102,2.1469589984893798,0.4764,-1.4881586519176373,0.4206888888888889
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,2,0.9999958229335871,1.9816166460514069,0.030655841184356672,10.301224600185048,0.24521462180397727,1.9366523670879277,1.8207278488711878,1.5012001754208044,-0.10301224362443794,0.9601064920425415,1.8095413446426392,0.022043587639927864,11.979029655456543,0.06463821096054571,0.26165397961934406,2.061527967453003,1.2604000568389893,-0.11979029327630997,1.717567297575209,2.0732360160827636,0.4954,-1.4370577416275394,0.5606666666666666
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,3,0.9999932297928766,1.5760895616628907,0.015202060982119292,9.830090408975428,0.2925803444602273,2.407802560112693,1.4859333424405619,1.8359946832060814,-0.09830090191892603,0.9822788834571838,1.4689230521519978,0.012763783025244871,11.940183639526367,0.06779223416758849,0.30050023396809894,2.0024104515711465,1.3195175727208455,-0.11940183242162068,1.3872398710038927,2.0086540004730224,0.5148,-1.3922928501892893,0.6490666666666667
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,4,0.9999901713295416,1.2836959504268386,0.01100513387196274,9.218471332029862,0.35328524502840913,3.019405623728579,1.1501542759889907,2.1717737499963152,-0.09218471116301688,0.9921226104100546,1.198530872662862,0.010066280762354532,11.859654108683268,0.07645454519266225,0.3810298442840576,2.057399034500122,1.2645289897918701,-0.11859653890132904,1.0580097627215914,2.0649012104034425,0.5254,-1.4312804254709435,0.7424444444444445
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,5,0.9999869726598263,1.0756674500351602,0.009248367743566632,8.534788603132421,0.41601229580965904,3.7031281089240853,0.8524856011975895,2.4694424217397515,-0.0853478844192895,0.9894384145736694,1.014226754506429,0.008870505106945833,11.836581230163574,0.08582875299594395,0.40410280227661133,2.1034072240193686,1.2185208002726238,-0.1183658093214035,0.7670337294048734,2.117821579360962,0.5312,-1.4679621068357755,0.8188888888888889
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,6,0.9999840036034584,0.9368269761854952,0.00842574208615009,7.778876545754346,0.47780406605113634,4.459031283855438,0.5921034198254347,2.729824598539959,-0.07778876359489831,0.9959924618403116,0.8927968541781107,0.008130806808670362,11.874443372090658,0.0902009587020649,0.3662408192952474,2.1714751720428467,1.1504528522491455,-0.11874443292617798,0.5142947545899286,2.194831809616089,0.5242,-1.521341450376123,0.8889555555555556
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,7,0.9999815235761079,0.8467515957626429,0.007871698519341986,6.970367233861577,0.5394841974431818,5.267518579959869,0.399157658896663,2.9227703647180037,-0.0697036707689139,0.9793868064880371,0.818668266137441,0.007696446496993303,11.931329727172852,0.09548167000829645,0.3093542257944743,2.2650670210520425,1.0568610032399495,-0.11931329468886058,0.3293049307399326,2.278408829116821,0.5228,-1.5792727040747208,0.9371333333333334
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,8,0.9999793293801221,0.7843304239213467,0.007531262140467085,6.224209490147504,0.59132568359375,6.013691189614209,0.2562332706187259,3.0656947534192693,-0.062242093538357454,0.9788117210070292,0.7594418525695801,0.007368112914264202,11.949292182922363,0.09797708967090708,0.29139184951782227,2.3163492679595947,1.0055787563323975,-0.11949291825294495,0.1939792553530799,2.323054793167114,0.5268,-1.6102188233123673,0.9672222222222222
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,9,0.9999775571579282,0.7382617294788361,0.007297039203959602,5.516203525391492,0.636376953125,6.721686108545824,0.16938119644129818,3.152546827088703,-0.055162033955143255,0.9878214200337728,0.7213974793752035,0.007225435382376115,11.994681676228842,0.10322719337665931,0.2460021177927653,2.429938236872355,0.8919897874196371,-0.11994681507349014,0.1142157127128707,2.443930282974243,0.5302,-1.6940034765031866,0.9822
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,10,0.9999761950563301,0.7096514881334521,0.007171776725127446,4.8962857100096615,0.6727579012784091,7.341576858000322,0.11198994199830023,3.209938084537333,-0.04896285605024208,0.9942420125007629,0.6940039793650309,0.007127829827368259,12.129260381062826,0.0948745592505531,0.11142357190450032,2.4915664196014404,0.8303616046905518,-0.12129260102907817,0.06302646443314022,2.5093881786346435,0.5276,-1.7393753212124106,0.9913333333333333
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,11,0.9999750266698274,0.6876553632318974,0.007055963151453232,4.3920102227817885,0.7000095436789773,7.845875409516421,0.07718352749097077,3.244744501330636,-0.04392010130157525,0.9823654492696127,0.6756499210993449,0.007000941938410203,12.1734037399292,0.10196580014749262,0.06727997461954753,2.5537188053131104,0.7682092189788818,-0.12173403551181157,0.03326195441683134,2.5629381114959715,0.5386,-1.776493320525936,0.9949111111111111
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,12,0.9999743361364711,0.6755893958563154,0.007003353670535778,3.999001673676751,0.7205280095880682,8.23891195383939,0.056871612767942926,3.265056412328373,-0.039990015772425315,0.9950953125953674,0.6746305823326111,0.006970335418979327,12.240683873494467,0.09151060391316372,0.0,2.6757925351460776,0.6461354891459147,-0.12240683535734813,0.01687248444358508,2.6895748722076416,0.5282,-1.8642712758270874,0.9969333333333333
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,13,0.9999739741059867,0.6681891916827722,0.006943145745687864,3.863105899908326,0.7258103249289772,8.374779284000397,0.05340373463166708,3.2685242877765135,-0.03863105812871998,0.9908566872278849,0.6548400123914083,0.00689820076028506,12.240683873494467,0.09102556346792035,0.0,2.7865966161092124,0.5353314081827799,-0.12240683535734813,0.01477925658027331,2.7975415805816652,0.5254,-1.9391080573043429,0.9972666666666666
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,14,0.999972964213653,0.6530134139413183,0.0068677581968420946,3.4578279622576455,0.7468721147017046,8.780078741637142,0.037269930175336245,3.2846580919894306,-0.03457827877718955,0.9967784484227499,0.6468397180239359,0.006864258088171482,12.240683873494467,0.09846393056323748,0.0,2.7937823136647544,0.5281457106272379,-0.12240683535734813,0.002653039299779468,2.813302783203125,0.5408,-1.9500328275057426,0.9977555555555555
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,15,0.9999728480523283,0.6528432061049071,0.006874497077660635,3.4063548174771396,0.7454998224431818,8.831519517031582,0.04021948093379086,3.281708550724116,-0.03406354745807634,0.9764041105906168,0.6421347459157308,0.006839670706540346,12.240683873494467,0.09173241899428468,0.0,2.8592426776885986,0.46268534660339355,-0.12240683535734813,0.0061435467852486506,2.8736329036712647,0.5358,-1.9918505661670267,0.9974666666666666
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,16,0.9999719831076536,0.640227751637047,0.006830517647110603,3.135110779242082,0.7600403941761363,9.10276175629009,0.023538808200762353,3.2983892140063373,-0.03135110707741908,0.9942583044370016,0.6305196086565653,0.006801104949166377,12.240683873494467,0.08943936958425518,0.0,2.8735989729563394,0.44832905133565265,-0.12240683535734813,-0.0078031028570400346,2.8843293552398683,0.538,-1.999264785874152,0.9990888888888889
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,17,0.9999715614725243,0.6355146582831036,0.006817496699196371,2.882571957328103,0.7702989612926135,9.355331643061204,0.013741006497928704,3.308187024159865,-0.028825718941251664,0.9993861516316732,0.6338643431663513,0.0067939019451538725,12.240683873494467,0.08623637421644544,0.0,2.9146597385406494,0.4072682857513428,-0.12240683535734813,-0.015093784931633207,2.922459267425537,0.5362,-2.025694351102606,0.9997111111111111
