experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,best,,,3.3187650658867587,-0.3805596351623535,,3.798696528781544,,,0.0031629593365571714,3.7024876594543463,,1.0,0.525,,,-0.002192474424803481,-2.564706882110132,,8.439201701771129,,,0.3443302016660392,1.0206034671176565,1.020595169067383,2.1120361306450586,2.1277257919311525,0.07666756619106639,0.07791767567396164
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,0,transformer,best,,,3.3193636482412163,-0.2625840663909912,,3.6532728346911343,,,0.0025643630440092893,3.5845120906829835,,1.0,0.5321,,,-0.0017773974822384703,-2.484155616363564,,8.584616010839289,,,0.3340862116791028,1.0190637355501002,1.0189913868904117,2.1430527730421587,2.158942699432373,0.054812443357977,0.05549894496798515
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,best,,,3.319135730916804,-0.20689215660095212,,3.1171295100992378,,,0.002792312636632811,3.528820180892944,,1.0,0.5343,,,-0.0019356103900606187,-2.444791848766967,,9.120749083432283,,,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,best,,,3.319148172031749,-0.24835195541381835,,3.2097302241758867,,,0.0027798355281860986,3.5702799797058105,,1.0,0.5312,,,-0.0019267819640440016,-2.4743004924474024,,9.028164300051602,,,0.3073511642450484,0.9663139256564054,0.9700186610221864,2.279011758891019,2.2970078945159917,0.1093826795166189,0.111075259745121
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,4,transformer,best,,,3.318805131045255,-0.12110214233398438,,3.3183514421636406,,,0.00312287392179397,3.4430301666259764,,1.0,0.5302,,,-0.002164736145359277,-2.383701506916984,,8.919536677273838,,,0.30802662888770993,0.9859073134985836,0.9877202749252321,2.180577971718528,2.200002145767212,0.07840168509971011,0.07984891086816788
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,3,transformer,best,,,3.3072222254493018,0.3276021003723145,,0.5934965393759988,,,0.014705785888839853,2.9943259239196776,,1.0,0.5147,,,-0.01019256222505428,-2.0759926927943657,,11.644401680339467,,,0.08913713269270263,1.0254749764095654,1.0376730680465698,7.232112581079656,7.350690937042236,0.011551739563318815,0.011704476363956929
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,0,transformer,best,,,2.910350051793185,-0.6616722583770752,,1.3153930143876509,,,0.4115779630162499,3.9836002826690673,,0.9182888888888888,0.4442,,,-0.2852522357690549,-2.7583670108123433,,10.92249584197998,,,0.14238343198789474,0.9896466677839104,1.0074350118637083,6.9196861223741015,7.005812263488768,0.007816146000881086,0.007901332154870034
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,1,transformer,best,,,3.189326654780994,-0.16966695785522462,,1.1320000832731074,,,0.1326013651083816,3.491594982147217,,0.9773777777777778,0.4872,,,-0.09191597037433613,-2.417235687348579,,11.105878353118896,,,0.1313553887068159,0.9944930889389731,1.0010857462882996,4.944781390103427,5.012552642822267,0.010581670117310505,0.010480557568371296
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,4,transformer,best,,,3.304900288581848,0.22377386093139648,,1.8927602876316416,,,0.017027710141106087,3.0981541633605962,,1.0,0.5159,,,-0.0118024808293747,-2.145108698096728,,10.345127929340707,,,0.1878226016637573,1.005699168552052,1.01121164560318,4.649247061122548,4.709214210510254,0.012796719685535541,0.012751007452607157
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,2,transformer,best,,,3.305990836837075,0.2848660945892334,,0.8297295245257291,,,0.01593717945400964,3.037061929702759,,0.9999777777777776,0.5095,,,-0.011046863526194734,-2.1045537240892638,,11.40816506472501,,,0.11100322811130887,0.9611975008791144,0.9663574099540709,5.481252041730014,5.559653568267822,0.014848958277566866,0.014738488756120206
