model,enc_zx_nhid,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cdib,128,10.0,3,39,0.6783619209029458,1.3997926794052125,0.5196,0.6770888888888889
cdib,128,10.0,3,40,0.6729553035996177,1.4024038097381593,0.5232,0.6794666666666667
cdib,128,10.0,3,41,0.6689985107161782,1.4017320224761962,0.521,0.6789777777777778
cdib,128,10.0,3,42,0.6653463010441173,1.4006732809066773,0.5202,0.6801333333333334
cdib,128,10.0,3,43,0.6608412925546819,1.3959071264266967,0.5194,0.6820222222222222
cdib,128,10.0,3,44,0.6567348060347817,1.4041106174468994,0.5214,0.6830222222222222
cdib,128,10.0,3,45,0.6532369012312456,1.4048317756652833,0.5234,0.6852222222222222
cdib,128,10.0,3,46,0.6503039241704074,1.4008301782608032,0.521,0.6852888888888888
cdib,128,10.0,3,47,0.6464973622408781,1.4010693552017213,0.5228,0.6860666666666667
cdib,128,10.0,3,48,0.6437930595137856,1.3979520286560059,0.52,0.6874444444444444
cdib,128,10.0,3,49,0.6411313138528304,1.3992998992919923,0.5178,0.6865111111111111
cdib,128,10.0,3,50,0.6391428708163175,1.3972080623626708,0.5216,0.6878444444444445
cdib,128,10.0,3,51,0.636038097485629,1.4019990282058716,0.5226,0.6879555555555555
cdib,128,10.0,3,52,0.6337866514032537,1.4002499711990357,0.5248,0.6891111111111111
cdib,128,10.0,3,53,0.6310879120566628,1.3979369453430175,0.5258,0.6902888888888888
cdib,128,10.0,3,54,0.6282656948956576,1.4007008186340333,0.524,0.6913333333333334
cdib,128,10.0,3,55,0.6266151759060946,1.4013521652221679,0.5224,0.6896
cdib,128,10.0,3,56,0.6252888811805032,1.3984426349639894,0.5272,0.6911777777777778
cdib,128,10.0,3,57,0.6222820321863348,1.3969662155151368,0.5276,0.6927555555555556
cdib,128,10.0,3,58,0.6198540263609452,1.405114984893799,0.5256,0.6923777777777778
cdib,128,10.0,3,59,0.6185914866534147,1.4020622024536133,0.5248,0.6935333333333333
cdib,128,10.0,3,60,0.6169281939506531,1.4006716325759887,0.5296,0.6922
cdib,128,10.0,3,61,0.6143786238757046,1.4011747720718384,0.5246,0.6949555555555555
cdib,128,10.0,3,62,0.6138549623749473,1.4001063472747803,0.5284,0.6932666666666667
cdib,128,10.0,3,63,0.6123278824459423,1.403247086906433,0.5282,0.6958666666666666
cdib,128,10.0,3,64,0.6103629653583873,1.404038133239746,0.5282,0.6955777777777777
cdib,128,10.0,3,65,0.6078056294441223,1.405174291419983,0.5292,0.6963333333333334
cdib,128,10.0,3,66,0.6060266269510443,1.4012726997375489,0.5264,0.6976444444444444
cdib,128,10.0,3,67,0.606601978709481,1.4038057504653931,0.5272,0.6958888888888889
cdib,128,10.0,3,68,0.6039872730688616,1.4050822795867919,0.522,0.6969777777777778
cdib,128,10.0,3,69,0.602975116929141,1.404658973312378,0.5256,0.6962888888888888
cdib,128,10.0,3,70,0.6021065226728266,1.4046714056015015,0.5286,0.6968444444444445
cdib,128,10.0,3,71,0.6015796181505376,1.4064766170501708,0.5278,0.6962666666666667
cdib,128,10.0,3,72,0.5998446692119945,1.412991316986084,0.529,0.6968444444444445
cdib,128,10.0,3,73,0.5996890558242798,1.404369588279724,0.5262,0.6977111111111111
cdib,128,10.0,3,74,0.5985944771419872,1.4092680753707885,0.5298,0.6984
cdib,128,10.0,3,75,0.595874084594033,1.4095905216217042,0.5282,0.6996222222222223
cdib,128,10.0,3,76,0.5957752512758429,1.4078302333831787,0.5314,0.6998888888888889
cdib,128,10.0,3,77,0.5945549531936646,1.409345756340027,0.53,0.6994888888888889
cdib,128,10.0,3,78,0.593980310899561,1.408860253715515,0.5264,0.6991111111111111
cdib,128,10.0,3,79,0.5928892452326688,1.4075636909484863,0.5292,0.7002
cdib,128,10.0,3,80,0.5931988578622991,1.4095710830688477,0.5276,0.6978666666666666
cdib,128,10.0,3,81,0.5912276360425082,1.4091531766891479,0.5282,0.6989111111111111
cdib,128,10.0,3,82,0.5903574579412287,1.4091699020385742,0.5304,0.7001777777777778
cdib,128,10.0,3,83,0.5908121818455783,1.4093902786254884,0.527,0.6987555555555556
cdib,128,10.0,3,84,0.5888569784597917,1.4130232595443726,0.5298,0.7004888888888889
cdib,128,10.0,3,85,0.588055708841844,1.4105201190948486,0.532,0.7009777777777778
cdib,128,10.0,3,86,0.5870956852089275,1.4106752861022949,0.5284,0.6995555555555556
cdib,128,10.0,3,87,0.5874704285881736,1.4086973302841186,0.5294,0.7011111111111111
cdib,128,10.0,3,88,0.5869194833582098,1.414192324066162,0.5288,0.7019333333333333
cdib,128,10.0,3,89,0.5852273450417952,1.4117613214492797,0.527,0.7016666666666667
cdib,128,10.0,3,90,0.5863586779507723,1.4091009984970093,0.5282,0.7010888888888889
cdib,128,10.0,3,91,0.5852623418114402,1.4130284477233888,0.5296,0.7014666666666667
cdib,128,10.0,3,92,0.5830867814497515,1.4162701147079468,0.5278,0.7014888888888889
cdib,128,10.0,3,93,0.5834434320276434,1.412804341697693,0.5304,0.7016
cdib,128,10.0,3,94,0.5815839369773865,1.412216142463684,0.5286,0.702
cdib,128,10.0,3,95,0.5821325958165255,1.4140648380279541,0.5298,0.7030222222222222
cdib,128,10.0,3,96,0.5815776546478272,1.4148509239196778,0.5306,0.7012888888888889
cdib,128,10.0,3,97,0.5807232138807124,1.417624423789978,0.5346,0.7018666666666666
cdib,128,10.0,3,98,0.580260373210907,1.414616060256958,0.5312,0.7041111111111111
cdib,128,10.0,3,99,0.5802693867683411,1.414841456604004,0.5308,0.7023555555555555
cdib,128,10.0,3,100,0.5798926344611428,1.4117948369979858,0.5278,0.7035555555555556
cdib,128,10.0,3,101,0.5783262681007385,1.4168218809127808,0.532,0.7012666666666667
cdib,128,10.0,3,102,0.5782084885857321,1.4116176334381103,0.5294,0.7045555555555556
cdib,128,10.0,3,103,0.577808161015944,1.416780424118042,0.5314,0.7035777777777777
cdib,128,10.0,3,104,0.5771110529552806,1.4146672859191896,0.5318,0.7032222222222222
cdib,128,10.0,3,105,0.5779756154320457,1.417114409828186,0.5316,0.7044
cdib,128,10.0,3,106,0.5767277430447665,1.4174732446670533,0.5282,0.7036222222222223
cdib,128,10.0,3,107,0.5768074707204646,1.4154031015396118,0.5304,0.7034222222222222
cdib,128,10.0,3,108,0.5762791965484619,1.4176870637893677,0.532,0.7032222222222222
cdib,128,10.0,3,109,0.575282137966156,1.4187598424911498,0.5302,0.7037333333333333
cdib,128,10.0,3,110,0.5748828870339827,1.4163617464065552,0.5296,0.7035333333333333
cdib,128,10.0,3,111,0.5758286189859564,1.4178710496902467,0.5298,0.7039111111111112
cdib,128,10.0,3,112,0.5755594693704085,1.4179987941741943,0.5296,0.7035333333333333
cdib,128,10.0,3,113,0.5751602552240546,1.4192083707809449,0.5292,0.7041333333333334
cdib,128,10.0,3,114,0.5747348817825317,1.4154469682693482,0.53,0.7052222222222222
cdib,128,10.0,3,115,0.5744693199591203,1.4187149068832396,0.5302,0.7035777777777777
cdib,128,10.0,3,116,0.5738668037934737,1.4180020757675171,0.5326,0.7043333333333334
cdib,128,10.0,3,117,0.5736204450433905,1.4214466375350951,0.5298,0.7036
cdib,128,10.0,3,118,0.5725024120504206,1.4237735063552857,0.529,0.7046
cdib,128,10.0,3,119,0.5726343320933255,1.4201134229660035,0.531,0.7046888888888889
cdib,128,10.0,3,120,0.5723988436959007,1.4215368576049805,0.531,0.7048888888888889
cdib,128,10.0,3,121,0.572305021832206,1.4195414039611816,0.5314,0.7043111111111111
cdib,128,10.0,3,122,0.5730478105978533,1.4182180707931518,0.531,0.7045111111111111
cdib,128,10.0,3,123,0.5725768216913397,1.4169944843292237,0.5298,0.7045333333333333
cdib,128,10.0,3,124,0.5719285687013106,1.4168975917816162,0.529,0.7047555555555556
cdib,128,10.0,3,125,0.571897921666232,1.4206014223098755,0.5324,0.7039777777777778
cdib,128,10.0,3,126,0.5708751110683788,1.4199816814422608,0.5296,0.7051777777777778
cdib,128,10.0,3,127,0.57193610719334,1.4214524820327759,0.53,0.7040888888888889
cdib,128,10.0,3,128,0.5708762527379123,1.4208263710021973,0.5328,0.7049555555555556
cdib,128,10.0,3,129,0.5707779023777355,1.4231707513809204,0.53,0.7054444444444444
cdib,128,10.0,3,130,0.5697653346798637,1.4218369913101196,0.5314,0.7051777777777778
cdib,128,10.0,3,131,0.5696523957165804,1.4228483043670654,0.5296,0.7059555555555556
cdib,128,10.0,3,132,0.5699080115058205,1.4239868200302124,0.5318,0.7056222222222223
cdib,128,10.0,3,133,0.5699663929765875,1.425077742576599,0.5336,0.7056222222222223
cdib,128,10.0,3,134,0.5703983547037298,1.4235291425704957,0.53,0.7040888888888889
cdib,128,10.0,3,135,0.5705406203790144,1.4216054166793823,0.5322,0.7035111111111111
cdib,128,10.0,3,136,0.5708914087902416,1.421623617553711,0.5298,0.7048888888888889
cdib,128,10.0,3,137,0.5690058459888805,1.424417165184021,0.5318,0.7058222222222222
cdib,128,10.0,3,138,0.568794970217618,1.4217704593658447,0.533,0.7045111111111111
cdib,128,10.0,3,139,0.5694429278070277,1.4217824737548828,0.5294,0.7053333333333334
cdib,128,10.0,3,140,0.5687284669399262,1.4211375284194947,0.5324,0.7046444444444444
cdib,128,10.0,3,141,0.5686513316587968,1.4200375259399414,0.5304,0.7050222222222222
cdib,128,10.0,3,142,0.5682316734660755,1.4246542055130005,0.5308,0.7051555555555555
cdib,128,10.0,3,143,0.5690453733530911,1.4213213275909424,0.5318,0.7047111111111111
cdib,128,10.0,3,144,0.5670731291077353,1.4221613563537598,0.5306,0.7055333333333333
cdib,128,10.0,3,145,0.567646967120604,1.421956404876709,0.531,0.7050888888888889
cdib,128,10.0,3,146,0.5679542836275968,1.4220223575592041,0.5296,0.7052888888888889
cdib,128,10.0,3,147,0.5677569143815474,1.4231417783737184,0.5314,0.7048666666666666
cdib,128,10.0,3,148,0.5670497712482105,1.421836252784729,0.5316,0.7072444444444445
cdib,128,10.0,3,149,0.5669442808324641,1.4192149419784545,0.5326,0.7064666666666667
cdib,128,10.0,3,150,0.5665070949771187,1.424163437461853,0.53,0.7056
cdib,128,10.0,3,151,0.5667826652786948,1.426822526550293,0.53,0.7059333333333333
cdib,128,10.0,3,152,0.5669102284691551,1.420509419631958,0.5308,0.7068666666666666
cdib,128,10.0,3,153,0.5664415092294867,1.423872993850708,0.5306,0.7073777777777778
cdib,128,10.0,3,154,0.566467037304965,1.4214073076248168,0.5324,0.7074444444444444
cdib,128,10.0,3,155,0.5671484796784141,1.4218894807815552,0.531,0.7076222222222223
cdib,128,10.0,3,156,0.5654994147257372,1.4275593463897704,0.532,0.7055333333333333
cdib,128,10.0,3,157,0.5664376477761702,1.4252943620681762,0.5312,0.7062222222222222
cdib,128,10.0,3,158,0.5659981150887229,1.4261945306777954,0.531,0.7057777777777777
cdib,128,10.0,3,159,0.5659449758703058,1.425503804588318,0.5298,0.706
cdib,128,10.0,3,160,0.5658263951301574,1.4269651458740233,0.5264,0.7056666666666667
cdib,128,10.0,3,161,0.5651290029178966,1.4237765560150146,0.5308,0.7063777777777778
cdib,128,10.0,3,162,0.564946486455744,1.4213841806411742,0.5304,0.7068222222222222
cdib,128,10.0,3,163,0.5657007346586748,1.4247328704833984,0.531,0.7062888888888889
cdib,128,10.0,3,164,0.5657246442621404,1.4239032985687257,0.5308,0.7066666666666667
cdib,128,10.0,3,165,0.5657408759984103,1.4254653005599975,0.5318,0.7067777777777777
cdib,128,10.0,3,166,0.565580409075997,1.4257434715270996,0.5308,0.7052
cdib,128,10.0,3,167,0.5651654286557978,1.421665628051758,0.5302,0.7068444444444445
cdib,128,10.0,3,168,0.565139696077867,1.4249488260269165,0.5304,0.7060888888888889
cdib,128,10.0,3,169,0.5642825914859771,1.4261733968734742,0.5312,0.7069111111111112
cdib,128,10.0,3,170,0.5642128561713479,1.4236089757919312,0.5312,0.7069111111111112
cdib,128,10.0,3,171,0.5663215037736026,1.4240732175827027,0.5304,0.7047555555555556
cdib,128,10.0,3,172,0.5644123649250378,1.4203369228363036,0.5314,0.7068222222222222
cdib,128,10.0,3,173,0.5644161720449274,1.4274037395477295,0.5304,0.7069777777777778
cdib,128,10.0,3,174,0.5642709331685847,1.425824583053589,0.5308,0.7061111111111111
cdib,128,10.0,3,175,0.5652877682685852,1.428737650489807,0.5316,0.7069555555555556
cdib,128,10.0,3,176,0.5643680231787942,1.42643052444458,0.5312,0.7071555555555555
cdib,128,10.0,3,177,0.564848486995697,1.4302916339874268,0.5334,0.7063777777777778
cdib,128,10.0,3,178,0.5648868743376299,1.424241208076477,0.5316,0.706
cdib,128,10.0,3,179,0.564943284294822,1.4263502613067627,0.5312,0.7068888888888889
cdib,128,10.0,3,180,0.5655421201532538,1.4272774341583252,0.53,0.7074222222222222
cdib,128,10.0,3,181,0.5649534887703982,1.423709225845337,0.5298,0.7064888888888889
cdib,128,10.0,3,182,0.5643339859528975,1.4262617246627807,0.531,0.7075555555555556
cdib,128,10.0,3,183,0.5639416088884527,1.4220013509750367,0.5314,0.7058222222222222
cdib,128,10.0,3,184,0.5641096262021498,1.4248307888031007,0.5308,0.7071777777777778
cdib,128,10.0,3,185,0.5647476550709117,1.4273420139312745,0.5294,0.7049777777777778
cdib,128,10.0,3,186,0.5649391574166038,1.4224003955841065,0.5314,0.7065555555555556
cdib,128,10.0,3,187,0.5637396507609974,1.4279407604217529,0.5318,0.7059777777777778
cdib,128,10.0,3,188,0.5642957741997459,1.4276395599365235,0.5322,0.7063555555555555
cdib,128,10.0,3,189,0.5642535440358248,1.4291450695037842,0.5308,0.7065777777777777
cdib,128,10.0,3,190,0.5649211221694946,1.4247482734680175,0.5306,0.7054444444444444
cdib,128,10.0,3,191,0.5636626677686518,1.4229449897766113,0.5296,0.7049555555555556
cdib,128,10.0,3,192,0.564007192069834,1.4227045207977296,0.53,0.7074222222222222
cdib,128,10.0,3,193,0.5635242979266427,1.4271780776977538,0.5318,0.7062444444444445
cdib,128,10.0,3,194,0.5635348836031827,1.4274574855804443,0.5316,0.7066888888888889
cdib,128,10.0,3,195,0.564200860933824,1.4260726112365723,0.5338,0.7065333333333333
cdib,128,10.0,3,196,0.5646418224334717,1.4270042459487915,0.5326,0.7049111111111112
cdib,128,10.0,3,197,0.5632206875064156,1.4270891527175904,0.5314,0.7071111111111111
cdib,128,10.0,3,198,0.5633743524594741,1.425932947731018,0.5328,0.7058444444444445
cdib,128,10.0,3,199,0.5633657820354808,1.429699112701416,0.5324,0.7058888888888889
cdib,128,0.001,0,0,0.9235185405254364,1.6619845863342284,0.473,0.5649777777777778
cdib,128,0.001,0,1,0.10136005768992684,1.714006891441345,0.5102,0.9364888888888889
cdib,128,0.001,0,2,-0.06373171410018748,1.8407796136856078,0.5186,0.9798888888888889
cdib,128,0.001,0,3,-0.13239186805161562,1.9817570341110229,0.5204,0.9906222222222222
cdib,128,0.001,0,4,-0.17342741175131365,2.1286716823577883,0.5216,0.9945333333333334
cdib,128,0.001,0,5,-0.20378775051290338,2.2647682987213136,0.5234,0.9968888888888889
cdib,128,0.001,0,6,-0.23036583932096308,2.4278676692962646,0.5234,0.9974
cdib,128,0.001,0,7,-0.2547278219656511,2.5862461536407473,0.5224,0.9980666666666667
cdib,128,0.001,0,8,-0.27933461716825314,2.7646813598632813,0.5214,0.9982666666666666
cdib,128,0.001,0,9,-0.30246968072544445,2.927769372558594,0.5182,0.9982444444444445
cdib,128,0.001,0,10,-0.3252355973633853,3.1310844757080076,0.5168,0.9981111111111111
cdib,128,0.001,0,11,-0.34816574674519624,3.2742138694763185,0.5122,0.9976666666666667
cdib,128,0.001,0,12,-0.3708352381836284,3.4131488426208496,0.5124,0.9979777777777777
cdib,128,0.001,0,13,-0.3914900882807645,3.5620340633392336,0.5058,0.9973333333333333
cdib,128,0.001,0,14,-0.4119244651664387,3.6951405754089355,0.5072,0.9977111111111111
cdib,128,0.001,0,15,-0.43084176333167334,3.8123681400299074,0.5066,0.9974666666666666
cdib,128,0.001,0,16,-0.44953796978430316,3.9414206211090086,0.5056,0.9974888888888889
cdib,128,0.001,0,17,-0.4672183825926347,4.0591462677001955,0.502,0.9974888888888889
cdib,128,0.001,0,18,-0.4839788033615459,4.144524546813964,0.5026,0.9972222222222222
cdib,128,0.001,0,19,-0.49995289216475053,4.23251824798584,0.5016,0.9967333333333334
cdib,128,0.001,0,20,-0.5160959703272039,4.316729236602783,0.4998,0.9973111111111111
cdib,128,0.001,0,21,-0.5310752358696678,4.425576737976074,0.4998,0.9972888888888889
cdib,128,0.001,0,22,-0.544892159687389,4.499376435852051,0.4972,0.9968888888888889
cdib,128,0.001,0,23,-0.5604956671974876,4.562681225585938,0.4958,0.9974222222222222
cdib,128,0.001,0,24,-0.57266452720382,4.661684104156494,0.4944,0.997
cdib,128,0.001,0,25,-0.5821988645726984,4.665062660217285,0.4948,0.9968
cdib,128,0.001,0,26,-0.5944500703724948,4.724286231231689,0.495,0.9970888888888889
cdib,128,0.001,0,27,-0.6079311714345759,4.772871063995361,0.4934,0.9970444444444444
cdib,128,0.001,0,28,-0.6173630667079578,4.8579502807617185,0.49,0.9971777777777778
cdib,128,0.001,0,29,-0.6302378032077443,4.894000077056885,0.4916,0.9971777777777778
cdib,128,0.001,0,30,-0.6392167763103138,4.965906797790527,0.49,0.9971333333333333
cdib,128,0.001,0,31,-0.647741431314295,4.999550450897217,0.4912,0.9969333333333333
cdib,128,0.001,0,32,-0.6571883214603771,5.020199800872803,0.4914,0.9968444444444444
cdib,128,0.001,0,33,-0.6673879760135304,5.085040008544921,0.4886,0.9971777777777778
cdib,128,0.001,0,34,-0.6748042511333119,5.09642286529541,0.4904,0.9971777777777778
cdib,128,0.001,0,35,-0.6826853082570162,5.120317987060547,0.4912,0.9971777777777778
cdib,128,0.001,0,36,-0.6909113812880082,5.169471276855469,0.4898,0.9971777777777778
cdib,128,0.001,0,37,-0.6982222472884438,5.196267645263672,0.4896,0.9970888888888889
cdib,128,0.001,0,38,-0.7058941048448736,5.237728742980957,0.4864,0.9970666666666667
cdib,128,0.001,0,39,-0.7129227916977622,5.245339044189453,0.4882,0.9969777777777777
cdib,128,0.001,0,40,-0.7194370120568709,5.277018142700196,0.4886,0.9969111111111111
cdib,128,0.001,0,41,-0.7279248987544666,5.3235766883850095,0.4876,0.9975555555555555
cdib,128,0.001,0,42,-0.7321332568255338,5.34087974319458,0.4864,0.9972444444444445
cdib,128,0.001,0,43,-0.7396969397111373,5.338784352874756,0.4864,0.9970444444444444
cdib,128,0.001,0,44,-0.7433781893470071,5.388374570465088,0.4854,0.9973333333333333
cdib,128,0.001,0,45,-0.7504559171936729,5.426642694854737,0.484,0.9969333333333333
cdib,128,0.001,0,46,-0.7563373562119224,5.425916245269775,0.4862,0.9972666666666666
cdib,128,0.001,0,47,-0.7596503140492873,5.43297032699585,0.4866,0.9968666666666667
cdib,128,0.001,0,48,-0.7653877229170366,5.450198789978027,0.4848,0.9975111111111111
cdib,128,0.001,0,49,-0.7729396045944907,5.481042634582519,0.4836,0.9968
cdib,128,0.001,0,50,-0.7754112999569286,5.4916593383789065,0.4836,0.9969333333333333
cdib,128,0.001,0,51,-0.7791986120744185,5.534209217071533,0.4836,0.9974
cdib,128,0.001,0,52,-0.7847587470141324,5.539236582183838,0.4812,0.9970888888888889
cdib,128,0.001,0,53,-0.7891389212174849,5.561485125732422,0.4814,0.9972888888888889
cdib,128,0.001,0,54,-0.7928977734652433,5.543513297271729,0.483,0.9975333333333334
cdib,128,0.001,0,55,-0.7976339775605635,5.563185182952881,0.4834,0.9969555555555556
cdib,128,0.001,0,56,-0.8013791571617126,5.584756703186035,0.4826,0.9972444444444445
cdib,128,0.001,0,57,-0.8048645599018444,5.582075984191895,0.483,0.9973777777777778
cdib,128,0.001,0,58,-0.8084656291788275,5.598599398803711,0.483,0.9976
cdib,128,0.001,0,59,-0.8124839430028742,5.616768022155762,0.4812,0.9976222222222222
cdib,128,0.001,0,60,-0.8170493637691845,5.625616970825195,0.4844,0.9972
cdib,128,0.001,0,61,-0.8187817465782166,5.669187322235107,0.4814,0.9972666666666666
cdib,128,0.001,0,62,-0.82495125616247,5.672214318084717,0.4816,0.9978
cdib,128,0.001,0,63,-0.8267572814941406,5.678669116973877,0.4808,0.9974222222222222
cdib,128,0.001,0,64,-0.8298986272205006,5.69488973236084,0.4816,0.9972666666666666
cdib,128,0.001,0,65,-0.8331200501962142,5.682864572906494,0.482,0.9973333333333333
cdib,128,0.001,0,66,-0.8349852080952037,5.715065614318847,0.4802,0.9975777777777778
cdib,128,0.001,0,67,-0.8377576137976213,5.71032419128418,0.4826,0.9974888888888889
cdib,128,0.001,0,68,-0.8418311163208702,5.737811477661133,0.4812,0.9978
cdib,128,0.001,0,69,-0.8424370140595869,5.73852502822876,0.4806,0.9971333333333333
cdib,128,0.001,0,70,-0.8446564964988015,5.746942289733886,0.4814,0.9976444444444444
cdib,128,0.001,0,71,-0.8480699433673512,5.755358895874023,0.481,0.9972666666666666
cdib,128,0.001,0,72,-0.8525523624593562,5.750906572723388,0.4806,0.9973333333333333
cdib,128,0.001,0,73,-0.8551938208493319,5.777098195648193,0.4818,0.9974666666666666
cdib,128,0.001,0,74,-0.8544144143711437,5.770251438903808,0.4828,0.9974
cdib,128,0.001,0,75,-0.8558594903859226,5.7801117523193355,0.4822,0.9974222222222222
cdib,128,0.001,0,76,-0.860433252031153,5.783317450714112,0.4824,0.9974444444444445
cdib,128,0.001,0,77,-0.860780006980896,5.776668148803711,0.4814,0.9976888888888888
cdib,128,0.001,0,78,-0.8626930713046681,5.795369725036621,0.482,0.9974444444444445
cdib,128,0.001,0,79,-0.8641708421620455,5.803776788330078,0.4788,0.9971555555555556
cdib,128,0.001,0,80,-0.8676927560025995,5.830554898071289,0.4804,0.9977777777777778
cdib,128,0.001,0,81,-0.8693818240252408,5.797045498657226,0.4816,0.9971333333333333
cdib,128,0.001,0,82,-0.8695781463102861,5.827107991790771,0.4818,0.9973777777777778
cdib,128,0.001,0,83,-0.8743364390373229,5.827966868591308,0.481,0.9976888888888888
cdib,128,0.001,0,84,-0.87535438859246,5.828750155639648,0.4816,0.9968666666666667
cdib,128,0.001,0,85,-0.877623516290838,5.829599812316895,0.4812,0.9973333333333333
cdib,128,0.001,0,86,-0.8789752090280706,5.8427454948425295,0.4818,0.9975111111111111
cdib,128,0.001,0,87,-0.8806817807110873,5.843501370239258,0.4816,0.9978
cdib,128,0.001,0,88,-0.8808592549757523,5.864707060241699,0.4796,0.9974444444444445
cdib,128,0.001,0,89,-0.8833186995419589,5.878981557464599,0.4794,0.9974
cdib,128,0.001,0,90,-0.8849570847771384,5.854648553466797,0.4798,0.9976
cdib,128,0.001,0,91,-0.8861053806998513,5.867328941345215,0.481,0.9980222222222223
cdib,128,0.001,0,92,-0.8879258325056596,5.865722415924072,0.4806,0.9979111111111111
cdib,128,0.001,0,93,-0.8885551920283924,5.863242293548584,0.48,0.9976
cdib,128,0.001,0,94,-0.8902962677262046,5.883031623840332,0.4814,0.9976
cdib,128,0.001,0,95,-0.8937208090868863,5.8740216186523435,0.4818,0.9976444444444444
cdib,128,0.001,0,96,-0.89375764392506,5.892878770446777,0.4822,0.9979777777777777
cdib,128,0.001,0,97,-0.8934383831544356,5.901680828094483,0.4788,0.9974
cdib,128,0.001,0,98,-0.8951284247831864,5.9007326705932615,0.4806,0.9977777777777778
cdib,128,0.001,0,99,-0.8963758705052463,5.910645574951172,0.4798,0.9979111111111111
cdib,128,0.001,0,100,-0.8973254643353549,5.880324146270752,0.4804,0.9976444444444444
cdib,128,0.001,0,101,-0.9006277382243764,5.904139064788819,0.4806,0.9975333333333334
cdib,128,0.001,0,102,-0.900037284825065,5.934376734924316,0.4802,0.9978222222222223
cdib,128,0.001,0,103,-0.9012016036467119,5.917963310241699,0.4794,0.9977555555555555
cdib,128,0.001,0,104,-0.9022798777146773,5.901648811340332,0.4806,0.9979111111111111
cdib,128,0.001,0,105,-0.9025747514377941,5.909668827819824,0.4802,0.9978222222222223
cdib,128,0.001,0,106,-0.9036844876809553,5.92747731628418,0.4792,0.9981555555555556
cdib,128,0.001,0,107,-0.9058838515021584,5.936977281188965,0.4806,0.9978444444444444
cdib,128,0.001,0,108,-0.9030407683805985,5.922837126159668,0.479,0.9979111111111111
cdib,128,0.001,0,109,-0.9075721701622009,5.921842144775391,0.4802,0.9976222222222222
cdib,128,0.001,0,110,-0.9078833666194569,5.939383009338379,0.478,0.9978666666666667
cdib,128,0.001,0,111,-0.9086278244798833,5.965361058044434,0.4772,0.9979555555555556
cdib,128,0.001,0,112,-0.9099896166628058,5.947186582183838,0.4794,0.9978444444444444
cdib,128,0.001,0,113,-0.911646465509588,5.950804098510742,0.4776,0.9979333333333333
cdib,128,0.001,0,114,-0.9120171549623662,5.9643064186096195,0.48,0.9979555555555556
cdib,128,0.001,0,115,-0.9110882580930536,5.934491996002198,0.4788,0.9974
cdib,128,0.001,0,116,-0.9148813130812211,5.952742406463623,0.478,0.9979333333333333
cdib,128,0.001,0,117,-0.9123363353902644,5.9339287109375,0.4794,0.9978666666666667
cdib,128,0.001,0,118,-0.9133350268103859,5.944616555786133,0.4798,0.9976888888888888
cdib,128,0.001,0,119,-0.9154530525380915,5.966847087860107,0.4784,0.9980444444444444
cdib,128,0.001,0,120,-0.9159481877066873,5.969589026641846,0.4778,0.9979555555555556
cdib,128,0.001,0,121,-0.9173623111378063,5.953476916503906,0.4792,0.9978888888888889
cdib,128,0.001,0,122,-0.9171559745268388,5.9702265747070316,0.4782,0.9976444444444444
cdib,128,0.001,0,123,-0.9201512138886885,5.9808556182861325,0.4782,0.9978666666666667
cdib,128,0.001,0,124,-0.9175104609922929,5.951434701538086,0.4804,0.9975555555555555
cdib,128,0.001,0,125,-0.9190845759825274,5.950430042266846,0.4786,0.9976666666666667
cdib,128,0.001,0,126,-0.9193609519785101,5.978380645751953,0.4792,0.9976666666666667
cdib,128,0.001,0,127,-0.9197045959472656,5.962768753814697,0.4792,0.9979777777777777
cdib,128,0.001,0,128,-0.9203512923500755,5.95513143157959,0.4794,0.9977111111111111
cdib,128,0.001,0,129,-0.9211583408789201,5.963869330596924,0.4786,0.9978666666666667
cdib,128,0.001,0,130,-0.9222790823156184,5.995461093139649,0.4782,0.9977111111111111
cdib,128,0.001,0,131,-0.9235542080272328,5.993439042663574,0.4782,0.9978888888888889
cdib,128,0.001,0,132,-0.9222944962935015,5.992376963043213,0.4774,0.9977555555555555
cdib,128,0.001,0,133,-0.9228162923205983,5.963764619445801,0.4804,0.9974444444444445
cdib,128,0.001,0,134,-0.9247610820076683,6.010249711608886,0.4792,0.9976444444444444
cdib,128,0.001,0,135,-0.9228860576282848,5.986363874053955,0.4788,0.9976
cdib,128,0.001,0,136,-0.9228010654536161,6.01725237121582,0.4772,0.9976222222222222
cdib,128,0.001,0,137,-0.9259263121691617,6.007068128204346,0.4778,0.9978888888888889
cdib,128,0.001,0,138,-0.9252950591694225,6.002015141296387,0.4772,0.9977333333333334
cdib,128,0.001,0,139,-0.927078893401406,5.997355485534668,0.4786,0.9978888888888889
cdib,128,0.001,0,140,-0.92623479792855,5.996964149475097,0.4788,0.9977777777777778
cdib,128,0.001,0,141,-0.926586276773973,5.996605567932129,0.4788,0.9976444444444444
cdib,128,0.001,0,142,-0.9294746209404685,6.0071094085693355,0.478,0.9979555555555556
cdib,128,0.001,0,143,-0.9296634072910656,5.995337181854248,0.48,0.9980666666666667
cdib,128,0.001,0,144,-0.928917772024328,5.978307002258301,0.4788,0.9980444444444444
cdib,128,0.001,0,145,-0.9281623770627109,5.986461138153076,0.478,0.9977555555555555
cdib,128,0.001,0,146,-0.9284104338645935,5.987742157745362,0.4796,0.9980444444444444
