experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,128,0,3,default,0,transformer,best,,,3.321797620166432,1.672200345993042,,,,,0.00013039419916987592,1.6497276782989505,,1.0,0.7913,,,-9.02462295273428e-05,-1.1443150464452336,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.32151997089386,1.742023968696594,,,,,0.000408051821233874,1.5799040555953983,,1.0,0.7916,,,-0.00028280787015312815,-1.094604508947825,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw2d4,128,2,0,128,2,0,1,0,512,0,3,default,0,transformer,best,,,3.321842388673262,1.708353590965271,,,,,8.561744057673918e-05,1.6135744333267212,,1.0,0.7985,,,-5.9414413725455185e-05,-1.1186328155446952,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw4d4,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.321927612478083,1.2519989490509034,,,,,4.17351221864754e-07,2.069929075241089,,1.0,0.7938,,,-3.1676095518030765e-07,-1.4341268302051853,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw4d4,128,2,0,128,2,0,1,0,128,0,3,default,0,transformer,best,,,3.3219258135015317,1.3372704029083249,,,,,2.214710822169185e-06,1.984657621383667,,1.0,0.7973,,,-1.5682711164594645e-06,-1.3734827074884324,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw4d4,128,2,0,128,2,0,1,0,512,0,3,default,0,transformer,best,,,3.321927330710672,1.2915009260177612,,,,,6.559163639704738e-07,2.030427098274231,,1.0,0.7979,,,-4.790103712676025e-07,-1.4066694268419986,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw8d2,128,2,0,128,2,0,1,0,512,0,3,default,0,transformer,best,,,3.3218410448594526,1.1929382801055908,,,,,8.69646892376543e-05,2.1289897441864007,,1.0,0.7906,,,-6.033355554766963e-05,-1.4754315361872672,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw8d2,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.321847287091342,1.3531489372253418,,,,,8.075030084662352e-05,1.9687790870666504,,0.9999777777777776,0.7932,,,-5.6046697218975e-05,-1.3640210973528106,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw8d2,128,2,0,128,2,0,1,0,128,0,3,default,0,transformer,best,,,3.321903402155096,1.250113582611084,,,,,2.4604684581804165e-05,2.071814441680908,,1.0,0.7949,,,-1.7028817779418168e-05,-1.4351560166233277,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.2734205939553003,2.1790290355682367,,,,,0.0485074134035544,1.1428990125656129,,0.9949111111111112,0.7792,,,-0.03361659601659621,-0.7927223700504528,,,,,,,,,,,
correlationAllBob2,cifar10,b32,False,False,decay,adam,0.0001,last,0,erm,0.25,cnnninw2d8,128,2,0,128,2,0,1,0,512,0,3,default,0,transformer,best,,,3.291328560222279,2.0928673267364504,,,,,0.03059944722124121,1.2290607452392581,,0.9966888888888888,0.7767,,,-0.021215334494918397,-0.8516343424560869,,,,,,,,,,,
