data,encoder,run,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
cifar10,resnet101,1,0.8141,-1.1205840180151725,0.9979777777777776,-0.00657681766917606,421033.9472600725,73.40616020109451,0.011501512490212916,12.191222245042974,15.527312636375427,15.555760112675754,14.776909091255881
cifar10,resnet101,0,0.8037,-1.1975291367299041,0.9992222222222222,-0.007673954532744482,354955.97487603314,18.1072338507186,0.008059462532401085,12.110440676862545,15.389681610194119,15.555517706004055,12.567583279176192
cifar10,resnet101,4,0.8006,-1.3962663377587383,0.9992888888888888,-0.013059331324999323,382250.56034175865,17.803159386211746,0.0026328824460506444,12.206062587824734,15.519972042603927,15.55565712668679,14.021265246651387
cifar10,resnet101,2,0.8202,-1.0360585033426837,0.9989555555555556,-0.003994074151271072,466033.7777777778,18.86061042841461,0.01113261282444,12.202148675918579,15.525671081109481,15.555609377947722,14.51175221529874
cifar10,resnet101,3,0.8075,-1.0917081136996838,0.9966,-0.009752756705755795,496585.4198173199,17.779003249422306,0.02087644301354885,12.179445754398,15.485278032042766,15.556038087064572,14.216257583011279
cifar10,resnet18,0,0.8301,-1.0463751335775286,0.9972,-0.008447358851390202,128250.09095523904,55.02640967498015,0.014014119282364844,12.185863809152085,15.491065122864462,15.554539658806538,13.905495188452981
cifar10,resnet18,1,0.8285,-1.0931809681634923,0.9975333333333334,-0.008112387064793001,143505.20551973002,36.7402845762276,0.011849239468574524,11.981125354766846,15.345880855213512,15.555795626206832,13.87573288787495
cifar10,resnet18,4,0.8342,-1.0395753950741975,0.9983111111111111,-0.005420357036054611,121518.99320959712,45.39263926253628,0.009146220982074738,12.054097283970226,15.39118178324266,15.55519887534055,14.223133780739524
cifar10,resnet18,3,0.8201,-1.1643701745915551,0.9932444444444444,-0.020422776564886124,193458.2809783343,50.5882100116964,0.02059299312531948,12.152418819340793,15.467254421927713,15.555548082698474,14.439277833158322
cifar10,resnet18,2,0.8379,-1.0401046723315708,0.9992444444444444,-0.002685314844675294,109554.31323334354,53.147892585954196,0.0048934733495116225,12.121732397512956,15.433723005381493,15.555133483626626,14.446897701783614
cifar10,resnet34,2,0.8407,-0.9787819952500536,0.9974,-0.007060133661318089,114118.59113614625,32.557963635549285,0.01028604060411453,12.061326330358332,15.315821875225415,15.556868141347714,14.209003047509627
cifar10,resnet34,3,0.8452,-0.91436025764839,0.9990444444444444,-0.0062621951703632885,131100.00598272335,25.276599734549446,0.0052247922867536545,12.131073258139873,15.461785544048656,15.555116003209895,14.545874151316555
cifar10,resnet34,1,0.8385,-0.9969600151714918,0.9987333333333334,-0.003956592369156521,126859.85633270322,21.65309672772905,0.007791499607264996,12.116507573561234,15.441468227993358,15.555747118863193,14.908323472196406
cifar10,resnet34,0,0.8306,-1.1866728807147635,0.9986444444444444,-0.003950762185677646,148614.78532871974,28.38240929214013,0.005593135021626949,12.146566120061008,15.453154683113098,15.55524119463834,14.878756707364865
cifar10,resnet34,4,0.8392,-0.9220813628182412,0.9973111111111111,-0.007426176599662431,161653.3289171591,29.16799150636919,0.014606567099690437,12.201568462631919,15.532593217763035,15.556162845004687,14.6885873187672
cifar10,resnet50,4,0.8339,-1.0570578816551348,0.9991555555555556,-0.0027753010436804147,298261.61777777784,52.54093223903507,0.00612815422937274,12.182881539518185,15.502040407874368,15.556392745538194,14.23424442247911
cifar10,resnet50,0,0.8127,-1.1523247033800503,0.9969777777777776,-0.013165490348004094,308457.86383223213,66.56316754360101,0.012371500954031944,12.163763934915714,15.472089073874734,15.555724469098179,14.252044385129757
cifar10,resnet50,1,0.8227,-1.0022943232265278,0.9965111111111112,-0.010657168342753277,412818.8481353326,59.443381675338756,0.015684345737099648,12.207621845332058,15.525702075524766,15.556689728390086,14.969138654795561
cifar10,resnet50,3,0.8165,-1.1594008424211961,0.9986888888888888,-0.004245082880775806,283889.7016326261,48.509429958739716,0.00908292643725872,12.1602694012902,15.466621030460706,15.555996417999268,14.777083017609336
cifar10,resnet50,2,0.8258,-1.0915051277595302,0.9993333333333332,-0.002609838484156469,308457.86383223213,43.98207281941345,0.00561930937692523,12.170436002991414,15.484797781163996,15.55651977929202,15.117377107793635
svhn,resnet101,2,0.9510218192993242,-0.3199743992510117,0.9991354597988806,-0.002714902544389545,41943.04,9.258856168096786,0.005334721878170967,13.238538416781163,16.054092303727025,16.069289347922155,15.82936885005744
svhn,resnet101,3,0.9497157344806392,-0.3180162742841521,0.9994691419817688,-0.0023174661869544513,60701.103736785575,9.758563853428708,0.005412439350038767,13.197056940359662,16.062510763951973,16.068878099899887,16.033759834230413
svhn,resnet101,4,0.9510218192993242,-0.2650600209081706,0.998134413250216,-0.006009877256359661,47721.858844444454,9.66351262519609,0.012577158398926258,13.215377637582232,16.06080120293669,16.069384966709816,15.96328371624614
svhn,resnet101,1,0.948140749846343,-0.3162894347168451,0.9992416314025268,-0.002684356029240854,53250.437611585,10.089351486975485,0.006806495599448681,13.231983354849408,16.06081665393918,16.069840068964993,15.96472555352736
svhn,resnet101,0,0.9496389059618929,-0.289369833023878,0.9980434090185194,-0.0064539769099560594,64523.876209362425,9.5080817128844,0.013588560745120049,13.230451990467634,16.05110322227774,16.06909768156303,15.760431614957115
svhn,resnet50,3,0.9499078057775046,-0.3027599560274784,0.9991202924269312,-0.003410721993224822,65536.0,13.61608931314692,0.007619657553732395,13.210216854893885,16.062385263369066,16.069168046463368,16.022385685942893
svhn,resnet50,2,0.94910110633067,-0.33268045590814393,0.9979827395307216,-0.00665515551416214,43561.27323623676,12.592866700956018,0.009565720334649086,13.16710156433342,16.059643501459167,16.069729679314662,15.930749774903289
svhn,resnet50,0,0.9459511370620776,-0.3346683268206077,0.997967572158772,-0.006981604220611301,46474.28254847645,13.89608948951416,0.013139844872057438,13.161424392877624,16.02620612743289,16.06931390688401,15.621527013852615
svhn,resnet50,1,0.9434157959434544,-0.3111500479691443,0.9972547056771474,-0.008993583832416838,54008.441426487596,12.69244198316832,0.020497780293226242,13.224422920581903,16.056928708571792,16.069460876228273,15.878942696623099
svhn,resnet50,4,0.9456054087277196,-0.3683565968275741,0.998816944987942,-0.0043408666686443,73338.01133802335,12.109431703496272,0.0055268025025725365,13.200487735659573,16.060568314190053,16.070320247679714,15.96538620586543
svhn,resnet34,2,0.9475261216963736,-0.3525417671932006,0.998422593317256,-0.0052780697714332895,33889.086731473304,27.847310772948195,0.007734139449894428,13.20189914407656,16.032135172407756,16.06888435422912,15.34360198826753
svhn,resnet34,3,0.94710356484327,-0.3229805773298641,0.998650103896498,-0.004349047323314536,19949.127229488702,19.136271029029782,0.008534804917871952,13.165568736172464,15.9681126276652,16.06971510066543,15.31562831050666
svhn,resnet34,4,0.9470651505838968,-0.34095606574971754,0.9966480107991688,-0.01051121482337064,37153.696332179934,27.323423248337907,0.01535149198025465,13.207234781841901,16.00182527349901,16.06865724667098,15.114287827366082
svhn,resnet34,1,0.9487553779963124,-0.32753334826425873,0.998528764920902,-0.004840588794596432,23014.013717421123,17.655495524532775,0.008352910168468952,13.202785381050994,16.003075577491938,16.068412721619126,14.97692924322084
