model,beta,mchead,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,test_z_mean_norm_mean,test_z_mean_norm_std,train_z_std_mean,train_z_std_std,test_z_std_mean,test_z_std_std,run_count
cdib,0.01,1,3.31921585039659,0.00012814775648626036,-0.2392760594685872,0.028933995911763724,3.326710856322086,0.28657593644461193,0.002712170402942733,0.00012815686120905753,3.5612040837605794,0.02893399591176389,1.0,0.0,0.5325333333333333,0.0015947831618540736,-0.0018799299454476967,8.890536983386475e-05,-2.4677493191926443,0.020483284724626724,8.91117646477439,0.2865733467790346,0.3128205069924585,0.019126799999261514,0.997628618370403,0.027727966396919462,1.0027361154556276,0.028334335558682935,2.131360709667206,0.15383069299642363,2.1510790268580124,0.15001536120246622,0.07314135862345045,0.03138659546893859,0.0744806336859862,0.0316992643824561,3
cdib,0.01,3,3.3197122920643203,9.924826864885973e-05,-0.08743996620178222,0.053566912988555926,1.8063896930578982,0.0694973977290912,0.00221573941367255,9.923632706166583e-05,3.409367990493774,0.05356691298855582,1.0,0.0,0.5342333333333333,0.0024501700621248922,-0.0015358659944131917,6.879158911340228e-05,-2.362121069639232,0.03864212025879912,10.431500868363814,0.06950019959466966,0.22612201984231117,0.00616004217175925,0.9924876256422562,0.010259625056389466,0.9866787552833557,0.01048680095186111,4.436939831935998,0.09175412668971407,4.467850017547608,0.09552908397030238,0.3458970785140991,0.011298296054595458,0.34997880260149633,0.010758896863152984,3
cdib,0.01,5,3.3198409586241753,0.0001502237188438792,-0.11421693166097006,0.016628669876819702,1.6824364174496045,0.17148369830713792,0.0020870655284714744,0.0001502266097023388,3.436144955952962,0.016628669876819716,1.0,0.0,0.5377666666666666,0.0012096831541082468,-0.0014466796248140817,0.00010421765705836943,-2.3806426767713127,0.01265237806471708,10.55545288143736,0.171484950573006,0.2197825347911532,0.015712181291576532,0.9938566178986522,0.0022044089549146857,0.9845939596494041,0.000980139468854133,4.86990466262355,0.45633431192231655,4.900776513417562,0.4607790043462334,0.488354938048305,0.04169344503088293,0.4932520031929016,0.04164687673194282,3
cdib,0.1,1,3.1352225144704184,0.20329375592131774,-0.1821577072143555,0.4733927835568552,1.0923742073954958,0.24524460009451007,0.18670550252621368,0.20329375462303706,3.5040857315063474,0.473392783556855,0.9652148148148147,0.04218082375919315,0.4803,0.033192318388446426,-0.12940502322319525,0.14089435174746995,-2.4267188074167287,0.32700978677797876,11.145513086607963,0.24524851182933208,0.1282473496020065,0.015919303663847615,0.9817790858673326,0.017988139980929064,0.9916260560353596,0.022112364175339447,5.781906518069181,1.0212037069034563,5.859339491526286,1.0298687869308156,0.011082258131919487,0.003543028845501144,0.011040126159787179,0.003452754748585405,3
cdib,0.1,3,3.3096777959303423,0.0007198414835807192,0.4535745143890382,0.05362538294054967,0.16673873793898208,0.049214989213754765,0.012250228813200287,0.0007198328227239209,2.868353509902954,0.053625382940549526,0.9999333333333333,5.879447357922064e-05,0.5062,0.0002645751311064299,-0.008491524792473185,0.0004988246552405948,-1.9866675349737148,0.03764954396051171,12.071152195785984,0.04921218644874169,0.07156378879232207,0.013575033184502124,0.994162759997628,0.013620962006036385,0.9897806604703266,0.008784980881971875,5.6988480632955385,2.219393782149289,5.735777330398559,2.256217526071681,0.00872152020703211,0.00043914341998943344,0.008614154408375423,0.00042906475243127944,3
cdib,0.1,5,3.3092004458109536,0.0013194813095452921,0.5568398316701253,0.10831648691198423,0.05254361075772481,0.010029007965277684,0.012727601199664852,0.0013194766671396668,2.765088192621867,0.10831648691198392,0.9999703703703705,5.132002392791835e-05,0.5022666666666666,0.004800347209664469,-0.008821962896308004,0.0009148178042434581,-1.9154655084017846,0.075339139158295,12.18534553412235,0.010029410912559393,0.0697803613839829,0.007718716473732999,0.9753049259836022,0.03730638505508689,0.9587913711865742,0.03958038530525369,4.319553602825512,1.7057218277521413,4.3245227336883545,1.7295838776262116,0.007714374117891897,2.5441912519793563e-05,0.007575267925858498,5.525428276825905e-05,3
cdib,1.0,1,2.87347276283033,0.4887576920936272,0.49808219273885096,0.6735823530688592,0.3619884505416408,0.23075434457271796,0.4484552657513908,0.48875769287779286,2.8238458315531414,0.6735823530688594,0.9331481481481482,0.10158807486478177,0.47590000000000005,0.05540568562882334,-0.31085434885725827,0.338789676061094,-1.9560159356402824,0.4661654110258193,11.875898852492824,0.23076102409967206,0.06632045761169679,0.01643936648171668,0.9825645287831625,0.01551761759684899,0.996994133790334,0.018832784183573734,11.545321262244023,1.0351653816910753,11.702379671732585,1.0420289865749777,0.007128889891177867,0.0009297560684969352,0.0071871502945820495,0.0009570975147141063,3
cdib,1.0,3,3.189751903216044,0.08177891509102272,0.6142787456512452,0.22431221525934947,0.2930528763117212,0.10010492550918415,0.13217612547856392,0.08177893368086432,2.707649278640748,0.22431221525934927,0.9862888888888888,0.01998176946897121,0.48936666666666667,0.016736885413162546,-0.09162345075372842,0.056697421434537286,-1.8762318568637062,0.1568680905851868,11.944837873632258,0.10010190203874288,0.05318142143225681,0.008866543898766522,0.9744433850953073,0.0320209263238643,0.9870556910832722,0.03588228792052189,9.695396726781672,1.1648657278876982,9.784177907307942,1.1883134897214382,0.006172188846958858,0.0004045929087191965,0.006152840921034415,0.0004410075567679103,3
cdib,1.0,5,3.229722955010154,0.01820725190033234,0.7375214417775471,0.030287922195350543,0.4322386083729339,0.27494745699576945,0.09220506386323409,0.018207265153394138,2.5844065825144447,0.03028792219535062,0.9963481481481482,0.001346111607893417,0.49406666666666665,0.0010408329997330695,-0.06391290425455792,0.012619573041815161,-1.791453651065397,0.021046229290600925,11.805650479865797,0.2749468422974044,0.06664466964686397,0.02534120310174852,0.9718314463442023,0.042028977952750284,0.9700111190478006,0.051404890560085015,7.924838152798739,1.8046460082842937,7.956390476226808,1.840211621225401,0.005738913991742513,0.0007608195542525235,0.005683594414343437,0.0007461369031372304,3
cdib,10.0,1,1.9868466565103244,0.14518884516348782,1.3925765752792358,0.016572762725213037,0.00901399597977147,0.0029235534202570355,1.335081367781668,0.1451888451634876,1.9293514490127563,0.016572762725213037,0.7053481481481482,0.03659992129340074,0.5351333333333333,0.004789919971495653,-0.9254070800911153,0.10062131440371509,-1.33712130957602,0.011298536726417296,12.228873310667097,0.002931650201499162,0.012330921401039767,0.0011476219386161906,0.9949851433436075,0.0040341883540089924,0.9990850965181987,0.0019733784020490755,20.669692010590524,2.006937679378842,20.965394973754883,1.9909756735004696,0.004199382979563918,0.0003505265795421279,0.004155013244599104,0.0003314045131705182,3
cdib,10.0,3,2.5968286485383008,0.09111406918460417,1.2799721082051596,0.03128102484102526,0.02401714664742802,0.0005592044326609353,0.7250993838815978,0.0911140692536258,2.041955916086833,0.03128102484102513,0.8995481481481482,0.02632196035077599,0.5202,0.002099999999999997,-0.5026068019612612,0.06315192339704484,-1.4151878272765852,0.02145715545082622,12.213873689824887,0.0005623878313765803,0.017800345855486337,0.001337244275080118,0.9978650383877031,0.016484025000253054,0.9997701644897461,0.012794778536349891,15.331667798938172,0.620435327172982,15.556739044189454,0.6081681529965994,0.006370118290016598,0.0019954196445572813,0.006353837593148152,0.0019909414352152653,3
cdib,10.0,5,2.8346791411891132,0.03905696987074365,1.1616357962290447,0.08948966368660827,0.024131979793310165,0.009719883058737387,0.4872488971009399,0.039056959231129694,2.1602922280629477,0.08948966368660817,0.9580962962962962,0.011132741907851424,0.5067666666666667,0.013309520402078074,-0.3377457340334567,0.027084316116703394,-1.4971991494843444,0.06203057692848805,12.213757124814121,0.009719420135572681,0.016736120618838998,0.003023504288704946,0.996511130621939,0.006010161621012142,0.9987306634585064,0.0054376485287848785,15.02447173089692,0.4986986239808582,15.225053024291993,0.4733870011844818,0.008556834019889886,0.0006438368813784602,0.008594988596936066,0.0006527760369970524,3
