model,beta,mchead,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,test_z_mean_norm_mean,test_z_mean_norm_std,train_z_std_mean,train_z_std_std,test_z_std_mean,test_z_std_std,run_count
cdib,100.0,1,0.7569777893297601,0.06984504716370718,0.7515567938486735,0.06538223357477149,0.005203695008248994,0.0029290830033182843,2.564950234962232,0.0698450471637071,2.570371230443319,0.06538223357477163,0.37833333333333335,0.015285723186468248,0.3803666666666666,0.011423367862996145,-1.7778835948026288,0.048408765397352664,-1.781602547100683,0.04544639799321153,12.232683586351799,0.002936829108437202,0.008741612995542776,0.0007359536584552894,1.0002700623237726,0.004172935052906799,1.0033083041508992,0.012598913865842677,46.29571284669819,2.853353409033055,47.234931182861324,3.1447391614330193,0.01053690000183203,0.004549029101325544,0.01053880484153827,0.004653015287416308,3
cdib,100.0,3,0.9147233096036044,0.028364998655710225,0.8927544911702473,0.019211109594663132,0.004721744063620766,0.0005831035913770028,2.4072047146883873,0.028364998655710284,2.4291735331217446,0.019211109594663545,0.42718518518518517,0.009352951163844023,0.4226666666666667,0.005953430383680768,-1.6685456134798626,0.01966434506179217,-1.683610532187422,0.013248656271381894,12.233169613462506,0.00058582081343987,0.008816954311089052,0.00034825290345650634,0.9974183133154204,0.00527733274799007,0.9980066339174906,0.00903257028328051,41.33332870945786,0.8778566128630696,42.05034637451172,0.8343714506638673,0.00741676974223193,0.0021972352621503384,0.00727762021124363,0.0021386180425972848,3
cdib,100.0,5,1.0317463477452595,0.036147199513680936,0.9843761920928955,0.03166823332004629,0.005192003872555991,0.00058448130656941,2.2901816765467324,0.03614719951368137,2.3375518321990967,0.031668233320046126,0.46349629629629624,0.005819606423981064,0.45,0.004715930449020636,-1.587432033547359,0.025046920077858185,-1.6199881873733053,0.021951090283449052,12.232697038939506,0.0005855346464280071,0.009001627069356971,0.0007759875064686606,0.9979630780942511,0.011089416765533728,0.994770093758901,0.005603759870656169,32.986138025919594,2.2906374243688203,33.41276448567708,2.4103414416219415,0.009711756124020074,0.0020210686207377607,0.009533138883610565,0.002025514508522437,3
cdibsameidcs,0.01,1,3.31921585039659,0.00012814775648624957,-0.2392760594685872,0.02893399591176372,3.326710856322086,0.2865759364446118,0.002712170402942733,0.00012815686120905745,3.561204083760579,0.02893399591176409,1.0,0.0,0.5325333333333334,0.0015947831618540697,-0.0018799299454476967,8.890536983386479e-05,-2.4677493191926447,0.02048328472462653,8.911176464774393,0.28657334677903556,0.3128205069924585,0.019126799999261507,0.997628618370403,0.02772796639691943,1.0027361154556276,0.028334335558682984,2.131360709667206,0.15383069299642357,2.151079026858012,0.15001536120246634,0.07314135862345045,0.031386595468938586,0.0744806336859862,0.0316992643824561,3
cdibsameidcs,0.01,3,3.3197472962466157,0.0002075586819178425,-0.08792470296223959,0.06151816782961427,1.7379752180793069,0.30671295971910995,0.00218072483690004,0.000207546684053473,3.4098527272542323,0.06151816782961434,1.0,0.0,0.5348666666666667,0.002753785273643072,-0.0015115298503965014,0.00014389100143048555,-2.3623056937632363,0.04207960316598763,10.499912319761334,0.3067185441190022,0.21860546768038067,0.02338922519919699,0.9931078462889701,0.009911424993705783,0.9860939423243206,0.01063356657192471,4.150955416939475,0.3877586343958251,4.177225414911906,0.38983540914083237,0.3151942636027481,0.04439317963399734,0.31861015558242806,0.044749447869366854,3
cdibsameidcs,0.01,5,3.3197610486637465,0.00015383780775111346,-0.0745656967163086,0.044627283743859894,1.4131664471192795,0.2633866677816603,0.002166970243155392,0.00015382568711115604,3.3964937210083,0.04462728374385995,1.0,0.0,0.5354666666666666,0.007341888948583546,-0.0015020855669637626,0.00010665538492976767,-2.3538344864022176,0.029502954813845354,10.824721076271752,0.26338807061949904,0.19729728870500943,0.023030063167990274,0.9852099409609131,0.011894982850287405,0.9752123792966206,0.008673509994800108,4.505280075651226,0.8010090737913659,4.531279134750366,0.8083635251572371,0.35718713158910925,0.0446548964959322,0.3604065140088399,0.04504697547232155,3
cdibsameidcs,0.1,1,3.1352225144704184,0.20329375592131751,-0.1821577072143555,0.47339278355685516,1.0923742073954958,0.24524460009451002,0.18670550252621373,0.20329375462303706,3.5040857315063474,0.47339278355685505,0.9652148148148147,0.04218082375919317,0.48029999999999995,0.033192318388446405,-0.12940502322319525,0.14089435174746995,-2.4267188074167287,0.32700978677797876,11.145513086607963,0.245248511829333,0.12824734960200648,0.015919303663847615,0.9817790858673326,0.017988139980929095,0.9916260560353596,0.022112364175339527,5.781906518069181,1.0212037069034563,5.859339491526286,1.0298687869308156,0.011082258131919487,0.003543028845501145,0.011040126159787179,0.0034527547485854056,3
cdibsameidcs,0.1,3,3.3074758414066197,0.0031322954281469543,0.3793642997741699,0.05719842772424601,0.6034561630451317,0.09218390042459675,0.014452184169468555,0.003132290649449926,2.942563724517822,0.057198427724246076,0.9996222222222223,0.00035763282087627384,0.5101333333333333,0.004923751956926039,-0.010017768303545444,0.002170816044653692,-2.0383835836597246,0.04031652099239141,11.634431506648207,0.09218752064983599,0.10336146115395928,0.006413041057232983,0.9739591072906147,0.026709849396207772,0.9677171587944032,0.02758616621137068,4.1546890880122325,1.0204963798015354,4.178665685653686,1.027312480769582,0.007670422126962379,0.00023486968069303925,0.007572492553542057,0.00022077129693652054,3
cdibsameidcs,0.1,5,3.3095405354644307,0.0011968748654484402,0.47273697853088387,0.05645455725933435,0.7152626270597632,0.11589787603880246,0.012387490069324318,0.0011968642588562949,2.8491910457611085,0.05645455725933421,0.999962962962963,4.625924443251045e-05,0.5037333333333333,0.0025166114784235766,-0.008586716583901437,0.0008297495823375592,-1.9745554187625427,0.040120303424990386,11.522624723839037,0.11590052382399318,0.10473859958061414,0.010364535455137588,0.9687356795325424,0.04483220662152608,0.9454096873601276,0.03520191387428247,3.1758417505206484,1.3439673218928967,3.1709949016571044,1.365720142949532,0.00699631867676296,0.00018707482979189193,0.006894399132579565,0.00014480222478172527,3
cdibsameidcs,1.0,1,2.87347276283033,0.4887576920936274,0.49808219273885096,0.6735823530688592,0.3619884505416408,0.23075434457271798,0.4484552657513908,0.4887576928777928,2.823845831553142,0.6735823530688593,0.9331481481481482,0.10158807486478177,0.47590000000000005,0.05540568562882335,-0.3108543488572583,0.338789676061094,-1.9560159356402824,0.4661654110258194,11.875898852492824,0.23076102409967209,0.06632045761169679,0.01643936648171668,0.9825645287831625,0.01551761759684899,0.996994133790334,0.018832784183573714,11.545321262244023,1.035165381691075,11.702379671732587,1.0420289865749777,0.007128889891177867,0.0009297560684969355,0.0071871502945820495,0.0009570975147141065,3
cdibsameidcs,1.0,3,3.0580492742133867,0.2802436080149737,0.5747437636057536,0.40395808927688265,0.5859058901216044,0.13898500075841738,0.26387872625932546,0.28024359813370875,2.747184260686239,0.40395808927688276,0.9598222222222222,0.06082622891037051,0.48793333333333333,0.03939471199708576,-0.1828993466791534,0.19423539060301304,-1.9036944251302426,0.2790055269899159,11.651981816147313,0.1389931229762625,0.07724260609752774,0.012728132734590942,0.9760708998550068,0.031699545174158204,0.9877357562383016,0.040507119066017415,7.653901266329217,0.8693923447680441,7.721793142954508,0.882264441479877,0.006737290444134764,0.0010693244035909558,0.006710045474270981,0.0009895975516290049,3
cdibsameidcs,1.0,5,3.2135216575680356,0.033620035913997016,0.7610932668050131,0.056489868760890016,0.44954892044717615,0.15015849103491558,0.10840635803161246,0.03362005366296493,2.560834757486979,0.056489868760890204,0.9942888888888888,0.00566605661204191,0.4973666666666667,0.007905272502155301,-0.07514061992199934,0.023303933007562092,-1.7735343595181614,0.038919735244715,11.788338617845014,0.15016661529052122,0.06479501695227881,0.013749192966400718,0.9685926608967058,0.03433537397703975,0.972757383187612,0.04035824281074098,6.968951059110236,1.1055133942918451,7.013657728830974,1.1100911794588255,0.0074947744071709385,0.0016292323140462536,0.007474545761942863,0.0015993634634599429,3
cdibsameidcs,10.0,1,1.9868466565103244,0.14518884516348787,1.3925765752792358,0.016572762725212846,0.00901399597977147,0.002923553420257036,1.335081367781668,0.14518884516348754,1.9293514490127563,0.0165727627252131,0.7053481481481482,0.03659992129340072,0.5351333333333333,0.004789919971495677,-0.9254070800911153,0.10062131440371506,-1.3371213095760197,0.011298536726417265,12.228873310667097,0.0029316502014994695,0.012330921401039766,0.0011476219386161912,0.9949851433436075,0.0040341883540089924,0.9990850965181987,0.001973378402049071,20.669692010590524,2.0069376793788423,20.965394973754883,1.9909756735004704,0.004199382979563917,0.00035052657954212803,0.004155013244599104,0.00033140451317051833,3
cdibsameidcs,10.0,3,2.605395212317958,0.08689504427783987,1.2619467735290526,0.014949668472440539,0.016579269738444553,0.004896254741838969,0.7165328074585308,0.08689505864908567,2.0599812507629394,0.014949668472440633,0.8947999999999999,0.021527255190789657,0.5206666666666667,0.005947548514584274,-0.4966716630406926,0.06022554539130397,-1.4275436809400552,0.010589627308586645,12.221308650392475,0.004888750914781905,0.014089256826073234,0.00026112915728435424,1.0017464964678793,0.01386667572261307,1.007551630338033,0.007900562402110699,15.52004254948009,0.9726339011007846,15.746621831258139,0.944225920284804,0.006718900612075672,0.0025472833826735274,0.006738010731836159,0.002551036864737532,3
cdibsameidcs,10.0,5,2.85636478843111,0.0425335966886103,1.1843121369679768,0.025059742772739882,0.018436466110870242,0.004673927481983688,0.4655632385701844,0.04253360001094152,2.1376158873240154,0.025059742772739653,0.959488888888889,0.0065442463656121,0.5156000000000001,0.002805352027821053,-0.3227090604604271,0.029484984645958154,-1.4812154547586294,0.017470324782292757,12.219450849475281,0.004677647009597677,0.014577062689679171,0.0014901959891648244,0.9984332828810721,0.014603070035743276,0.9916737635930378,0.013484962867469493,14.496310335217101,0.8682288595882229,14.657009251912434,0.8812269956533545,0.007726804268631068,0.0020361487561136988,0.007719526470949253,0.0020689270740156173,3
cdibsameidcs,100.0,1,0.7569777893297601,0.06984504716370715,0.7515567938486735,0.06538223357477148,0.005203695008248994,0.0029290830033182847,2.5649502349622324,0.06984504716370704,2.570371230443319,0.06538223357477163,0.37833333333333335,0.015285723186468259,0.3803666666666667,0.011423367862996164,-1.7778835948026288,0.0484087653973526,-1.781602547100683,0.04544639799321156,12.232683586351799,0.0029368291084374415,0.008741612995542776,0.0007359536584552894,1.0002700623237726,0.004172935052906856,1.0033083041508992,0.012598913865842677,46.29571284669819,2.853353409033054,47.234931182861324,3.14473916143302,0.01053690000183203,0.004549029101325544,0.01053880484153827,0.004653015287416308,3
cdibsameidcs,100.0,3,0.8736644116314974,0.07960573057747093,0.8570434252421061,0.06808350340277952,0.005022080442965186,0.0007983908663105408,2.4482636126604946,0.0796057305774707,2.464884599049886,0.06808350340277945,0.41273333333333334,0.021649474660749155,0.4105666666666667,0.0156576924651538,-1.697007845579943,0.05517321625184878,-1.7084779484746357,0.047287758290547,12.232865954890395,0.0008056492621648938,0.008086339894774806,0.0003427250693095702,0.9934201457283715,0.010888643854655026,1.0019583264986673,0.014861908014225966,38.18441165577281,0.9059976753214027,39.00327885945638,0.9492505446308275,0.007453570636271527,0.001706572726466231,0.007356026240934927,0.0016935231546387364,3
cdibsameidcs,100.0,5,1.0249366724129878,0.07185704470012956,0.9854570388793945,0.05862990757569746,0.005581009155844874,0.0012811023036055364,2.2969913518790044,0.07185704470012962,2.3364709854125976,0.05862990757569721,0.4543185185185185,0.019113983418950594,0.4432666666666667,0.015886262409180247,-1.5921555239042335,0.04980016524500163,-1.6192383909753214,0.04062679963146516,12.232306321461998,0.0012818888918057977,0.009036065842441736,0.0004489017071293472,0.990877089175311,0.00904484119811911,0.9879049817721048,0.008823173521331027,37.09365838946718,2.6701679999523793,37.64847361246745,2.828577543627977,0.011379930218963913,0.0063384783093090495,0.011273780278861523,0.006356379157788905,3
