data,encoder,beta,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,test_z_mean_norm_mean,test_z_mean_norm_std,train_z_std_mean,train_z_std_std,test_z_std_mean,test_z_std_std,run_count
cifar10,mlp,0.001,8317.405722656249,101.20277790757726,9545.92217684659,125.78545256815066,3.3215534231879493,6.644816006537404e-05,-2.6291025733947757,0.12053858902407147,-1562.5497691761361,76.75489230899974,-1621.9814697265624,77.91965717090869,0.00037460183878217573,6.644250428357558e-05,5.951030597686768,0.12053858902407098,1.0,0.0,0.5305,0.004132795663954385,-0.00025966015612265294,4.6045520301986686e-05,-4.1236151061731245,0.08248394025049204,8.969683560458098,0.21663920392819802,7.227007446289062,0.19330624609633715,2.02262585921721,0.026284513442194228,1.7810896444320679,0.024097761173798294,0.5223179061304439,0.013346481062930042,0.4574675071239471,0.012966235544490676,5
cifar10,mlp,0.01,995.7039770507812,8.575919314272442,964.9185613458807,5.154656844080523,3.321558915485036,8.723085823216175e-05,-2.2389495658874514,0.11899020605606955,1386.2920953924006,14.23377764813566,1273.4391796875,12.950402041292122,0.0003691116404793733,8.723471866552422e-05,5.560877590179443,0.11899020605606929,1.0,0.0,0.52704,0.004059310286243217,-0.00025585895347375717,6.048087913743672e-05,-3.8534948773599424,0.08236183920154397,1.3452027407559481,0.01644406485674043,1.2343614387512207,0.01711100985141385,0.46553856351158834,0.00500512815710245,0.3944947612285614,0.005466624261302876,0.791364728862589,0.00708999493481641,0.7576704049110413,0.007482938744391497,5
cifar10,mlp,0.1,227.47945190429687,22.495612157557165,127.79358471957119,6.4370280415434715,3.3210669170726432,8.255241740002827e-05,-1.3930874061584473,0.1006282579360406,1987.2208651455967,13.480131207037788,1907.6496875,15.871987860151531,0.0008610862132627517,8.256442837967042e-05,4.71501543045044,0.10062825793604026,1.0,0.0,0.52898,0.005567494948358762,-0.0005969024483911139,5.7166322158596215e-05,-3.26527107313359,0.06870634358472939,1.0254704800519077,0.01626883172282966,1.0528125858306887,0.022924012820998926,0.16981803680008106,0.005499255553928727,0.1410607075691223,0.004752222760397959,0.9513386466286399,0.008041151802517976,0.9380375170707703,0.007591070638393388,5
cifar10,mlp,1.0,20.155965652465824,0.587409511988673,21.890285422585226,0.5846119361237028,3.3202686613256285,8.072873896546615e-05,-0.7086031341552734,0.039789805631421746,2078.0209716796876,3.7935451989833866,2075.334453125,3.817272408252032,0.0016593581044369123,8.072847363192633e-05,4.030531158447265,0.03978980563142154,1.0,0.0,0.5345799999999999,0.00469968084022733,-0.0011502047251677825,5.5986008948183424e-05,-2.791853196630077,0.02807221979784787,1.0050469333475285,0.00470298129100071,0.9991437721252442,0.004933601709915359,0.036180017922412266,0.0008233083851252428,0.03104911021888256,0.0005502869400630799,0.9917238809845663,0.002484459727475947,0.9907310914993286,0.002525480621448895,5
cifar10,mlp,10.0,8.501055603027343,0.19850518561620223,8.719282011552291,0.17646846188202484,3.316904538327998,0.00036040916611803666,-1.4589265251159667,0.2765763546945164,2088.0336181640623,0.9006465386238776,2089.553857421875,1.11119488820835,0.005023484376513146,0.00036042674847917947,4.780854549407958,0.27657635469451664,1.0,0.0,0.50754,0.008882454615701675,-0.0034820606134278653,0.00024978472812867955,-3.3115919295473524,0.19227957618250616,1.0007749953053213,0.0011526680902786363,1.002609040737152,0.0013941078519395876,0.011511982130733404,0.0007165808172978811,0.011415139511227608,0.0009997675061957278,0.9968987762928009,0.0005440473118354263,0.9982297682762145,0.0007435772900673155,5
cifar10,mlp,100.0,5.645867805480957,0.4508963567737079,5.746800405328924,0.46899274562338483,3.14012557593259,0.09351361671604816,-2.755568199157715,1.262554377487257,2090.7298961292613,1.0233110124313596,2093.66458984375,1.1460149161408857,0.18180245100097223,0.09351362533684587,6.077496223449707,1.262554377487257,0.9954044444444443,0.004480696594873219,0.37168,0.03247994766005636,-0.1260133867282202,0.06482055323565844,-4.211158751038511,0.8757172768816455,1.0004044738682834,0.0013544068936178308,1.0043085193634034,0.0019056902185612084,0.033846823299642316,0.016379312878733537,0.02964581331238151,0.013623201663992559,0.9976142319765959,0.000799687961183569,0.9997162747383118,0.0009237828059984398,5
cifar10,resnet18,0.001,2575.483466796875,514.7443901748209,2664.440303178267,602.8654027350391,3.3134092872793026,0.00428614145340054,1.7687963151931765,0.040607965256142735,643.5746748490767,181.6462189705254,466.51629150390625,168.38391042675823,0.008518730858552525,0.004286139042095231,1.553131709098816,0.040607965256142735,0.9980711111111111,0.0010931210272641415,0.8295999999999999,0.005339475629685085,-0.0059077338695694105,0.002972235457152524,-1.0769585591256075,0.02817132201099922,2.640511926737699,0.9739235666795933,2.2804662561416627,0.8380264029122584,0.9873607500032945,0.1998388003516475,0.8952928066253663,0.18187298789835238,0.6022461349313909,0.08728300958612659,0.5413275015354156,0.07416299340392653,5
cifar10,resnet18,0.01,495.75097534179696,33.67048332127201,509.29859619140626,36.14551913890521,3.3191075498407536,0.001634611626550552,1.8493874645233155,0.10645393376985368,1801.0452403675426,37.73720156032526,1684.8122167968752,44.415435098588915,0.0028204698681789024,0.0016346065269656543,1.472540559768677,0.1064539337698536,0.9993777777777778,0.00043744488188946276,0.83288,0.007989180183222854,-0.0019541874657174794,0.0011323867001921304,-1.0208038822230843,0.07351173047178917,1.2899000948125665,0.07562056511767945,1.1142802715301514,0.06806329754896843,0.5140732632441953,0.01940180338707438,0.46356912612915036,0.018164379124501435,0.8694370323961431,0.0206687846503686,0.8084751582145691,0.02153494589070797,5
cifar10,resnet18,0.1,74.72205490112303,7.191703937126539,76.19703074368563,7.0918626356019185,3.3209982005032628,0.00024727468666638214,2.0131304931640623,0.06576649174696078,2032.4100530450992,14.857888925737495,1968.1964697265623,21.157593877006736,0.0009298198065318339,0.0002472729103425792,1.3087975311279294,0.06576647209708139,0.9999244444444443,6.402160129278792e-05,0.8394199999999999,0.0044386935014709365,-0.0006445566675429867,0.00017149089265960186,-0.9070864239676968,0.04543308148781555,1.0168147824027323,0.017984077104508524,0.9279322743415832,0.02277329779313909,0.21383730186657474,0.00856483903497078,0.189019758105278,0.006964907684000728,0.9631183315407146,0.00914436887568042,0.9237167072296142,0.01250477940152007,5
cifar10,resnet18,1.0,17.455993270874025,0.26044251397603346,19.145971332896842,0.40846542427585614,3.3207972764968874,8.302242161319602e-05,1.8512893772125245,0.07119281344104517,2078.823053533381,4.268247719369592,2073.148251953125,3.7368162558991798,0.0011307534132025798,8.302798006156171e-05,1.4706386470794677,0.07119282027230957,1.0,0.0,0.8562800000000002,0.0029642874354556016,-0.0007838106670254476,5.759429477667404e-05,-1.019370599840196,0.04944086794576424,1.0024303875186225,0.005438179689030293,0.9925232553482056,0.005016963386376908,0.11610402031378313,0.0035409286218228806,0.10738621085882187,0.003125764379172893,0.9885535072196614,0.002888579589571132,0.9849874067306518,0.002537699319284184,5
cifar10,resnet18,10.0,9.416280403137208,1.744641171535069,9.170761546221646,1.9689320573494988,3.3142292369495743,0.0028437171240822097,1.7840287971496587,0.14891409934093314,2087.8348588423296,1.3175353042164322,2078.873291015625,0.8633206409426082,0.00769878072579476,0.002843722626543992,1.5378992271423342,0.14891409934093272,1.0,0.0,0.85808,0.0032104516816173563,-0.005336399508938735,0.001971070624806038,-1.0658275048325636,0.10406673444481548,1.0011186534708199,0.0012025970169373707,0.9893966007232666,0.002161622988098043,0.04472858066755262,0.024578702099549214,0.04389887377619743,0.02253715057431263,0.995370682261207,0.0013416455324591911,0.9896132636070252,0.0008522400468943468,5
cifar10,resnet18,100.0,5.825679550170898,0.9097450707471143,6.281250879981301,1.1444019526354507,2.7125805074518374,0.3827242132095683,1.493781509399414,0.2577588273436612,2089.376234019887,3.1757625748570324,2088.7591210937503,3.3221695087394894,0.609347524764863,0.382724210090708,1.8281465148925782,0.25775882734366107,0.8432755555555556,0.11544503860396774,0.6718,0.09713737694626101,-0.422368197788243,0.26528275158487163,-1.2655675236625754,0.1776112824369627,0.9992940843105316,0.0038655375767107274,0.9979026603698731,0.003921365394315186,0.057947819972072136,0.030597710961341614,0.05514060989953577,0.028888595630285743,0.9956953395496715,0.002452846364877465,0.9952905774116516,0.002604101368231763,5
svhn,mlp,0.001,10395.618028846156,289.520817533377,8801.159138257575,262.865444770634,3.225532122814294,0.0006799201433173825,0.9628311927501972,0.015372925388197966,-1086.8335460316052,46.080825624701546,-1025.0332913912262,64.32825048966818,0.0009123600107462457,0.000679921872949006,2.263613290053148,0.015372925388198153,0.9998756275500146,0.00013834771808097558,0.8287492317148125,0.0011106970109711748,-0.0006359258207788836,0.00047023717956304746,-1.5698230256850638,0.010794175347032904,8.605574703216554,0.34876863250686335,10.84758014678955,0.346460858508382,1.8290521780649822,0.021327641821999834,1.9782415261635413,0.019578361695321726,0.6065085793986466,0.018905987101304773,0.7359708208304185,0.018686314469693106,5
svhn,mlp,0.01,1223.248407451923,9.744042008704783,954.2810195460464,4.178641191504504,3.2260931881991297,3.5238347491284184e-05,1.3776681038049552,0.016723465819263802,1367.665799597538,15.844382533623676,1608.1050480769231,17.82489127766239,0.00035129532651891087,3.523964495546817e-05,1.8487763789983895,0.016723465819263785,0.9999787656792707,8.307511754663662e-06,0.8340043023970498,0.0009631949447981305,-0.00024183519681474194,2.3633689904746683e-05,-1.2817986905623286,0.011212610362666527,1.3055616884520562,0.019631481747506993,1.9953776102799636,0.02888224551194473,0.41421862515536223,0.004573013049909643,0.4314700186252594,0.005712243971477245,0.7855377027482697,0.008007170351601828,0.9771889594885019,0.010912927263768513,5
svhn,mlp,0.1,109.16717975323016,7.079147950634349,100.02729006680576,6.290709532139977,3.225365070863203,7.005750577026014e-05,1.6136361342210037,0.02612925922511187,2019.139899236506,10.334247487611723,2036.0451002854566,13.839269273952457,0.0010794124001580658,7.005599333971173e-05,1.6128083485823415,0.026129259225111938,0.9999757322048808,1.3566109887504971e-05,0.8393285187461587,0.0028511559137209814,-0.0007464611633587045,4.28242107455718e-05,-1.1191460542483525,0.017110550694710295,1.0310842542937309,0.006971929242428327,1.0663767209419839,0.014990599367741723,0.16158125978527646,0.012019981890231917,0.15895288838790014,0.012317314560356887,0.9627353733236139,0.006488326251769686,0.9766236250217144,0.009043465064641827,5
svhn,mlp,1.0,21.168184603177583,0.7208421020112189,20.097443621086352,0.6223264626811925,3.2249586871176055,0.00018368105183851654,1.659850540527931,0.02960913263733856,2076.456281072443,9.001115609676832,2076.997186748798,8.67553910317454,0.0014857907303270292,0.0001836809695023127,1.566593942275414,0.029609132637338473,0.9999757322048808,8.307511754634947e-06,0.8391210817455439,0.0005459692072661395,-0.0010345979208939119,0.0001313218914792097,-1.0863573484224358,0.021092038810677595,1.0004912246357311,0.01193795561526601,1.002684036585001,0.011533219082633096,0.028695358324683073,0.002239079065306881,0.02836909778416157,0.00237698461345098,0.9913114594690728,0.0061193495166200615,0.9921298916523273,0.005905898499439591,5
svhn,mlp,10.0,10.504542790926418,1.0208259306695544,9.916396967569986,0.8862607193690567,3.217526724844268,0.002003129399969259,1.7589318807308492,0.08181161652326863,2085.9663544625946,1.0400375139105624,2085.517638221154,1.4947581903734921,0.008917759737056313,0.002003135935623595,1.4675126020724956,0.08181161652326863,0.999575313585415,0.00029933952702053184,0.8322449293177628,0.006830828743206859,-0.006170102136855651,0.0013818431673814121,-1.0176445217838523,0.05620908870516802,0.9995866230039887,0.0015537180723385027,0.9997823128333458,0.0016236917389063185,0.010981540539951037,0.001515724886247856,0.011866984731302812,0.0018263245404478879,0.9960747942780003,0.000647779123298234,0.9960062577174259,0.0007574811976263229,5
svhn,mlp,100.0,6.939044035398043,0.4393669886045233,6.661251637429901,0.3829323475937487,2.5806414329644403,0.21306669265763203,1.9782773348001335,0.08529669468456566,2089.9152876420453,0.26747114428189434,2090.914133864183,0.3358739607777809,0.6458030458652612,0.21306670142513326,1.248167138833266,0.08529670554564249,0.9227768424565076,0.036114289126900026,0.7768746158574062,0.019343259906783664,-0.44789480261823655,0.1475108751579323,-0.8660173963160082,0.059127832075342814,1.0005295959385958,0.0004784640776996689,1.002249712210435,0.0007199303766656349,0.0598081790813894,0.01321222270738706,0.05912394592395196,0.01315757031589416,0.9962631185849506,0.0005905998472767528,0.9969806716992305,0.00060901503649741,5
svhn,resnet18,0.001,2745.8442232572115,133.01877519188247,2869.715441524621,149.16676140510572,3.2205083847045906,0.0035447286775122005,2.715187149781447,0.044646419259837596,925.6426983457623,89.17565103359671,580.7183241624098,77.4130515191848,0.005936096261685827,0.003544738758250182,0.5112573472353128,0.04464642150843017,0.9986410034733282,0.0008124531302166187,0.9422326367547633,0.0033281472303475774,-0.004133255735729724,0.0025346279089432286,-0.3563986355555192,0.03127563498196085,3.300455279783769,0.1726801168970446,2.6656524988321157,0.13873316896573853,1.0943221308968283,0.046682378300567866,1.0068780202132004,0.04168380289450437,0.7484481923507922,0.014464996645661669,0.6058021123592671,0.012140446340453604,5
