data,encoder,beta,run,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
cifar10,mlp,100.0,2,5.914938640594483,6.41524304043163,3.0268174734982587,-0.6951875686645508,2090.937566583807,2093.865673828125,0.29511055892164056,4.017115592956543,0.9899555555555556,0.4116,-0.2045581123353202,-2.7826620629479795,1.0016034516421228,1.0049439191818237,0.051617681133476166,0.04403799697756768,0.997319140217521,0.9993983149528504
cifar10,mlp,100.0,4,5.399695491790771,5.741808566180143,3.177166375246915,-2.8487483978271486,2090.1043590198865,2092.4546875,0.14476163211193951,6.170676422119142,0.9994,0.3967,-0.10033685700623504,-4.274243467926543,0.9995852573351428,1.00238778591156,0.037388777360320084,0.03303866982460022,0.9971047043800354,0.9987482309341432
cifar10,mlp,100.0,0,5.9295157432556165,5.890415863557295,3.074938719922846,-2.6767382621765137,2089.4598499644885,2093.04287109375,0.2469893064011227,5.998666286468506,0.9916222222222222,0.33899999999999997,-0.17119897198976655,-4.155865067171968,0.9989055666056548,1.003987431526184,0.03746154396371408,0.03155344910919666,0.9967913654717532,0.9993740797042848
cifar10,mlp,100.0,1,4.966862392425537,5.1350931471044365,3.2679248614744707,-3.671370887756348,2090.9752308238635,2093.47158203125,0.05400314690037207,6.99329891204834,0.9998444444444444,0.3699,-0.0374311597649563,-4.848433346255027,0.9998786801641638,1.002985668182373,0.006874066883359443,0.0070288009010255345,0.998104060238058,0.9998474836349488
cifar10,mlp,10.0,0,8.209611129760741,8.488073522394354,3.3173743703148584,-1.6191457748413085,2087.8113902698865,2088.768603515625,0.004553630863401023,4.941073799133301,1.0,0.5,-0.003156464317238972,-3.4242730888188917,1.0001784265041351,1.0012773513793944,0.011586783411489292,0.011045310087502005,0.9967529394409872,0.9977008700370787
cifar10,mlp,10.0,1,8.586547660827637,8.816922317851674,3.3168432929299096,-1.1023324012756348,2089.0383855646305,2090.20693359375,0.005084734558212486,4.424260425567627,1.0,0.5204,-0.003524632602176593,-3.0628949735863964,1.0022383765740828,1.0034518718719485,0.011470221702686766,0.011218580417335032,0.9975182928822256,0.9986592292785644
cifar10,mlp,10.0,4,8.66887969970703,8.86081600189209,3.3166718591343267,-1.7449911117553711,2086.717274058949,2088.58369140625,0.005256173984062943,5.066919136047363,1.0,0.5038,-0.003643130099611125,-3.5089295555954774,0.9992310242219404,1.0015920042991635,0.012212108439681206,0.012285255454480648,0.996110195463354,0.99765944480896
cifar10,mlp,10.0,3,8.385070419311523,8.571233359250156,3.317152348431674,-1.2306514739990235,2088.6945245916195,2091.188330078125,0.004775659625672482,4.552579498291014,1.0,0.513,-0.00331026726696462,-3.153423760022608,1.001433009451086,1.0046114206314087,0.010343005499717865,0.01003455612808466,0.99728800220923,0.9993385672569276
cifar10,mlp,10.0,2,8.655169105529785,8.85936485637318,3.3164808208292182,-1.5975118637084962,2087.9065163352275,2089.021728515625,0.005447222851216793,4.919439888000488,1.0,0.5005,-0.0037758087811480172,-3.4084382697133866,1.0007941397753628,1.0021125555038453,0.01194779160009189,0.012491995468735695,0.9968244514682076,0.9977907299995422
cifar10,mlp,1.0,4,20.572213745117192,22.145788712935015,3.3202146183360712,-0.6735306262969971,2080.303888494318,2077.54306640625,0.0017134034529921007,3.9954586505889886,1.0,0.5333,-0.001187766499426723,-2.7665648750354057,1.0085424943403765,1.0027496099472046,0.03507453728128563,0.030287566781044006,0.9932693486863916,0.9922778248786926
cifar10,mlp,1.0,1,20.590243911743165,22.177527947859332,3.320178974758495,-0.7312580108642578,2079.2712180397725,2077.288427734375,0.0017490449350919914,4.05318603515625,1.0,0.5392,-0.0012124066547700289,-2.8050429219281416,1.0070951255885037,1.002212071418762,0.03595307435501705,0.030696691200137138,0.9925253228707748,0.9920458197593688
cifar10,mlp,1.0,0,20.00479621887207,21.91340905969793,3.3202754367481577,-0.6622694492340088,2077.064786044034,2074.025341796875,0.0016525749868543987,3.9841974735260015,1.0,0.5373,-0.0011454729905185127,-2.759833033253591,1.00379618731412,0.997265625,0.036916612054814,0.03143645040690899,0.9911633215167306,0.98990136384964
cifar10,mlp,1.0,2,20.419042205810552,22.334899815646086,3.3202838464216757,-0.7190457344055176,2071.9078369140625,2069.227685546875,0.0016441760923374786,4.0409737586975085,1.0,0.5271,-0.0011395658266799235,-2.8008702090665336,0.9973651441660796,0.9912723422050476,0.037076964805072006,0.031628167629241935,0.9876882840286602,0.9866624474525452
cifar10,mlp,1.0,3,19.19353218078613,20.879801576787774,3.3203904303637417,-0.7569118499755859,2081.55712890625,2078.587744140625,0.0015375910549085927,4.078839874267578,1.0,0.536,-0.0010658116544437247,-2.8269549438667134,1.0084357153285632,1.0022192120552065,0.035878901115872636,0.031196675077080724,0.993973127820275,0.9927680015563964
svhn,resnet18,0.1,4,75.69369272085336,72.90986078435725,3.2251342137654624,2.7956955249492936,2060.561123934659,2026.9585993840146,0.0013102620732476653,0.4307489624390236,0.9998634936524547,0.9490626920712968,-0.00089464344256949,-0.3000666247859932,1.050476919520985,1.008827622120197,0.21103468356710486,0.20460345194889948,0.9818482308676748,0.9614132734445424
svhn,resnet18,0.1,1,68.37407919076773,65.42828403819689,3.225255821690415,2.8103450445028453,2043.658203125,2016.872013972356,0.0011886374541614769,0.4160994360080132,0.9997876567927076,0.9518285187461586,-0.0008318123434925532,-0.2905379870477087,1.0174713098641597,0.9851804879995492,0.19653256689057205,0.19078489106435045,0.9697715025959592,0.9538391461739172
svhn,resnet18,0.1,0,81.92962529109073,76.92787910230231,3.2244815754167964,2.769638960178082,2051.0995649857955,2008.439180814303,0.0019628959822567235,0.4568054974079132,0.9997421546768592,0.9483328211432084,-0.0013875206714535069,-0.3176725110458873,1.0430882302197544,0.9921578489817106,0.20750841678995074,0.20179502207499286,0.9772517825617936,0.9514750058834368
svhn,resnet18,0.1,2,73.74159592848558,69.06712387547348,3.2242366328383936,2.7779526893909163,2077.006266276041,2043.2866117037258,0.0022078842721935926,0.44849177736502427,0.9996663178171118,0.9472188076213892,-0.0015201387707535884,-0.3120252155697598,1.0674909533876362,1.0282181317989645,0.2022156561865951,0.19846439361572266,0.9928794394839894,0.9725223504579984
svhn,resnet18,0.1,3,91.6674030010517,76.79243053089489,3.224184816533869,2.8056459243480982,2056.129091205019,2030.6238638070913,0.0022596654545685105,0.4207985790876242,0.9997421546768592,0.9479486785494776,-0.0015255846755344428,-0.292846062888595,1.0497576106678357,1.0352749274327204,0.2102885155966788,0.2059374107764317,0.9794534517057014,0.9658559469076304
svhn,resnet18,0.001,3,2746.773813100961,2910.4096975615525,3.221398490847964,2.657712276165302,1025.903867779356,682.5592416616588,0.005045981724944079,0.5687322318553925,0.9988017776159924,0.9403042409342348,-0.0035321373293086757,-0.3954496917588241,3.491546067324552,2.804935088524452,1.1402147141369907,1.0454532549931452,0.7677636002049302,0.6206493744483361
svhn,resnet18,0.001,2,2708.1800443209136,2825.445031368371,3.2219355467594037,2.7585244178771973,853.1471058238636,543.578373835637,0.004508909289584015,0.4679200947284698,0.999180961914729,0.9443761524277812,-0.0029637594756850533,-0.32544734491431904,3.1418323516845703,2.5643178683060865,1.0247029210581924,0.947625925907722,0.7463599515683723,0.6147014590410086
svhn,resnet18,0.001,0,2671.424353966346,2777.5873949455486,3.214653065710357,2.678053745856652,923.2462139707624,582.0513634314904,0.01179143354635347,0.5483907484091245,0.9973608772807936,0.9382682851874616,-0.008342569552659338,-0.3838276399096413,3.1725411198355933,2.566722191297091,1.077728448492108,0.9928077596884508,0.733952030991063,0.5944368610015283
svhn,resnet18,0.001,1,2971.1868051382207,3107.7250754616475,3.2204216538053574,2.7338054180145264,823.0311390269886,476.85588425856366,0.006022839891639623,0.4926390624963321,0.998422593317256,0.9415334972341732,-0.004193816337765661,-0.3434403386849853,3.4836032029354214,2.8296962701357327,1.1328643452037463,1.0482270350823035,0.7360004764614683,0.5931266729648297
svhn,resnet18,0.001,4,2631.656099759615,2727.410008285985,3.2241331663998687,2.7478398909935584,1002.8851651278408,618.5467576246995,0.002311316855907948,0.4786045986872453,0.99943880723787,0.946681007990166,-0.0016339959832298908,-0.33382816250982617,3.212753657138709,2.562591075897217,1.0961002255931045,1.000276125394381,0.7581649025281271,0.6060961943406326
svhn,resnet18,0.01,4,443.10361187274634,428.6525814171993,3.2234998110568887,2.7928251303159275,1798.1977391098487,1712.8149226262021,0.0029446524779566307,0.4336193272700676,0.9995601462134656,0.9494468346650276,-0.0019734419924186263,-0.30175301316005776,1.1769017775853474,1.0809692327792828,0.4659423114675464,0.4457402114684765,0.862505802602479,0.8195921503580533
svhn,resnet18,0.01,0,589.7700430063102,577.31435509884,3.2205114870360405,2.7548414743863616,1734.8470311020362,1643.1153846153845,0.005932996486962746,0.4716030038320102,0.998756275500144,0.9436078672403196,-0.003962070753735023,-0.32835333268810785,1.2923956675962969,1.1850910370166483,0.520975031635978,0.4983725295617029,0.8496033242254546,0.8049192749536954
svhn,resnet18,0.01,1,492.4791377140925,480.267578125,3.2247845765316123,2.7667394234583926,1779.439382842093,1669.7989877554087,0.0016598720350443866,0.4597050639299246,0.9997118199329602,0.9475261216963736,-0.0011671927361226484,-0.32047261560388923,1.221320907274882,1.0892840532156138,0.4824020672928203,0.4568960460332724,0.8610179857774214,0.8050301029131963
svhn,resnet18,0.01,3,573.8800189678485,560.8815252130681,3.223647630575932,2.78455662727356,1783.082186612216,1687.2517183743992,0.002796858562347056,0.44188788762459386,0.999408472493971,0.9490626920712968,-0.001980670006603221,-0.3075570010316349,1.335554939327818,1.2233613729476929,0.5246991208105376,0.5029016412221469,0.8736451900366581,0.8258110147256118
svhn,resnet18,0.01,2,527.2947105994591,511.73846343069357,3.2247637907663975,2.7869890102973347,1782.460693359375,1683.4958589993992,0.0016806980596756507,0.4394554656285506,0.9996966525610108,0.9475261216963736,-0.001182577861700868,-0.3067964309326269,1.2679484649138018,1.1551694594896758,0.512142645590233,0.4896510105866652,0.8601615392800533,0.8109041314858657
svhn,resnet18,100.0,2,4.392397660475511,4.425128561077696,3.203038641900727,2.422023296356201,2090.234974254261,2090.036170372596,0.023405850102955646,0.8044211635222802,0.9999696652561012,0.9494084204056544,-0.016260597818537382,-0.5595653854434915,0.9978860779242082,0.9976491148655232,0.0047476250734744645,0.004862801888241218,0.9973667101426558,0.9972313963449918
svhn,resnet18,100.0,3,4.215863264524018,4.234555374492299,3.193063107403842,2.665332372371967,2091.4600349195075,2091.241717998798,0.033381379689231064,0.561112119601323,0.997906902670974,0.9522126613398894,-0.02309442862654322,-0.3895673461207381,0.999350439418446,0.9989782204994788,0.0033453012689609422,0.0034519245203297874,0.9982008717276832,0.9980603548196646
