data,encoder,beta,run,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
svhn,resnet18,100.0,1,4.312642390911397,4.3551252827499844,3.2025832118410054,2.516749437038715,2090.960486209754,2090.7811373197114,0.02386126441485954,0.7096950595195477,0.9998483262805054,0.9519821757836509,-0.016566588636074325,-0.4942037262450973,0.9988263285521304,0.9985073529756986,0.003653071538516969,0.0037712182204883843,0.9977652683402553,0.9976563774622405
svhn,resnet18,100.0,0,4.775148501762977,4.84901152235089,3.1859749374967636,2.572079200011033,2089.9698375355115,2089.80068734976,0.040469573754252815,0.6543653332270108,0.9999848326280504,0.94910110633067,-0.028058990506292927,-0.4542425735989233,0.9980942968166236,0.9978962861574612,0.013291506350717762,0.013271313662139269,0.9968948599063988,0.9967863284624541
svhn,resnet18,100.0,4,3.8850540931408224,3.8967969995556455,3.1867463949954877,2.455393552780152,2090.8678755326705,2090.5123009314907,0.039698075841773636,0.7710509208532479,0.9980737437624184,0.9483712354025814,-0.027032857676702413,-0.5365313422640343,0.998099294575778,0.9976275609089778,0.0029519317939764624,0.0031388372433586768,0.9980258905526364,0.9977813684023344
svhn,resnet18,1.0,1,14.571313858032227,14.697120695403127,3.2254094571778267,2.7220563521751995,2084.9814970999055,2078.350811298077,0.0010350125323219056,0.5043881352131183,0.9999848326280504,0.9563614013521821,-0.0007264346182679399,-0.3520336776454792,1.0047154318202625,0.995530958359058,0.08302719258900845,0.08021880686283113,0.9932215249899662,0.9889675332949712
svhn,resnet18,1.0,0,17.377097643338722,17.75875438343395,3.2252464583425806,2.736265310874352,2081.727790601326,2075.782095102164,0.0011980370265629256,0.490179174221479,0.9999848326280504,0.9567455439459128,-0.0008360451831453384,-0.3410381522582752,1.0044609055374607,0.9958888704960164,0.10400875093358936,0.1007201700256421,0.990592138333754,0.9867631288675162
svhn,resnet18,1.0,4,17.0147275191087,17.214453668305367,3.2252481417222456,2.7670861757718597,2081.273289535985,2074.5769794170674,0.0011963350663074489,0.4593582909840804,1.0,0.9570528580208972,-0.0008340568154409705,-0.3201879374396247,1.0031419667330654,0.9938159080652091,0.09725631525119144,0.09417671251755494,0.990414615833398,0.986145102060758
svhn,resnet18,1.0,2,14.236412781935472,14.31533195033218,3.2255170417554453,2.7078520151285024,2084.5924775094695,2078.167668269231,0.0009274330963803963,0.5185924539199243,0.9999848326280504,0.9558236017209588,-0.0006387789274519531,-0.361451804774482,1.0036412838733555,0.9949084291091332,0.07804985254099875,0.0751660351569836,0.9930419253580498,0.9889543469135578
svhn,resnet18,1.0,3,16.428397545447716,16.590006857207328,3.2254735628763838,2.7233370267427883,2079.769664417613,2072.307804987981,0.0009709150216429297,0.503107467522988,0.9999696652561012,0.9552089735709896,-0.0006772333709514597,-0.3503212075651269,1.0002459450201555,0.9898932438630323,0.09065223101413612,0.0874872081554853,0.9895414547486738,0.9847630262374878
svhn,resnet18,10.0,2,5.326871761908898,5.259658842375784,3.2244588245045054,2.354033158375666,2090.74326023911,2089.848858173077,0.0019856323029450846,0.8724113015028147,0.9999848326280504,0.95059926244622,-0.0013828648978262414,-0.6065759860487833,0.9997043248378872,0.9986652365097632,0.00596692180261016,0.006716478615999222,0.998048717325384,0.9974920337016766
svhn,resnet18,10.0,3,6.393014357640192,6.243381745887525,3.224030913728656,2.5326480498680697,2089.889973958333,2087.1229341947114,0.002413565021318694,0.6937964123028976,0.9999848326280504,0.9533266748617086,-0.0016740392727327806,-0.4814543782540006,0.9999536763538014,0.9963502196165231,0.008496632178624472,0.009400973024849707,0.9973391041611179,0.9955599812360909
svhn,resnet18,10.0,4,5.893819332122803,5.8319235426006895,3.224353855306452,2.5125807982224684,2090.342011422822,2089.100642277644,0.002090619947535522,0.7138636845808762,0.9999848326280504,0.9530961893054702,-0.0014454988713355802,-0.498157666626361,1.0000079689603862,0.9984339842429528,0.006560253035841565,0.0072420864509275314,0.997653513243704,0.9968724388342636
svhn,resnet18,10.0,1,5.755017317258393,5.671211864009048,3.2247240760109643,2.52037655390226,2090.717470111269,2089.928729717548,0.0017204156999165814,0.7060679518259488,0.9999696652561012,0.9530193607867241,-0.0011894304815878135,-0.4917681415619551,1.0002724654746775,0.9993110711757952,0.006457173801732786,0.0074907297340150066,0.9979282274390712,0.9974590218984164
svhn,resnet18,10.0,0,5.831740159254808,5.804020029125793,3.2245130611188486,2.5660300254821777,2089.317656545928,2088.227013221154,0.0019314274135412593,0.660414443566249,0.9999544978841516,0.9555547019053472,-0.0013476841971158126,-0.460527684850769,0.99850821314436,0.9972027127559367,0.007038008379326625,0.007657941681547807,0.996974011262258,0.9962856402763952
svhn,mlp,0.01,0,1222.7484412560095,959.7944872307056,3.226031484025897,1.3683385115403397,1370.7399495442708,1614.0023568960337,0.0004130033119123034,1.8581059712630053,0.9999696652561012,0.8332052858020897,-0.0002833916726901142,-1.2883974585693272,1.317130608992143,2.002468998615558,0.413426419099172,0.42896098356980544,0.7898384314594846,0.9837796092033386
svhn,mlp,0.01,1,1230.8657789963945,957.4839625503078,3.2261004231192847,1.3949266763833852,1343.1597345525568,1586.8186786358176,0.00034404599599921227,1.8315178064199595,0.9999696652561012,0.8341272280270436,-0.00023136672964498359,-1.2706104187335232,1.2768647995862097,1.976723157442533,0.4203347220565333,0.4388334659429697,0.7739057251901338,0.9672943399502679
svhn,mlp,0.01,4,1225.936532827524,952.3423535896069,3.2261159420013428,1.393929545695965,1387.0621189926612,1634.2622821514426,0.00032855759050245536,1.83251493710738,0.9999848326280504,0.832859557467732,-0.0002266550211723038,-1.2712851542585029,1.3290983871980149,2.0350589110301094,0.4130234853787856,0.4286240820701306,0.7953533024498911,0.9915096438848056
svhn,mlp,0.01,3,1206.8085092397835,952.0011245265152,3.2261024677392207,1.374974351662856,1365.864805279356,1598.2020263671875,0.0003420223197970313,1.8514701311404889,0.9999848326280504,0.8347034419176398,-0.00023839284282134356,-1.2819480486867525,1.3001531398657598,1.9593123931151168,0.41637703956979694,0.4359378447899452,0.7830251057942709,0.9657958012360792
svhn,mlp,0.01,2,1229.8827749399038,949.7831698330966,3.2261156241099034,1.3561714337422297,1371.5023896188447,1607.2398963341345,0.00032884741438355184,1.870273049061115,0.9999848326280504,0.8351259987707437,-0.0002293697177449645,-1.296752372563538,1.304561506618153,2.0033245911965003,0.4079314596725233,0.42499371675344616,0.7855659488475684,0.977565403168018
svhn,mlp,0.001,4,10151.630784254809,8635.581528172348,3.2259132573098848,0.9508297810187708,-1014.5894608931108,-914.5917170597957,0.0005312265156217934,2.275614701784574,0.9999696652561012,0.8272510755992625,-0.0003664098159881733,-1.5775115164684423,8.478304256092418,10.668513884911173,1.81124142444495,1.951357382994432,0.6158836935505723,0.7559317075289212
svhn,mlp,0.001,1,10231.81603064904,8649.714281486742,3.2260390989708183,0.9422111694629376,-1095.050311464252,-1049.6170372596157,0.00040536782894791526,2.284233313340408,0.9999544978841516,0.8279425322679779,-0.0002848918187518355,-1.5847821358698515,8.390292630051121,10.591512459975023,1.8181108561429111,1.9671177955774162,0.5935086066072638,0.719874945970682
svhn,mlp,0.001,0,10631.285006009615,9017.118371212122,3.225866028756806,0.9765381813049316,-1134.1235333066998,-1079.4105459359976,0.0005784683841435858,2.249906301498413,0.9999393305122022,0.8299016594960049,-0.00040748253710444867,-1.5601761430027492,8.834347435922334,11.094237621013935,1.846867326534156,1.9933843337572537,0.6044392820560571,0.7332163132154025
svhn,mlp,0.001,2,10780.490459735576,9146.89932528409,3.225463664892948,0.9701287379631628,-1074.8228741270123,-1052.9882061298076,0.000980817081378491,2.256315744840182,0.9998786610244044,0.8291717885679164,-0.0006889072340022357,-1.5649955882651851,9.089784275401724,11.331628285921536,1.8569410569740064,1.9995746704248283,0.6333594033212373,0.7545335613764249
svhn,mlp,0.001,3,10182.86786358173,8556.482185132576,3.224378564141013,0.9744480940011832,-1115.5815503669508,-1028.5589505709138,0.0020659202436394426,2.2519963888021617,0.9996359830732128,0.8294791026429009,-0.0014319376980477252,-1.5616497448190911,8.235144918615168,10.552008482126087,1.8121002262288877,1.9797734480637768,0.5853519114581022,0.7162975760606619
svhn,mlp,0.1,1,100.17249356783351,91.30592161236387,3.22537409175526,1.6323131781357985,2035.8873106060605,2059.7202899639424,0.0010704003842406426,1.5941313046675465,0.9999696652561012,0.8416180086047941,-0.0007342417861342107,-1.1078979252220331,1.0419671535491943,1.0862600711675792,0.14660223325093588,0.1437067572887127,0.9731861407106572,0.9914973836678724
svhn,mlp,0.1,0,119.02036813589243,108.87525246360086,3.2253204981485997,1.6472216386061451,2009.5852161754267,2029.2636624849758,0.0011239997534589334,1.5792228441971998,0.9999848326280504,0.8421942224953903,-0.0007821030366843883,-1.0964288371940212,1.0301348729567097,1.0704937623097346,0.1801694563843987,0.1781230832521732,0.9565603100892268,0.972426909666795
svhn,mlp,0.1,4,109.36033336932844,99.0170355132132,3.2254348957177363,1.6003940747334406,2021.6133552320075,2031.831974909856,0.0010095740682586577,1.626050408069904,0.9999848326280504,0.840119852489244,-0.0007022191612268175,-1.1269026973445684,1.0330772110910127,1.0610847656543438,0.16018155984806293,0.15810681421023148,0.9644567334290708,0.974383858534006
svhn,mlp,0.1,2,105.33398554875299,99.34387438225023,3.225425720214844,1.5815266187374408,2015.4433334812973,2024.1617995042068,0.00101876937939475,1.6449178640659041,0.9999848326280504,0.8357406269207129,-0.0007136163494377919,-1.1401522363776262,1.025114236455975,1.0451152141277606,0.15912976364294687,0.1565562177162904,0.9599583076708244,0.9675220801280096
svhn,mlp,0.1,3,111.94871814434343,101.5943663626006,3.2252701484795767,1.606725160892193,2013.1702806877367,2035.247774564303,0.0011743184154373453,1.6197193219111516,0.9999544978841516,0.8369698832206515,-0.0008001254833103144,-1.1243485751035125,1.0251277974157622,1.0689297914505005,0.16182328580003796,0.15827156947209284,0.9595153747182904,0.9772878931118892
svhn,mlp,100.0,0,7.017463684082031,6.463811599847043,2.456434047583378,2.030681564257695,2089.9973884351325,2091.466721754808,0.7700104316075643,1.1957628910358136,0.8886866572628961,0.7770052243392748,-0.5335700272282692,-0.8297755560872102,1.0003690972472683,1.0030868420234094,0.0492908867696921,0.049698180304123804,0.9964287985454906,0.9974873799544114
svhn,mlp,100.0,1,7.083323588738074,6.923054203842624,2.338367411584565,1.9036609117801373,2089.6510786576705,2090.5831204927886,0.8880770766373837,1.3227835710232074,0.8893085195128241,0.7502304855562385,-0.6155331712890006,-0.9178996831475204,1.0005377242059421,1.001980130489056,0.07431102589224324,0.07325377888404408,0.9955870491085629,0.996230707718776
svhn,mlp,100.0,4,6.481401626880353,6.300968401359789,2.690860466523604,1.942228491489704,2089.760364879261,2090.750901442308,0.5355840162797407,1.2842159913136408,0.9358723513976732,0.7688614013521821,-0.3712374681511306,-0.8907177910040135,0.9998565117518108,1.001452473493723,0.04910177545565547,0.04796264607172746,0.9966284903613004,0.9973717469435472
svhn,mlp,100.0,3,7.560584801893968,7.200004158598003,2.5320213130026152,2.1017253949091983,2089.830011541193,2090.821814903846,0.6944231698007295,1.1247190695542555,0.9247091656428692,0.8020897357098955,-0.4822754801085227,-0.7804430071445795,1.0011615897669937,1.0029292565125685,0.07412518447998798,0.07372284909853569,0.9957164742729878,0.9964064955711364
svhn,mlp,100.0,2,6.552446475395789,6.418419823502048,2.8855239261280405,1.913090311563932,2090.3375946969695,2090.948110727164,0.34092053500088776,1.3133541712394128,0.9753075184662754,0.7861862323294407,-0.2368578663142593,-0.9112509441967168,1.0007230567209648,1.0017998585334191,0.052212022809368194,0.05098227526132877,0.9969547806364116,0.9974070283082817
svhn,mlp,10.0,3,9.94582697061392,9.527277108394738,3.21819188378074,1.7947787780028124,2084.385712594697,2084.3716571514424,0.008252613387550371,1.4316657048005323,0.9994994767256676,0.8384680393362016,-0.005763518558340263,-0.991993379738054,0.9969351309718508,0.9974337816238404,0.010345424327886463,0.010887917775947314,0.9949306231556516,0.9951053857803344
svhn,mlp,10.0,2,9.459178264324482,9.059195345098322,3.2200665257193823,1.8827891441491933,2087.0503743489585,2087.9790790264424,0.006377929271283475,1.3436553386541514,0.9999241631402528,0.8403119237861094,-0.00441935243521466,-0.9328614925430252,0.9998444788383716,1.00173897926624,0.00882997637558164,0.009245150077801485,0.996379883000345,0.9971498938707204
svhn,mlp,10.0,4,11.160447927621696,10.382197871352687,3.2149994662313746,1.738657291118915,2085.963534268466,2084.5311373197114,0.011445010292597792,1.4877871916844294,0.9991202924269312,0.8281730178242164,-0.007944244645706817,-1.0326244808980052,1.000243806477749,0.9993843161142788,0.01212440278719772,0.013209401844785765,0.9962860598708644,0.9956250007335956
svhn,mlp,10.0,0,11.949110251206616,11.237798141710687,3.216060840722286,1.6920080643433792,2085.702044862689,2084.834528996394,0.010383655260683912,1.5344364184599657,0.9996056483293141,0.8244852489244008,-0.0071319339172342296,-1.0629684018131285,1.0010115070776506,1.0007818157856279,0.012669099325483496,0.013756751942519959,0.9962572599902296,0.9959737933599032
svhn,mlp,10.0,1,10.008150540865383,9.375516371293502,3.218314907767556,1.6864261260399451,2086.730106238163,2085.871788611779,0.00812959047316602,1.5400183567633996,0.9997269873049096,0.8297864167178857,-0.005591461127782289,-1.0677748539270489,0.9998981916543208,0.999572671376742,0.010938799883605856,0.012235702015459538,0.9965201453729108,0.9961772148425764
svhn,mlp,1.0,3,20.795513593233547,19.77834429885402,3.2249286319270283,1.6818032448108382,2078.5934318773675,2080.517296424279,0.001515835558882717,1.5446412379925067,0.9999696652561012,0.8386216963736939,-0.0010472675911339755,-1.0702085460145907,1.0029799071225254,1.0069118921573346,0.028644058176062324,0.02814825839148118,0.9926403399669764,0.9944331875214208
svhn,mlp,1.0,2,22.117288002601036,20.890664129546195,3.2249547495986475,1.6320649660550632,2077.5343794389205,2077.23779296875,0.0014897498097552946,1.5943795167482817,0.9999848326280504,0.8393131530424094,-0.0010366564488082527,-1.1058569028009546,1.002987189726396,1.004327388910147,0.0318627395864689,0.03168650702215158,0.9921929745963124,0.9925357103347778
svhn,mlp,1.0,0,20.83569115858812,19.952402461658824,3.2248671488328413,1.6997326337374177,2062.9506096117425,2064.180532602164,0.0015773235089992258,1.5267118490659273,0.9999696652561012,0.8395052243392748,-0.0011048166778445554,-1.0583789810452873,0.9819993123863684,0.9848395265065708,0.026640183489882584,0.026029267849830482,0.9820851918422816,0.983322276518895
svhn,mlp,1.0,1,20.375966145442078,19.323414484659832,3.225264122991851,1.6363999110001783,2088.043582800663,2087.9803560697114,0.0011803513660914068,1.5900445718031664,0.9999696652561012,0.8396972956361402,-0.0008185180894440721,-1.1037912734681157,1.015133514548793,1.0164610239175649,0.02654742878494841,0.026289975413909324,0.999149956486442,0.9995310810896066
svhn,mlp,1.0,4,21.716464116023136,20.54239273071289,3.22477878223766,1.6492519470361562,2075.1594016335225,2075.0699556790864,0.0016656934079065015,1.5771925357671883,0.9999848326280504,0.8384680393362016,-0.001165730797238704,-1.0935510387832317,0.9993561993945728,1.0008803514333873,0.029782381586053158,0.029691480243435268,0.9904888344533516,0.9908272027969359
