experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,train_H_Q_xCz_toagg,train_h_acc_toagg,train_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_H_Q_xCz_toagg,valid_h_acc_toagg,valid_DIQ_xz_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,valid_aux_loss_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg,train_H_zCx_toagg,train_I_xz_toagg,valid_H_zCx_toagg,valid_I_xz_toagg
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,41,15.510423161766745,0.07833229563833234,0.049400828101418236,0.3412951539185914,6.302560871297663,-15.510423161766745,15.581072902679443,0.06300671635841837,-0.021248912811279295,5.144805526733398,1.4990505218505858,-15.581072902679443,-15.16915699649387,-10.437289401245117,0.271,-3.5657895259866077,0.9906,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,42,15.511817682873119,0.07845032614383972,0.04800630699504505,0.3371345346624201,6.306721497665752,-15.511817682873119,15.595091247558594,0.06433404416454082,-0.03526725769042969,5.143323469161987,1.500532579421997,-15.595091247558594,-15.174648407321506,-10.452412829589845,0.2708,-3.565201979926396,0.9909555555555556,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,43,15.509130402044816,0.07837283972537878,0.05069358782334761,0.3337076682258736,6.310148380019448,-15.509130402044816,15.589358615875245,0.06619200414540817,-0.029534626007080077,5.146356248855591,1.4974997997283936,-15.589358615875245,-15.175424983215333,-10.443481372070313,0.2704,-3.5670867766931877,0.9909111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,44,15.507106770168651,0.0780898585464015,0.052717219699512825,0.33026923510161316,6.313586841930043,-15.507106770168651,15.593720149993896,0.06421795280612244,-0.03389616012573242,5.155842256546021,1.488013792037964,-15.593720149993896,-15.176820248074002,-10.43863758392334,0.27,-3.573712881558783,0.9911333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,45,15.51326829736883,0.07798535896070076,0.04655569249933416,0.3275290734388612,6.316326959566637,-15.51326829736883,15.58263521194458,0.06401616310586736,-0.022811222076416015,5.157050466537475,1.4868055820465087,-15.58263521194458,-15.185780618455675,-10.426457536315917,0.2696,-3.574457594326903,0.9914666666666667,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,46,15.500762072476475,0.07823100842927631,0.05906191739169034,0.3244646882469004,6.319391364401037,-15.500762072476475,15.600692176818848,0.06200524154974489,-0.040868186950683595,5.155037689208984,1.488818359375,-15.600692176818848,-15.176384868028428,-10.44625764465332,0.2708,-3.5732862627683235,0.9918888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,47,15.502175515348261,0.07843041914311702,0.05764847451990301,0.3220324340191754,6.321823607791554,-15.502175515348261,15.623401832580566,0.06268983179209184,-0.06357784271240234,5.163366985321045,1.4804890632629395,-15.623401832580566,-15.180166337076823,-10.459818490600586,0.2692,-3.579065324364358,0.9918666666666667,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,48,15.505724993619053,0.07826439767743222,0.05409899624911221,0.31975568255240266,6.324100375175476,-15.505724993619053,15.600863075256347,0.0642707669005102,-0.04103908538818359,5.167772579193115,1.476083469390869,-15.600863075256347,-15.185902660793728,-10.433112664794923,0.2678,-3.582142952863139,0.9922666666666666,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,transformer,49,15.50895310531963,0.07827311003227173,0.05087088454853405,0.317697654732249,6.326158361001448,-15.50895310531963,15.596567249298095,0.06461704799107143,-0.03674325942993164,5.1656639099121096,1.478192138671875,-15.596567249298095,-15.191345757378473,-10.431429153442382,0.2732,-3.58051804092131,0.9921777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,0,16.629938049749896,0.06747490063048246,-1.0701140598817305,6.094520585103468,0.5493354634805159,-16.629938049749896,17.83456954956055,0.06143176020408163,-2.274745559692383,5.633168172836304,1.0106878757476807,-17.83456954956055,-10.53397744055854,-12.202886013793945,0.1484,-3.903557411441114,0.11224444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,1,16.03194423155351,0.06595568983938895,-0.4721202416853471,5.0529240423982795,1.590932006185705,-16.03194423155351,15.831744194030762,0.061033163265306126,-0.27192020416259766,5.349643611907959,1.2942124366760255,-15.831744194030762,-10.97913685031467,-10.482558993530274,0.1836,-3.708343994739186,0.20304444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,2,15.732519095594233,0.06565562465734649,-0.17269510572606867,4.436630519953641,2.2072255286303433,-15.732519095594233,15.72968225479126,0.06244868064413265,-0.1698582649230957,5.203328323364258,1.4405277252197266,-15.72968225479126,-11.295985620795356,-10.530333456420898,0.1886,-3.6042653263810323,0.27464444444444447,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,3,15.645227421413768,0.06685763759095893,-0.08540343154560436,3.8373617231845856,2.806494325399399,-15.645227421413768,15.666472339630127,0.06263452646683673,-0.10664834976196289,5.102409362792969,1.5414466857910156,-15.666472339630127,-11.807956465148926,-10.56434562072754,0.2048,-3.536954773083731,0.3585111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,4,15.62152058427984,0.0676728025007476,-0.06169659441167658,3.3694198727607727,3.2744361758232117,-15.62152058427984,15.645421504974365,0.0625732421875,-0.08559751510620117,4.993136787414551,1.6507192611694337,-15.645421504974365,-12.25203952009413,-10.654702169799805,0.222,-3.4599569928148295,0.43304444444444445,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,5,15.605434905398976,0.06822615871399024,-0.04561091553081165,2.982170050794428,3.661685997789556,-15.605434905398976,15.613691329956055,0.06325434470663265,-0.053867340087890625,5.035895681381225,1.6079603672027587,-15.613691329956055,-12.623453230455187,-10.579232992553711,0.2176,-3.490388471737184,0.5014888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,6,15.591635541482406,0.069051788184061,-0.031811551614241165,2.6034383177757263,4.04041771997105,-15.591635541482406,15.666004657745361,0.06408442283163265,-0.10618066787719727,4.937435150146484,1.7064208984375,-15.666004657745361,-12.988191676839193,-10.732359121704102,0.2336,-3.4201360352872054,0.5765333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,7,15.580108859322287,0.07029638944440292,-0.020284869454123756,2.3110994181849738,4.332756622271105,-15.580108859322287,15.620493507385254,0.06419951769770407,-0.06066951751708984,4.947397327423095,1.6964587211608886,-15.620493507385254,-13.268947282240125,-10.675908439636231,0.2442,-3.427967902532531,0.6365111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,8,15.571939013221048,0.07102530690851774,-0.01211502335288308,2.039713927290656,4.604142129421234,-15.571939013221048,15.62061948776245,0.06360760124362244,-0.06079549789428711,4.958090829849243,1.6857652187347412,-15.62061948776245,-13.532293074205187,-10.665038891601563,0.2444,-3.4354074773420797,0.6917111111111112,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,9,15.568521174517544,0.07184324614359051,-0.00869718464938077,1.8141863454471936,4.829669708555395,-15.568521174517544,15.615848159790039,0.06358318718112245,-0.056024169921875,4.952509975433349,1.6913460731506347,-15.615848159790039,-13.75435622897678,-10.66635219116211,0.2426,-3.430830567755729,0.7398666666666667,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,10,15.560737750746988,0.07250528776664673,-0.0009137608788230202,1.6108597015792674,5.032996329394254,-15.560737750746988,15.631470680236816,0.06347008529974489,-0.07164669036865234,4.986694049835205,1.6571619987487793,-15.631470680236816,-13.949926030815972,-10.6470470703125,0.2444,-3.4552819416926273,0.7825111111111112,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,11,15.547728072513234,0.07390554327713815,0.01209591735493053,1.4444923455064946,5.199363686821678,-15.547728072513234,15.646090507507324,0.0654067681760204,-0.08626651763916016,4.9823503494262695,1.6615056991577148,-15.646090507507324,-14.103224175347222,-10.66551408996582,0.2492,-3.4526982960459485,0.8174222222222223,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,12,15.550776860930704,0.07376711904717405,0.009047128937461159,1.2996449186043306,5.344211128625003,-15.550776860930704,15.628155708312988,0.06305205676020408,-0.06833171844482422,4.952933073043823,1.6909229755401611,-15.628155708312988,-14.251271914672852,-10.678328868103028,0.2526,-3.43144211446514,0.8465111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,13,15.547894976355813,0.0738516142874053,0.011929013512351296,1.1772236742756583,5.466632371599024,-15.547894976355813,15.618837070465087,0.06216517857142857,-0.059013080596923825,5.031997156143189,1.611858892440796,-15.618837070465087,-14.370710323079427,-10.589240583801269,0.2472,-3.4866112981364203,0.8696444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,14,15.531805016777732,0.07484988466594399,0.028018973090431908,1.0646489032290198,5.5792071494189175,-15.531805016777732,15.62135190963745,0.06213976801658163,-0.06152791976928711,5.021366214752197,1.622489833831787,-15.62135190963745,-14.467342117987739,-10.601875854492187,0.2516,-3.479577673721371,0.8914888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,15,15.536614558913492,0.07506915370813397,0.023209430954673073,0.976851492442868,5.6670045256614685,-15.536614558913492,15.593542957305909,0.06261459661989796,-0.03371896743774414,5.004551029205322,1.639305019378662,-15.593542957305909,-14.559793916151259,-10.591310232543945,0.255,-3.467801100725388,0.9077777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,16,15.52912379394878,0.07534030750037381,0.030700195919383656,0.8946062339977785,5.749249815940857,-15.52912379394878,15.624789428710937,0.0633998325892857,-0.06496543884277343,5.038460683822632,1.6053953647613526,-15.624789428710937,-14.634738995869954,-10.58785591583252,0.2562,-3.4917132005838014,0.9222444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,17,15.530268604105169,0.07585944703511265,0.029555385762994938,0.8268744810061022,5.816981570287184,-15.530268604105169,15.597891139984132,0.0625991509885204,-0.0380671501159668,5.037253284454346,1.6066027641296388,-15.597891139984132,-14.703316555107964,-10.56151134033203,0.2562,-3.4912995025922644,0.9331555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,18,15.529669674960049,0.07598599520596591,0.030154314908114346,0.7671253647316586,5.87673069672151,-15.529669674960049,15.59460506439209,0.06432906170280613,-0.03478107452392578,5.042240619659424,1.6016154289245605,-15.59460506439209,-14.762592313469781,-10.554678356933593,0.2564,-3.493705593250747,0.9432444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,19,15.530777476050638,0.07704247774309708,0.029046513817527077,0.7233809490095485,5.920475098219785,-15.530777476050638,15.598436737060547,0.060785534917091835,-0.038612747192382814,5.051822090148926,1.5920339584350587,-15.598436737060547,-14.807364907328287,-10.548900535583495,0.2564,-3.5003948957637214,0.9488666666666666,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,20,15.534224260937084,0.07605360113262559,0.02559972893108021,0.6725595051592047,5.971296559680592,-15.534224260937084,15.597085857391358,0.06347407126913265,-0.03726186752319336,5.069331550598145,1.57452449798584,-15.597085857391358,-14.861774536302354,-10.530180249023438,0.2572,-3.5123100747722833,0.9551111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,21,15.529706781560725,0.07674995677893241,0.030117208307439632,0.6402728625319221,6.003583187406713,-15.529706781560725,15.584689235687256,0.06310287786989796,-0.024865245819091795,5.079540109634399,1.5643159389495849,-15.584689235687256,-14.88953435482449,-10.50722717590332,0.2576,-3.5197379921538157,0.9589777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,22,15.526037367907437,0.07690960216370116,0.033786621960726654,0.6024219515648755,6.041434087536552,-15.526037367907437,15.600573921203614,0.06346460459183674,-0.04074993133544922,5.071997404098511,1.5718586444854736,-15.600573921203614,-14.923730998738607,-10.530788403320312,0.262,-3.5147119506924063,0.9652888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,23,15.529815695502542,0.07684267765026914,0.03000829436562278,0.5753329020332206,6.068523168563843,-15.529815695502542,15.589591884613037,0.06274862484056123,-0.029767894744873048,5.096924638748169,1.5469314098358153,-15.589591884613037,-14.95451863216824,-10.494967294311524,0.261,-3.5316290414461617,0.9681111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,24,15.531590689312328,0.07718868955280601,0.02823330055583607,0.5477008409798145,6.096155199137601,-15.531590689312328,15.622745704650878,0.06270776865433673,-0.06292171478271484,5.097932291030884,1.5459237575531006,-15.622745704650878,-14.983899902174208,-10.527608280944824,0.264,-3.53199041984685,0.9715555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,25,15.5301565582102,0.07760177198589514,0.029667431657964535,0.5244385146281936,6.119417542761022,-15.5301565582102,15.62176580429077,0.06283980389030612,-0.06194181442260742,5.116531562805176,1.5273244857788086,-15.62176580429077,-15.005694076538086,-10.50870662536621,0.262,-3.544662249737815,0.9734444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,26,15.52945817600597,0.0767774566699063,0.030365813862193714,0.5034382736141031,6.140417776324532,-15.52945817600597,15.584305667877198,0.06188865194515306,-0.024481678009033205,5.136237859725952,1.5076181888580322,-15.584305667877198,-15.026070630221897,-10.45040252380371,0.258,-3.558922637820673,0.9764222222222222,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,27,15.52444233677604,0.07669568708258573,0.035381653092124245,0.48663338646292686,6.157222671942278,-15.52444233677604,15.591645908355712,0.06355976961096939,-0.031821918487548825,5.145928001403808,1.4979280471801757,-15.591645908355712,-15.03781753133138,-10.448425758361816,0.2594,-3.5651668998978536,0.9769777777777777,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,28,15.526799808848988,0.07715272066885964,0.03302418101917614,0.4711454724046317,6.172710570422086,-15.526799808848988,15.586597633361816,0.0652961575255102,-0.026773643493652344,5.143460321426391,1.5003957271575927,-15.586597633361816,-15.055771066792806,-10.445266658020019,0.2632,-3.563927753839608,0.9798,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,29,15.528767076405613,0.07635609993333832,0.031056913462552158,0.45474011823534966,6.18911591985009,-15.528767076405613,15.597299289703368,0.06425581951530612,-0.037475299835205075,5.146313333511353,1.497542715072632,-15.597299289703368,-15.073993893432617,-10.453338986206054,0.2626,-3.565872650905249,0.9813333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,30,15.529282580722462,0.07825208356696073,0.030541409145702015,0.44090054590593686,6.202955478971655,-15.529282580722462,15.58937578201294,0.06466537786989796,-0.02955179214477539,5.155643892288208,1.4882121562957764,-15.58937578201294,-15.088425720893012,-10.435937240600586,0.2558,-3.5723214594044257,0.9829333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,31,15.52933639829809,0.07740469754597787,0.03048759157007391,0.4290984570980072,6.2147575996138835,-15.52933639829809,15.592647457122803,0.06271873007015306,-0.03282346725463867,5.160410737991333,1.4834453105926513,-15.592647457122803,-15.100260913594564,-10.435117413330078,0.2572,-3.575101177299655,0.9835555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,32,15.521679910746487,0.07731421560381778,0.03814407912167636,0.4189360097727992,6.2249200181527575,-15.521679910746487,15.598639392852784,0.06167689732142857,-0.03881540298461914,5.162657785415649,1.481198263168335,-15.598639392852784,-15.102757243177626,-10.438891627502441,0.2618,-3.577165997421939,0.9846,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,33,15.527388746088201,0.07771858568206738,0.032435243779962715,0.4090903845023025,6.23476566509767,-15.527388746088201,15.591205596923828,0.06399673150510204,-0.03138160705566406,5.17454981803894,1.469306230545044,-15.591205596923828,-15.11833974524604,-10.41941105041504,0.26,-3.584972999556186,0.9853777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,34,15.536916537718339,0.07728895464202054,0.02290745214982466,0.4009735425087539,6.242882484739477,-15.536916537718339,15.583327770233154,0.0629329759247449,-0.023503780364990234,5.175714921951294,1.4681411266326905,-15.583327770233154,-15.135986348470052,-10.410444869995118,0.262,-3.5858782169225627,0.9860444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,35,15.563865835016424,0.07664443507339015,-0.004041845148259943,0.3922131166539409,6.251642937009985,-15.563865835016424,15.599737644195557,0.06341278698979592,-0.03991365432739258,5.196464014053345,1.4473920345306397,-15.599737644195557,-15.17170720876058,-10.406127464294434,0.2642,-3.6003062029658244,0.9868888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,36,15.525178302418102,0.07689300488437002,0.03464568745006214,0.3869568062099544,6.25689924846996,-15.525178302418102,15.585289859771729,0.06336346061862244,-0.025465869903564455,5.183604049682617,1.4602519989013671,-15.585289859771729,-15.138218857489692,-10.403825926208496,0.2606,-3.5918072467554207,0.9871333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,37,15.52623299035159,0.07747337426485247,0.03359099951657382,0.3783596303652633,6.265496400269595,-15.52623299035159,15.600305843353272,0.06310636559311225,-0.040481853485107425,5.187725639343261,1.4561304092407226,-15.600305843353272,-15.14790052693685,-10.41521236114502,0.261,-3.5943474418168777,0.9879777777777777,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,38,15.526060061021285,0.07732920669482655,0.03376392884687944,0.372817935930057,6.271038125861775,-15.526060061021285,15.59577522277832,0.0646663743622449,-0.03595123291015625,5.190900993347168,1.4529550552368165,-15.59577522277832,-15.153207949320475,-10.408006623840333,0.2602,-3.5964569716751518,0.9883555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,39,15.521877126260238,0.07770364326343202,0.0379468636079268,0.36679507521065796,6.277060980146581,-15.521877126260238,15.596220016479492,0.0620231784119898,-0.036396026611328125,5.201122808456421,1.4427332401275634,-15.596220016479492,-15.155154122077095,-10.39760283050537,0.2612,-3.603739320725476,0.9892,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,40,15.524373769760132,0.07803592955666866,0.03545022010803223,0.36267412690953776,6.2811818881468335,-15.524373769760132,15.589498043060303,0.06388163663903061,-0.029674053192138672,5.200728559494019,1.443127489089966,-15.589498043060303,-15.161700328572591,-10.391788800048829,0.2606,-3.603400110517812,0.9893555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,41,15.524780425158413,0.07769181587669458,0.03504356470975009,0.3579087132080035,6.285947328264063,-15.524780425158413,15.58686408996582,0.06307248485331632,-0.02704010009765625,5.197594833374024,1.446261215209961,-15.58686408996582,-15.166903602430555,-10.392081588745118,0.2648,-3.601250574986088,0.9896,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,42,15.52353532747789,0.07742270632413775,0.036288662390275436,0.35320357673547487,6.290652464736592,-15.52353532747789,15.589586353302002,0.06257274394132653,-0.02976236343383789,5.202512407302857,1.441343641281128,-15.589586353302002,-15.170358159891764,-10.389714556884766,0.262,-3.6046952912501418,0.9900888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,43,15.518847129561685,0.0773295474014404,0.040976860306479714,0.3495385636660186,6.294317478483373,-15.518847129561685,15.591544818878173,0.06464046556122449,-0.03172082901000976,5.207759857177734,1.43609619140625,-15.591544818878173,-15.169286262512207,-10.386116705322266,0.2628,-3.6084452979529322,0.9904222222222222,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,44,15.5223665562543,0.07694883209666567,0.03745743361386386,0.3461126092482697,6.297743455930189,-15.5223665562543,15.586181735992431,0.0631870814732143,-0.026357746124267577,5.210228824615479,1.433627223968506,-15.586181735992431,-15.176229070536296,-10.378709637451172,0.2624,-3.610084635972687,0.9903777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,45,15.514927994121205,0.0781011992094049,0.04489599574695934,0.34306689351797104,6.300789150324735,-15.514927994121205,15.596426010131836,0.0629444355867347,-0.036602020263671875,5.212429428100586,1.4314266204833985,-15.596426010131836,-15.171878799608018,-10.386251110839844,0.2604,-3.61175308177994,0.9907333333333334,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,46,15.516332572156733,0.07772179805871213,0.04349141771143133,0.3404277339577675,6.303428346460516,-15.516332572156733,15.598484992980957,0.06188915019132653,-0.03866100311279297,5.210456991195679,1.4333990573883058,-15.598484992980957,-15.175906323750814,-10.391205068969727,0.2614,-3.6099088985134644,0.9908222222222223,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,transformer,47,15.518946647644043,0.07787190365829345,0.040877342224121094,0.33751108700578863,6.306344958868894,-15.518946647644043,15.598993301391602,0.06390804368622449,-0.0391693115234375,5.222199821472168,1.4216562271118165,-15.598993301391602,-15.181421610853407,-10.379431591796875,0.263,-3.6181210692361505,0.9911333333333333,,,,
