experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_h_acc_mean,train_h_acc_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_H_Q_xCz_mean,valid_H_Q_xCz_std,valid_h_acc_mean,valid_h_acc_std,valid_DIQ_xz_mean,valid_DIQ_xz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,valid_aux_loss_mean,valid_aux_loss_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,train_H_zCx_mean,train_H_zCx_std,train_I_xz_mean,train_I_xz_std,valid_H_zCx_mean,valid_H_zCx_std,valid_I_xz_mean,valid_I_xz_std
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,10,3,15.547889398806022,0.01122365342004515,0.07324846623616926,0.0007366956138485138,0.011934591062141188,0.011223653420044877,1.5614207003152731,0.05178147048795698,5.082435344204758,0.051781481712009685,-15.547889398806022,0.01122365342004515,15.623989486694336,0.006540968880205354,0.06361773224914964,0.00012859803554580743,-0.06416549682617188,0.0065409688802051036,4.969307247797649,0.024071183240443526,1.6745488007863365,0.02407118324044342,-15.623989486694336,0.006540968880205354,-13.98658943588822,0.0421262450336633,-10.656215175882975,0.022756003953308627,0.24866666666666667,0.005445487428443253,-3.443836236126175,0.01709023472120187,0.792525925925926,0.010055803148169302,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,11,3,15.532964587211609,0.012801823693920186,0.07438671836062101,0.0004255614157279079,0.026859402656555176,0.012801823693919898,1.3967221866954456,0.05293571099124225,5.2471338636947396,0.05293572575129591,-15.532964587211609,0.012801823693920186,15.61338497797648,0.028727105296223174,0.06445760921556122,0.0008235499833005584,-0.053560988108317054,0.028727105296223153,4.943498420715332,0.049107241866014395,1.7003576278686523,0.04910724186601448,-15.61338497797648,0.028727105296223174,-14.136316705717865,0.04427560890870379,-10.670785265096029,0.032678974622923254,0.2511333333333334,0.0022479620400116455,-3.426340764141989,0.03445743809285166,0.8267185185185185,0.010020826050406703,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,12,3,15.530594330845455,0.01761333878685076,0.07448354393544823,0.0006215409891989011,0.029229659022706928,0.017613338786850057,1.2495460031610548,0.05230655538719338,5.39431004632603,0.052306551334286674,-15.530594330845455,0.01761333878685076,15.622308031717935,0.011084871592592941,0.06297300170068028,0.0009918825400331232,-0.06248404184977213,0.011084871592592858,4.954353459676106,0.014168474481131036,1.6895025889078774,0.014168474481131526,-15.622308031717935,0.011084871592592941,-14.281118835110135,0.037402460456929645,-10.669216356913248,0.027278373380263773,0.2537333333333333,0.0026857649437978205,-3.43354351096665,0.011441376379051266,0.8559925925925927,0.00928448415855913,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,13,3,15.530124588446183,0.016537765687198606,0.07491766905797283,0.0009254498080042454,0.029699401421980427,0.016537765687198537,1.1291785249204347,0.04946831533978812,5.51467752276045,0.049468311893040955,-15.530124588446183,0.016537765687198606,15.598574193318685,0.0175513778586088,0.06299558886054421,0.0007216375304769494,-0.03875020345052083,0.017551377858609312,4.982476170857748,0.05205429638028386,1.661379877726237,0.05205429638028376,-15.598574193318685,0.0175513778586088,-14.401069305589465,0.042040936468383326,-10.61718229268392,0.04013273834917996,0.2530666666666667,0.0052700411130591224,-3.453111409291139,0.0366317756116101,0.8786814814814816,0.008709788259345609,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,14,3,15.520791483647896,0.00969014626046874,0.07573296376075724,0.0007695624842725822,0.039032506220268486,0.009690146260469294,1.020815590565855,0.04958075768503386,5.623040462985183,0.04958075915525696,-15.520791483647896,0.00969014626046874,15.60279604593913,0.0169442818257932,0.06333472842261904,0.001076973174543101,-0.04297205607096355,0.016944281825794206,4.983798472086589,0.0354822855290334,1.6600575764973957,0.035482285529033326,-15.60279604593913,0.0169442818257932,-14.500134474295157,0.044037090448809914,-10.62002683614095,0.026231458889484888,0.25533333333333336,0.0032393414968683726,-3.4541452139547704,0.024485483117733218,0.8983333333333333,0.007885100811962649,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,15,3,15.527306386918733,0.01131982485599283,0.07591092618205077,0.0007993484057017225,0.03251760294943145,0.011319824855992313,0.9361242015253414,0.048903651417575175,5.707731833963684,0.04890366110319331,-15.527306386918733,0.01131982485599283,15.603470929463706,0.015242933211245665,0.06297001222363946,0.0003205986029554857,-0.04364693959554037,0.015242933211245927,4.993541113535563,0.025940396748883474,1.6503149350484214,0.025940396748884105,-15.603470929463706,0.015242933211245665,-14.591294091344764,0.037578022629815015,-10.611304749552408,0.04310168016929675,0.2571333333333333,0.0018475208614067912,-3.4608676920082586,0.019379345832517745,0.9131555555555556,0.006800580948313759,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,16,3,15.52343836336425,0.00563222302719219,0.0758768068482938,0.0005944679312225449,0.0363856265039155,0.0056322230271921864,0.856438285022071,0.0420531817032745,5.787417762207262,0.042053176090476735,-15.52343836336425,0.00563222302719219,15.598882675170898,0.02243850862153087,0.06340946534863945,0.0008146752065732118,-0.03905868530273437,0.022438508621530965,5.009862407048543,0.03924906185728652,1.633993641535441,0.039249061857286584,-15.598882675170898,0.02243850862153087,-14.667135257523148,0.03642444728418204,-10.589912732950848,0.03379149720661738,0.2602,0.005444263035526507,-3.4723323260866352,0.028498953923331467,0.9268592592592593,0.005522404796147306,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,17,3,15.521002014478048,0.008126988155766705,0.07614763615804426,0.0002504010456860725,0.03882197539011637,0.008126988155766996,0.7883880447709198,0.042265669259850834,5.85546800403884,0.04226567193702376,-15.521002014478048,0.008126988155766705,15.599342346191406,0.009950927906457834,0.06330583014455782,0.0007304962376674797,-0.03951835632324219,0.009950927906458384,5.012027788162232,0.05006225303573706,1.631828260421753,0.05006225303573624,-15.599342346191406,0.009950927906457834,-14.732616512100785,0.03724586351128317,-10.587928451538085,0.044048336428798525,0.2603333333333333,0.006478682993736717,-3.4740852787548064,0.03609800506673003,0.9385629629629629,0.005697057214505558,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,18,3,15.519338315183466,0.009232037721101724,0.07641153776664673,0.00043117305681609656,0.04048567468469793,0.009232037721102497,0.7316762759830012,0.040150579643503465,5.91217976989168,0.040150569109515574,-15.519338315183466,0.009232037721101724,15.59614060719808,0.011379202502054115,0.06363932291666667,0.0013320044964454387,-0.03631661732991536,0.011379202502053692,5.033302815755209,0.04470054099225709,1.6105532328287762,0.04470054099225711,-15.59614060719808,0.011379202502054115,-14.787694369167752,0.035536809196489265,-10.563700566101074,0.058468373731686375,0.25833333333333336,0.004801388688008181,-3.4885524197557705,0.03247301016068753,0.9469851851851852,0.0043331813838506025,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,19,3,15.519251603068726,0.010311299282351019,0.07690598418394472,0.00023267237617725174,0.04057238679943662,0.010311299282350153,0.685195483041532,0.04021420833112608,5.958660561026949,0.04021420646548201,-15.519251603068726,0.010311299282351019,15.600301392873128,0.007069244931147419,0.06282103661777211,0.0017654170658499466,-0.04047740300496419,0.007069244931146877,5.040094423294067,0.029171544799482207,1.603761625289917,0.02917154479948186,-15.600301392873128,0.007069244931147419,-14.834098946352357,0.03437753996991122,-10.560798454284667,0.03788801476417425,0.2602,0.0035383612025908324,-3.4933931284199056,0.02125682944436613,0.9533111111111111,0.004669893064575232,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,20,3,15.520764455650792,0.012084146515586059,0.07668611484914939,0.0005512332815844135,0.03905953421737209,0.01208414651558672,0.640265922880534,0.03824678899742224,6.003590137669534,0.0382467814296193,-15.520764455650792,0.012084146515586059,15.601705106099446,0.009649914441416432,0.0633709343112245,0.00045991846360939173,-0.04188111623128255,0.0096499144414166,5.049643516540527,0.03383586443058231,1.594212532043457,0.033835864430582306,-15.601705106099446,0.009649914441416432,-14.880532671723543,0.02808687922525656,-10.55302945912679,0.029077753120964542,0.2608,0.0047623523599162705,-3.4997241076637255,0.023713707666522633,0.959237037037037,0.004491986463340155,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,21,3,15.52136665763277,0.0073175822698956115,0.07702169463965311,0.0002509330019728875,0.038457332235394104,0.007317582269895543,0.6040346290577542,0.03897968339243841,6.039821408011697,0.038979668393389205,-15.52136665763277,0.0073175822698956115,15.603299458821615,0.016130894081661372,0.06362337903911564,0.0005660009278675124,-0.04347546895345052,0.016130894081661677,5.0663304646809895,0.033620256749677974,1.577525583902995,0.033620256749677675,-15.603299458821615,0.016130894081661372,-14.91735667102955,0.03254519170801721,-10.536941445414227,0.04299326107886796,0.25899999999999995,0.002778488797889986,-3.5120177705201168,0.024226153752444878,0.9632592592592593,0.004465745252299566,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,22,3,15.521108002373666,0.004499805887973686,0.07691844431153642,0.00036436885236860566,0.03871598749449759,0.004499805887974268,0.5715734696749485,0.03578481106088628,6.0722825671687275,0.03578480734797816,-15.521108002373666,0.004499805887973686,15.593759155273437,0.006729156472851524,0.06375607860331632,0.0002611679833163741,-0.033935165405273436,0.006729156472851726,5.0745002428690595,0.04115187884558983,1.569355805714925,0.04115187884559019,-15.593759155273437,0.006729156472851524,-14.94957636017976,0.03370788259234136,-10.519880164591472,0.04096421772031705,0.26166666666666666,0.0037112441759244706,-3.5173981788373965,0.029866363515641828,0.9684518518518518,0.0038932885165693454,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,23,3,15.518395535873644,0.010020355639188594,0.077004821550206,0.0001465825098330324,0.04142845399451978,0.010020355639188171,0.5434285789502389,0.035152789902546874,6.100427477648765,0.03515278937717188,-15.518395535873644,0.010020355639188594,15.589697297414146,0.0004568683026923269,0.06228276466836735,0.00040725369459091766,-0.029873307545979815,0.00045686830269325455,5.086216592788696,0.026570614381055808,1.557639455795288,0.026570614381055704,-15.589697297414146,0.0004568683026923269,-14.975040441498933,0.026794000406765068,-10.503998234558106,0.028274704738215858,0.2614666666666667,0.0015534906930307962,-3.525446729948381,0.019335158343428943,0.9713703703703703,0.003312328883692649,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,24,3,15.518435395125186,0.011491980284519353,0.07746370468666931,0.00023848696283520525,0.04138859474297726,0.011491980284519393,0.5168566405773163,0.03387973854171974,6.126999414328373,0.033879753742996975,-15.518435395125186,0.011491980284519353,15.607785574595134,0.014452372364262278,0.0634880221619898,0.0009783488327775672,-0.0479615847269694,0.0144523723642626,5.090575408935547,0.042879461159138633,1.5532806396484375,0.042879461159138293,-15.607785574595134,0.014452372364262278,-15.001589788083677,0.027109062504309916,-10.517651306660968,0.038691042829889596,0.26313333333333333,0.0035795716689756858,-3.528570631600271,0.030620491999006686,0.9747333333333333,0.003246498588698303,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,25,3,15.519668203411682,0.009317213529050032,0.07769837042297979,0.0004363623566581612,0.04015578645648379,0.009317213529049994,0.4957959693715428,0.03260745293926348,6.148060074358274,0.032607438335019896,-15.519668203411682,0.009317213529050032,15.617879199981688,0.021275288535357206,0.0635684058779762,0.000794053464046745,-0.058055210113525386,0.02127528853535769,5.102114534378052,0.043284178902516686,1.5417415142059328,0.04328417890251665,-15.617879199981688,0.021275288535357206,-15.023840939726654,0.02474296330018962,-10.516510831705729,0.06443926804635247,0.2634,0.003515679166249437,-3.53632193128337,0.030845150070869035,0.9764222222222222,0.0032634905194239856,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,26,3,15.52067646113309,0.00986647921455773,0.07724742088338152,0.0005304864795478809,0.039147528735074134,0.00986647921455745,0.47565799748355686,0.03154803792768337,6.1681980599056585,0.031548052487435974,-15.52067646113309,0.00986647921455773,15.586309051513673,0.004290479953281766,0.062390551923894554,0.00047921474792056814,-0.026485061645507808,0.004290479953283107,5.120110909144084,0.037700844359202644,1.5237451394399006,0.03770084435920246,-15.586309051513673,0.004290479953281766,-15.045050937398274,0.03131836743611922,-10.466575853983562,0.043073029390891034,0.2612666666666667,0.0054857390872455345,-3.5490586436832032,0.026787371263280665,0.9785037037037037,0.002235552610262412,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,27,3,15.51795400272716,0.007550141864270424,0.0773324677438447,0.0005645814406112675,0.04186998714100231,0.00755014186427054,0.4582686514565439,0.03112268097531952,6.185587397127441,0.03112267457406176,-15.51795400272716,0.007550141864270424,15.622450288136799,0.029025721072733487,0.06310420652636055,0.0007240438122961889,-0.06262629826863607,0.02902572107273363,5.121477794647217,0.046560873802572116,1.5223782539367676,0.04656087380257247,-15.622450288136799,0.029025721072733487,-15.059722996125396,0.03066809397093782,-10.501396731058756,0.05573016407842101,0.26153333333333334,0.0033545988334424473,-3.5497986607687593,0.03270783468669332,0.9804592592592593,0.003314936889951678,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,28,3,15.51877413374005,0.009823616334382492,0.07724617162579744,8.325111754595929e-05,0.041049856128114647,0.009823616334382087,0.44298236670367647,0.030489671875370116,6.200873680186994,0.030489679364904525,-15.51877413374005,0.009823616334382492,15.601885541280112,0.013751444899067752,0.0639641794217687,0.0013879026438620384,-0.04206155141194662,0.013751444899067173,5.13448945681254,0.04215587762675139,1.5093665917714436,0.04215587762675173,-15.601885541280112,0.013751444899067752,-15.075844728370948,0.020747087299410865,-10.467566741434732,0.050444004172782816,0.2634666666666667,0.004605793453177553,-3.5590820474232636,0.030205938812370995,0.9823333333333334,0.00250066657780145,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,29,3,15.52026215466586,0.0075272807951280865,0.0768992673964148,0.0007929564100354036,0.0395618352023038,0.007527280795127021,0.42862319494738726,0.029052022714874445,6.215232856345899,0.02905203810264731,-15.52026215466586,0.0075272807951280865,15.597686195373534,0.009574413125723567,0.06328789328231292,0.0008391723410317267,-0.03786220550537109,0.009574413125724792,5.1383740425109865,0.042379303071131164,1.505482006072998,0.0423793030711308,-15.597686195373534,0.009574413125723567,-15.091700320491084,0.025018629640063624,-10.459792915852864,0.03409426363057009,0.2652,0.0050318982501636736,-3.5617391217976135,0.030166515379373253,0.9833111111111111,0.0020356089270053925,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,transformer,30,3,15.520068240888191,0.009570978550187821,0.07767117879037082,0.0009534148068122876,0.039755748979973075,0.009570978550187726,0.4160976557794845,0.02851056175357331,6.227758384112156,0.028510571438383394,-15.520068240888191,0.009570978550187821,15.597653611501059,0.014633792498284585,0.06338637994260204,0.0013495826077063776,-0.03782962163289388,0.01463379249828541,5.143333498636882,0.04273102006288903,1.500522549947103,0.04273102006288809,-15.597653611501059,0.014633792498284585,-15.104001229406286,0.027559847613357925,-10.454412188212077,0.05732688172874947,0.26220000000000004,0.006835202996253981,-3.5651106749749157,0.0301146474527811,0.9847185185185184,0.002078262965731842,,,,,,,,
