data,model,minimax,gamma,run_count,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_DIQ_xz_mean,train_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_h_acc_mean,train_h_acc_std
cifar100,dib,3,-1.0,3,,,,,6.334083658276183,0.019786770259686694,1.4449443340301513,0.02685455911403728,-4.371744155883788,0.0,,,,,0.3097723984357083,0.019786767769063678,5.198911714553834,0.026854559114037054,0.9926444444444446,0.0010571333237571563,0.26580000000000004,0.006337980750996351,-0.21470958137075266,0.013712810056129838,-3.6048916193843996,0.01791106843666054,19.931568145751953,0.0,0.025208687668211726,0.01438151520813994
cifar100,dib,3,-0.1,3,,,,,6.334083658276183,0.019786770259686694,1.4449443340301513,0.026854559114037335,-4.371744155883788,0.0,,,,,0.3097723984357083,0.019786767769063678,5.198911714553834,0.026854559114037276,0.9926444444444443,0.0010571333237570945,0.2658,0.006337980750996314,-0.21470958137075266,0.013712810056129851,-3.6048916193843987,0.01791106843666055,19.931568145751953,0.0,0.025208687668211726,0.014381515208139939
cifar100,dib,3,-0.01,3,,,,,6.334083658276183,0.019786770259686694,1.4449443340301513,0.026854559114037335,-4.371744155883788,0.0,,,,,0.3097723984357083,0.019786767769063678,5.198911714553834,0.026854559114037276,0.9926444444444443,0.0010571333237570945,0.2658,0.006337980750996314,-0.21470958137075266,0.013712810056129851,-3.6048916193843987,0.01791106843666055,19.931568145751953,0.0,0.025208687668211726,0.014381515208139939
cifar100,dib,3,0.0,3,,,,,6.334083658276183,0.019786770259686694,1.4449443340301513,0.026854559114037335,-4.371744155883788,0.0,,,,,0.3097723984357083,0.019786767769063678,5.198911714553834,0.026854559114037276,0.9926444444444443,0.0010571333237570945,0.2658,0.006337980750996314,-0.21470958137075266,0.013712810056129851,-3.6048916193843987,0.01791106843666055,19.931568145751953,0.0,0.025208687668211726,0.014381515208139939
cifar100,dib,3,1.0,3,,,,,6.334083658276183,0.019786770259686694,1.4449443340301513,0.026854559114037335,-4.371744155883788,0.0,,,,,0.3097723984357083,0.019786767769063678,5.198911714553834,0.026854559114037276,0.9926444444444443,0.0010571333237570945,0.2658,0.006337980750996314,-0.21470958137075266,0.013712810056129851,-3.6048916193843987,0.01791106843666055,19.931568145751953,0.0,0.025208687668211726,0.014381515208139939
cifar100,stochasticErm,0,-1.0,2,,,,,6.5750850005583334,4.203190255949627e-05,1.1465640306472777,0.013207541059119286,,,,,,,0.06877102649940009,4.2071445164730014e-05,5.497292017936706,0.01320754105912015,0.9996666666666668,0.0,0.2741,0.0004242640687119014,-0.04766693680728408,3.2972869866514196e-05,-3.811314692678681,0.0062259961543489175,,,,
cifar100,stochasticErm,0,-0.1,2,,,,,6.5750850005583334,4.203190255949627e-05,1.1465640306472777,0.013207541059119286,,,,,,,0.06877102649940009,4.2071445164730014e-05,5.497292017936706,0.01320754105912015,0.9996666666666668,0.0,0.2741,0.0004242640687119014,-0.04766693680728408,3.2972869866514196e-05,-3.811314692678681,0.0062259961543489175,,,,
cifar100,stochasticErm,0,-0.01,2,,,,,6.5750850005583334,4.203190255949627e-05,1.1465640306472777,0.013207541059119286,,,,,,,0.06877102649940009,4.2071445164730014e-05,5.497292017936706,0.01320754105912015,0.9996666666666668,0.0,0.2741,0.0004242640687119014,-0.04766693680728408,3.2972869866514196e-05,-3.811314692678681,0.0062259961543489175,,,,
cifar100,vib,0,-1.0,2,1091.726840209961,1.5145524634704797,1070.22114944458,1.8623598071514,6.409826695919037,0.00126316403906102,1.9002548813819884,0.026921940118430427,,,1138.7556325739079,6.099773917228644,1159.465966796875,4.7257123547109,0.23402933674779808,0.0012631539812908773,4.743601167201996,0.026921940118431367,0.9979888888888888,0.00014142135623729392,0.2826,0.003676955262170035,-0.16220863829918797,0.0008744420933631388,-3.2876860589204355,0.017041012576748223,,,,
cifar100,vib,0,-0.1,3,1093.2300455729167,2.815282165602382,1071.6695431795988,2.833324065575713,6.409326764670285,0.0012440198773424386,1.9052414735158283,0.020904395068932286,,,1137.7084738991477,4.679021777148377,1159.0831400553384,3.406735618130669,0.2345292679965496,0.0012440147710780216,4.738614575068156,0.020904395068932463,0.9979703703703703,0.00010501812502784049,0.2829666666666667,0.0026764404221527646,-0.1625567941636183,0.0008636909199096332,-3.28341755851563,0.014137126367756159,,,,
cifar100,vib,0,-0.01,3,1066.4310526529948,48.67687559606251,1056.0104416355941,29.555973269706957,6.415338084553227,0.011622349656986646,3.4096598148345945,2.617951926496776,,,1146.471884987571,19.829529066477676,1168.4103658040365,19.41165903376927,0.22851795415309342,0.011622333135647709,3.234196242690086,2.617951911011362,0.9978962962962963,3.394500514768607e-05,0.5207,0.4137044718153285,-0.15839052774388243,0.00805599941870036,-2.2404966157091093,1.8131734684695364,,,,
