experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,0,transformer,best,,,3.226414629907319,2.0006592457111063,,,,,2.9793439501941755e-05,1.2257852187523477,,0.9999848326280504,0.8837584511370621,,,-2.1221294238376847e-05,-0.849199568810453,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,1,transformer,best,,,3.2264148611010928,2.027856019827036,,,,,2.9697673226385664e-05,1.1985884446364183,,0.9999848326280504,0.8891748617086662,,,-2.115104976857059e-05,-0.8317793352671883,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,4,transformer,best,,,3.2264148105274546,2.0418194715793314,,,,,2.973184336241275e-05,1.1846250112240129,,0.9999848326280504,0.8912876459741856,,,-2.1169008573300453e-05,-0.8227611538610666,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,3,transformer,best,,,3.2264145576592647,2.06073508812831,,,,,2.9865231532040308e-05,1.1657094175998979,,0.9999848326280504,0.8900583896742471,,,-2.1276070761467362e-05,-0.8086559102084839,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,2,transformer,best,,,3.226414868325898,1.979513186674852,,,,,2.9696693678198993e-05,1.2469312961284928,,0.9999848326280504,0.8870620774431469,,,-2.1142991011831965e-05,-0.8644969102710534,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,2,transformer,best,,,3.226414420387961,1.84995357806866,,,,,3.0014694947529577e-05,1.3764909047346852,,0.9999848326280504,0.8798401966810079,,,-2.1367008337562107e-05,-0.9523213475889166,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,3,transformer,best,,,3.2264146082329033,2.018709897994995,,,,,2.980433888601717e-05,1.2077346123181856,,0.9999848326280504,0.8889827904118008,,,-2.1221798785005177e-05,-0.8356551621689462,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,1,transformer,best,,,3.226414037473274,1.9318785392321076,,,,,3.0381729514255603e-05,1.2945659527411828,,0.9999848326280504,0.8839121081745543,,,-2.163224021159048e-05,-0.8969986651123052,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.226414239767826,1.987078464948214,,,,,3.017149068626574e-05,1.239366027025076,,0.9999848326280504,0.8849108789182545,,,-2.1481905093965673e-05,-0.8581263715807879,,,,,,,,,,,
corrZdimBob,svhn,all,False,False,decay,adam,5e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,4,transformer,best,,,3.2264145504344595,2.022755035987267,,,,,2.9885592758980486e-05,1.2036894009663508,,0.9999848326280504,0.8889827904118008,,,-2.127236726668985e-05,-0.8315109855525483,,,,,,,,,,,
