data,encoder,zdim,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std,run_count
cifar10,mlp,8,0.49870000000000003,0.004447471191587412,-6.495157007576009,0.5080118276392269,1.0,0.0,-2.2694818726416896e-06,2.6974425360711003e-06,714283.1815232469,35149.297579546765,42.58041740093616,2.9032762123273916,4.342035726949689e-05,4.809740704326578e-05,11.738519245927986,0.1258696347476332,14.830218375812876,0.2014074553603085,15.555830342119389,0.0005392456830323907,9.42157549532977,1.9321291236751188,5
cifar10,mlp,32,0.50994,0.005107641334314695,-6.176446976015859,0.5434510215725162,1.0,0.0,-3.1468629795882753e-06,4.359972554264685e-06,645696.3819121406,125941.05119766959,42.39099144118618,1.0206527622708743,5.814159530928009e-05,7.523187940161801e-05,11.153011736002835,0.2829994655320158,14.172389381582088,0.3497109867465219,15.556742483919317,0.0011556099489199358,0.013232163660524581,0.012811228154260019,5
cifar10,mlp,128,0.5104599999999999,0.006232014120651527,-5.973546064185286,0.41995972951454885,1.0,0.0,-2.923375615802242e-06,2.76029311020932e-06,719137.0476306378,51393.25110811926,41.18221552469572,0.9238111718655541,5.591851149802096e-05,4.906739355475413e-05,11.40526823564009,0.1650308151015362,14.518507363579491,0.15983849804834915,15.548282653635198,0.0015741161515409087,0.08509655083444986,0.13425736748598024,5
cifar10,mlp,512,0.51222,0.0034615025639164166,-6.14319706477417,0.19163986435774275,1.0,0.0,-1.752503173693501e-06,1.316966206477378e-06,817585.0151174655,82999.80974398268,38.7866938269935,1.0601848273424863,3.493730673653772e-05,2.4589114628679386e-05,11.588333231752568,0.06510064670028802,14.784366796233437,0.05201373354146115,15.535602348501033,0.003020359009227106,0.8272790113633329,0.2946705797888779,5
cifar10,mlp,2048,0.512,0.0028062430400804454,-6.32105664145652,0.4173531931437299,1.0,0.0,-1.8473832491782596e-06,1.965021285086136e-06,887519.7983781695,140502.27873952084,35.91610101049271,0.7880537495226341,3.5993692654301414e-05,3.582456754327726e-05,11.44383651343259,0.08482845733792804,14.725328536467117,0.13042109870689275,15.495773872462186,0.011502186460105488,0.05462941835973073,0.03367621937064159,5
cifar10,resnet18,8,0.5550599999999999,0.0107999074070105,-4.1285924221429955,0.1284088161046059,1.0,0.0,-4.2956534447316446e-07,1.9139116873379377e-07,4667873.966253139,198492.60460950006,11178.076914897138,156.34450999199743,8.705068285053131e-06,3.4884745933765796e-06,11.944519433108244,0.016782412502164307,15.138685406338084,0.0254194548388928,15.555922122435135,0.00039920387964339176,11.780527398803017,0.3038558533339512,5
cifar10,resnet18,32,0.56296,0.00875659751273291,-3.854197939854907,0.10666248817452822,1.0,0.0,-3.342140124779134e-07,8.014700336565709e-08,4757669.96130329,369213.6717253113,11650.00082812078,1269.7459907325924,7.248198926390614e-06,1.5949148168950715e-06,11.579546659642999,0.052484778385353176,14.7361689415845,0.058606951352021534,15.557929877801374,0.0006733256276749916,3.6582861878655164,0.5316476577303437,5
cifar10,resnet18,128,0.5640000000000001,0.009056213336709766,-3.9381768383436415,0.0909756837790582,1.0,0.0,-2.2861421945290458e-07,7.149166285859179e-08,4107584.0053181713,615603.5559651615,11672.375710734694,578.2530452262275,4.938953861710616e-06,1.3232269976099367e-06,12.06013614914634,0.024683238329207064,15.352083511786025,0.022728735847410066,15.555952063473791,0.0012212947731947196,12.016034479574724,0.482869770899715,5
cifar10,resnet18,512,0.5776,0.004692014492731227,-3.579700027094036,0.04164869985172598,1.0,0.0,-3.181491833683165e-07,5.383204847122616e-08,4114061.5241513574,570146.8582323178,7176.050952421424,639.70689406513,7.0244855123746675e-06,1.0580756789663157e-06,12.137667029554194,0.015132071632655435,15.481445737318557,0.017263585119783216,15.553022265434265,0.0022283748845226374,14.621565736423838,0.07011243462424668,5
cifar10,resnet18,2048,0.5696399999999999,0.006117434102628373,-4.4880605483468194,0.12431364952831994,1.0,0.0,-1.446644921367124e-07,4.498749879271768e-08,4872549.018757423,532994.7729555396,11638.535001903487,830.5280018363198,3.071943001486943e-06,8.330585282820655e-07,12.085180362788115,0.02814252848424492,15.421127085252243,0.03648137062718076,15.529944959553806,0.005518163990128788,13.900235984542155,0.16053200926514752,5
svhn,mlp,8,0.8033881376767056,0.0033158204288582255,-2.3481238570272307,0.056567975438268255,0.9999787656792707,8.307511754625657e-06,-6.886697529253423e-05,3.1594585215653365e-05,602380.8849661218,67762.49246079283,43.24135757692021,0.914619743766912,0.0005743121553678065,0.00031513903963503726,12.790993550027064,0.04229472250544764,15.370167990987616,0.06542492404453268,16.0687286465667,0.00033154170140456125,10.220353578966717,0.7950345157157933,5
svhn,mlp,32,0.8172019053472649,0.0016515004492393447,-2.015275571749279,0.05864506418313067,0.9999787656792707,8.307511754650994e-06,-9.989388625853489e-05,2.81127530335472e-05,477090.2149528988,42657.89251672312,40.416319173492994,1.0959252551882916,0.000982191925868392,0.00029631646518250853,12.654068173548973,0.16706796734414817,15.127210967485293,0.26519490862687634,16.06997615015784,0.0009691140567781444,0.2299369616354563,0.22585770442777367,5
svhn,mlp,128,0.8168484941610326,0.002162385031063445,-2.0047299615982754,0.05066523405195247,0.9999757322048808,8.3075117546113e-06,-8.9957859030304e-05,2.283186577450058e-05,493024.15704628883,39148.79275125431,38.94404731914726,0.7737504778021249,0.0008518900722265244,0.00019559050576128587,12.916696402083996,0.028173070638321918,15.544829414426818,0.030589302053852088,16.06434583146443,0.0008374332110005189,1.091192044179107,0.7953960679227392,5
svhn,mlp,512,0.8171481253841426,0.0014048804200914526,-2.062314780999735,0.07061749778546932,0.9999757322048808,8.307511754628192e-06,-6.462536423601377e-05,1.7332745298588595e-05,492542.99861680734,42992.840018796924,37.161967123585406,0.6496048356454167,0.0005296457384247333,0.00013558071456728333,12.96056077203085,0.03281044870154667,15.651571559166722,0.03137001680156776,16.05703386114549,0.0017887164713813867,2.0877651185952417,0.6126081721212425,5
svhn,mlp,2048,0.8189535955746774,0.001054469670506393,-2.1780821260153607,0.07760804896410906,0.9999817991536606,6.783054943688741e-06,-4.462743717228312e-05,1.2567556874629868e-05,468471.4848405648,19711.702727544427,35.70222971832388,0.322614016970381,0.00026582287682686,8.627029109556737e-05,12.806979457352512,0.04277787395869447,15.511074120869008,0.04061214993736036,16.0361293482226,0.0075769987375905335,0.15297704543485197,0.041814506119489205,5
svhn,resnet18,8,0.8847341733251384,0.0014487320546470517,-0.9608408581990908,0.014735871318039566,0.9999848326280503,0.0,-2.1196133533105565e-05,4.1564170513981136e-08,1103328.853166346,23172.937568816877,5292.965366316708,321.48023067490584,3.322140910313465e-05,5.154187046053442e-07,12.972964262777523,0.013461565945377974,15.725471317675687,0.1919773035605347,16.06964925130208,0.00047081973744110865,12.837643734244413,1.8924796245179527,5
svhn,resnet18,32,0.8853257529194838,0.0038408881000254642,-0.8749225064007009,0.05046417543909733,0.9999848326280503,0.0,-2.139506393896266e-05,1.6557201924884572e-07,1095832.3596746526,135302.91511311106,5854.0788100512955,811.1813034923341,3.3675031590973956e-05,4.3648242916747797e-07,13.018864631652828,0.04013965846726438,15.698824280731438,0.0779291235286891,16.07103229788847,0.0005898542488184808,8.02118858145189,1.485456334746418,5
svhn,resnet18,128,0.8825138291333742,0.0026520588166334775,-0.9180990281088601,0.039399361127722736,0.9999848326280503,0.0,-2.122938102068302e-05,5.2040168578487394e-08,1229494.4464499676,90872.52556493357,5698.2551459291735,385.597412938201,3.3825967693701384e-05,2.6568209012362074e-07,13.185119347978931,0.015215060161369611,15.99713290458502,0.0075110130958208066,16.06873111281284,0.0011865349495672585,13.511862816921502,0.25882156003152446,5
svhn,resnet18,512,0.8882682851874616,0.002955352555423953,-0.835378575683649,0.021938276910899543,0.9999848326280503,0.0,-2.1192082870709443e-05,5.5976376881382924e-08,1131020.7400780993,110637.50553653277,3665.355568381977,276.3375592713609,3.376188687980175e-05,9.16963447024943e-07,13.199335670471191,0.04087694342395015,16.038942224665206,0.0034832184227084266,16.06903251529664,0.000704285136053701,15.428843257223914,0.038864542605327075,5
svhn,resnet18,2048,0.8875076828518745,0.002481602780510275,-1.0190794592688541,0.03310434860385634,0.9999848326280503,0.0,-2.134248201510111e-05,3.0053023722559824e-07,1184495.3516357553,79334.11410625781,5448.604892472909,202.1791461806617,3.15330718876794e-05,3.785798658320524e-07,13.179722076238587,0.01873407877903481,16.00139499191166,0.010507914862245742,16.060486076414122,0.0036793136974372434,14.48692979147268,0.1800842796257823,5
