data,encoder,zdim,run,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
svhn,resnet18,8,3,0.8858712354025814,-0.93878076111682,0.9999848326280504,-2.1211864821557406e-05,1117317.19458897,5646.03807992826,3.325013676658273e-05,12.981415755989016,15.629023315370546,16.069299771804214,12.329743533171424
svhn,resnet18,8,2,0.8861017209588199,-0.9785765157879256,0.9999848326280504,-2.1149228161006686e-05,1099511.627776,5618.286037574093,3.2784042559796944e-05,,16.06830669373505,16.07039250514304,16.07252143150152
svhn,mlp,8,2,0.8085817455439459,-2.3589644828431813,0.9999848326280504,-3.0409208569830626e-05,486075.97283838846,44.61659858326971,0.00017775350715965033,12.738384572110435,15.305312651996465,16.068405506222742,9.064400229343148
svhn,mlp,8,3,0.8006299938537185,-2.2843376101094397,0.9999696652561012,-0.00010109942523060782,662778.024921878,42.961945483946884,0.0009162935893982649,12.79109367104464,15.35030099587847,16.068823452143707,9.879758613054145
svhn,mlp,8,1,0.8003610940381071,-2.391463528688865,0.9999848326280504,-7.612244117594692e-05,616008.7914231417,42.950139435618404,0.0006267216522246598,12.853143632874007,15.480006033135938,16.069161052851715,11.18774936735168
svhn,mlp,8,0,0.8035110633066994,-2.2950948568340683,0.9999696652561012,-9.501431080600288e-05,616008.7914231417,42.143260948334024,0.0008206421043723823,12.801641456840574,15.366005830986555,16.068383224250734,10.474191185115844
svhn,mlp,8,4,0.8038567916410572,-2.4107588066605987,0.9999848326280504,-4.168949068028294e-05,631032.8442240588,43.534843433431995,0.0003301499236840755,12.770704417265662,15.349214442940646,16.068869997364605,10.495668499968772
svhn,mlp,128,4,0.8176475107559926,-2.0590244540047444,0.9999848326280504,-6.803099980362631e-05,491288.5465412222,40.26051790225522,0.0006766565493308008,12.941116702649019,15.570571995520776,16.062854426775793,1.003486654324125
svhn,mlp,128,1,0.8163798401966809,-1.9627160292990355,0.9999696652561012,-0.00010860716444198138,466033.7777777778,38.39773413012967,0.0010288332123309374,12.933263083761053,15.555445146191028,16.06484226847804,0.6670376488635706
svhn,mlp,128,0,0.8189535955746773,-1.9588164644734225,0.9999696652561012,-0.00010392259801197841,470926.4873221677,38.566385478382436,0.0009623673977330328,12.926917564037234,15.569131134092345,16.064623115598692,2.488083702649257
svhn,mlp,128,2,0.8179164105716041,-2.0595014357636914,0.9999848326280504,-6.220365810097375e-05,560975.3202938775,39.015709476280186,0.0006053908145986497,12.912169242090034,15.530886191730351,16.06470771907836,0.6547349486355634
svhn,mlp,128,3,0.8133451137062078,-1.9835914244504849,0.9999696652561012,-0.00010702487479296009,475896.65329639893,38.47988960868879,0.0009862023871392012,12.870015417882641,15.49811260459959,16.064701627391255,0.6426172664230184
svhn,mlp,32,3,0.8178011677934849,-1.9946187394450832,0.9999696652561012,-0.00010800247793947641,542225.3877035727,38.69693316942249,0.0010157872457057238,12.793765548587771,15.330396149509635,16.071008371752363,0.3820740522802337
svhn,mlp,32,2,0.8189535955746773,-2.0424179718443587,0.9999848326280504,-6.532063496352061e-05,447206.0907955019,40.73270278500894,0.0006423043669201434,12.794174645298215,15.35665366446325,16.07054530003274,0.5430961873295695
svhn,mlp,32,4,0.8158804548248308,-2.091398405554002,0.9999848326280504,-7.967530210526725e-05,438217.2529333741,40.29327909023724,0.0008022833499126136,12.66121861361718,15.105624516805015,16.07041886795399,0.046628288765863855
svhn,mlp,32,0,0.8183005531653349,-2.0151223112497063,0.9999696652561012,-0.00010906168016841476,496585.4198173199,40.64629249697935,0.0010203546844422817,12.635649281878806,15.148010475690976,16.06875141646511,0.15776112638125125
svhn,mlp,32,1,0.8150737553779963,-1.932820430653245,0.9999848326280504,-0.00013740933611599537,461216.92351472523,41.71238832581695,0.0014302299823611975,12.385532778362894,14.695370030957598,16.069156794585,0.020125153420363053
svhn,mlp,512,3,0.8183773816840811,-1.9943758496898645,0.9999696652561012,-7.81627912117924e-05,507439.42533081287,36.413771688122175,0.0006331914337351918,12.990241745645685,15.670849075613095,16.056715026382328,3.116569480230642
svhn,mlp,512,2,0.8166103257529195,-2.172266417624113,0.9999848326280504,-4.174757769586821e-05,438217.2529333741,36.619093487038974,0.00034006958594545717,12.945401635280875,15.648048667020573,16.058551019476365,1.9480829774871355
svhn,mlp,512,4,0.8150353411186232,-2.0903247099152042,0.9999848326280504,-5.0214443124892856e-05,524400.0239308934,37.484904188115344,0.00043479425949044526,12.998870553896408,15.670319949009624,16.05874962030455,2.053499699563019
svhn,mlp,512,0,0.8173017824216349,-2.0255538325072577,0.9999696652561012,-7.487237353694708e-05,536183.9263443713,38.00694131195807,0.0005925935111008584,12.921258667642755,15.598226096278934,16.054310953894323,1.4920491950456487
svhn,mlp,512,1,0.8184157959434543,-2.0290530952622343,0.9999696652561012,-7.812963561056826e-05,456474.364544585,37.28512494269246,0.0006475799018517138,12.947031257688534,15.670414007911385,16.056842685669892,1.828624240649763
svhn,mlp,2048,2,0.8193761524277812,-2.217711761828241,0.9999848326280504,-3.2603002452050484e-05,461216.92351472523,35.712587640993256,0.00021534327242989093,12.761746813160505,15.453691386437232,16.033301316490473,0.15155296842026156
svhn,mlp,2048,3,0.8202980946527351,-2.0991656924399464,0.9999848326280504,-5.577723905065067e-05,451804.5807758054,35.36311534293625,0.00034416688140481716,12.838282141574593,15.524373424145606,16.038498989371366,0.22534082460311036
svhn,mlp,2048,4,0.8174170251997541,-2.279529949696739,0.9999848326280504,-2.9416506156936132e-05,480945.91931916797,36.17743444048117,0.00014487258158624172,12.761504291563995,15.542122641275096,16.043567021687824,0.13455869419168132
svhn,mlp,2048,1,0.8186462814996927,-2.192112964353635,0.9999848326280504,-5.163975166705813e-05,496585.4198173199,35.4491858212657,0.00027978658908978105,12.851871830548427,15.549831087275068,16.04089671881624,0.13100503783586415
svhn,mlp,2048,0,0.8190304240934235,-2.101890261758243,0.9999696652561012,-5.370068653472018e-05,451804.5807758054,35.808825345943,0.00034494505962356925,12.821492209915045,15.485352065212044,16.024382694747096,0.12242770212334254
cifar10,resnet18,8,4,0.5634,-4.003789385862143,1.0,-4.09025949477066e-07,4542235.226122017,11020.374948249266,8.074520337686408e-06,11.951008157296615,15.11585316874764,15.555752114816144,11.650182886557145
cifar10,resnet18,8,1,0.5546,-4.186011575833252,1.0,-3.1587507913381314e-07,4693632.725633495,11107.476401055283,6.626746198890032e-06,11.96179956739599,15.124452590942385,15.55639910697937,12.257605661045421
cifar10,resnet18,8,0,0.5366,-4.32505410280767,1.0,-3.087739468560989e-07,4852727.684203093,11299.18404133679,6.623178705922327e-06,11.950422633777965,15.16374146938324,15.556277145038953,11.824088486758145
cifar10,resnet18,8,2,0.5602,-4.072851482832692,1.0,-7.64520496131619e-07,4852727.684203093,11077.55171506773,1.4852171261736654e-05,11.942149910059841,15.120598446239125,15.555725054307418,11.432642362334512
cifar10,resnet18,8,3,0.5605,-4.055255563379221,1.0,-3.496312507672252e-07,4398046.511104,11385.797468776616,7.348724921030224e-06,11.917216897010805,15.168781356378036,15.555457191033796,11.738117597319865
cifar10,resnet18,512,3,0.5817,-3.556862287985368,1.0,-2.400188686894782e-07,4004398.1548860786,6231.260546630993,5.497127858689055e-06,12.129354086789222,15.49288196997209,15.551341381939974,14.62809185548262
cifar10,resnet18,512,2,0.575,-3.581246131893152,1.0,-3.3436556554325607e-07,3770616.007462277,6888.883799281274,7.272296443261438e-06,12.137035662477667,15.46706543185494,15.553706342523748,14.7335332848809
cifar10,resnet18,512,4,0.5788,-3.5581347094135656,1.0,-3.498110251257458e-07,4693632.725633495,7601.775582059759,7.672122592339292e-06,12.162938291376287,15.49932238188657,15.555470022288235,14.56322210485285
cifar10,resnet18,512,0,0.5708,-3.6512836719957216,1.0,-2.898922025271607e-07,3408028.00714144,7300.278076895427,6.484643563453574e-06,12.135606559840115,15.459428169510579,15.554479122161865,14.622074203057725
cifar10,resnet18,512,1,0.5817,-3.5509733341823733,1.0,-3.766582549559416e-07,4693632.725633495,7858.056757239668,8.196237104129978e-06,12.123400547287678,15.488530733368613,15.550114458257502,14.560907233845105
cifar10,resnet18,128,3,0.5797,-3.7915214121474667,1.0,-2.8280238314266627e-07,4328513.273872511,10979.82404230596,5.64869333175011e-06,12.067480293187227,15.360019001093777,15.55696918747642,12.256482525305314
cifar10,resnet18,128,2,0.5576,-4.005265081715194,1.0,-3.160987929144691e-07,3360529.9396547507,11669.958697441909,6.7274590946908575e-06,12.094879800623113,15.379486083984375,15.556709040294995,12.673865470019253
cifar10,resnet18,128,0,0.5602,-3.9685609230327583,1.0,-2.161598935812334e-07,3943955.2764003677,11647.40039665504,4.783536041941261e-06,12.064686504277315,15.322014656933872,15.553973122076554,11.676407532258468
cifar10,resnet18,128,1,0.5589,-4.012592942358266,1.0,-1.3801930028055014e-07,3884870.639154277,11485.497986591614,3.251466750953114e-06,12.042636307803063,15.336516575379806,15.555595408786427,11.444558262825012
cifar10,resnet18,128,4,0.5636,-3.9129438324645234,1.0,-1.8999072734560388e-07,5020050.897508949,12579.197430678954,4.283614089217736e-06,12.030997839840975,15.362381241538309,15.556513558734546,12.02885860746557
cifar10,resnet18,32,0,0.5544,-3.9565132191439782,1.0,-3.329616501158878e-07,4852727.684203093,13162.7468257959,7.196150363597552e-06,11.638602267612109,14.764775861393321,15.558800588954579,4.389180839061737
cifar10,resnet18,32,1,0.5681,-3.84460830617658,1.0,-2.3042393160134605e-07,5287740.59218221,11812.58515313223,5.161037734069396e-06,11.565671801567078,14.689251390370455,15.558136138049038,3.2987952367825937
cifar10,resnet18,32,4,0.5591,-3.8591616254531367,1.0,-2.896962284429113e-07,4693632.725633495,11327.623934435676,6.420988029276487e-06,11.498573920943521,14.658305764198305,15.55778507752852,3.006605629216541
cifar10,resnet18,32,3,0.5757,-3.6825710947749473,1.0,-4.386104679522557e-07,4260616.078864158,9725.522299599132,9.336371476820204e-06,11.60585139014504,14.78826280073686,15.556935895573009,3.838368850675496
cifar10,resnet18,32,2,0.5575,-3.928135453725889,1.0,-3.793777842771659e-07,4693632.725633495,12221.52592764095,8.126447028189432e-06,11.58903391794725,14.78024889122356,15.557991688901728,3.7584803835912175
cifar10,resnet18,2048,1,0.5724,-4.3121475381253305,1.0,-1.395904047800261e-07,5381743.0288981125,12017.76884450687,3.0640330805908884e-06,12.075684558261525,15.425795826044949,15.530303304845637,13.811998735774647
cifar10,resnet18,2048,0,0.5788,-4.423083534787566,1.0,-2.151796568947854e-07,4617003.274388605,10775.203385551476,4.326578618929489e-06,12.108918764374472,15.454367713494735,15.527420358224347,13.662359801205726
cifar10,resnet18,2048,4,0.5683,-4.5394585041201365,1.0,-1.3623279191424192e-07,4129528.0773991942,12507.74799874062,2.9100147003191523e-06,12.078744617375461,15.427963278510356,15.523945808410645,14.029967047951438
cifar10,resnet18,2048,2,0.5639,-4.527794026495557,1.0,-1.4262900504004646e-07,5381743.0288981125,12167.17748699344,3.0713742944499245e-06,12.046331026337366,15.438434329899875,15.529233303937044,13.962385199286723
cifar10,resnet18,2048,3,0.5648,-4.637819138205507,1.0,-8.969060205446213e-08,4852727.684203093,10724.77729372503,1.9877143131452613e-06,12.116222847591748,15.359074278311295,15.53882202235135,14.034469138492238
cifar10,mlp,8,0,0.4961,-6.660335515989145,1.0,-2.0346243639788024e-06,743588.5207756233,39.92594921725014,4.051276482641697e-05,11.851181940598922,15.028878504579716,15.55625949122689,10.741977453231812
cifar10,mlp,8,1,0.5035,-6.332520254934119,1.0,-1.2367221881141351e-06,688185.7548469796,42.075013519847055,2.573527308413759e-05,11.811190724372866,14.938484939661892,15.555091435259039,10.550885991616683
cifar10,mlp,8,4,0.4925,-7.2643924754424205,1.0,-1.7208262799089068e-07,753469.9874566905,46.1751294326827,4.253894530847902e-06,11.60275201363997,14.686677878553214,15.555864095687866,9.166053902019154
cifar10,mlp,8,3,0.4995,-5.898287154117881,1.0,-6.9455066625310884e-06,671088.64,39.77476257982252,0.0001262746227439493,11.827176180752842,14.944893501021646,15.556412057443099,10.497169668024236
cifar10,mlp,8,2,0.5019,-6.320249637396481,1.0,-9.584735205935305e-07,715083.0045369406,44.9512322550784,2.0325231162132692e-05,11.600295370275324,14.552157055247914,15.555524630980058,6.151790461756966
cifar10,mlp,512,1,0.511,-6.220398095301419,1.0,-1.4294776405743432e-06,928842.4083044984,39.044661551909044,2.941515776910819e-05,11.480520270087506,14.801467960531063,15.531934900717301,0.4908286910504103
cifar10,mlp,512,0,0.5104,-6.3338513638785985,1.0,-6.568861991085997e-07,876523.9379591837,39.99361063471967,1.43712122735451e-05,11.627307783473622,14.81087338924408,15.533837014978582,1.2003208314153282
cifar10,mlp,512,4,0.5184,-6.279667384561535,1.0,-4.963931265943224e-07,724399.9487265979,39.52369307710408,1.1119838745798917e-05,11.636226307262074,14.838988672603259,15.539594531059265,1.0588009973818606
cifar10,mlp,512,2,0.5107,-5.9870262284474896,1.0,-2.60104673899851e-06,784325.6566837108,37.633512326117,5.115866588312201e-05,11.624267892404035,14.76702134175734,15.537536837837912,0.7452757707373663
cifar10,mlp,512,3,0.5106,-5.895042251681807,1.0,-3.5787121631917288e-06,773833.1239133372,37.7379915451177,6.862165901111439e-05,11.57334390553561,14.703482617031446,15.535108457912099,0.6411687662316994
cifar10,mlp,32,1,0.509,-5.478925806074043,1.0,-1.0806112187624546e-05,507439.42533081287,41.741288972408654,0.0001896354224300012,10.870277534831654,13.781336610967465,15.555565042929215,0.002610630943143571
cifar10,mlp,32,0,0.5015,-6.947153016979088,1.0,-2.158788234203889e-07,688185.7548469796,44.01644451446882,5.176961622055387e-06,11.449941754341125,14.567815173755992,15.557395501570268,0.03425277344120497
cifar10,mlp,32,4,0.5132,-6.384348956845767,1.0,-6.666401880829022e-07,679556.551718682,42.7524042178478,1.4597861991205718e-05,11.233966079625217,14.251333876089616,15.55730134790594,0.011495206367478451
cifar10,mlp,32,2,0.5142,-5.940760698220521,1.0,-2.2512319143856987e-06,536183.9263443713,41.92001428501963,4.485694080358371e-05,11.371113473718815,14.422453208403153,15.557993336157365,0.014437081302854825
cifar10,mlp,32,3,0.5118,-6.131046401959876,1.0,-1.794451784427843e-06,817116.2513198573,41.524805216185996,3.6440789699554437e-05,10.839759837497363,13.839008038694208,15.555457191033796,0.003365126247941093
cifar10,mlp,128,3,0.5122,-5.914470336758932,1.0,-2.436029673553877e-06,715083.0045369406,41.47782434156082,4.83219773741439e-05,11.186050956899471,14.371108607812364,15.546513015573675,0.02644805627113039
cifar10,mlp,128,2,0.5156,-5.416470144781576,1.0,-7.584727219175925e-06,753469.9874566905,39.862812535522224,0.00013806951756123453,11.54109693657268,14.515325502915815,15.550307577306574,0.03425396972505206
cifar10,mlp,128,4,0.4996,-6.572183135041798,1.0,-5.530851803497525e-07,784325.6566837108,42.2811099752855,1.2277363566681744e-05,11.555326375094323,14.788552934473211,15.549528609622607,0.3249696744605899
cifar10,mlp,128,0,0.5123,-5.8536148652824815,1.0,-2.8171926611384554e-06,688185.7548469796,41.57774185984687,5.532076465897262e-05,11.277871857989917,14.444698019461198,15.547541043975134,0.015622170917181806
cifar10,mlp,128,1,0.5126,-6.1109918390616444,1.0,-1.225843344793197e-06,654620.8346288676,40.71158891126319,2.560293432907201e-05,11.465995051644065,14.472851753234865,15.547523021697998,0.02418888279829513
cifar10,mlp,2048,3,0.5075,-6.2723990199333715,1.0,-8.942630187328228e-07,852007.00178536,35.20900728983902,1.903039083117619e-05,11.315891580148175,14.797666994008152,15.482679789716547,0.046329109823669896
cifar10,mlp,2048,2,0.5144,-5.8080547345113365,1.0,-5.032281158992191e-06,828504.4938271604,35.59213636322547,9.348096500616519e-05,11.421735189177776,14.494502013379874,15.492885676297275,0.02167454289949753
cifar10,mlp,2048,0,0.5138,-6.800185077581282,1.0,-4.1448700092416856e-07,1065154.0197160395,36.92631327799578,9.33399860514328e-06,11.526152296499774,14.751195073127748,15.513088844039226,0.08915211933410981
cifar10,mlp,2048,1,0.5111,-6.0474996330500845,1.0,-2.453159998897705e-06,705944.657462196,35.271377466146326,4.822154005523771e-05,11.439916188066654,14.797189214012839,15.490172537890349,0.025079463100568813
cifar10,mlp,2048,4,0.5132,-6.677144742206527,1.0,-4.42725068344411e-07,985988.8191000919,36.58167065525695,9.901568773784676e-06,11.515487313270569,14.78608938780698,15.500042514367538,0.0909118566408076
