experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,clf_nhid,clf_nlay,clf_kpru,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,best,3,0.008833333333333334,0.0018770544300401456,-8.67225871292259,0.349772022845688,0.01025185185185185,0.00046842701492629316,-8.584768814537592,0.38194054791293536,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,best,3,0.12586666666666668,0.001767295485574877,-4.247908997158597,0.05274165806540041,0.1715777777777778,0.004084840991510699,-3.6644064553431352,0.03656696847011119,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,1024,1,0,best,3,0.13520000000000001,0.0013747727084867422,-4.135544924110112,0.05253794119268366,0.18111851851851854,0.0038510754203214662,-3.589467898033733,0.03599921960692987,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,1024,1,0,best,3,0.1261,0.0025238858928248002,-4.21077928135388,0.051768807853183434,0.16491851851851852,0.003338687058668462,-3.7337520320981255,0.034140529551680225,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1024,1,0,best,3,0.14956666666666665,0.0033201405592735564,-3.956604334640487,0.04522146822396401,0.15085925925925925,0.002260157684145432,-3.874970363821715,0.021482525165703682,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1024,1,0,best,2,0.00295,0.0006363961030678926,-8.374032395770076,0.04939398437418141,0.05577777777777779,0.001319932658214888,-5.2994449825904955,0.028499022046420915,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1024,1,0,best,2,0.20415,0.000494974746830568,-4.044214823390493,0.005650112950105977,0.7268666666666667,0.008233865629816617,-1.1459954441012523,0.033914938660153875,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1024,1,0,best,2,0.2405,0.002687005768508889,-3.6610205944630945,0.01386736085642797,0.7529666666666667,0.009349522995688812,-1.0809934725162451,0.03290314884450162,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1024,1,0,best,1,0.2441,,-3.5727285242795164,,0.6926222222222223,,-1.2864692865795433,,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1024,1,0,best,1,0.429,,-2.3500302070323458,,0.4072,,-2.333202878116313,,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1024,1,0,best,1,0.0082,,-6.645201751825214,,0.026866666666666667,,-4.637020567301578,,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1024,1,0,best,2,0.25175000000000003,0.0009192388155425087,-3.50226302540799,0.01880975817670558,0.9592777777777779,0.0030641293851415645,-0.5520249797239065,0.005301420279011659,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1024,1,0,best,2,0.2717,0.0005656854249492542,-3.332514237085527,0.018429585842859406,0.9633888888888889,0.002906994544878036,-0.5233044790741481,0.00411806447568221,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1024,1,0,best,3,0.26966666666666667,0.0017559422921421181,-3.271509921779637,0.015891503754773353,0.9512666666666667,0.0031564943830337485,-0.6265889277543167,0.005886251993594426,,,,,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1024,1,0,best,3,0.3405666666666667,0.0028571547618799365,-2.7773117047692026,0.006805894825343619,0.7357703703703704,0.0005897617570181608,-1.5978883318160786,0.007857137275405985,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,best,3,0.06053333333333333,0.015243796552477774,-6.646440128783676,0.3298707600435466,0.07937777777777778,0.018517552567399925,-5.486240623314258,0.3120565602525357,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,best,3,0.4318666666666666,0.007381959992666846,-1.8613501304652413,0.03322199863470562,0.8392518518518518,0.02914811332295912,-0.543138036154043,0.06694026421803995,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,1024,1,0,best,2,0.43465,0.008980256121069126,-1.826483726622732,0.03781169955688933,0.8344888888888888,0.024324473272817265,-0.5604855138457732,0.05311599871362126,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,1024,1,0,best,2,0.426,0.009899494936611674,-1.8251646570958138,0.03881837852605066,0.7871777777777778,0.025581551994926597,-0.6745761184533674,0.057435147829748984,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1024,1,0,best,2,0.43395,0.00685893577750954,-1.6822441069753635,0.023180875219799228,0.6759222222222223,0.015226366021550334,-0.9550534804765006,0.029165542611628625,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1024,1,0,best,2,0.11754999999999999,0.004879036790187176,-7.433265888064397,0.13629583578242876,0.3269222222222222,0.024025917076316305,-2.5928953854212127,0.1907985320975214,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1024,1,0,best,1,0.4072,,-4.108219048181562,,0.9950888888888888,,-0.0271791383533002,,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1024,1,0,best,1,0.4559,,-2.873321028743401,,1.0,,-0.011684473854008427,,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1024,1,0,best,1,0.4648,,-2.564874732274109,,0.9999111111111112,,-0.01759871734147043,,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1024,1,0,best,3,0.6315,0.021656176947928756,-1.0908895179943874,0.05374879532927022,0.9704222222222222,0.007542505069010421,-0.2490724409316792,0.03227750011676097,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1024,1,0,best,3,0.1502,0.0013076696830622045,-5.256087436376559,0.0542514389563328,0.3834666666666667,0.0022100779272334354,-1.127660698188815,0.017013959062902484,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1024,1,0,best,3,0.47236666666666666,0.004916638417997936,-2.137694391852754,0.007942004932636552,1.0,0.0,-0.024240376563451817,0.0005009086943872601,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1024,1,0,best,3,0.4855333333333333,0.005404936015655835,-1.876967991612508,0.002461844336069311,1.0,0.0,-0.027253304828681237,0.000684182686359978,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1024,1,0,best,3,0.4871666666666667,0.004705670338361315,-1.8002910497810234,0.0011599481939295578,1.0,0.0,-0.03395329859890476,0.0010420839426184352,,,,,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1024,1,0,best,3,0.5185333333333334,0.004793050524804953,-1.3869705276456419,0.0050793091853867265,0.9999185185185185,3.394500514783143e-05,-0.2224325040847033,0.0031322084879673424,,,,,,,,
