experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,best,0.0078,-8.347713241884996,0.009733333333333332,-8.239562429529345,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,best,0.0077,-9.042721616046162,0.010377777777777776,-8.995075595471059,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,best,0.011000000000000001,-8.626341280836613,0.010644444444444444,-8.519668418612373,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,0,1024,1,0,best,0.1476,-3.978065105411829,0.1528,-3.874818082380152,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,2,1024,1,0,best,0.1477,-3.987099641204812,0.14837777777777778,-3.8965286249049513,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,1024,1,0,best,0.1534,-3.904648257304821,0.1514,-3.853564384180041,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,0,1024,1,0,best,0.125,-4.243003930367087,0.17542222222222226,-3.6384999001881857,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,2,1024,1,0,best,0.1247,-4.302931842854316,0.16728888888888888,-3.706234998860455,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1,1024,1,0,best,0.1279,-4.197791218254388,0.17202222222222222,-3.648484466980765,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,0,1024,1,0,best,0.1249,-4.211026660425007,0.1661777777777778,-3.721446891933103,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,2,1024,1,0,best,0.1244,-4.262423956378503,0.16113333333333332,-3.772339358264327,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,1,1024,1,0,best,0.129,-4.158887227258133,0.16744444444444445,-3.7074698460969455,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,0,1024,1,0,best,0.1364,-4.126824699037057,0.18404444444444445,-3.5689942640855574,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,2,1024,1,0,best,0.1337,-4.191897377628484,0.17675555555555555,-3.631034677456331,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,1,1024,1,0,best,0.1355,-4.087912695664796,0.18255555555555555,-3.5683747525593112,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,0,1024,1,0,best,0.2511,-3.4889625178487624,0.9571111111111112,-0.5557736499531156,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,2,1024,1,0,best,0.2524,-3.5155635329672177,0.9614444444444444,-0.5482763094946975,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1,1024,1,0,best,0.3376,-2.7745956119328268,0.7363777777777778,-1.5973093052615264,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,0,1024,1,0,best,0.3433,-2.7722832549530083,0.7352,-1.606018964423617,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,2,1024,1,0,best,0.3408,-2.7850562474217733,0.7357333333333334,-1.5903367257630918,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,2,1024,1,0,best,0.0082,-6.645201751825214,0.026866666666666667,-4.637020567301578,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,0,1024,1,0,best,0.2715,-3.263903873465516,0.9481555555555556,-0.6332565877296339,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,2,1024,1,0,best,0.2695,-3.2897749967376875,0.9544666666666668,-0.6221128651405007,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1,1024,1,0,best,0.268,-3.2608508951357074,0.9511777777777778,-0.6243973303928154,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,0,1024,1,0,best,0.2721,-3.319482551961581,0.9613333333333334,-0.5262163903902664,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,2,1024,1,0,best,0.2713,-3.3455459222094723,0.9654444444444444,-0.5203925677580298,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1,1024,1,0,best,0.2386,-3.6708262993618352,0.7595777777777778,-1.0577274328459079,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,0,1024,1,0,best,0.2424,-3.6512148895643532,0.7463555555555555,-1.1042595121865826,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1,1024,1,0,best,0.0034,-8.339105574469269,0.056711111111111115,-5.279293130844286,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,0,1024,1,0,best,0.0025,-8.408959217070882,0.05484444444444445,-5.319596834336704,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1,1024,1,0,best,0.2045,-4.048210056571983,0.7326888888888888,-1.1220139609911317,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,0,1024,1,0,best,0.2038,-4.040219590209003,0.7210444444444445,-1.169976927211373,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,0,1024,1,0,best,0.2441,-3.5727285242795164,0.6926222222222223,-1.2864692865795433,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,0,1024,1,0,best,0.429,-2.3500302070323458,0.4072,-2.333202878116313,,,,
