experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,best,0.046,-7.025678749974529,0.062311111111111116,-5.846429457716662,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,best,0.0764,-6.426026833716396,0.09906666666666666,-5.297354194083786,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,best,0.0592,-6.487614802660103,0.07675555555555555,-5.314938218142326,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,1,1024,1,0,best,0.4388,-1.6658527529136045,0.6866888888888889,-0.9344303275188328,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,1.0,default,0,1024,1,0,best,0.4291,-1.6986354610371228,0.6651555555555556,-0.9756766334341684,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,1,1024,1,0,best,0.433,-1.7977159184053773,0.8052666666666667,-0.6339633359445002,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,0.0,default,0,1024,1,0,best,0.419,-1.8526133957862505,0.7690888888888889,-0.7151889009622348,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,0,1024,1,0,best,0.4236,-1.8997055103270557,0.8078,-0.6148246214931066,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,2,1024,1,0,best,0.4378,-1.8415809846810949,0.8653555555555555,-0.4822592869198734,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1,1024,1,0,best,0.4342,-1.8427638963875737,0.8446,-0.532330200049149,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,1,1024,1,0,best,0.441,-1.7997468174578672,0.8516888888888889,-0.5229268309658756,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.01,default,0,1024,1,0,best,0.4283,-1.8532206357875969,0.8172888888888888,-0.5980441967256707,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,0,1024,1,0,best,0.4685,-2.1289333170159432,1.0,-0.024434935716321788,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,2,1024,1,0,best,0.4707,-2.1444218673035484,1.0,-0.02367137718444475,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,1,1024,1,0,best,0.4779,-2.1397279912387703,1.0,-0.024614816789588902,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,0,1024,1,0,best,0.1487,-5.2748355091478825,0.38193333333333335,-1.1323460507324046,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,2,1024,1,0,best,0.1511,-5.2984782621500255,0.386,-1.1087949953585827,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1,1024,1,0,best,0.1508,-5.194948537831769,0.3824666666666667,-1.1418410484754578,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,0,1024,1,0,best,0.48,-1.879731041978696,1.0,-0.02783209997061997,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,2,1024,1,0,best,0.4858,-1.876165121802212,1.0,-0.02649823238608377,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,1,1024,1,0,best,0.4908,-1.875007811056616,1.0,-0.02742958212933997,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,0,1024,1,0,best,0.4826,-1.8008845480147782,1.0,-0.03507147724187062,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,2,1024,1,0,best,0.4869,-1.7989544450503716,1.0,-0.03300924650613809,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,1,1024,1,0,best,0.49200000000000005,-1.8010341562779202,1.0,-0.033779172048705584,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1,1024,1,0,best,0.5214,-1.3855859779943915,0.9999555555555556,-0.21955755090687734,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,2,1024,1,0,best,0.5212,-1.382727050401099,0.9998888888888888,-0.22196952988996635,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,vib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,0,1024,1,0,best,0.513,-1.3925985545414354,0.9999111111111112,-0.2257704314572663,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,0,1024,1,0,best,0.609,-1.1429552908316911,0.9647333333333332,-0.2705828277865052,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,2,1024,1,0,best,0.6333,-1.0941106821241382,0.9675555555555556,-0.2646765808950085,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,1.0,default,1,1024,1,0,best,0.6522,-1.0356025810273328,0.9789777777777776,-0.2119579141135239,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,1,1024,1,0,best,0.121,-7.52964159779364,0.3439111111111111,-2.457980449534616,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-1.0,default,2,1024,1,0,best,0.1141,-7.336890178335153,0.3099333333333333,-2.727810321307809,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.1,default,2,1024,1,0,best,0.4072,-4.108219048181562,0.9950888888888888,-0.0271791383533002,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,-0.01,default,2,1024,1,0,best,0.4559,-2.873321028743401,1.0,-0.011684473854008427,,,,
QminimalityGamma,cifar10mnist,all,False,False,decay,adam,5e-05,tloss,0,stochasticErm,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,0,3,0.0,default,2,1024,1,0,best,0.4648,-2.564874732274109,0.9999111111111112,-0.01759871734147043,,,,
