experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,clf_nhid,clf_nlay,clf_kpru,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,18,3,-1.7660529787439287,0.0659235219584507,6.995638671875,0.22293981712217276,0.013200000000000002,0.0009165151389911679,0.016733333333333333,0.0013561018935459872
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,19,3,-1.7802554388407505,0.041776449056363206,7.05591765874227,0.09543102054012204,0.012933333333333333,0.0018147543451754937,0.01602962962962963,0.0015047797645893885
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,20,3,-1.7847700222564467,0.046440329212815656,7.072397913869222,0.08256185228582384,0.014066666666666667,0.004105281151557507,0.01602962962962963,0.0025366774549177647
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,21,3,-1.8034838287353514,0.04403969305736207,6.926046048227946,0.04389071504526428,0.012333333333333333,0.0018147543451754937,0.015822222222222224,0.0015777777777777765
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,22,3,-1.8282747068058363,0.03491330235437687,6.930469806162517,0.13671948256115218,0.013533333333333333,0.0039106691669499915,0.014822222222222223,0.0022225555305593054
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,23,3,-1.8196981225736213,0.027289234125558906,7.043543641153971,0.040916338980082366,0.012133333333333335,0.0018583146486355149,0.016837037037037036,0.0018791031921063747
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,24,3,-1.8368002112981046,0.04099337197206533,6.965412596638998,0.15623360857574872,0.011466666666666667,0.0022300971578236976,0.015822222222222224,0.0026339661686851207
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,25,3,-1.843993115321073,0.05217633470723512,6.982654620869955,0.09318151842307726,0.011133333333333334,0.0019731531449264992,0.01577037037037037,0.0017458710844794354
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,26,3,-1.8552543748581047,0.04343363579498462,6.9842495951334636,0.037752712364650165,0.011866666666666666,0.005162686639079824,0.014688888888888888,0.0010786365421788084
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,27,3,-1.8734601933912798,0.03970859628378003,6.9515944170633945,0.03522734241977382,0.012933333333333333,0.0021197484127446196,0.015977777777777778,0.0021862646423568563
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,28,3,-1.8793949262069933,0.036482468288105814,7.075565329996745,0.08166639960174434,0.010866666666666669,0.0039463062898529985,0.015014814814814814,0.0018806793274001518
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,29,3,-1.8919563384894171,0.03755649168150813,6.962787798563639,0.04216118366500686,0.010866666666666665,0.0025716402029314555,0.014881481481481482,0.002484553101711924
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,30,3,-1.898242521166079,0.05084989962029606,6.982162502034505,0.08964775272777527,0.010066666666666666,0.0017009801096230766,0.01551111111111111,0.0017231896924161838
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,31,3,-1.904919724080057,0.0452999342486416,6.947348514556885,0.07802196094922813,0.011733333333333332,0.0034019602192461524,0.014681481481481481,0.002086326245256502
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,32,3,-1.9087662449316545,0.033970891773467814,6.917128508249919,0.13086977981889353,0.010933333333333335,0.0033545988334424326,0.01494814814814815,0.002289464149213737
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,33,3,-1.9155166812900342,0.04570101451629578,6.971544849650065,0.1269952859647517,0.011133333333333334,0.0019629909152447276,0.015288888888888888,0.001744550598327105
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,34,3,-1.9193203232328095,0.04516393423985704,6.96418051961263,0.05356401948793439,0.011133333333333334,0.0028307831660749523,0.014888888888888889,0.001498806109237089
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,35,3,-1.9247185265454378,0.037914854732388446,6.948273726908366,0.11807240474937214,0.011399999999999999,0.0017088007490635073,0.015274074074074074,0.0025487187130378477
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,36,3,-1.9308384336587154,0.05239089434539854,6.98120971883138,0.10065724233634324,0.011000000000000001,0.0028213471959331773,0.01548148148148148,0.002051236704152134
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,37,3,-1.9370686179710157,0.04045720284521444,6.963240782928466,0.07015477365390192,0.0112,0.0024979991993593596,0.015007407407407407,0.0021408817075206908
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,38,3,-1.9412038191939844,0.038991577768892505,6.972342767588297,0.11083014247556944,0.010333333333333333,0.0028307831660749523,0.015051851851851851,0.002305584560281633
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,39,3,-1.9468054427584915,0.04585300692463772,6.973530048624674,0.07576493120437419,0.011066666666666667,0.0030746273486933887,0.01465925925925926,0.0016982683022236066
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,40,3,-1.9507784901647856,0.044826855635786644,6.971214418284098,0.05826710344753263,0.010933333333333331,0.003028751117760146,0.014985185185185185,0.001990636517512921
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,41,3,-1.9547471602353184,0.037552775584235594,6.9416582389831545,0.048728366716287226,0.010933333333333331,0.0019629909152447276,0.015051851851851853,0.0017949632319675028
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,42,3,-1.9564821776823564,0.0439837981570671,6.958394132995605,0.07700270529430801,0.011000000000000001,0.0027495454169735047,0.014696296296296296,0.0016674566029236705
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,43,3,-1.9546954063704518,0.044393811445680616,6.964016880035399,0.0686891283869719,0.011133333333333334,0.0023094010767585028,0.015059259259259258,0.001922104470810008
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,44,3,-1.9605818810434055,0.04565966635313708,6.955405408732097,0.06182093461192554,0.010666666666666666,0.002468467810876483,0.015037037037037038,0.0018392609000455094
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,45,3,-1.9640673338933423,0.04128441516599899,6.958659965260824,0.05432081329517086,0.010799999999999999,0.0026000000000000007,0.015096296296296297,0.0016564625902075773
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,46,3,-1.9633313532424694,0.04323051871884796,6.958905164845785,0.07414826890142769,0.010733333333333333,0.0023180451534284955,0.015222222222222222,0.0019246291930821887
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,47,3,-1.96585076825113,0.04492138356441666,6.972816985321046,0.06644832702123595,0.011200000000000002,0.0027784887978899602,0.014896296296296296,0.0015895233128645568
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,48,3,-1.9702041809544422,0.04403344355535618,6.976070601908366,0.07434525594385841,0.011066666666666667,0.0020231987873991367,0.014918518518518518,0.0016674566029236692
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1024,1,0,49,3,-1.972279699707031,0.046224265291298146,6.970495565541586,0.0769842623822871,0.010933333333333335,0.0023437861108329253,0.014955555555555555,0.0016004628960027407
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,0,3,9.829251319954611,0.899272683425439,6.978854829661052,0.07857686190589988,0.018333333333333333,0.002663331247391756,0.013155555555555554,0.0014365596763461325
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,1,3,4.590442076781302,0.054844800273178555,6.073393092854818,0.05601031991098172,0.0304,0.0010583005244258375,0.026651851851851854,0.0009773568117369203
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,2,3,4.113714704987497,0.028741065523016352,5.659287084960937,0.07810377598952813,0.042666666666666665,0.0013012814197295413,0.04075555555555555,0.0011042007332270943
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,3,3,3.8291013662511655,0.027795421534126133,5.374563128153484,0.07700160929862693,0.05073333333333333,0.006601010023726168,0.05371111111111112,0.000854039060025587
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,4,3,3.6334755368319427,0.035402183539896756,5.176100564320882,0.06799355672683569,0.05886666666666666,0.003300505011863085,0.06411851851851852,0.0016807307836409124
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,5,3,3.485417533354326,0.03019802678600867,5.025775429026286,0.06166514554474502,0.065,0.00530282943342514,0.0735111111111111,0.0008819171036881941
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,6,3,3.3734183123617463,0.026858063903292245,4.914113101959228,0.07403389822009944,0.06993333333333333,0.010072404545754369,0.0809037037037037,0.0014458682441439341
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,7,3,3.2805629179405447,0.028477194801690083,4.796771193949382,0.0770963413562176,0.07586666666666667,0.006700248751601193,0.08983703703703705,0.0004663137995714773
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,8,3,3.201408900255146,0.027840557170763697,4.753465035247802,0.07823029182141499,0.08266666666666667,0.005991104516976259,0.09544444444444444,0.0014449571739563445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,9,3,3.1333247872092507,0.022170427727519433,4.697673238118489,0.06855182354827546,0.08506666666666667,0.003055050463303896,0.10313333333333334,0.0006984992731334124
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,10,3,3.080175307614875,0.027857705722806426,4.635124228159587,0.07865785296901423,0.08813333333333333,0.004401514890731752,0.10799259259259258,0.0019000108295121308
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,11,3,3.024697813716079,0.028417866596792553,4.585971358744303,0.07320573216274402,0.09333333333333334,0.0045003703551300435,0.11481481481481481,0.003051600133452217
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,12,3,2.9795252416321722,0.027064663304319853,4.5402287302653,0.07317831670009078,0.0962,0.005973273809227235,0.1182962962962963,0.002935212641535333
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,13,3,2.9427527533213294,0.027989462919979353,4.513151187388103,0.06464915190905852,0.10006666666666665,0.006106826781015924,0.12291851851851854,0.004145045135695728
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,14,3,2.908448501147646,0.025030180486396745,4.474907029724122,0.05921066455713205,0.09886666666666666,0.002203028218914437,0.12697777777777777,0.0026477104015300507
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,15,3,2.878508755897753,0.021145903302944073,4.461357851409912,0.06625392807389492,0.10233333333333333,0.005064911976859353,0.13038518518518516,0.002276485631686641
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,16,3,2.850496748167096,0.02412187771212615,4.420752472686767,0.055146082866848696,0.10633333333333332,0.005281413952090226,0.1336074074074074,0.0036112535584439933
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,17,3,2.8242120654135037,0.025055910873628365,4.413965496571858,0.0721384313846643,0.10893333333333333,0.005558177159225259,0.1373851851851852,0.004193724490578824
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,18,3,2.8005337481990007,0.02607459907117752,4.3740434745788574,0.06136253911854148,0.11093333333333334,0.002386070689089778,0.14042222222222223,0.004244909805786134
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,19,3,2.7780722348299896,0.02514321822430746,4.354485413614909,0.05413977745981147,0.11066666666666668,0.00480138868800822,0.14274814814814815,0.0042281439954299765
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,20,3,2.760473819015965,0.026962579307857205,4.349235484822591,0.052315524443750316,0.11193333333333333,0.003407834111768548,0.14484444444444444,0.005056275894957269
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,21,3,2.7424201685240774,0.025746202299681407,4.328714926147462,0.052281019362865486,0.11320000000000001,0.001777638883463115,0.1476074074074074,0.0041704624685574175
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,22,3,2.7272544551040188,0.025430936988301192,4.313679994710286,0.0477815791589369,0.11513333333333332,0.0036678785875943775,0.14962962962962964,0.004360673485945578
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,23,3,2.712430962996049,0.02640942615847355,4.30792980855306,0.05361813661252132,0.11426666666666667,0.003827967258654822,0.15158518518518518,0.0037444499395497596
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,24,3,2.700892633680864,0.025956288967283626,4.299093729146322,0.0535603755461535,0.11620000000000001,0.0020784609690826473,0.15284444444444445,0.004656549880557861
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,25,3,2.6878336939147025,0.025218122851066276,4.287127414957682,0.051195475271329484,0.1146,0.001399999999999996,0.15465925925925925,0.0032616237214632016
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,26,3,2.6775241523280293,0.02582177885025172,4.28007910563151,0.045009689146133854,0.1164,0.004190465367951392,0.1564962962962963,0.004279513837239878
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,27,3,2.6667083226290615,0.02487074009206418,4.267743262227376,0.04748908919740082,0.1188,0.003469870314579495,0.1584074074074074,0.004144330253615013
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,28,3,2.657787157243671,0.024784023497696445,4.26360225016276,0.04403924362886023,0.118,0.0024576411454889048,0.15965185185185182,0.0035842132138225106
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,29,3,2.64975292522546,0.025603573825556187,4.255721627553304,0.046441653651675956,0.12046666666666667,0.0028023799409311653,0.1602962962962963,0.0044669614791228215
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,30,3,2.642028311527137,0.025861717228029994,4.248851549784343,0.0472207484598822,0.12113333333333333,0.002663331247391751,0.1620074074074074,0.003831663619178363
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,31,3,2.635359020279393,0.02477589561044901,4.245031780242921,0.04281329278854548,0.12,0.0028354893757515627,0.16275555555555554,0.004543833156387495
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-0.1,default,1024,1,0,32,3,2.629330589722142,0.02588324382733511,4.241004001617432,0.04418713197628695,0.12259999999999999,0.004358898943540664,0.16393333333333335,0.004700354596552608
