experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,1,transformer,best,,,3.32189137285406,-2.624937343597412,,0.0162382342598655,,,3.665823632300916e-05,5.946865367889403,,1.0,0.5067,,,-2.54042061218202e-05,-4.117562964955718,,12.221640326760031,,,0.012038432494181269,0.9925775067372756,0.974014675617218,0.2868503603068265,0.2842983067035675,0.007205256112766538,0.007202899176627397
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,2,transformer,best,,,3.321905808015303,-2.8848063468933107,,0.011056152257052336,,,2.2212324603804685e-05,6.206734371185303,,1.0,0.5045,,,-1.5390588416410994e-05,-4.301708025974821,,12.226838328621604,,,0.008443775991751097,1.009011815894734,0.9926769614219666,0.2843976291743192,0.2821464121341705,0.007334048542278734,0.00733141815289855
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,0,transformer,best,,,3.3218963796442207,-2.7632393836975098,,0.01452992179177024,,,3.1641244194443885e-05,6.085167407989503,,1.0,0.5094,,,-2.1923715306388025e-05,-4.214861935586732,,12.22335889122703,,,0.011846502665491513,0.999529554085298,0.9810683846473692,0.2920669235966422,0.2893344521522522,0.00733967675742778,0.007335366588085891
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,1,1,default,1,transformer,best,,,3.321927547454834,-2.325541114807129,,0.0,,,5.26838009177895e-07,5.647469139099121,,1.0,0.5419,,,-3.5931416655977785e-07,-3.914215290468994,,12.237878452647815,,,0.16707031428269895,0.9959900812669232,0.9665516972541808,0.619218728759072,0.6144215822219848,0.007563947911628269,0.007554481923580171
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,1,1,default,2,transformer,best,,,3.321295499801636,-1.4072714805603028,,1.2848737781698054,,,0.0006325437756128272,4.729199504852295,,1.0,0.5313,,,-0.00043842915482937567,-3.278272697567457,,10.953020572662354,,,0.1005388073957763,2.3308923677964644,2.2963611125946044,1.1949868418953635,1.1871760606765749,0.09160980819301172,0.09061332643032076
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,1,1,default,0,transformer,best,,,3.3214750181544908,-2.3589566230773924,,1.0123109275644475,,,0.0004529855427170498,5.680884647369385,,1.0,0.5398,,,-0.00031400360251837935,-3.9368554008068495,,11.225577982989224,,,0.18319609670928028,2.1594081927429545,0.9760771393775941,1.0249102183363656,0.6039584517478943,0.08887057056100192,0.007171688321977855
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,best,,,3.319135730916804,-0.20689215660095212,,3.1171295100992378,,,0.002792312636632811,3.528820180892944,,1.0,0.5343,,,-0.0019356103900606187,-2.444791848766967,,9.120749083432283,,,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,best,,,3.321154356002808,-1.2185705184936524,,2.1396559585224497,,,0.0007736633706372231,4.5404985427856435,,1.0,0.5327,,,-0.0005362555158492793,-3.1462645548787886,,10.098238511518998,,,0.18243388147761497,3.9044322317296807,3.859112644195557,1.5448638688434253,1.5372817754745485,0.1403863247145306,0.13889086842536927
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,0,transformer,best,,,3.321197087114508,-1.1920680046081542,,2.148724989457564,,,0.0007309142489578912,4.513996028900147,,1.0,0.5336,,,-0.00050659754137406,-3.1272164956549466,,10.08916408365423,,,0.17879410040731106,3.6099111383611504,3.5734018802642824,1.4876951792023398,1.480832576751709,0.12057735398411752,0.1194064289331436
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,default,1,transformer,best,,,3.31000373580239,-0.5481227397918701,,10.202637368982488,,,0.011924280573359943,3.8700507640838624,,0.9998444444444444,0.5367,,,-0.008266082511451549,-2.6816585258745347,,2.0352411649443884,,,0.7553179247529893,0.9990584579381075,1.0038904309272767,0.924425406889482,0.9289594888687134,0.03227500922300599,0.03279731944203377
