data,encoder,epochs,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,run_count
cifar10,width128,11,1.76102199066769,0.010370367951591289,1.5609060336243021,0.010370367951591289,2.1703143755594887,0.019061786453743058,1.151613648732503,0.019061786453743235,1.761013458586799,0.010240633346698225,2.171396720046997,0.023015392575028968,0.47768,0.00780717618604831,-1.5050975409106218,0.01595307648769574,0.5794355555555556,0.004192132549030649,5
cifar10,width128,12,1.7243849337100983,0.010820347130502051,1.5975430905818937,0.010820347130502051,2.162736892700195,0.017576912325246382,1.1591911315917967,0.017576912325246292,1.7243025978469848,0.01077398043222092,2.1610435244750974,0.017826736317310594,0.48020000000000007,0.0087612784455238,-1.4979212604135077,0.01235653898624083,0.5892444444444445,0.0034444802865518614,5
cifar10,width128,13,1.6905677926811304,0.010571272821369082,1.6313602316108617,0.010571272821369082,2.159711122512817,0.0194246175240264,1.1622169017791746,0.01942461752402646,1.690406517859565,0.010567859933731362,2.1590620736694337,0.021723840930604123,0.48191999999999996,0.007191105617358153,-1.4965477871696826,0.015057827171206645,0.5973066666666667,0.004106676286665019,5
cifar10,width128,14,1.6575547313148324,0.011365088497936349,1.6643732929771597,0.011365088497936349,2.1537413438161215,0.0182636247535709,1.1681866804758707,0.018263624753571076,1.657525895805359,0.011334081376387042,2.153531845703125,0.01770614742724346,0.48084,0.0071307783586366,-1.4927145937599497,0.012272933519240735,0.6068311111111111,0.0038149025520295495,5
cifar10,width128,15,1.6270589954473755,0.01100787408813762,1.6948690288446167,0.01100787408813762,2.1582326730092367,0.020287504133968914,1.1636953512827555,0.020287504133968955,1.6271621743859186,0.01098669622747668,2.1567669717407227,0.02549388795480515,0.48644,0.008638749909564479,-1.4949569996236949,0.017671025793224052,0.6141599999999999,0.003928257867877769,5
cifar10,width128,16,1.5977581719105893,0.010660028257854847,1.724169852516868,0.01066002804193776,2.151118755340576,0.01781922532457988,1.170809268951416,0.01781922532457995,1.5977808704249064,0.010585130884152425,2.1504243098449707,0.019675531634468675,0.4856,0.0047853944456021594,-1.490560586848512,0.013638027028901593,0.6214755555555556,0.003451519615230498,5
cifar10,width128,17,1.5698176026344297,0.011508090041640724,1.7521104215220973,0.011508089980009496,2.1531792799631755,0.015587943748649247,1.1687487443288167,0.015587943748649425,1.5697742193984985,0.011546748515278078,2.1527960795593257,0.01981711691897376,0.48872,0.008003249340111795,-1.4922045593609812,0.013736158065077093,0.6291688888888889,0.0036765053186449807,5
cifar10,width128,18,1.5430923146280375,0.011135799637125198,1.778835709122094,0.011135799654478085,2.1549053192138676,0.016376672057651552,1.1670227050781252,0.016376672057651604,1.542937390022278,0.011064545172222304,2.155647517929077,0.018528227000225248,0.48852,0.0064165411243130134,-1.494181004158396,0.01284275778222784,0.6360844444444445,0.0034400114843334438,5
cifar10,width128,19,1.517421637881886,0.012198399878571502,1.8045063866810367,0.012198399819343564,2.1559707800547283,0.01353568160614575,1.165957244237264,0.013535681606145737,1.5173453951475355,0.012153964089057782,2.156605442199707,0.01645176473578434,0.4892,0.006262587324740458,-1.4948450068794465,0.011403494272144073,0.6421733333333333,0.0043819326025548964,5
cifar10,width128,20,1.4925315676765007,0.012021038285950756,1.8293964570218866,0.01202103867610546,2.1571739355723065,0.01536779038487939,1.1647540887196859,0.01536779038487932,1.4924571379131744,0.01201118149248152,2.157942660217285,0.01763136061340159,0.49128,0.005872989017527621,-1.4957718645915703,0.01222110462107516,0.6490355555555556,0.004612987570001421,5
cifar10,width128,21,1.4690264808860694,0.01078674679617039,1.8529015435413883,0.010786747735930153,2.1599480628967287,0.015621121241821684,1.1619799613952637,0.01562112124182173,1.4689023287921483,0.010704931310230117,2.1599078157806395,0.01780577192650291,0.49047999999999997,0.005135367562307498,-1.4971340079616378,0.012342048965890683,0.6553333333333333,0.0035667878137957097,5
cifar10,width128,22,1.4463438290086659,0.01258989628962725,1.875584194876931,0.012589896853086873,2.1650384585062663,0.015548479949288738,1.1568895657857259,0.015548479949288667,1.4462946532821657,0.012477512820943028,2.163708376235962,0.017641252512775908,0.49284,0.006754850109365875,-1.499768371073311,0.012228038792722535,0.661448888888889,0.004288670115318339,5
cifar10,width128,23,1.424354046989571,0.011436158777811869,1.89757397594777,0.011436159307074381,2.1658851941426596,0.016154627726132728,1.1560428301493326,0.01615462772613248,1.4243318661456636,0.01140567972053543,2.1651539236450192,0.018105502059227955,0.49479999999999996,0.005176871642217905,-1.5007703336346985,0.012549798522603118,0.6669333333333333,0.003873142724958762,5
cifar10,width128,24,1.4031054052439604,0.011658825709777028,1.9188226212154735,0.011658826722201168,2.1731173674265545,0.016842325245063027,1.148810656865438,0.016842325245063017,1.4029624053870307,0.011635213307905066,2.1716996994018554,0.01733069041105223,0.49400000000000005,0.005614267539047294,-1.5053075598276053,0.0120127408482286,0.6728933333333333,0.0042818710575035475,5
cifar10,width128,25,1.3826232616196978,0.010904592967472999,1.9393047663298517,0.010904594280377435,2.1750628630320232,0.015910386967988036,1.1468651612599692,0.015910386967988188,1.3826169615130954,0.010959679471862627,2.1748451132965085,0.01899929599141819,0.4946400000000001,0.004970714234393268,-1.5074878167396526,0.013169352208647976,0.6780755555555557,0.0037734812168377387,5
cifar10,width128,26,1.3642541852864352,0.011846765575060087,1.9576738385991619,0.01184676264213599,2.185976266860962,0.017310880579560924,1.1359517574310303,0.017310880579561094,1.3642026019922893,0.011906441427579538,2.1847126448822016,0.02148968686926225,0.49256,0.006020631196145451,-1.514327418892585,0.014895505693466059,0.6825822222222222,0.004771349680937025,5
cifar10,width128,27,1.3439017566767606,0.01170874588190146,1.9780262685634873,0.011708747578201123,2.18364249865214,0.01239616291424994,1.1382855256398519,0.012396162914250082,1.343910306646559,0.011761479106132086,2.1832280737304686,0.014975509845620518,0.49456,0.004815391988197834,-1.5132984335335267,0.010380218465498992,0.6885377777777777,0.0038403767819264866,5
cifar10,width128,28,1.325968149168925,0.012243111313340065,1.9959598744457416,0.012243109850448103,2.195876693725586,0.015100180827351472,1.1260513305664062,0.015100180827351341,1.3259423930867513,0.012261589987380162,2.1950780464935304,0.017535321075535168,0.49560000000000004,0.005009990019950125,-1.5215121795196538,0.012154553047413514,0.6924266666666666,0.004147478781972648,5
cifar10,width128,29,1.3080962869254025,0.011715688223838486,2.0138317362828686,0.01171569037826928,2.2000072956085206,0.015217312815801902,1.1219207286834716,0.015217312815801885,1.3080264222462972,0.011604809497849639,2.1991814060211183,0.018673421627705553,0.49508,0.004809573785690372,-1.5243564166570782,0.012943371754608956,0.6975377777777778,0.004800498945261431,5
cifar10,width128,30,1.29175831025297,0.01243119277427616,2.030169719186696,0.012431189881071638,2.2016284465789795,0.016113779577383983,1.1202995777130127,0.01611377957738383,1.2918024209933812,0.012413849643272646,2.2009480750274655,0.016093216547152133,0.49988,0.006728447071947578,-1.525581023823553,0.011154953200252685,0.7019511111111111,0.0042372073262853,5
cifar10,width128,31,1.2743763231418348,0.01106107643984303,2.0475517012856224,0.011061072081036792,2.2074796676635744,0.01781276147583375,1.114448356628418,0.017812761475833612,1.2743460942967733,0.011127223229986683,2.2060821031951905,0.01901694506600416,0.49636,0.003141337294847537,-1.5291396253441938,0.013181537725467957,0.7065288888888889,0.00462156512423344,5
cifar10,width128,32,1.2581347034736114,0.012483516794393681,2.063793315806172,0.012483515506079304,2.2202675978342694,0.01408933174989206,1.101660426457723,0.014089331749892351,1.258229997842577,0.012458673707995286,2.2183899409484864,0.01726872344474408,0.4962000000000001,0.005029910535983751,-1.5376707231266658,0.011969766157767622,0.7115111111111112,0.0049134232867789705,5
cifar10,width128,33,1.2420618165623059,0.012544607746044559,2.079866207594221,0.01254461031287999,2.2262574036916094,0.018233087824463264,1.0956706206003823,0.018233087824463017,1.2419498979483712,0.01245154256394445,2.2251080825042724,0.020517034556284654,0.49695999999999996,0.007693373772279613,-1.5423274054813523,0.014221355997899997,0.714911111111111,0.005268096383531061,5
cifar10,width128,34,1.2267826727845452,0.012286641295692959,2.0951453528620982,0.012286647268959082,2.2322105407714843,0.01701266175558929,1.089717483520508,0.017012661755589093,1.226717698198954,0.012187669063657954,2.2313371052551267,0.019507702998643094,0.49876000000000004,0.004085094858139773,-1.546645041039112,0.013521712190062435,0.7191777777777777,0.004163747125301519,5
cifar10,width128,35,1.2119131945073605,0.01260198521393777,2.110014828362248,0.012601981971963978,2.238209629058838,0.015699896470998665,1.0837183952331544,0.015699896470998866,1.2118981782489353,0.012585974988948596,2.235608666000366,0.017474772972051352,0.49643999999999994,0.005237174810907134,-1.5496058733494036,0.012112593878321247,0.72312,0.004957837043323248,5
cifar10,width128,36,1.1980368229475888,0.012800486903087228,2.1238912054083565,0.01280048726925856,2.246382856369019,0.01650366422956557,1.0755451679229737,0.0165036642295657,1.1980966356616551,0.012766119865463452,2.2450124142456054,0.019594319975114936,0.4983600000000001,0.0062263954259266195,-1.556124051707711,0.01358175200537812,0.7267288888888889,0.005395800836452971,5
cifar10,width128,37,1.183061467652971,0.012442049363482042,2.138866557858207,0.012442051565050466,2.2530357360839846,0.01336897182882811,1.0688922882080079,0.013368971828828135,1.1830127316453722,0.012445933598341537,2.248953092193603,0.019381731269435244,0.49744,0.0052828022866656865,-1.5588555128013064,0.013434385005461002,0.7301155555555556,0.005112400803468881,5
cifar10,width128,38,1.169826756756414,0.013223101425801425,2.1521012684161014,0.013223100517634428,2.2605217933654784,0.015244173843361571,1.0614062309265138,0.01524417384336145,1.1697244275029501,0.013231909786805624,2.2573241278076175,0.02022995272778164,0.497,0.005422176684690384,-1.5646578913869527,0.014022352053262839,0.7340888888888889,0.005256131046715561,5
cifar10,width128,39,1.1556252171370116,0.012365224627037298,2.1663028031587603,0.012365223966705464,2.2663451989491783,0.019656592045073553,1.0555828253428143,0.019656592045073477,1.155571682925754,0.012380975351291361,2.2636633016204835,0.02441569301123176,0.49824,0.004918129725820593,-1.5690518635425563,0.016923669617158195,0.7377155555555556,0.0043844112179852795,5
cifar10,width128,40,1.1431954583661121,0.01217023418497119,2.178732566670938,0.01217023322282793,2.2748779932657874,0.01910394748144134,1.0470500310262043,0.01910394748144141,1.1431572835667927,0.012122291847456963,2.271716694488526,0.02183246393324554,0.4988,0.007811529939774924,-1.5746340274121133,0.015133147696275455,0.7407333333333334,0.0044532412942363524,5
cifar10,width128,41,1.1305006750605322,0.01239299446780105,2.1914273474704133,0.012392991206506571,2.2788071155548097,0.017919086981160202,1.0431209087371827,0.017919086981160272,1.1303975674947102,0.012271613909366959,2.2762741329193115,0.0222266359913766,0.49912,0.008181197956289769,-1.5777930012315267,0.01540636383298279,0.7450488888888889,0.00452541247011706,5
cifar10,width128,42,1.1177666272629392,0.012444406852011721,2.2041613962162625,0.012444406433603651,2.284494018554687,0.019552720149237923,1.0374340057373046,0.019552720149237833,1.1177599980163575,0.012428589594342671,2.280970110244751,0.021498229802900976,0.49768,0.007111399299715885,-1.5810480637075637,0.014901451642282291,0.7480755555555556,0.004757491817655758,5
cifar10,width128,43,1.105356669019569,0.01241886581250459,2.2165713499892843,0.012418862578783302,2.294278128941854,0.02341128509520863,1.0276498953501383,0.023411285095208602,1.1053226493708295,0.012464215743521502,2.290021793670655,0.025534350114651636,0.50056,0.0058675378141090796,-1.587322192656592,0.017699044945889534,0.752448888888889,0.0044329128177060025,5
cifar10,width128,44,1.0939434678717093,0.012715064639099062,2.227984554794702,0.0127150619912543,2.2994092305501304,0.014059376481572787,1.022518793741862,0.014059376481572752,1.0938789811007181,0.01262264010998247,2.2971015037536624,0.017247810094397267,0.49824,0.007655586195713571,-1.592229451069953,0.011955271338035346,0.7546444444444445,0.004547119560369649,5
cifar10,width128,45,1.0826019911603493,0.01253321789324096,2.239326031506062,0.012533211246553084,2.3117918968200684,0.019249276794705235,1.0101361274719238,0.01924927679470524,1.0825984197425842,0.012413954634741771,2.308002558288574,0.022321316969551162,0.49844,0.006291899554188694,-1.5997854878667481,0.015471997753730597,0.757071111111111,0.004362222788249231,5
cifar10,width128,46,1.0709138197655028,0.012684193111074925,2.2510142035105014,0.012684191505942745,2.3194932460784914,0.020731325485695166,1.002434778213501,0.020731325485695277,1.070898636868795,0.012676538620786491,2.3167476705169676,0.022842463229587946,0.4981999999999999,0.007201388754955501,-1.605847127616094,0.015833158459465993,0.7602933333333333,0.004443094239350908,5
cifar10,width128,47,1.0604539353061806,0.012886158301986703,2.2614740900018,0.012886161325075963,2.3212669690450034,0.016978625011810893,1.000661055246989,0.01697862501181083,1.0603967228062947,0.01286261386887136,2.318696517715454,0.020173369936928715,0.49804000000000004,0.007874515858133741,-1.6071979802911678,0.013983130943489784,0.7633822222222222,0.004234409312079119,5
cifar10,width128,48,1.0485607085580175,0.012590773958776212,2.2733673168854276,0.012590780191376353,2.3324512958526613,0.018004661580045215,0.9894767284393311,0.018004661580045208,1.0485973166571723,0.012661957769142243,2.3280559812927244,0.0233965470161222,0.49832,0.008855055053470867,-1.613685478828551,0.016217247011283676,0.7664088888888889,0.004306887965877161,5
cifar10,width128,49,1.0386226312680678,0.013519720464576307,2.2833053901791573,0.01351972169672012,2.338577222824097,0.0197712510207331,0.9833508014678956,0.019771251020733245,1.038673796511756,0.013491326369225494,2.334367717056274,0.021965819410201908,0.4985200000000001,0.008841493086577624,-1.6180604382720447,0.01522557321118118,0.76932,0.004738718897563283,5
cifar10,width128,50,1.0281845388764685,0.01264562067304185,2.2937434895472095,0.012645622772799073,2.3450174649556477,0.017295727625579925,0.9769105593363445,0.017295727625579817,1.0281911111598545,0.01265364597947955,2.340884238510132,0.02202323733418408,0.49908,0.007023674252127594,-1.6225773238788794,0.015265309821292922,0.772168888888889,0.004742364883827274,5
cifar10,width128,51,1.0189764923670075,0.012476221403877144,2.3029515328732404,0.012476225024068954,2.3553449471791588,0.019224749635840446,0.9665830771128336,0.019224749635840532,1.018918335058424,0.01248887215739889,2.350866069030762,0.021578246570371024,0.49912,0.008999555544581072,-1.6294962260276145,0.014956939985944882,0.7750577777777777,0.004468949112804874,5
cifar10,width128,52,1.0084777810356833,0.012991358610120431,2.31345024488189,0.01299136176067378,2.3613051096598308,0.018008641431119986,0.9606229146321613,0.018008641431119885,1.0084441395865547,0.012973121475321462,2.356745613632202,0.02212421508549463,0.49960000000000004,0.007844743462982105,-1.633571623724972,0.015335333146336748,0.7770222222222223,0.004907112499873967,5
cifar10,width128,53,0.9986284338615157,0.012277288570316692,2.3232995932752436,0.01227729506689202,2.3714787165323896,0.021769012917485116,0.9504493077596028,0.021769012917485037,0.9986895753542582,0.01226086881988436,2.3669359783172608,0.02626359417592,0.49908,0.007294655577887137,-1.64063499490424,0.018204492149884365,0.7794355555555555,0.0041924270350769885,5
cifar10,width128,54,0.9892599107866937,0.012759187151082341,2.3326681158759373,0.012759189984859061,2.380041805903117,0.022494845947634345,0.9418862183888752,0.02249484594763433,0.9892721363745794,0.01277371751416542,2.3735245806121825,0.02477402272944268,0.4958,0.007338937252763503,-1.64520189731507,0.017172048544891988,0.7820844444444445,0.004530674601610566,5
cifar10,width128,55,0.9801316039128736,0.012804465687940294,2.3417964233593507,0.012804464906385008,2.3815303166707356,0.02257234617498369,0.9403977076212566,0.022572346174983788,0.9801468457561068,0.012733331246011085,2.3768649314880372,0.02610653606222392,0.49916,0.006627820154470092,-1.647517264708816,0.01809569372103954,0.7842266666666666,0.004496841140946994,5
cifar10,width128,56,0.9713832142678175,0.012926211653335922,2.350544810566036,0.012926210380957318,2.389937369028727,0.021323351926998954,0.9319906552632651,0.021323351926999086,0.9713374634657965,0.012939583851724867,2.386002712478638,0.024277732263035152,0.4997999999999999,0.0073061617830431904,-1.6538510708962897,0.016828056943239616,0.7869644444444444,0.005109676127060993,5
cifar10,width128,57,0.9622018916363066,0.01275742071217904,2.3597261347553946,0.01275742456780032,2.396193122863769,0.019436481766595924,0.9257349014282227,0.019436481766595827,0.9620954507319132,0.012827951009126965,2.3914346459960933,0.023610219880882934,0.49715999999999994,0.006859154466842104,-1.6576161953879534,0.016365349985769852,0.78972,0.004844510702910785,5
cifar10,width128,58,0.9539968712086028,0.012510160355361538,2.3679311494935646,0.012510160459645628,2.404068152109782,0.023140296727074103,0.9178598721822102,0.023140296727073982,0.9540353440496656,0.012564119786620845,2.3995118309020995,0.026034149600846237,0.49903999999999993,0.0060222919225158805,-1.6632148465152639,0.01804547859079205,0.7916577777777778,0.005016481478063397,5
cifar10,width128,59,0.9455127782442354,0.01265375441059785,2.376415245912292,0.012653753181805722,2.414420159657796,0.022087572484846687,0.9075078646341959,0.02208757248484666,0.9454802572144402,0.012610295942484901,2.409139001235962,0.02601338574856342,0.49704000000000004,0.009715348681339232,-1.6698879693326543,0.01803114137738602,0.7943377777777778,0.004819031202264119,5
cifar10,width128,60,0.9372073218226433,0.012115741228877774,2.384720708023418,0.0121157404637816,2.4251801490783693,0.021171925394307508,0.8967478752136231,0.021171925394307487,0.9372398133892483,0.012104232631677665,2.4191865908813477,0.025475058835517105,0.49676,0.006909992764106201,-1.6768524126793132,0.017657981471659135,0.7962044444444445,0.004300829664433259,5
cifar10,width128,61,0.9287790170447392,0.012578936657097636,2.3931490069085903,0.01257893765163031,2.430001974105835,0.023012286359524094,0.8919260501861572,0.02301228635952405,0.9287798370594448,0.012581120730361429,2.4250373085021972,0.026812808887166292,0.49779999999999996,0.007729165543575838,-1.6809078170270872,0.018585258447316958,0.7983733333333334,0.004660615123922321,5
cifar10,width128,62,0.9211353634568777,0.012472135905543231,2.4007926561615682,0.012472137348357308,2.4365975856781006,0.023871668842730544,0.8853304386138916,0.02387166884273056,0.9211586019325256,0.012515959803098815,2.432434087524414,0.02789094025434075,0.49716000000000005,0.007638586256631547,-1.686034859059077,0.019332544255689282,0.80084,0.004050892296156672,5
cifar10,width128,63,0.9130229930308733,0.012588856979205282,2.40890503552827,0.012588856023638342,2.4414148330688477,0.022574573112325424,0.8805131912231445,0.022574573112325476,0.9130137575997246,0.012591451569235244,2.435662430267334,0.024656368258605784,0.4970800000000001,0.006570540312637948,-1.6882726032678472,0.017090488448572288,0.8027244444444446,0.004420870815284275,5
cifar10,width128,64,0.905380879342556,0.01278928290433001,2.416547148606994,0.012789284526106314,2.451756540934245,0.02029033276467915,0.8701714833577473,0.020290332764679227,0.9053064442443848,0.012767233211510484,2.445524645767212,0.023261382886027693,0.49792,0.007517446374933444,-1.6951085470693912,0.016123533270236138,0.8052711111111112,0.00477445362396656,5
cifar10,width128,65,0.8982914437624541,0.012717804696331887,2.423636581139131,0.012717806706522028,2.459982458750407,0.02289024345078756,0.8619455655415853,0.022890243450787554,0.8982151117070515,0.012668116416953645,2.454165297622681,0.02588039378746116,0.4967599999999999,0.008869498294717709,-1.7010978129969168,0.01793887849673235,0.806848888888889,0.004678593225308358,5
cifar10,width128,66,0.8904554134742781,0.01260882380941977,2.4314726116982373,0.012608822957293988,2.4635263125101727,0.023202588153167936,0.8584017117818196,0.023202588153167943,0.8904508065753513,0.012699916519642909,2.4577929513549805,0.026779249899972858,0.49716000000000005,0.006895505782754443,-1.7036122727653322,0.018561997947304225,0.8086533333333333,0.004979578047471921,5
cifar10,width128,67,0.8835262177342719,0.012576082004246614,2.438401806896383,0.012576080935921923,2.474289894104004,0.02244573635444786,0.8476381301879883,0.022445736354447816,0.8835543015691968,0.012573109423790052,2.4687715660858154,0.026145881164788436,0.4972,0.00892524509467388,-1.7112220510122298,0.018122956245093805,0.8106533333333333,0.004864778933731127,5
cifar10,width128,68,0.8775053016841412,0.012901292539866462,2.4444227207790723,0.012901293204157786,2.4795748710632326,0.023222945709009665,0.8423531532287598,0.023222945709009672,0.8774230576854283,0.01286346790626,2.4737307366943364,0.026034212383004,0.49792,0.009209343081892453,-1.7146595139606222,0.018045599265942937,0.8120666666666667,0.0049710520038208205,5
cifar10,width128,69,0.8693995309146969,0.01239530536423221,2.452528490261598,0.012395300244412237,2.486750857035319,0.02801779096309294,0.8351771672566732,0.02801779096309291,0.8693650828573439,0.012359024608645066,2.4815109021759034,0.03263281866160408,0.49548000000000003,0.00879954544280559,-1.7200522611040274,0.022619339939186096,0.8144444444444444,0.004462020801120189,5
cifar10,width128,70,0.8632986851036548,0.012840458936422888,2.4586293374950237,0.012840460469013278,2.4932591915130615,0.02534693837551981,0.8286688327789307,0.025346938375519747,0.8632589607196384,0.012805190078294077,2.487516324081421,0.028088717539791173,0.49788,0.008167741425877782,-1.7242150013572524,0.01946962275084201,0.8162933333333333,0.004642833319705539,5
cifar10,width128,71,0.856682000173764,0.012534773666696194,2.4652460193092174,0.012534776530501534,2.496429204940796,0.023929464683490626,0.8254988193511963,0.023929464683490657,0.8566111059951782,0.012538032146774581,2.491398522720337,0.02701936969520922,0.4962,0.009447751055145339,-1.726905889858918,0.018728384459507745,0.8173688888888888,0.004208592034585943,5
cifar10,width128,72,0.8502107388593935,0.012860814805328212,2.471717286380855,0.012860814100510869,2.5041009902954103,0.02527728572186835,0.8178270339965821,0.025277285721868444,0.8502137586148579,0.012782568821583561,2.499005175170898,0.02760963237315367,0.4962,0.009926731586982686,-1.7321783936339188,0.019137536388396326,0.8197022222222221,0.004765995808787823,5
cifar10,width128,73,0.8437952616675333,0.012751279724238227,2.4781327643177726,0.012751278761602073,2.510851844151815,0.02739462181088708,0.8110761801401776,0.027394621810887098,0.8437238403744167,0.012594253088299982,2.5044557456970216,0.029797516226148506,0.49744,0.008353921234965042,-1.735956460204072,0.020654097265858602,0.8216888888888889,0.005099140571498373,5
cifar10,width128,74,0.8373602332716639,0.012983281182816752,2.4845677901398053,0.012983282890901242,2.5190277258555094,0.024814436197534272,0.8029002984364828,0.02481443619753421,0.8373216059006585,0.013008255147747292,2.5130969803619387,0.027988931868908853,0.49743999999999994,0.007885936849861278,-1.7419461534785392,0.01940043753957915,0.8230133333333335,0.004570182480080476,5
cifar10,width128,75,0.8313637522811239,0.012734864731026828,2.4905642745169727,0.012734861052999083,2.5277684370676674,0.027818900395058205,0.7941595872243246,0.027818900395058157,0.8313824632602268,0.012741245837588101,2.5214042250061035,0.030319123704782246,0.4974,0.009370165420097982,-1.7477042525224875,0.02101560939807748,0.8249333333333334,0.005109250869202323,5
cifar10,width128,76,0.825168957628987,0.013141827806521142,2.4967590684240513,0.013141823289344165,2.5348176320393883,0.028208578877414004,0.7871103922526042,0.028208578877413994,0.8252085951508417,0.013200779777965469,2.5285702809906008,0.03031511010124999,0.496,0.007669419795525573,-1.7526713434366605,0.021012839544916347,0.8264088888888889,0.004523016583249027,5
cifar10,width128,77,0.8193203113295816,0.012679051796699163,2.5026077102531086,0.012679047527911892,2.5411731561024986,0.027704446481205746,0.7807548681894938,0.027704446481205822,0.8192229138946534,0.012728946586987349,2.534490363769531,0.02980210321595571,0.49551999999999996,0.008973962335557226,-1.7567748725394725,0.02065725728133202,0.8281022222222223,0.003931123045016743,5
cifar10,width128,78,0.8138554340736434,0.013158369235393388,2.5080725913698023,0.013158368545079261,2.5481070995330812,0.027874003281181288,0.7738209247589112,0.027874003281181326,0.8138452661365934,0.013122701299738537,2.542606620330811,0.029279332748059182,0.49632,0.008807496806698241,-1.7624006433009698,0.02029489905173027,0.8295555555555556,0.0046978587189495085,5
