datasize,beta,run,epochs,train_z_norm_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_z_norm_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg
e50,0.01,0,18,4.134440226988359,10.575358510017395,0.16293900923295454,1.662504843012853,0.03484044720376418,3.2870875881476835,-0.10161914278499105,4.1591752370198565,3.3111188411712646,0.010809183120727539,-0.06680979799694485,3.303076509475708,0.531,-2.289518177890411,0.9980444444444444
e50,0.01,0,19,4.221737218174067,10.513991941105235,0.16641357421875,1.7238787771625952,0.02386818241476166,3.2980598509311676,-0.10091818009757182,4.28823455174764,3.330233017603556,-0.008304993311564127,-0.0770680051141315,3.3311780265808104,0.536,-2.3089966164177937,0.9991555555555556
e50,0.01,0,20,4.297522017901594,10.44248896295374,0.17089089133522728,1.7953966212543575,0.02379370916274969,3.2981343160976064,-0.10012736577879298,4.233157316843669,3.422992547353109,-0.10106452306111653,-0.07632816752857632,3.4228204051971436,0.5324,-2.37251830425231,0.9985555555555555
e50,0.01,0,21,3.9980761517177927,10.423357605934143,0.17324507279829546,1.814566889947111,0.08052521290003577,3.241402810270136,-0.10023549762131138,3.5131234327952066,3.6157979170481362,-0.2938698927561442,-0.01981399550040563,3.6110517066955565,0.5266,-2.502990352722907,0.9862444444444445
e50,0.01,0,22,3.3606029572811993,10.39640588652004,0.1744125088778409,1.841513951393691,0.09553559760520743,3.2263924208554355,-0.10060345360331914,3.4878036181131997,3.3728837966918945,-0.050955772399902344,-0.00498454696337382,3.376810754394531,0.5428,-2.3406269699260958,0.9858888888888889
e50,0.01,0,23,3.619614625518972,10.305966160514139,0.17903608842329544,1.931899214332754,0.021549683514008808,3.3003783415664327,-0.09944004442712123,3.7416654427846274,3.4036152362823486,-0.08168721199035645,-0.07787838631470999,3.419858313369751,0.5448,-2.3704651631716263,0.9991555555555556
e50,0.01,0,24,3.853840884837237,10.206287573684346,0.18469327059659094,2.0316393199292095,0.00805681025006131,3.313871218399568,-0.09820903291587126,3.9313577810923257,3.4778431256612143,-0.15591510136922201,-0.09015782453484006,3.4949821529388427,0.5432,-2.422537043593395,0.9999777777777777
e50,0.01,0,25,3.992674549872225,10.183732813054865,0.18693137428977272,2.054184804585847,0.005914848033254119,3.3160131749781696,-0.09784465118057349,4.028723080952962,3.552209218343099,-0.23028119405110678,-0.09193075963656108,3.5694260341644286,0.5454,-2.474137508821138,1.0
e50,0.01,0,26,4.065648387778889,10.094568772749467,0.19168168501420454,2.1433217478069393,0.0047388841260478575,3.3171891380440104,-0.09688003704121168,4.084693431854248,3.6083501974741616,-0.2864221731821696,-0.09214350203805499,3.6254754417419432,0.5448,-2.512988080563056,1.0
e50,0.01,0,27,4.124171717600389,10.04562703587792,0.1942489346590909,2.192333756522699,0.004015777798485942,3.317912243983962,-0.09633209653706713,4.136233806610107,3.6600118478139243,-0.33808382352193195,-0.09231607934766345,3.6762405418396,0.546,-2.548175823796017,1.0
e50,0.01,0,28,4.164058437401598,9.973056717352433,0.1993350497159091,2.2648490633476865,0.00357155657812572,3.318356467918916,-0.09556650641289624,4.176131884256999,3.6816791693369546,-0.3597511450449626,-0.09199810258547465,3.701084010696411,0.5452,-2.5653961674071377,1.0
e50,0.01,0,29,4.204420474442569,9.921463809230112,0.2025570401278409,2.31643625552004,0.0033180685753574257,3.318609959699891,-0.09501021592454477,4.216085275014241,3.7216262817382812,-0.39969825744628906,-0.0916922364698516,3.737386971664429,0.5484,-2.5905592567138447,1.0
e50,0.01,0,30,4.258010544560173,9.89851553331722,0.2033069957386364,2.339347229085185,0.002995220229918645,3.3189328041943638,-0.09472714296796104,4.261963367462158,3.7569168408711753,-0.4349888165791829,-0.09173055938879648,3.7738089740753176,0.5464,-2.6158050688154746,1.0
e50,0.01,0,31,4.256143796173009,9.861692639914425,0.20659579190340907,2.3761910024014385,0.002709652360698039,3.3192183781753886,-0.09436078077520836,4.245909372965495,3.77307399113973,-0.4511459668477376,-0.09165325806670718,3.7918184299468995,0.5434,-2.62828817946439,1.0
e50,0.01,0,32,4.251054659485817,9.834209436720068,0.20630437677556818,2.4036990228024395,0.0025314824518070304,3.319396536458622,-0.09409103728830814,4.217397530873616,3.7966760794321694,-0.4747480551401774,-0.0915598386393653,3.814405521392822,0.5482,-2.6439445253977882,1.0
e50,0.01,0,33,4.259104937314987,9.815632603385232,0.20782892400568184,2.422252756628123,0.0025187289601572875,3.3194093081084164,-0.09389721856198528,4.279208342234294,3.8286638259887695,-0.5067358016967773,-0.09137660545508067,3.8462498737335205,0.5454,-2.666017275119417,1.0
e50,0.01,0,34,4.3106124848127365,9.842201368375258,0.20493075284090911,2.3957381654869425,0.002444726551237347,3.319483285600489,-0.0941113993017511,4.290985584259033,3.8413668473561606,-0.5194388230641683,-0.09166645088328255,3.8650019271850584,0.542,-2.6790152297121987,1.0
e50,0.01,0,35,4.271671266718344,9.800476729869843,0.20721679687500003,2.437451310455799,0.002155940867933995,3.319772086360238,-0.09373309382830154,4.255757649739583,3.8741485277811685,-0.5522205034891764,-0.09157433559762107,3.894602205276489,0.544,-2.6995325675326467,1.0
e50,0.01,0,36,4.257237373427912,9.78511683507399,0.20795654296875002,2.452781220728701,0.0020047780199092813,3.3199232505126433,-0.09359392866661603,4.222553253173828,3.8826701641082764,-0.5607421398162842,-0.09159162210623423,3.90581012840271,0.544,-2.7073013654874383,1.0
e50,0.01,0,37,4.224160612984137,9.803495109081268,0.20661754261363638,2.434416976842013,0.002072958051443989,3.3198550709269266,-0.09381078827110204,4.1648508707682295,3.9018314679463706,-0.5799034436543783,-0.09173939873245027,3.9268142642974855,0.5426,-2.7218602694906333,1.0
e50,0.01,0,38,4.129858900200237,9.794902091676539,0.20703147194602273,2.442964629016139,0.0018924275851035914,3.320035606622696,-0.09381916018372233,4.112494150797526,3.9586751461029053,-0.6367471218109131,-0.09192666745583217,3.9788414169311523,0.546,-2.757922735866676,1.0
e50,0.01,0,39,4.152162371711298,9.820588902993636,0.20341552734375,2.417259182442318,0.00192710669150322,3.320000922138041,-0.0940537247383459,4.160201231638591,3.9433298905690513,-0.621401866277059,-0.09213141777250501,3.963240393829346,0.5402,-2.7471088288810512,1.0
e50,0.01,0,40,3.8098975731567903,9.922758091579784,0.19833629261363636,2.315156125886874,0.13361059041397477,3.188317442482168,-0.09541768157346682,2.6623141765594482,3.665367603302002,-0.34343957901000977,0.03809619544214673,3.6853794971466063,0.5068,-2.55451043945509,0.9716666666666667
e50,0.01,0,41,2.844427828084339,10.007498183033682,0.1949558327414773,2.2304457900199024,0.07088174538644539,3.251046272841367,-0.09723055151037195,3.0162645181020102,3.6899174054463706,-0.36798938115437824,-0.02628270984755622,3.7184246883392333,0.5336,-2.5774156401106056,0.9877333333333334
e50,0.01,0,42,3.143638162450357,9.815459890799088,0.20550803444602275,2.4224474795840005,0.009590582096610557,3.3123374418778853,-0.09501095831563527,3.2279303073883057,3.747540553410848,-0.4256125291188558,-0.08542034032609727,3.7668049644470214,0.5376,-2.610950397387294,0.9996444444444444
e50,0.01,0,43,3.311836901036176,9.693903256546367,0.2129549893465909,2.5440293929793616,0.0043754414033504545,3.3175525949759916,-0.09362719385800036,3.3812577724456787,3.819400151570638,-0.4974721272786458,-0.0892472245838907,3.837748937988281,0.538,-2.660124976646914,0.9999777777777777
e50,0.01,0,44,3.4479824277487667,9.61881189996546,0.21946178089488635,2.61904423345219,0.0031592023316823706,3.3187688196247276,-0.09274013429372148,3.4791812896728516,3.8613545894622803,-0.5394265651702881,-0.08958482388257981,3.882598935317993,0.539,-2.691212439899077,1.0
e50,0.01,0,45,3.5317940535870465,9.564662949605422,0.22027632279829545,2.673226619308645,0.00264366030883552,3.319284365935759,-0.09211483322591944,3.5610817273457847,3.8966898123423257,-0.5747617880503336,-0.08946907461219364,3.91743756980896,0.5378,-2.7153608004395298,1.0
e50,0.01,0,46,3.614812295545231,9.506383928385647,0.22496004971590908,2.731467986648733,0.0023166035938298924,3.3196114247495476,-0.09144902479072864,3.645328998565674,3.930544455846151,-0.6086164315541586,-0.08913364898231295,3.949555863189697,0.54,-2.737623527700949,1.0
e50,0.01,0,47,3.678393844853748,9.43971688639034,0.22818093039772727,2.798172742128372,0.002086660047511528,3.319841371341185,-0.09071877306665886,3.6937029361724854,3.9613868395487466,-0.6394588152567545,-0.08863429369529088,3.9795738483428953,0.5388,-2.758430500653983,1.0
e50,0.01,0,48,3.7202700037847865,9.436302466826005,0.2296153675426136,2.8016689162362707,0.001943788362206595,3.3199842301282017,-0.0906427526338534,3.708402236302694,3.974771499633789,-0.6528434753417969,-0.08870308935509788,3.9950401611328124,0.5406,-2.769150916243013,1.0
e50,0.01,0,49,3.7381767955693332,9.413028419017792,0.22876531427556818,2.824869605627927,0.0018009634136846712,3.3201270550489426,-0.09039210536601869,3.7483678658803306,3.9993627866109214,-0.6774347623189291,-0.08858936890628603,4.019262652587891,0.5408,-2.785940648375954,1.0
e50,0.01,0,50,3.773859452117573,9.401582409035075,0.23240189985795456,2.8363445103168488,0.0016968695636023767,3.320231158624996,-0.09024196283214471,3.775782028834025,4.0110123952229815,-0.6890843709309896,-0.08854262165493436,4.032004246520996,0.544,-2.7947723048160595,1.0
e50,0.01,0,51,3.8036766688932073,9.386683718724685,0.23191583806818183,2.8512569191780957,0.0016051061611506157,3.32032292268493,-0.09006315884603695,3.79890243212382,4.029685894648234,-0.7077578703562418,-0.08845576280090545,4.050384447860718,0.5416,-2.8075127112389513,1.0
e50,0.01,0,52,3.8670567788861017,9.434114705432545,0.22796320134943182,2.803778900341554,0.001575291420687625,3.3203527331352234,-0.09047408804128115,3.956416924794515,4.031025966008504,-0.7090979417165121,-0.08889992436170578,4.0538807056427,0.5438,-2.8099358741976115,1.0
e50,0.01,0,53,3.9784334789622915,9.421315789222717,0.22907337535511363,2.816602276130156,0.0015636760065469637,3.3203643506223504,-0.09023472264578397,3.976963837941488,4.0361513296763105,-0.714223305384318,-0.08866978013515472,4.058609562301636,0.5442,-2.8132137740970453,1.0
e50,0.01,0,54,3.985538660125299,9.443501418287104,0.22713844992897728,2.79440921951424,0.0015064266368757342,3.320421590046449,-0.09044947318563407,3.9660616715749106,4.046274344126384,-0.7243463198343912,-0.08894457276794646,4.065080333709717,0.5438,-2.817699063938503,1.0
e50,0.01,0,55,4.020395163785327,9.496818125247955,0.22404008345170456,2.7410776845433493,0.0014778355246314525,3.3204502002759413,-0.0909477838484401,4.043082396189372,4.048250198364258,-0.7263221740722656,-0.0894665685998069,4.066977272033691,0.5412,-2.81901382195154,1.0
e50,0.01,0,56,4.058289441195401,9.549654879353263,0.22082763671875003,2.6881940717046913,0.0014785865549294447,3.3204494362527672,-0.09143825696611946,4.063701311747233,4.063360691070557,-0.7414326667785645,-0.08996090482473373,4.078703472137451,0.5418,-2.8271418262601413,1.0
e50,0.01,0,57,4.128403774716637,9.62966959584843,0.2166796875,2.6082564998756754,0.0014888895219138992,3.3204391327771274,-0.0921682902103798,4.132486502329509,4.051529407501221,-0.7296013832092285,-0.09067757748630312,4.065882757568359,0.5418,-2.8182551219401946,1.0
e50,0.01,0,58,4.143832102417946,9.715662181377411,0.2099948952414773,2.522212180224332,0.001466429707017431,3.3204615901816976,-0.09301278757100756,4.1427483558654785,4.033958435058594,-0.7120304107666016,-0.09154766032563315,4.048807537078857,0.543,-2.8064195100488645,1.0
e50,0.01,0,59,4.141307935118675,9.745063023133712,0.20918057528409092,2.492812538688833,0.001456293716645715,3.3204717378724706,-0.09330932025543669,4.112683455149333,4.05258838335673,-0.7306603590647379,-0.09185417753855388,4.069065953445435,0.544,-2.820461766337278,1.0
e50,0.01,0,60,4.11947181143544,9.790866055271842,0.20503861860795453,2.4470128552480177,0.0014037178718188609,3.3205243064598604,-0.09378918666731227,4.1073629061381025,4.0658793449401855,-0.7439513206481934,-0.09238566346830791,4.079909321594238,0.5436,-2.827977815611016,1.0
e50,0.01,0,61,4.148520809682933,9.83925255320289,0.20148304332386366,2.398660121993585,0.0014980237290067387,3.3204300010746177,-0.09424400261857292,4.12078857421875,4.0775078137715655,-0.7555797894795736,-0.09274413312938479,4.0915354629516605,0.5428,-2.8360363058028786,1.0
e50,0.01,0,62,3.9778142043135385,9.87494499575008,0.1993295010653409,2.36297059668736,0.05323418528595622,3.2686938399618324,-0.09477163351733577,3.2772738138834634,4.375082015991211,-1.0531539916992188,-0.041598010040654075,4.378604429626465,0.5146,-3.0350173376981147,0.9894888888888889
e50,0.01,0,63,3.2274741503325375,9.904522825371135,0.19939763849431816,2.333363738926974,0.028366519095884127,3.293561514128338,-0.09581775197081945,3.2968380451202393,3.9448253313700357,-0.6228973070780436,-0.06742696649630864,3.955113475418091,0.5352,-2.7414757111628196,0.9954666666666667
e50,0.01,0,64,3.3761585246432912,9.71900781176307,0.21067427201704544,2.5189141990108923,0.0036468607365598223,3.318281152031638,-0.09381391743028705,3.412282148996989,3.9949037233988443,-0.6729756991068522,-0.09016928977436489,4.005223779296875,0.5388,-2.7762096462973167,1.0
e50,0.01,0,65,3.4847484813495115,9.671449612487447,0.21283425071022724,2.566439361734824,0.0023967353845364414,3.3195312971418556,-0.09322974602268501,3.504301389058431,4.035911321640015,-0.7139832973480225,-0.0908300774468316,4.046516856765747,0.5386,-2.804831769379101,1.0
e50,0.01,0,66,3.537755398587747,9.615137701684779,0.21558349609375,2.6227620907805185,0.0019792587025387384,3.319948761300607,-0.0926136194982312,3.5373787879943848,4.0511025587717695,-0.729174534479777,-0.09063361718787087,4.063259973526001,0.5372,-2.8164373414497197,1.0
e50,0.01,0,67,3.56398213587024,9.570350343530828,0.21937477805397726,2.6675534288991583,0.0017631806635604748,3.320164838975126,-0.09213951983573762,3.5465005238850913,4.082080364227295,-0.7601523399353027,-0.090376745973693,4.094890053558349,0.5388,-2.8383614808316784,1.0
e50,0.01,0,68,3.5911989388140766,9.580034982074391,0.21866432883522727,2.6578428040851247,0.0016007256272132508,3.3203272982077165,-0.09220914936370471,3.603665351867676,4.101662000020345,-0.7797339757283529,-0.0906093474931187,4.114159080505371,0.54,-2.851717757901327,1.0
e50,0.01,0,69,3.640828414396806,9.54457649859515,0.22058349609375003,2.693332387642427,0.0014987479834499854,3.320429277690974,-0.09180493419989944,3.6417712370554605,4.1143819491068525,-0.79245392481486,-0.09030728731155395,4.127065554809571,0.5408,-2.860664000302332,1.0
e50,0.01,0,70,3.679648620161143,9.543886298483068,0.21997913707386363,2.6940125701102344,0.0014102844520080412,3.320517732338472,-0.09175921214575117,3.68886137008667,4.1443101565043134,-0.8223821322123209,-0.09035709263616137,4.156512847900391,0.5362,-2.8810751391455205,1.0
e50,0.01,0,71,3.6461557231166144,9.545935121449558,0.22044056285511363,2.691989771344445,0.001835419417395976,3.3200926076282156,-0.09181319384581664,3.634650945663452,4.1333614985148115,-0.811433474222819,-0.08997833279503717,4.1452362342834475,0.5406,-2.873258754576916,0.9999777777777777
e50,0.01,0,72,3.6801157390529458,9.537903119217265,0.22119606711647724,2.6999916434288025,0.0013620880305428398,3.3205659321763297,-0.09169891298833219,3.677520672480265,4.142006556193034,-0.8200785319010416,-0.0903416541284985,4.15438948135376,0.5398,-2.879603365824729,1.0
e50,0.01,0,73,3.7130486965179443,9.53395601836118,0.22138050426136366,2.703897466713732,0.0012767021514512387,3.3206513198939236,-0.0916265092197467,3.7101314862569175,4.138824939727783,-0.816896915435791,-0.09035245237085554,4.152403240966797,0.5432,-2.8782267158719974,1.0
e50,0.01,0,74,3.732963973825628,9.547338637438687,0.21982932350852272,2.690600876103748,0.0012090922245988622,3.320718929171562,-0.09174042055383325,3.732754389444987,4.143521149953206,-0.8215931256612142,-0.09053431896103753,4.158620491790772,0.5404,-2.8825360458867433,1.0
e50,0.01,0,75,3.7639245363799008,9.559621252796866,0.21845747514204544,2.6782293048771946,0.0011585533879538575,3.320769465782426,-0.0918322855352678,3.764277140299479,4.153914133707683,-0.8319861094156901,-0.09067772810591591,4.166214797210693,0.5406,-2.8878002308414756,1.0
e50,0.01,0,76,3.8279061412269417,9.596207461573862,0.21697310014204546,2.6416599337350237,0.0011929323346438732,3.3207350901582022,-0.09213416633958166,3.8180633385976157,4.154040018717448,-0.8321119944254557,-0.09094258693589105,4.17176155090332,0.5406,-2.891644555323327,1.0
e50,0.01,0,77,3.849325889890844,9.63303745876659,0.2146135919744318,2.6048639199950476,0.0011973192224765874,3.3207307010889053,-0.0924810467033901,3.8432008425394693,4.166446367899577,-0.8445183436075846,-0.09128732645776537,4.18394271697998,0.539,-2.900088163098315,1.0
e50,0.01,0,78,3.8601223067803816,9.664361764084209,0.21252130681818182,2.5735546716234903,0.001139261676474813,3.3207887600768697,-0.09278349324383518,3.8419182300567627,4.169727643330892,-0.8477996190388998,-0.0916455196208424,4.186209832000732,0.5402,-2.9016595449120324,1.0
e50,0.01,0,79,3.8719752485101875,9.698106039654125,0.20924138849431817,2.5398062006993727,0.0011178336763722737,3.3208101893013175,-0.0931090833619237,3.8759814898173013,4.176015694936116,-0.8540876706441244,-0.0919921537372801,4.190656488037109,0.538,-2.9047418670685605,1.0
e50,0.01,0,80,3.8874872719699685,9.733907965096561,0.2071453302556818,2.5039940733801234,0.0010990144893929194,3.320829004049301,-0.09345159019258889,3.8657999833424888,4.168952624003093,-0.8470245997111002,-0.09235101096232733,4.182768254852295,0.5402,-2.8992740097076743,1.0
e50,0.01,0,81,3.8902242197231813,9.777103662490845,0.20499356356534093,2.460802762345834,0.004308643057646061,3.3176193779165093,-0.0938808101398701,3.857076327006022,4.288777033487956,-0.9668490091959635,-0.08957512154314252,4.310425414276123,0.527,-2.987759423256517,0.9995111111111111
e50,0.01,0,82,3.718975618481636,9.848307214000009,0.2020099431818182,2.3896014683625917,0.02107936636920468,3.300848649306731,-0.09476409454575994,3.6095951398213706,4.185469150543213,-0.8635411262512207,-0.07366502714157104,4.209869660186768,0.5324,-2.9180592802567102,0.9965111111111111
e50,0.01,0,83,3.6316802257841285,9.766817970709367,0.20780983664772726,2.4710339158773422,0.003844141817932144,3.3180838742039422,-0.0940364973450249,3.6201512813568115,4.146623293558757,-0.8246952692667643,-0.09019171025223202,4.174787474060059,0.537,-2.89374221533628,0.9997777777777778
e50,0.01,0,84,3.647687104615298,9.708804715763439,0.21131192294034093,2.5290904722430487,0.0017402612819833766,3.3201877691529016,-0.09344035789201205,3.6395798524220786,4.162527879079183,-0.8405998547871908,-0.09170342287222544,4.190921206665039,0.537,-2.9049253458868405,0.9999555555555556
e50,0.01,0,85,3.65851491689682,9.681668693369085,0.21099076704545452,2.5561852048743856,0.0012799395772162825,3.3206480741500854,-0.09315817015753551,3.6418232917785645,4.1737907727559405,-0.8518627484639486,-0.0918803222960896,4.2027470581054684,0.5364,-2.913122385676246,1.0
e50,0.01,0,86,3.6711181659590113,9.68452431938865,0.21022971413352273,2.5533668493682686,0.0011626885302989235,3.3207653273235667,-0.093174123078246,3.6686548391977944,4.179598331451416,-0.8576703071594238,-0.09201337789164649,4.208364491271973,0.5364,-2.917016134294769,1.0
e50,0.01,0,87,3.715967456048185,9.694986002011733,0.2102310458096591,2.542944538322362,0.0010911100534113675,3.320836915211244,-0.09323389028114351,3.720979372660319,4.18999719619751,-0.8680691719055176,-0.09214316263198853,4.220357312011719,0.539,-2.925328985072837,1.0
e50,0.01,0,88,3.745089837095954,9.68840835311196,0.2104938299005682,2.549461978403005,0.0010308328581397125,3.320897187698971,-0.09313899210908196,3.7430649598439536,4.201191743214925,-0.879263718922933,-0.09211006087859472,4.223302527618408,0.5366,-2.9273702970345097,1.0
e50,0.01,0,89,3.7628269669684498,9.658149339935996,0.21180886008522729,2.5797463032332333,0.0009937834372315344,3.320934236049652,-0.09281866413287142,3.7513797283172607,4.20842981338501,-0.8865017890930176,-0.09182437833415137,4.23334614944458,0.537,-2.9343320317525516,1.0
e50,0.01,0,90,3.780980861999772,9.665064015171744,0.2109335049715909,2.572848227891055,0.0009664869559690652,3.3209615417502145,-0.09286965721879493,3.773183504740397,4.206581274668376,-0.8846532503763834,-0.09190418608056175,4.229879798126221,0.5374,-2.9319292606381664,1.0
e50,0.01,0,91,3.8010940578850834,9.71861662647941,0.20957186612215908,2.5192833705381914,0.0009731556327262132,3.3209548619660465,-0.09338506984270432,3.7875001430511475,4.207264582316081,-0.8853365580240885,-0.09241027800109651,4.226588034820557,0.5374,-2.929647621028649,1.0
e50,0.01,0,92,3.799299798228524,9.734756935726512,0.2076018732244318,2.503080740571022,0.0009796216515744825,3.320948400280692,-0.0935482676987621,3.7768846352895102,4.201589902242024,-0.8796618779500326,-0.09256886232826445,4.223718470001221,0.5366,-2.9276586266900444,1.0
e50,0.01,0,93,3.8019088452512566,9.765919398177754,0.20551380504261363,2.4719695882363752,0.0009878536147880368,3.320940165357156,-0.09385728294199164,3.79278572400411,4.2064493497212725,-0.8845213254292806,-0.09286884965499242,4.2274430557250975,0.54,-2.9302400906375765,1.0
e50,0.01,0,94,3.825736327604814,9.794715626673264,0.2026913174715909,2.4431657547300514,0.0010109662851556839,3.320917061784051,-0.09412141783501614,3.8159798781077066,4.191765944163005,-0.8698379198710123,-0.09311085395415623,4.213682929992676,0.5402,-2.920702536099919,1.0
e50,0.01,0,95,3.8161519196900455,9.824343258684332,0.20143332741477274,2.413574508645318,0.0009738774106980683,3.320954137227752,-0.09442727830768986,3.785695473353068,4.198243459065755,-0.8763154347737631,-0.09345154690742492,4.221883502960205,0.5384,-2.9263867346284207,1.0
e50,0.01,0,96,3.815534774552692,9.851126817139713,0.19937566583806818,2.3868191960183056,0.0009377038758512671,3.3209903213110836,-0.0946957314894958,3.8084113597869873,4.201420148213704,-0.8794921239217123,-0.09376058637301127,4.22054016494751,0.5386,-2.9254556470578583,1.0
e50,0.01,0,97,3.848038360476494,9.884259294379842,0.1965030184659091,2.353639593178576,0.003628086568906755,3.318299938331951,-0.0949945521794937,3.839428742726644,4.331918398539226,-1.0099903742472331,-0.09137063605520461,4.343332076263428,0.5338,-3.010568633197278,0.9995111111111111
