datasize,beta,run_count,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std
e100,0.0,3,3.321926156679789,1.5825416393934886e-06,-3.4224140167236334,0.4705108787521652,1.8390390613720946e-06,1.5976640885563189e-06,6.744342041015625,0.47051087875216485,1.0,0.0,0.5337000000000001,0.008901123524589492,-1.2751996431270462e-06,1.1063391119036884e-06,-4.672824658573364,0.32513691128751515,30.513234167387992,26.36808362136099,30.328966458638508,26.268345883523267
e100,0.01,3,3.321040041518934,0.0007481039870461865,-1.5382916768391925,0.1425972190375264,0.0008879856516917547,0.000748115164741126,4.860219701131186,0.14259721903752656,0.9999555555555556,7.698003589187752e-05,0.5355333333333333,0.0010066445913694585,-0.0006155654121771708,0.0005186509477755732,-3.3671089160324397,0.0980100704167738,3.3501442020589653,0.11497965745605541,3.3089154402414955,0.11813044271183124
e100,0.1,3,3.3172941677498096,0.0001524782886017911,-0.8753490606943767,0.10098546335089006,0.004633855907190027,0.00015247545941937963,4.197277084986369,0.10098546335089005,1.0,0.0,0.5085666666666666,0.00011547005383798454,-0.0032120045200813865,0.00010570005514297868,-2.907354930060803,0.07128841599170228,1.6655341892531423,0.02782631564261743,1.6535610596338908,0.030887589195255777
e100,1.0,3,3.2820754376324737,0.002446292846870846,-0.21901162465413412,0.09688734097387547,0.039852593997211166,0.0024462871617240305,3.5409396489461265,0.0968873409738759,0.999925925925926,5.132002392791835e-05,0.49160000000000004,0.007104224095564565,-0.027624964033777427,0.001697662009712528,-2.453333242894391,0.06629559120255409,1.160068589629549,0.014611271711937185,1.153908085823059,0.01399370511554684
e100,10.0,3,1.036188031687881,0.021353224790827515,0.9461652278900147,0.014752943811248764,2.285739992604111,0.021353224790827713,2.3757627964019776,0.014752943811248503,0.4513037037037037,0.007446014207078577,0.4215,0.0066158899628092505,-1.5843607426359594,0.014790702821843683,-1.6465281109970062,0.010425379495807996,1.0513544308416771,0.036500565304961395,1.0612025340398155,0.04263712098588636
e100,100.0,3,0.4630521680369522,0.1397044825755205,0.45801173845926924,0.13171662496436928,2.85887585625504,0.13970448257552057,2.863916285832723,0.1317166249643693,0.29364444444444443,0.04113843536399419,0.29396666666666665,0.03685191085050178,-1.9816213485212788,0.09683429992125689,-1.9850260235508284,0.09122842383903165,1.010746703003392,0.1198369468160843,1.011364436149597,0.12157379745732069
e200,0.0,3,3.321926156679789,1.5825416392558781e-06,-3.4224140167236334,0.4705108787521652,1.8390390613720946e-06,1.5976640885563189e-06,6.744342041015625,0.4705108787521644,1.0,0.0,0.5337000000000001,0.008901123524589492,-1.2751996431270462e-06,1.1063391119036884e-06,-4.672824658573364,0.3251369112875156,30.513234167387992,26.36808362136099,30.328966458638508,26.268345883523267
e200,0.01,3,3.321040041518934,0.0007481039870461777,-1.5382916768391925,0.14259721903752645,0.0008879856516917547,0.000748115164741126,4.860219701131186,0.14259721903752626,0.9999555555555556,7.698003589187752e-05,0.5355333333333333,0.0010066445913694364,-0.0006155654121771708,0.0005186509477755732,-3.3671089160324397,0.0980100704167738,3.3501442020589653,0.11497965745605555,3.3089154402414955,0.11813044271183137
e200,0.1,3,3.317294167749809,0.0001524782886017326,-0.8753490606943767,0.10098546335089006,0.004633855907190026,0.00015247545941937996,4.197277084986369,0.10098546335089005,1.0,0.0,0.5085666666666667,0.00011547005383799255,-0.0032120045200813865,0.00010570005514297858,-2.907354930060803,0.07128841599170206,1.6655341892531423,0.027826315642617335,1.6535610596338908,0.030887589195255815
e200,1.0,3,3.2820754376324737,0.002446292846870846,-0.21901162465413412,0.09688734097387547,0.039852593997211166,0.0024462871617240305,3.5409396489461265,0.0968873409738759,0.999925925925926,5.132002392791835e-05,0.49160000000000004,0.007104224095564565,-0.027624964033777427,0.001697662009712528,-2.453333242894391,0.06629559120255409,1.160068589629549,0.014611271711937185,1.153908085823059,0.01399370511554684
e200,10.0,3,1.036188031687881,0.021353224790827515,0.9461652278900147,0.014752943811248719,2.285739992604111,0.02135322479082758,2.3757627964019776,0.014752943811248684,0.4513037037037037,0.007446014207078587,0.4215,0.006615889962809243,-1.5843607426359594,0.014790702821843747,-1.6465281109970062,0.010425379495807996,1.0513544308416771,0.03650056530496138,1.0612025340398155,0.042637120985886345
e200,100.0,3,0.4630521680369522,0.1397044825755205,0.45801173845926924,0.13171662496436928,2.85887585625504,0.13970448257552057,2.863916285832723,0.1317166249643693,0.29364444444444443,0.04113843536399419,0.29396666666666665,0.03685191085050178,-1.9816213485212788,0.09683429992125689,-1.9850260235508284,0.09122842383903165,1.010746703003392,0.1198369468160843,1.011364436149597,0.12157379745732069
e300,0.0,3,3.321926156679789,1.5825416392558781e-06,-3.4224140167236334,0.4705108787521652,1.8390390613720946e-06,1.5976640885563189e-06,6.744342041015625,0.4705108787521644,1.0,0.0,0.5337000000000001,0.008901123524589492,-1.2751996431270462e-06,1.1063391119036884e-06,-4.672824658573364,0.3251369112875156,30.513234167387992,26.36808362136099,30.328966458638508,26.268345883523267
