datasize,beta,run_count,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std
e300,0.01,3,3.321040041518934,0.0007481039870461865,-1.5382916768391925,0.1425972190375264,0.0008879856516917547,0.000748115164741126,4.860219701131186,0.14259721903752656,0.9999555555555556,7.698003589187752e-05,0.5355333333333333,0.0010066445913694585,-0.0006155654121771708,0.0005186509477755732,-3.3671089160324397,0.0980100704167738,3.3501442020589653,0.11497965745605541,3.3089154402414955,0.11813044271183124
e300,0.1,2,3.3173821731047197,5.440774989702328e-06,-0.9247857093811036,0.07571151970564825,0.004545852086845447,5.4311213257783e-06,4.246713733673095,0.0757115197056481,1.0,0.0,0.5085999999999999,0.0001414213562374117,-0.003150998351283526,3.806248297109696e-06,-2.942007265821199,0.05440009436852547,1.6713946163654327,0.03664068843313874,1.6603227019309998,0.04041988982252974
e300,1.0,1,3.2819486748088487,,-0.1500676155090332,,0.03997934982180595,,3.4719956398010248,,0.9999555555555556,,0.4993,,-0.02771197219307332,,-2.4060927362908937,,1.157446259802038,,1.1524237871170044,
e300,10.0,2,1.0373487635092302,0.030063875794192996,0.9497269630432129,0.018952122793675537,2.284579260782762,0.030063875794192996,2.3722010612487794,0.01895212279367538,0.45067777777777773,0.010418039909481772,0.42064999999999997,0.00912167747730642,-1.5835585299597537,0.020824709094270782,-1.6440125556968153,0.01339436315967694,1.064203447916291,0.04091453404917646,1.0759784817695617,0.048227340628081955
e300,100.0,3,0.4630521680369522,0.1397044825755205,0.45801173845926924,0.13171662496436928,2.85887585625504,0.13970448257552057,2.863916285832723,0.1317166249643693,0.29364444444444443,0.04113843536399419,0.29396666666666665,0.03685191085050178,-1.9816213485212788,0.09683429992125689,-1.9850260235508284,0.09122842383903165,1.010746703003392,0.1198369468160843,1.011364436149597,0.12157379745732069
e50,0.0,3,3.321926156679789,1.5825416393934886e-06,-3.4224140167236334,0.4705108787521652,1.8390390613720946e-06,1.5976640885563189e-06,6.744342041015625,0.47051087875216485,1.0,0.0,0.5337000000000001,0.008901123524589492,-1.2751996431270462e-06,1.1063391119036884e-06,-4.672824658573364,0.32513691128751515,30.513234167387992,26.36808362136099,30.328966458638508,26.268345883523267
e50,0.01,3,3.3204698345877914,0.0008640103128473288,-1.5383610407511392,0.14271159646655607,0.001458191816874949,0.0008640249871637765,4.8602890650431325,0.142711596466555,0.9999037037037036,8.413197549328496e-05,0.5339666666666666,0.003000555504124771,-0.00101095501617478,0.0005991000342206845,-3.368544442511279,0.10038590741238212,3.3381056424343227,0.12007328647084123,3.298440186182658,0.12260994429164915
e50,0.1,3,3.317436756509723,0.000351476487631204,-0.8774781068166098,0.10425624057791542,0.0044912614993694614,0.00035147926026013666,4.199406131108602,0.10425624057791565,1.0,0.0,0.5096999999999999,0.002078460969082672,-0.0031132373330667925,0.0002435386407223511,-2.9087831949108462,0.07349461216679395,1.6201839447021484,0.051205472806786174,1.606341560681661,0.051346621948785774
e50,1.0,3,3.2820754376324737,0.002446292846870846,-0.21901162465413412,0.09688734097387547,0.039852593997211166,0.0024462871617240305,3.5409396489461265,0.0968873409738759,0.999925925925926,5.132002392791835e-05,0.49160000000000004,0.007104224095564565,-0.027624964033777427,0.001697662009712528,-2.453333242894391,0.06629559120255409,1.160068589629549,0.014611271711937185,1.153908085823059,0.01399370511554684
e50,10.0,3,1.036188031687881,0.021353224790827515,0.9461652278900147,0.014752943811248764,2.285739992604111,0.021353224790827713,2.3757627964019776,0.014752943811248503,0.4513037037037037,0.007446014207078577,0.4215,0.0066158899628092505,-1.5843607426359594,0.014790702821843683,-1.6465281109970062,0.010425379495807996,1.0513544308416771,0.036500565304961395,1.0612025340398155,0.04263712098588636
e50,100.0,3,0.4630521680369522,0.1397044825755205,0.45801173845926924,0.13171662496436928,2.85887585625504,0.13970448257552057,2.863916285832723,0.1317166249643693,0.29364444444444443,0.04113843536399419,0.29396666666666665,0.03685191085050178,-1.9816213485212788,0.09683429992125689,-1.9850260235508284,0.09122842383903165,1.010746703003392,0.1198369468160843,1.011364436149597,0.12157379745732069
