experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,train_H_zCx_mean,train_H_zCx_std,train_I_xz_mean,train_I_xz_std,valid_H_zCx_mean,valid_H_zCx_std,valid_I_xz_mean,valid_I_xz_std,valid_aux_loss_mean,valid_aux_loss_std
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,108,3,3.7588193095994717,0.14095992474003807,10.021065242362745,0.13863453097534678,0.18923043915719698,0.009436949951678,2.2168110462300707,0.13863171559893334,0.0009284389134060775,0.00012937674832217045,3.3209995817054403,0.00012938326643136135,-0.0964518310078843,0.00147839412965469,3.712007999420166,0.15272362923407928,4.4188827938503685,0.165652257303109,-1.0969547695583766,0.16565225730310926,-0.09552370743045102,0.0015593166228066444,4.413731609090169,0.1298337386700698,0.5392666666666667,0.0037004504230341477,-3.0593656940474983,0.08999384514313882,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,109,3,3.7585609650070015,0.13817701863940923,10.031111514929568,0.15108259423103867,0.18762835878314396,0.010643851049629015,2.206784822272532,0.15106862695907708,0.0008835562496670085,9.346121336370992e-05,3.321044468066909,9.346050008180765e-05,-0.09655255216145607,0.0015791385311674337,3.713666412565443,0.14840935682663414,4.416877428690593,0.16330611798256398,-1.0949494043986003,0.16330611798256386,-0.09566848383126436,0.001631281246385378,4.413955867004394,0.12687258103538226,0.5387333333333333,0.0035907288025320595,-3.059521137012141,0.08794122775898869,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,110,3,3.757330215790055,0.15596256204942874,10.035539475354282,0.15969815361516418,0.1874659682765151,0.010620052264804372,2.202361305103157,0.15969091970372123,0.0009703996774712296,0.00025707920102583845,3.3209576227448205,0.00025707852202812656,-0.09659806238205144,0.0016672611132509492,3.717390987608168,0.17770661235083318,4.4245153533087835,0.163695121760456,-1.1025873290167916,0.16369512176045606,-0.09562850356234444,0.0018830941692032112,4.421435365804037,0.12709180772485948,0.5381333333333334,0.002100793500878488,-3.0647054129210627,0.08809346155642159,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,111,3,3.7516764393358515,0.16596705828443326,10.048815680272652,0.1781748026661125,0.18614709102746216,0.01156158022118876,2.1890858294385853,0.17815606199394513,0.0008782161682822995,0.00014494037401138006,3.3210498108105226,0.00014494153763921312,-0.09673647825239283,0.0018590822745193423,3.7068711121877036,0.17455258870579102,4.422718630896675,0.16191943992684493,-1.100790606604682,0.16191943992684513,-0.09585952227998663,0.001956603266961069,4.418060543314616,0.12278261774899264,0.5371333333333334,0.003300505011863043,-3.062366155986144,0.0851064086025647,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,112,3,3.7581704168608696,0.169044675687608,10.043169465931978,0.2031815471695455,0.18746182528409092,0.014053071007447236,2.1947186526023983,0.20321224894314333,0.0008995146315349053,0.00015709406543449377,3.3210285111810225,0.00015709507385923158,-0.09667352203166846,0.0020785940457588364,3.7143128448062477,0.1718362586736742,4.434141159057617,0.1599093551309674,-1.112213134765625,0.1599093551309672,-0.09577624571676607,0.0020626290225663727,4.428778731791179,0.12061606438894247,0.5372666666666667,0.0020033305601755637,-3.0697955452464343,0.0836046751438762,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,113,3,3.759686486739101,0.1305350978337732,10.065339207649231,0.2075236571049421,0.1855145448626894,0.0134137247347787,2.1725693137356727,0.20751012348147752,0.0009295314671224774,2.4308852930560688e-05,3.32099848985672,2.4312625546818213e-05,-0.09689370332511538,0.002120955297328959,3.728925969865587,0.10456852398412204,4.441840065850152,0.1579130917755875,-1.1199120415581598,0.1579130917755874,-0.09596568823655445,0.00209959389481944,4.438115210469564,0.12479189258772608,0.5374666666666666,0.0023860706890897784,-3.076266991335538,0.08649913908240173,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,114,3,3.7583924139087848,0.09756675513721544,10.064571770754727,0.2253040600164901,0.18496907552083333,0.013932351296657854,2.173337684210503,0.22528087813504796,0.0008911250211399007,4.519267908561731e-05,3.3210368960192707,4.519971266326111e-05,-0.09688732304582091,0.00229286869844621,3.708074781629774,0.11847758020852417,4.44121668073866,0.16430015788666602,-1.1192886564466689,0.1643001578866657,-0.09599832470549478,0.0022628517555885524,4.437816144307455,0.1280065571325999,0.5376666666666666,0.003931072796748183,-3.076059800369037,0.08872728412906518,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,115,3,3.744854154460358,0.11413554402308114,10.084264610752916,0.23686898932223968,0.18420276988636364,0.016751375097865007,2.1536317203532565,0.23687208284096736,0.0009915913728808378,0.000254944920248903,3.320936433293603,0.00025495465601053723,-0.09709778984049054,0.0023944309570263765,3.7013750871022544,0.11477224651635753,4.44542932510376,0.16813496715098183,-1.1235013008117676,0.168134967150982,-0.09610811063095376,0.0021968207187186965,4.443170511627198,0.12965598051490398,0.5378666666666666,0.002212088003071624,-3.0797711161915253,0.08987070080744378,0.9999925925925925,1.2830005981995612e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,116,3,3.7348300453388332,0.10868779771685769,10.081660657218007,0.23678806514855977,0.1844094756155303,0.014976242724207738,2.1562197856379277,0.2367986792264919,0.0009031317185321259,9.57630067259183e-05,3.3210248892957512,9.57627351031177e-05,-0.09708177435183614,0.002401234404138965,3.6844735940297446,0.11875825269883826,4.4520697593688965,0.16377496704389533,-1.1301417350769043,0.1637749670438953,-0.09618066929181417,0.0023199579337455645,4.449438004557291,0.12535940713525362,0.5379333333333334,0.0010263202878892828,-3.0841155548882093,0.08689248305169157,0.9999925925925925,1.2830005982003625e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,117,3,3.712342950882334,0.11014466613443542,10.081497739661826,0.2413811265187257,0.18543346058238638,0.015893219330371213,2.156408298647765,0.24139362650243842,0.0008735721436978289,0.00011186190732755997,3.3210544500387074,0.00011186395114016573,-0.0971026325344362,0.0024533389170397868,3.65528212653266,0.1218839198503534,4.464801205529107,0.16877302055391932,-1.142873181237115,0.16877302055391935,-0.09623148279499123,0.0023901660887183022,4.45987362798055,0.12994755647807837,0.5382,0.0015874507866387685,-3.0913488919297207,0.09007276732306735,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,118,3,3.6852919671571613,0.1032158642266803,10.089237686359523,0.24497740323297407,0.18415682705965908,0.015084672163977369,2.148653167441036,0.24497494258827981,0.0008384642953222448,7.700283707476003e-05,3.3210895598837826,7.700261798536849e-05,-0.09720708250604344,0.002497529851723568,3.6440424389309354,0.11372560407810484,4.474277867211235,0.16172129928747297,-1.1523498429192436,0.161721299287473,-0.09636854048260936,0.0024755224902925452,4.472349385325114,0.12319174899914466,0.5358666666666667,0.0008082903768654615,-3.0999964343620143,0.08538995749226683,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,119,3,3.676151959281979,0.10795117741016581,10.105258052999323,0.2554265009897049,0.18233701763731058,0.017125793218915247,2.1326347442738935,0.25544320542844867,0.0008162353304655743,9.864683769656155e-05,3.321111783836827,9.864292911043598e-05,-0.09737642623032584,0.0025923608138143594,3.6258961889478893,0.11725160121253649,4.474618275960286,0.16723344657521286,-1.1526902516682942,0.16723344657521286,-0.09655997747933422,0.00255999080812141,4.470902718353272,0.13094089541142917,0.5358666666666667,0.0019218047073865552,-3.0989937183413203,0.09076136940453423,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,120,3,3.661299452185631,0.10938185669907309,10.10283731691765,0.2501183787219276,0.18315126361268938,0.015910611873124654,2.1350717989332746,0.2501170857420294,0.0007948207128334396,7.49669528590008e-05,3.3211332040302683,7.496557095036187e-05,-0.09736707151839226,0.002540260585106483,3.612115091747708,0.12235834769157572,4.478396680619981,0.16861260864189395,-1.1564686563279893,0.16861260864189404,-0.0965719131478557,0.002511272300179284,4.473987378184001,0.13183835491185417,0.5374666666666666,0.0024110855093367116,-3.1011317986105174,0.09138334879285243,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,121,3,3.635858365532124,0.11224670302298065,10.110710281314272,0.24062515704887172,0.1828366181344697,0.015364795111782638,2.1271998530084435,0.240649699019118,0.000921044031918317,0.00017394953491946556,3.3210069794546477,0.00017395231326501726,-0.09747124214967091,0.002460772455500789,3.585489511489868,0.11446999949434908,4.511994202931722,0.23005240632924678,-1.1900661786397297,0.23005240632924687,-0.09655341788883563,0.0023902732469590535,4.505496622975667,0.19000965115867122,0.5351333333333333,0.005937451754189964,-3.1229723923633994,0.13170468166682867,0.9999925925925925,1.2830005982003625e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,122,3,3.615144651496049,0.09503659156027307,10.145295961336656,0.2555880408996648,0.18090990471117427,0.016675930435963576,2.092579287109953,0.2556081902655798,0.0014735243318930522,0.0006069776649283629,3.320454501744473,0.0006069852293926186,-0.09783781328323211,0.0026333357216169213,3.564971552954779,0.10514608785345377,4.505472130245632,0.19608202899563928,-1.1835441059536402,0.19608202899563937,-0.09636424729029337,0.0020278506749440116,4.499677617136638,0.15762263510091684,0.5372,0.00019999999999997797,-3.118938821133257,0.10925572943263875,0.9999333333333332,9.686442096754287e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,123,3,3.598040224476294,0.087151794873669,10.134231303677415,0.2246692999462677,0.1811908143939394,0.014366120350916032,2.1036840896263267,0.22467085302692752,0.0008854878514918682,8.552648362116141e-05,3.321042542204712,8.552525807952144e-05,-0.09774427055240127,0.002313450634615518,3.554603709114923,0.10409775662768503,4.517187012566461,0.1900534531802987,-1.1952589882744684,0.19005345318029895,-0.09685765859109384,0.002245136745511026,4.509095597839355,0.15172516216950993,0.5368666666666667,0.002386070689089709,-3.1254670160590283,0.10516797086755691,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,124,3,3.5848191809473615,0.08026523615945844,10.124223676594822,0.2126799502445868,0.18186390269886363,0.014012136364845256,2.1136929203163493,0.21265449960215818,0.0008257712756996184,3.00049396057098e-05,3.321102253415368,3.0003780379611203e-05,-0.09765741557842401,0.002184380092524868,3.5379207928975425,0.09397659771512844,4.516751766204834,0.191393445672212,-1.1948237419128418,0.19139344567221217,-0.09683129916323556,0.0021700089645058747,4.5107396100362145,0.15108423609441798,0.5358666666666667,0.0012858201014657427,-3.126606534810321,0.10472368919576558,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,125,3,3.569396118774558,0.07408843646659831,10.112453133770915,0.1942333535266986,0.1832114849668561,0.011978192697485545,2.1254536518544858,0.19422176587737014,0.0007925557608056503,1.8527801854636096e-05,3.321135468103669,1.8526123963482337e-05,-0.09755513306255593,0.001996258255682084,3.5240987141927085,0.09355885843024424,4.5225970480177144,0.1940264008028335,-1.2006690237257216,0.19402640080283348,-0.0967634312779815,0.001979810693169162,4.5160376202901205,0.15442908418125414,0.5363333333333333,0.0023352373184182414,-3.1302787858193177,0.10704215806814486,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,126,3,3.555581058516647,0.07233539067108107,10.109764841469852,0.18635268621412462,0.18234227035984849,0.012605519266998608,2.1281364298228063,0.18637596698331532,0.0008940222917524146,0.0002202304237826886,3.321033999323845,0.00022023293828208633,-0.09754206506874075,0.0019158367951541448,3.5103225972917347,0.09166154566770203,4.535843849182129,0.18175570110350117,-1.2139158248901367,0.181755701103501,-0.09664836431300199,0.0021026758809388818,4.528052811940511,0.14335892140706252,0.5370666666666667,0.0003055050463303557,-3.138607130031483,0.09936885413003455,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,127,3,3.5368907573548234,0.07908546004980996,10.111790230779937,0.1828319150385132,0.18291903409090907,0.011067820409325699,2.126098866941351,0.18283054510080307,0.0008516365123796277,0.00017729148645535334,3.3210763890634887,0.0001772907900634889,-0.09758100933818654,0.001885965371978261,3.4895774523417153,0.10578423247655716,4.5466144349839945,0.18067867647031352,-1.224686410692003,0.18067867647031355,-0.09672938923747453,0.002027141277448479,4.537933308664958,0.1437578351680796,0.537,0.0017776388834630798,-3.1454557956006397,0.09964535284917893,0.9999925925925925,1.2830005982051698e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,128,3,3.524767448504766,0.08614499290072572,10.08613138849085,0.22313554401027147,0.18432321259469697,0.01438898747671346,2.1517566769863623,0.22314064948938986,0.0007899600006401835,8.26673587955683e-05,3.321138069485173,8.267001257224847e-05,-0.09733654433071161,0.002301328720184441,3.483286566204495,0.10850040462525239,4.545443746778699,0.1843862116208518,-1.2235157224867077,0.18438621162085175,-0.09654821440334672,0.002353334302635804,4.536047382863362,0.14681206284321904,0.5358,0.0007211102550927377,-3.1441484866160625,0.10176242587425627,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,129,3,3.5103038264946504,0.08932717564099513,10.081328280044325,0.20215633054346388,0.18473418264678032,0.013254239123401044,2.156567904533762,0.20220303359514338,0.0007530282771657572,5.8452371887385296e-05,3.3211749968203628,5.845569559318456e-05,-0.09730297676993138,0.002101285537175624,3.4653912650214296,0.1119561423610968,4.548128128051758,0.1861391573677182,-1.2262001037597656,0.18613915736771802,-0.09655118305859743,0.0021327890944391613,4.540349055480957,0.14660573278851988,0.5368666666666667,0.0009451631252504959,-3.147130205517119,0.1016194814132047,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,130,3,3.5045767787731053,0.09033696022462742,10.06189394719673,0.2137539965224025,0.18623890269886365,0.014189662252352249,2.1760070944825807,0.21376819337014213,0.0007545289416046934,8.795933423600437e-05,3.3211734936092836,8.795993805371183e-05,-0.09711436079250592,0.0022137579836494863,3.477155738406711,0.13301549933434012,4.568160321977403,0.1711038910610352,-1.2462322976854112,0.17110389106103516,-0.09636167102036652,0.0022442571581079256,4.56051343053182,0.13129756871013226,0.5368666666666666,0.0004618802153517218,-3.161107071224405,0.09100846625421123,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,131,3,3.5105283323562504,0.11250151288372587,10.057102228655959,0.21458659213810713,0.1857677852746212,0.013476548373108759,2.1808238456195053,0.21458137610927533,0.0007726805975614822,0.00014312034058703592,3.3211553444465003,0.00014311574403614284,-0.09706049181069389,0.0022408531174296915,3.4689647886488175,0.13452468509786558,4.559239493476021,0.1851623787367263,-1.237311469184028,0.18516237873672625,-0.09628869355343006,0.0023209639749613865,4.549366264088949,0.1479773008096853,0.5369333333333333,0.0015011106998930588,-3.15338048663058,0.10257006916328046,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,132,3,3.5016742560899616,0.11302860321534436,10.049977775776027,0.23413493283333994,0.18590864701704546,0.014236192636009315,2.1879215190807977,0.23412183947453755,0.0007348642030234314,9.547096310756491e-05,3.3211931550141536,9.547290846075534e-05,-0.09699810119910222,0.002440123802617874,3.465668333901299,0.1499665633658622,4.574317349327935,0.17560692793826357,-1.252389325035943,0.17560692793826374,-0.09626273922081346,0.0024700607402305197,4.563177489217122,0.14034727689934887,0.5358666666666667,0.0022744962812309157,-3.1629536757741072,0.09728138999945916,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,133,3,3.5100555862441207,0.1394600486663909,10.05026726469849,0.23903954820559897,0.18585922703598487,0.01639656266899949,2.1876555060346923,0.2390849085075071,0.000826304736399448,0.0002011988179667395,3.3211017178766653,0.0002011972434688628,-0.096992614820148,0.0025062490568394462,3.469265037112766,0.16253614857336704,4.583957354227702,0.17464282110276158,-1.2620293299357097,0.17464282110276172,-0.09616794349308366,0.002572513750322559,4.573597222137451,0.13894182437248778,0.5362,0.0014000000000000045,-3.1701761172336695,0.09630723241914384,0.9999925925925925,1.2830005982051698e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,134,3,3.506595174471537,0.142622782699373,10.051872063766828,0.2420368112655274,0.18621086351799243,0.015304131083257864,2.1860275343060493,0.24205075328697115,0.0007441061645129759,0.0001245254170363318,3.3211839158426635,0.00012452923952169272,-0.09701212343167176,0.002543187327356214,3.467072301440769,0.163899627192728,4.593067328135173,0.1767376343452316,-1.2711393038431804,0.17673763434523163,-0.09626668549113804,0.00257784799119466,4.581611646779378,0.14138196963378322,0.5366666666666667,0.0026407069760450604,-3.1757312340128703,0.09799852975463082,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,135,3,3.5033968727697027,0.1425242588820595,10.032967148405133,0.27430981186279646,0.18728959517045454,0.01795941516718398,2.2049195321671893,0.27429846387189905,0.0007224467377509978,0.00010548293490106771,3.321205572648482,0.000105482977638715,-0.09682627245219368,0.0028646276550791925,3.4621229436662464,0.1659725566496272,4.597193559010823,0.17398727468535763,-1.2752655347188313,0.1739872746853575,-0.09610430487570938,0.002874758571965527,4.586324946594239,0.1369935134123702,0.5358666666666667,0.0020033305601754965,-3.1789983255954266,0.09495670219984949,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,136,3,3.495558886365457,0.1463242576017034,10.02093834588022,0.27414454607348454,0.18838822798295454,0.01737286816692922,2.216942168546445,0.2741476138344083,0.0006994359096786479,0.00010602126443467157,3.321228593136325,0.00010602934347458731,-0.09671382227856101,0.002867030223536202,3.4544688860575357,0.16995926324566404,4.602388328976101,0.16633637393732156,-1.280460304684109,0.16633637393732137,-0.09601424868150993,0.002892419788271942,4.592164596557617,0.13066017267105656,0.5357333333333333,0.0027592269448767034,-3.1830460452850224,0.09056684020511613,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,137,3,3.4880972093704976,0.14966821537024277,10.010807635206165,0.2737751350578982,0.18886341441761365,0.019228015085833206,2.227097297030868,0.27375596916828815,0.0006797914249380648,9.08699621675964e-05,3.3212482351245303,9.087073293755586e-05,-0.0966199770936686,0.002867611926819909,3.446527825461494,0.1713745150199834,4.603689193725586,0.17542163492063026,-1.2817611694335938,0.17542163492063045,-0.09593975448166882,0.0028967855293976076,4.594662740580241,0.13782911997697492,0.5352666666666667,0.003002221399786084,-3.18477751801686,0.09553585802241682,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,138,3,3.4759386452761567,0.15493120823792988,9.996971144820705,0.2761039261733137,0.18955203894412878,0.016842290592212653,2.2409010436950307,0.27609261407749075,0.0006654503703237314,8.462281750243881e-05,3.3212625750086526,8.46206685469172e-05,-0.09649377090461327,0.002899767549955606,3.4342618253495956,0.17790949882259763,4.613464302486843,0.17545712774455505,-1.2915362781948512,0.1754571277445552,-0.09583200042424378,0.0029303070042083906,4.605226414489746,0.1364041958144352,0.5364666666666666,0.003801753981168893,-3.1920997054836,0.0945481282868141,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,139,3,3.4673390262054675,0.15733977391361814,9.983133187799742,0.29322956143732537,0.19018939393939394,0.018881404142141987,2.2547575307614873,0.2932070262882381,0.0006604269725688606,6.262402929740282e-05,3.321267597603075,6.261580070927929e-05,-0.09636399065229027,0.003075563134459687,3.4252563582526308,0.1773064606803192,4.61468580034044,0.17566154188581293,-1.2927577760484483,0.17566154188581304,-0.09570462035249781,0.003093590832009643,4.604678777567546,0.13637015403431266,0.5364000000000001,0.002227105745131938,-3.1917201206317576,0.09452458115017959,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,140,3,3.4553729458288713,0.163918132956465,9.98169814637213,0.29928252912547715,0.19060798413825755,0.019306713469346176,2.256229277361523,0.2992345589198116,0.0006489726367748737,7.217990755937306e-05,3.321279049822778,7.217886449657407e-05,-0.0963616060996146,0.003148338671839397,3.412056710984972,0.18625050136229754,4.62723954518636,0.17476826516118832,-1.3053115208943684,0.17476826516118854,-0.09571067551860103,0.0031683602591665136,4.6165841148376465,0.13766709635631094,0.5374,0.0021633307652784285,-3.199972363551526,0.0954236766447862,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,141,3,3.4450297743985145,0.16874522835244266,9.972724401589597,0.3120993856932922,0.19131969105113636,0.02064125819700378,2.265157688070427,0.31209719938721636,0.0006386175878794871,7.238920158925562e-05,3.321289405678258,7.239061473514995e-05,-0.09628221209189207,0.0032825837461939664,3.4038506613837343,0.1883694088231717,4.630092938741048,0.17982963288123327,-1.308164914449056,0.1798296328812331,-0.0956451639563949,0.0033064193077798534,4.620965640513102,0.13905572862080162,0.5376,0.0026907248094147386,-3.203009366044288,0.09638617934936866,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,142,3,3.440849622542208,0.16127359434007493,9.973950324636517,0.31873438587118524,0.19041185783617423,0.021116332405101367,2.263971111765414,0.31873777675045856,0.0006534351743925291,7.745663235905527e-05,3.3212745961817824,7.745251766095726e-05,-0.09629865184031201,0.0033428853293117344,3.4066774580213757,0.17462071466669393,4.642104784647624,0.18077426319232107,-1.3201767603556316,0.180774263192321,-0.09564453957080842,0.003325548756348559,4.631971617635091,0.14157565147550946,0.5372666666666667,0.0023180451534284855,-3.210638207736403,0.09813271545347049,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,-0.1,default,transformer,143,3,3.437266958933888,0.15713430321322436,9.957319738286914,0.32477409017822156,0.19221028645833335,0.021301562804778088,2.280583188615062,0.3247756881030923,0.0006373704879727236,7.518666223284394e-05,3.321290649247892,7.518738657695835e-05,-0.09613592839432937,0.003396042421665498,3.390662299262153,0.1832507712097845,4.647455321417914,0.18125378848932613,-1.3255272971259222,0.18125378848932625,-0.09549841417559872,0.0033716891786493737,4.636811843617758,0.14158935044494814,0.5374666666666666,0.002858904218985521,-3.213993038809255,0.09814230920539428,1.0,0.0,,,,,,,,,,
