model,beta,mchead,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cdib,1.0,3,0,78,-0.18261326996413144,2.088228204345703,0.4966,0.9975111111111111
cdib,1.0,3,0,79,-0.18385879067074168,2.073171287918091,0.4938,0.9972888888888889
cdib,1.0,3,0,80,-0.18467887888388201,2.085897633743286,0.4958,0.9975333333333334
cdib,1.0,3,0,81,-0.18537305759299885,2.1115078052520753,0.4974,0.9971555555555556
cdib,1.0,3,0,82,-0.18724338946559213,2.1259353172302244,0.4966,0.9972666666666666
cdib,1.0,3,0,83,-0.1882800766316327,2.108747745132446,0.4948,0.9972444444444445
cdib,1.0,3,0,84,-0.1891485511888157,2.1260584323883056,0.4984,0.9973777777777778
cdib,1.0,3,0,85,-0.1903175961559469,2.1177858470916746,0.497,0.9970222222222223
cdib,1.0,3,0,86,-0.19081787949908863,2.135929600524902,0.497,0.9976666666666667
cdib,1.0,3,0,87,-0.19213978717110375,2.1224752460479737,0.4962,0.9976888888888888
cdib,1.0,3,0,88,-0.19275804312879388,2.1285903224945066,0.495,0.9972666666666666
cdib,1.0,3,0,89,-0.19327308615771208,2.170124397277832,0.4964,0.9973777777777778
cdib,1.0,3,0,90,-0.19475475680394605,2.149368935775757,0.4934,0.9973111111111111
cdib,1.0,3,0,91,-0.1952382101687518,2.1651606620788573,0.4952,0.9971333333333333
cdib,1.0,3,0,92,-0.1966716443863782,2.1629043048858643,0.4966,0.9976444444444444
cdib,1.0,3,0,93,-0.19710545736226168,2.1779291015625,0.4954,0.9974888888888889
cdib,1.0,3,0,94,-0.197904408641295,2.174937544250488,0.497,0.9973111111111111
cdib,1.0,3,0,95,-0.1993231487913565,2.1572020862579344,0.4958,0.9976222222222222
cdib,1.0,3,0,96,-0.1988571562940424,2.2156532978057863,0.4956,0.9972
cdib,1.0,3,0,97,-0.199910682591525,2.210582144165039,0.4954,0.9973333333333333
cdib,1.0,3,0,98,-0.20116338158954272,2.185790433883667,0.4948,0.9975333333333334
cdib,1.0,3,0,99,-0.20115192468383095,2.232951277542114,0.496,0.9973777777777778
cdib,1.0,3,0,100,-0.20199566291462293,2.2025237663269044,0.495,0.9976888888888888
cdib,1.0,3,0,101,-0.20311261194185778,2.1972331035614014,0.4964,0.9973111111111111
cdib,1.0,3,0,102,-0.20342192396250638,2.211686864852905,0.4952,0.9974
cdib,1.0,3,0,103,-0.20356877635175533,2.2225814029693605,0.4954,0.9977777777777778
cdib,1.0,3,0,104,-0.20493587445129047,2.2358728828430174,0.496,0.9976444444444444
cdib,1.0,3,0,105,-0.20521913792653518,2.2527660778045653,0.4942,0.9976222222222222
cdib,1.0,3,0,106,-0.20554813244559547,2.2478462406158446,0.494,0.9976888888888888
cdib,1.0,3,0,107,-0.20569631603414362,2.249730810546875,0.4948,0.9972888888888889
cdib,1.0,3,0,108,-0.2062662702722983,2.217160593032837,0.4934,0.9975555555555555
cdib,1.0,3,0,109,-0.20692175562165,2.2495428848266603,0.496,0.9973777777777778
cdib,1.0,3,0,110,-0.20763426891240205,2.251572476196289,0.4942,0.9971555555555556
cdib,1.0,3,0,111,-0.20774506141489202,2.250889407348633,0.494,0.9975555555555555
cdib,1.0,3,0,112,-0.2089404733874581,2.2505084255218506,0.4946,0.9974444444444445
cdib,1.0,3,0,113,-0.20945794563076714,2.2582961708068847,0.4946,0.9976444444444444
cdib,1.0,3,0,114,-0.20884415987838398,2.230675040817261,0.496,0.9976888888888888
cdib,1.0,3,0,115,-0.21061796740293504,2.235454609298706,0.4938,0.9975555555555555
cdib,1.0,3,0,116,-0.21072045684727755,2.263845715713501,0.4946,0.9972222222222222
cdib,1.0,3,0,117,-0.2115077759439295,2.2905633934020995,0.4916,0.9975555555555555
cdib,1.0,3,0,118,-0.21128476019555872,2.2876394458770752,0.4946,0.9974444444444445
cdib,1.0,3,0,119,-0.21202678342299028,2.2603099475860597,0.493,0.9976222222222222
cdib,1.0,3,0,120,-0.21187009528658607,2.2670192573547365,0.494,0.9976222222222222
cdib,1.0,3,0,121,-0.21245744319395585,2.303002331161499,0.4938,0.9975555555555555
cdib,1.0,3,0,122,-0.21271635924035853,2.322462334060669,0.4942,0.9976444444444444
cdib,1.0,3,0,123,-0.21405821538838474,2.2740732231140135,0.4928,0.9973333333333333
cdib,1.0,3,0,124,-0.21354521610953592,2.2584647579193113,0.4948,0.9973333333333333
cdib,1.0,3,0,125,-0.21303573760119351,2.297111330795288,0.493,0.9974222222222222
cdib,1.0,3,0,126,-0.21352211625359274,2.316273941421509,0.493,0.9974666666666666
cdib,1.0,3,0,127,-0.21532156970934435,2.3129352909088134,0.495,0.9972888888888889
cdib,1.0,3,0,128,-0.21466071735295383,2.2854238052368165,0.4934,0.9973555555555556
cdib,1.0,3,0,129,-0.21502984376603906,2.293416594696045,0.4924,0.9976444444444444
cdib,1.0,3,0,130,-0.21564447973641482,2.3240869705200193,0.494,0.9975111111111111
cdib,1.0,3,0,131,-0.2163237673109228,2.292621952056885,0.4946,0.9978666666666667
cdib,1.0,3,0,132,-0.21590264667597683,2.2948669929504395,0.4928,0.9974888888888889
cdib,1.0,3,0,133,-0.2171146904555234,2.3281267906188963,0.4952,0.9976888888888888
cdib,1.0,3,0,134,-0.21678530359484932,2.2904402347564696,0.4968,0.9974
cdib,1.0,3,0,135,-0.2176989813262766,2.307842565536499,0.4934,0.9973555555555556
cdib,1.0,3,0,136,-0.21724614565372466,2.3431586265563964,0.4936,0.9975777777777778
cdib,1.0,3,0,137,-0.21694832621054216,2.3264947338104247,0.4952,0.9973555555555556
cdib,1.0,3,0,138,-0.2183471163966439,2.363938631057739,0.4928,0.9972666666666666
cdib,1.0,3,0,139,-0.2183237236283042,2.3384129932403566,0.493,0.9974444444444445
cdib,1.0,3,0,140,-0.21898450260162353,2.350906241226196,0.4926,0.9975111111111111
cdib,1.0,3,0,141,-0.21913620465885508,2.3422541996002195,0.4952,0.9976
cdib,1.0,3,0,142,-0.21953045361692256,2.3382952980041503,0.4952,0.9973777777777778
cdib,1.0,3,0,143,-0.21978475522561508,2.3224352405548094,0.495,0.9976222222222222
cdib,1.0,3,0,144,-0.2193361493327401,2.3467547508239748,0.4946,0.9975777777777778
cdib,1.0,3,0,145,-0.2196393277580088,2.350628151702881,0.492,0.9976
cdib,1.0,3,0,146,-0.21973619380647486,2.3173548149108885,0.4942,0.9973333333333333
cdib,1.0,3,0,147,-0.2202469753525474,2.3410160217285156,0.4932,0.9977111111111111
cdib,1.0,3,0,148,-0.22009958163174717,2.348217851638794,0.495,0.9976222222222222
cdib,1.0,3,0,149,-0.22050951727845453,2.3269497188568113,0.4942,0.9975111111111111
cdib,1.0,3,0,150,-0.22126894981861114,2.360265719985962,0.4934,0.9975333333333334
cdib,1.0,3,0,151,-0.22086845909031955,2.3546220844268797,0.4922,0.9973333333333333
cdib,1.0,3,0,152,-0.2215407718961889,2.3607316722869873,0.4938,0.9974222222222222
cdib,1.0,3,0,153,-0.2216936249884692,2.3397228446960447,0.4938,0.9974444444444445
cdib,1.0,3,0,154,-0.2219139963280071,2.3547223556518553,0.4922,0.9975333333333334
cdib,1.0,3,0,155,-0.22245405612208627,2.3652570304870606,0.4922,0.9975777777777778
cdib,1.0,3,0,156,-0.22200585511380977,2.3422795455932617,0.4954,0.9973111111111111
cdib,1.0,3,0,157,-0.22179762636964973,2.3181594741821288,0.4922,0.9974444444444445
cdib,1.0,3,0,158,-0.22216408839225768,2.337270565414429,0.4938,0.9974888888888889
cdib,1.0,3,0,159,-0.22149561349478636,2.3613959182739257,0.494,0.9971777777777778
cdib,1.0,3,0,160,-0.22298138611099938,2.3479539169311523,0.4908,0.9975333333333334
cdib,1.0,3,0,161,-0.22225666845928538,2.344505178833008,0.4934,0.9974222222222222
cdib,1.0,3,0,162,-0.22302964845137163,2.3762218910217285,0.4934,0.9974444444444445
cdib,1.0,3,0,163,-0.22290666840726678,2.3676637184143066,0.4942,0.9976
cdib,1.0,3,0,164,-0.22242109131379562,2.3517129066467284,0.4934,0.9975111111111111
cdib,1.0,3,0,165,-0.22396838823231785,2.35881722946167,0.4932,0.9978666666666667
cdib,1.0,3,0,166,-0.22309267612804065,2.3716185550689697,0.4946,0.9976444444444444
cdib,1.0,3,0,167,-0.22362447990937667,2.3634904266357424,0.4944,0.9973555555555556
cdib,1.0,3,0,168,-0.2246101942062378,2.3663867305755617,0.4934,0.9973777777777778
cdib,1.0,3,0,169,-0.22336532183777202,2.3834712989807127,0.4948,0.9976
cdib,1.0,3,0,170,-0.22368475861115888,2.370321527862549,0.4942,0.9975555555555555
cdib,1.0,3,0,171,-0.2242839011257345,2.3782363830566404,0.4942,0.9975333333333334
cdib,1.0,3,0,172,-0.22468970159617338,2.3692764060974123,0.493,0.9979555555555556
cdib,1.0,3,0,173,-0.2239400498000058,2.334852045440674,0.4908,0.9974444444444445
cdib,1.0,3,0,174,-0.22492399519356815,2.3906463748931883,0.4932,0.9972444444444445
cdib,1.0,3,0,175,-0.2244122991431843,2.346280406188965,0.4934,0.9976666666666667
cdib,1.0,3,0,176,-0.22497908895015717,2.3545851463317873,0.493,0.9977111111111111
cdib,1.0,3,0,177,-0.22477916044755417,2.3688888748168946,0.4958,0.9972888888888889
cdib,1.0,3,0,178,-0.22546566564386541,2.3696484714508057,0.492,0.9974666666666666
cdib,1.0,3,0,179,-0.22485639689185402,2.373377494430542,0.4936,0.9974222222222222
cdib,1.0,3,0,180,-0.22529073284322565,2.3836717884063723,0.4924,0.9975333333333334
cdib,1.0,3,0,181,-0.22522722236893394,2.410086901092529,0.4922,0.9978888888888889
cdib,1.0,3,0,182,-0.2250600416833704,2.396438782119751,0.4932,0.9977333333333334
cdib,1.0,3,0,183,-0.22623609637780623,2.3417444469451905,0.4934,0.9976888888888888
cdib,1.0,3,0,184,-0.22561601698181846,2.362897262573242,0.4934,0.9975333333333334
cdib,1.0,3,0,185,-0.22520648734786294,2.372225472640991,0.4926,0.9974
cdib,1.0,3,0,186,-0.22554364318630912,2.372844348526001,0.492,0.9975777777777778
cdib,1.0,3,0,187,-0.2260988857052543,2.3793840789794922,0.4922,0.9974666666666666
cdib,1.0,3,0,188,-0.22541704854098232,2.4118376056671145,0.4938,0.9975555555555555
cdib,1.0,3,0,189,-0.22643290624835274,2.377580065536499,0.4922,0.9975111111111111
cdib,1.0,3,0,190,-0.22550665810758416,2.3721808135986326,0.4916,0.9976222222222222
cdib,1.0,3,0,191,-0.22532561797662215,2.381164940261841,0.4936,0.9972888888888889
cdib,1.0,3,0,192,-0.2257593112858859,2.3892607608795164,0.4916,0.9974888888888889
cdib,1.0,3,0,193,-0.22611315337094393,2.393678324127197,0.493,0.9974888888888889
cdib,1.0,3,0,194,-0.226752329379862,2.3730588077545165,0.4944,0.9978222222222223
cdib,1.0,3,0,195,-0.22666154213818637,2.3726611110687257,0.4924,0.9974888888888889
cdib,1.0,3,0,196,-0.22734063611464067,2.3832524532318113,0.493,0.9974222222222222
cdib,1.0,3,0,197,-0.22623923898176712,2.413602878189087,0.494,0.9974222222222222
cdib,1.0,3,0,198,-0.2260505061756481,2.3449850368499754,0.494,0.9973555555555556
cdib,1.0,3,0,199,-0.22712929114211688,2.3825179542541504,0.4932,0.9974
cdib,1.0,3,2,0,1.522405228476091,2.091916926574707,0.252,0.2459111111111111
cdib,1.0,3,2,1,1.3739456583716652,1.994581395149231,0.3318,0.439
cdib,1.0,3,2,2,1.2413876839204268,1.9117497150421143,0.366,0.5775333333333333
cdib,1.0,3,2,3,1.111744826594266,1.8437813648223877,0.4054,0.6782444444444444
cdib,1.0,3,2,4,0.9843455602905967,1.7763381551742554,0.4346,0.7574888888888889
cdib,1.0,3,2,5,0.8640005452502858,1.7156453531265259,0.4588,0.8114888888888889
cdib,1.0,3,2,6,0.7521951466560364,1.678540386390686,0.461,0.8537777777777777
cdib,1.0,3,2,7,0.649220367605036,1.6388792499542237,0.469,0.8804
cdib,1.0,3,2,8,0.5604636573011225,1.603827103805542,0.478,0.9037333333333334
cdib,1.0,3,2,9,0.4805076643250205,1.5811488822937012,0.4754,0.9209555555555555
cdib,1.0,3,2,10,0.4139584680297158,1.5716451578140258,0.4776,0.9295555555555556
cdib,1.0,3,2,11,0.353383372332833,1.5649924396514892,0.485,0.9391555555555555
cdib,1.0,3,2,12,0.30412123496315696,1.5648389112472534,0.4818,0.9436666666666667
cdib,1.0,3,2,13,0.260862139524113,1.5605162788391114,0.4848,0.9497111111111111
cdib,1.0,3,2,14,0.22249721345034512,1.5548877954483031,0.4874,0.9528666666666666
cdib,1.0,3,2,15,0.1909518216349862,1.5587351610183715,0.4934,0.9563777777777778
cdib,1.0,3,2,16,0.16196827036467465,1.5678069410324096,0.4882,0.9594444444444444
cdib,1.0,3,2,17,0.13714165161306208,1.5804096153259277,0.493,0.9626222222222223
cdib,1.0,3,2,18,0.11373751964867115,1.5781295406341553,0.4908,0.9638444444444444
cdib,1.0,3,2,19,0.09271844890551134,1.589772653388977,0.493,0.9669333333333333
cdib,1.0,3,2,20,0.07518899350369518,1.6041520418167114,0.4924,0.9677555555555556
cdib,1.0,3,2,21,0.0595476725469936,1.6181494461059571,0.4924,0.9689333333333333
cdib,1.0,3,2,22,0.04386390875117345,1.6353971189498901,0.4916,0.9705777777777778
cdib,1.0,3,2,23,0.03159809839292006,1.6358718173980713,0.4918,0.9714888888888888
cdib,1.0,3,2,24,0.018959691441059114,1.6465960920333862,0.4938,0.9731333333333333
cdib,1.0,3,2,25,0.007820403001525185,1.662703180885315,0.493,0.9736444444444444
cdib,1.0,3,2,26,-0.0010327303079041567,1.6975125326156617,0.4924,0.9731333333333333
cdib,1.0,3,2,27,-0.011313426513563502,1.7040159643173218,0.491,0.9746
cdib,1.0,3,2,28,-0.02122351976849816,1.7238084634780884,0.4954,0.9758
cdib,1.0,3,2,29,-0.02838674031441862,1.7404079553604126,0.4952,0.9756666666666667
cdib,1.0,3,2,30,-0.035032891872254286,1.7271274868011475,0.4956,0.9761111111111112
cdib,1.0,3,2,31,-0.0422594869541851,1.7425452322006225,0.4924,0.9762666666666666
cdib,1.0,3,2,32,-0.048153490807251495,1.7680623489379883,0.4932,0.9765777777777778
cdib,1.0,3,2,33,-0.0544946677300063,1.80079639377594,0.4894,0.9764
cdib,1.0,3,2,34,-0.0602073000962084,1.7817762964248658,0.4944,0.9775111111111111
cdib,1.0,3,2,35,-0.06677613700330258,1.7886608884811401,0.4938,0.9780666666666666
cdib,1.0,3,2,36,-0.07111597614505075,1.8392824745178222,0.492,0.9782444444444445
cdib,1.0,3,2,37,-0.07516179482584649,1.847999471282959,0.4896,0.9782222222222222
cdib,1.0,3,2,38,-0.08013149519616908,1.8524781400680541,0.494,0.9788666666666667
cdib,1.0,3,2,39,-0.08450029689073563,1.868436404800415,0.491,0.9788222222222223
cdib,1.0,3,2,40,-0.0880235382980921,1.8893768077850341,0.4906,0.9788
cdib,1.0,3,2,41,-0.09198877059925686,1.8864029479980469,0.4932,0.9792666666666666
cdib,1.0,3,2,42,-0.09637044807347385,1.9081706859588623,0.4918,0.9796222222222222
cdib,1.0,3,2,43,-0.09934423993067308,1.9311018102645874,0.4904,0.9797333333333333
cdib,1.0,3,2,44,-0.10390672161254016,1.9419375408172608,0.4944,0.9801777777777778
cdib,1.0,3,2,45,-0.10690486167452552,1.962498928642273,0.4904,0.9799555555555556
cdib,1.0,3,2,46,-0.10994624053903601,1.9454724504470826,0.4912,0.9804888888888889
cdib,1.0,3,2,47,-0.1126795663616874,1.9657689527511597,0.4892,0.9803111111111111
cdib,1.0,3,2,48,-0.11570960643941706,1.9730426910400392,0.4908,0.9811555555555556
cdib,1.0,3,2,49,-0.11816525845283812,1.9783054393768311,0.4916,0.9807555555555556
cdib,1.0,3,2,50,-0.12009899108084765,1.9970504878997803,0.4906,0.9802222222222222
cdib,1.0,3,2,51,-0.12347423693483527,2.037176628303528,0.4874,0.9814666666666667
cdib,1.0,3,2,52,-0.12601066026037389,2.00841831703186,0.4892,0.9811555555555556
cdib,1.0,3,2,53,-0.1282930578784509,2.069409265899658,0.4892,0.9817333333333333
cdib,1.0,3,2,54,-0.13064423840696163,2.0739169807434084,0.4896,0.9814666666666667
cdib,1.0,3,2,55,-0.1327709530862895,2.03717880821228,0.4896,0.9815555555555555
cdib,1.0,3,2,56,-0.13594044711806558,2.0889137619018556,0.4864,0.9823555555555555
cdib,1.0,3,2,57,-0.13670420264547523,2.0777527477264406,0.4896,0.9817333333333333
cdib,1.0,3,2,58,-0.1398475865895098,2.076171189880371,0.4868,0.9826444444444444
cdib,1.0,3,2,59,-0.1407498264247721,2.102510430908203,0.486,0.982
cdib,1.0,3,2,60,-0.142455649098483,2.139002039718628,0.4868,0.9829111111111111
cdib,1.0,3,2,61,-0.14375725677230142,2.136064657211304,0.4848,0.9813333333333333
cdib,1.0,3,2,62,-0.14545341359485278,2.11405643157959,0.4856,0.9815333333333334
cdib,1.0,3,2,63,-0.1490674348007549,2.1659704208374024,0.4854,0.9835111111111111
cdib,1.0,3,2,64,-0.14945399339199067,2.1952266311645507,0.4882,0.983
cdib,1.0,3,2,65,-0.15030984911268408,2.15833391418457,0.4886,0.9820888888888889
cdib,1.0,3,2,66,-0.15258241940411654,2.179050149536133,0.483,0.9826
cdib,1.0,3,2,67,-0.15418580170111224,2.1857385330200194,0.4864,0.9831777777777778
cdib,1.0,3,2,68,-0.15458500973311337,2.1771976680755616,0.4872,0.9823111111111111
cdib,1.0,3,2,69,-0.1566612437508323,2.168234326553345,0.4862,0.9831111111111112
cdib,1.0,3,2,70,-0.15799735940152948,2.2161630046844483,0.4834,0.9835777777777778
cdib,1.0,3,2,71,-0.1590692569147457,2.179596551132202,0.485,0.9834
cdib,1.0,3,2,72,-0.16013830106475135,2.223336172103882,0.4854,0.9830444444444445
cdib,1.0,3,2,73,-0.1624135272790085,2.2026986122131347,0.4846,0.9833111111111111
cdib,1.0,3,2,74,-0.16378836889700457,2.2395244583129883,0.4842,0.9837555555555556
cdib,1.0,3,2,75,-0.16333091104735029,2.2209731624603273,0.4852,0.9835333333333334
cdib,1.0,3,2,76,-0.16425430686473846,2.283463468170166,0.481,0.9833555555555555
cdib,1.0,3,2,77,-0.1668135225946253,2.240171842956543,0.4854,0.9838
cdib,1.0,3,2,78,-0.16827868863452564,2.256492712020874,0.486,0.9836888888888888
cdib,1.0,3,2,79,-0.16825606339628046,2.3320295906066892,0.4816,0.9828888888888889
cdib,1.0,3,2,80,-0.1695855501760136,2.2515287479400636,0.4842,0.9836222222222222
cdib,1.0,3,2,81,-0.169622843076966,2.256107532119751,0.482,0.9831111111111112
cdib,1.0,3,2,82,-0.17173847706317902,2.3006567161560056,0.482,0.9838888888888889
cdib,1.0,3,2,83,-0.17158139184604992,2.293197356033325,0.484,0.9833555555555555
cdib,1.0,3,2,84,-0.1731980354991826,2.2790905937194825,0.482,0.9838888888888889
cdib,1.0,3,2,85,-0.17478079351728612,2.2725729293823242,0.4846,0.9841111111111112
cdib,1.0,3,2,86,-0.1754173213741996,2.2860466293334962,0.4816,0.9832888888888889
cdib,1.0,3,2,87,-0.17630711288452147,2.2989037551879883,0.4842,0.9835111111111111
cdib,1.0,3,2,88,-0.17566131720597095,2.316986943054199,0.4834,0.9828444444444444
cdib,1.0,3,2,89,-0.1775419416145845,2.31977857131958,0.4824,0.9848444444444444
cdib,1.0,3,2,90,-0.17749881126663902,2.3324177253723146,0.4814,0.9835111111111111
cdib,1.0,3,2,91,-0.18048053843541578,2.3546182777404785,0.4818,0.9839555555555556
cdib,1.0,3,2,92,-0.180688799552484,2.3309880420684816,0.4806,0.9839333333333333
cdib,1.0,3,2,93,-0.18023065706599842,2.3150802062988283,0.482,0.9836
cdib,1.0,3,2,94,-0.18225821421146393,2.3750802719116213,0.4804,0.9843777777777778
cdib,1.0,3,2,95,-0.18157479526996612,2.3511191467285157,0.4794,0.9836444444444444
cdib,1.0,3,2,96,-0.18238095694021744,2.3567062129974365,0.4824,0.9840666666666666
cdib,1.0,3,2,97,-0.18288804011561655,2.3729711738586428,0.4824,0.9838
cdib,1.0,3,2,98,-0.1834172754677859,2.3826552810668944,0.481,0.9832222222222222
cdib,1.0,3,2,99,-0.184939866065979,2.3704731967926027,0.4818,0.9845333333333334
cdib,1.0,3,2,100,-0.1849689004356211,2.3987329959869386,0.48,0.9835777777777778
cdib,1.0,3,2,101,-0.186163992803747,2.385853143310547,0.4812,0.9847555555555556
cdib,1.0,3,2,102,-0.18510922175320713,2.390877069091797,0.4788,0.9832222222222222
cdib,1.0,3,2,103,-0.18672076763890005,2.3536850128173827,0.4808,0.9840444444444445
