experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,36,3,-0.3968184716528112,0.000252826425912335,3.7176820313771564,0.057187407999135305,0.4981333333333334,0.0076428615932341145,0.9958814814814815,0.00025947081315754014
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,37,3,-0.4017046536134951,0.001381280646774344,3.750617274729411,0.05612475035635079,0.49713333333333337,0.008649470118645036,0.9958666666666667,0.00016777409856153904
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,38,3,-0.40753476430864044,0.0017416755465053503,3.81394228960673,0.06567226854148626,0.4952666666666667,0.009272180613713961,0.9958,0.0004618802153516498
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,39,3,-0.41071749328410984,0.00046152075101880085,3.830979055658976,0.09167883586024957,0.4965333333333333,0.009737213838328368,0.9957555555555556,0.0003006166501881455
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,40,3,-0.4180928735602986,0.0015673847380618259,3.8748682497660316,0.08391295559435781,0.49700000000000005,0.009551963149007648,0.9957333333333334,0.00035763282087626695
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,41,3,-0.42245007723894984,0.0007297262155841417,3.9116579574584964,0.061601262967948954,0.49499999999999994,0.007501999733404469,0.9960222222222223,0.0004079457722374908
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,42,3,-0.42774747389157614,0.0017240464259986887,3.935868077214559,0.07884439465073168,0.49393333333333334,0.009485427419643972,0.9956666666666667,0.00013333333333331865
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,43,3,-0.43284477368846086,0.0007326486738535938,3.9626314347585043,0.06077297045136237,0.4935333333333333,0.01004854881728367,0.9954518518518519,0.0004333808141128445
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,44,3,-0.43619436351747226,0.0016208699807181788,4.004860812505086,0.06519170989267635,0.4937333333333333,0.009728994466713088,0.9956444444444444,0.0002888888888888973
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,45,3,-0.4405261226798549,0.0014056677887858632,4.048234606679281,0.08300321960176944,0.49239999999999995,0.009699484522385709,0.9953481481481482,0.00013394919496313484
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,46,3,-0.44583565917448564,0.0011536355889910572,4.082326023991903,0.05940368715802044,0.4926,0.010405767631462871,0.9955925925925926,0.0002796234976026692
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,47,3,-0.4499513068524274,0.001479862886051067,4.1243477734883625,0.0630709498883936,0.492,0.008199999999999985,0.9955333333333334,0.00034924963656666504
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,48,3,-0.45403450811704005,0.0022964159617446063,4.132487226740519,0.05714998110654929,0.4928666666666666,0.008533072912692877,0.9954148148148149,0.00028917364882880746
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,49,3,-0.4578182186263981,0.0006543441371734999,4.149314266840617,0.07833175212631481,0.4908666666666666,0.011273567906094932,0.9954148148148149,0.00018899778995812145
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,50,3,-0.4611715862722108,0.001370575243083646,4.171893181991577,0.08047926287137835,0.49226666666666663,0.00926354863609694,0.9953851851851853,0.00037864823464092923
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,51,3,-0.4648891954971082,0.00295026273197358,4.226971557871501,0.07145478615938433,0.49079999999999996,0.010967223896684164,0.9955333333333334,0.0004781652175855778
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,52,3,-0.4680627357222817,0.001571951035713911,4.2387088091532386,0.06528735393343046,0.48966666666666664,0.010147577707676514,0.9953407407407407,0.00033726081297277995
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,53,3,-0.4719428554303719,0.00032460495063226245,4.271932866668702,0.06391836922605876,0.49039999999999995,0.009999999999999995,0.9951407407407408,0.00041116115811490165
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,54,3,-0.4746783897168709,0.0007560926675202406,4.286995864105225,0.08513932816229644,0.48933333333333334,0.008700191568772105,0.9952814814814813,0.00014458682441443859
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,55,3,-0.47991582555915363,0.001192391300059426,4.275362612915039,0.05890084754005871,0.4904,0.009429740187301012,0.9954000000000001,0.0003421067626297663
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,56,3,-0.4817223833430897,0.0021160376782894293,4.331811045328776,0.07456330982707271,0.4888666666666667,0.009252747339754463,0.9951481481481482,0.0004299487958794608
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,57,3,-0.4855783650094812,0.0008682221601647028,4.337886687723796,0.07916345075275535,0.4882666666666666,0.0091876729008674,0.9949925925925927,0.00010501812502780623
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,58,3,-0.48775673794601904,0.0027296338969707954,4.35043089650472,0.07761858795716416,0.49046666666666666,0.010346658075597783,0.9952518518518518,0.0003727332037158016
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,59,3,-0.4908045584548604,0.0001768951169346001,4.414227408854167,0.06437495322715675,0.48839999999999995,0.008715503427800397,0.995125925925926,7.143445008146699e-05
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,60,3,-0.49384937757434266,0.000717021699333362,4.4099552523295085,0.08988124449820095,0.48879999999999996,0.010829589096544709,0.9951111111111111,0.00018986674989599354
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,61,3,-0.4971989414908669,0.0030751464460009744,4.412709584299723,0.09811685474995688,0.48786666666666667,0.010519188815366587,0.9951481481481482,0.00017962008374790652
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,62,3,-0.4982915878816085,0.0018327456678763688,4.4177293197631835,0.09125009748952606,0.48806666666666665,0.009843441132720503,0.9951925925925926,0.0004008222002509225
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,63,3,-0.5019064927953663,0.0014812854733860822,4.466863590240479,0.07612520088529251,0.48606666666666665,0.009790471558272004,0.9949333333333333,0.0003355481971231589
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,64,3,-0.505094926962708,0.0020775147987337128,4.470198790740967,0.07248473191212945,0.48699999999999993,0.010812955192730648,0.994725925925926,0.00026511896545444665
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,65,3,-0.5075994378364447,0.0019255677723248317,4.495978590901692,0.11114395258055236,0.48806666666666665,0.010830204676428468,0.9952740740740741,0.00017824013948912346
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,66,3,-0.508675969768293,0.0018264991400196943,4.519170657348632,0.07027168269661985,0.48666666666666664,0.009209415471859958,0.9946814814814814,0.00032228607285638875
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,67,3,-0.5107696477875564,0.0010658896509191597,4.501939546457926,0.07348824170824271,0.48866666666666664,0.009411340676722616,0.9951703703703704,0.0002135338563762432
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,68,3,-0.5127436891989274,0.0010296355585873414,4.5406869064331055,0.09522453901368233,0.4872666666666667,0.01115407249991382,0.9949407407407408,0.0004183054193627889
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,69,3,-0.5152661586255739,0.001379212351808162,4.548287366739909,0.07536322991147615,0.4865333333333333,0.010477276999933375,0.9952740740740742,0.00024377011365788712
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,70,3,-0.5184164034482205,0.0009845851207391772,4.5636995429992675,0.09044604756010247,0.48646666666666666,0.009508592605287742,0.9947259259259259,0.0005165571369366797
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,71,3,-0.5205191543940342,0.002638360455619332,4.57312046661377,0.08516663217669934,0.48573333333333335,0.01077837340851266,0.9950296296296296,0.00019159284676108595
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,72,3,-0.521732817883925,0.0009769328070805094,4.577376925150553,0.08077820060488815,0.4862666666666667,0.011349596174901258,0.9947777777777778,0.00036717136981909013
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,73,3,-0.5236860758738083,0.0011194952560236089,4.601959599304199,0.08135059348691112,0.48679999999999995,0.009608329719571485,0.9951777777777777,0.0005841528634709057
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,74,3,-0.5244497750802474,0.0023305532719720633,4.600118647257488,0.06230627468943396,0.4832666666666667,0.010265151403332212,0.9948148148148149,0.00023761503603480185
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,75,3,-0.528044071079023,0.002257334927181432,4.613121883646648,0.09617646104685622,0.4847333333333333,0.008904680417248742,0.9950814814814816,8.981004187395326e-05
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,76,3,-0.530013326327006,0.0012922136700136914,4.625675433603923,0.083701513163121,0.4854,0.011537764081484748,0.9951703703703704,0.0003599268329853785
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,77,3,-0.5309508704272183,0.0012776971491685251,4.64525251083374,0.06881132653915192,0.48419999999999996,0.010615083607772486,0.995037037037037,0.0001479628470772533
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,78,3,-0.5331414093407717,0.0016467607735139915,4.65456324005127,0.05846395407736773,0.48466666666666663,0.010463906217724502,0.9951629629629629,7.804187965075726e-05
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,79,3,-0.5338344668532863,0.001338995779197735,4.675619867451986,0.08512232467480572,0.48500000000000004,0.010053854982045456,0.9948222222222222,0.0001237280969518037
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,80,3,-0.5363474990497936,0.0020424499477700365,4.675144306945801,0.07347937387131877,0.4855333333333333,0.009798639361326314,0.9945925925925927,0.00033726081297283725
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,81,3,-0.5381266755710948,0.0028861081589263986,4.691663533274333,0.08857061730782892,0.4832666666666667,0.009908245724311338,0.995,0.0002888888888888834
