experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,best,3,0.45883333333333337,0.0006806859285554084,-5.440734348010143,0.042745542120474024,0.9974814814814815,0.0006730558039466511,-0.010876609094498871,0.0017531204919442552,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,128,1,0,-0.1,best,3,0.46773333333333333,0.003952636251077688,-5.27119599960684,0.0681301908348638,0.9976740740740743,0.00016679007776578887,-0.01005108206380051,0.0004952961471134869,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,5,default,128,1,0,-0.1,best,3,0.47173333333333334,0.004687572221665887,-5.201108136945616,0.09143492762486059,0.9980666666666668,0.0008540390600255528,-0.008820003754050934,0.002116027380482247,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,-0.1,best,3,0.47459999999999997,0.0029715315916207484,-3.9059714026202044,0.2620871242089057,0.9897851851851852,0.00852784352731309,-0.03298155977088543,0.023845774996832336,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,128,1,0,-0.1,best,3,0.4221333333333333,0.010074886269002398,-4.191214799464905,0.09199047530541143,0.9958666666666667,0.0008652409926192244,-0.022360385017068496,0.003159989540027271,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,5,default,128,1,0,-0.1,best,3,0.39720000000000005,0.006255397669213342,-4.336817202247594,0.1084781061689276,0.9964222222222223,0.00045919951821711563,-0.0245460525553254,0.0030154287419424113,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.48736666666666667,0.021757144420473308,-2.465625529708845,0.08176261646413027,0.9761925925925926,0.024434809548991153,-0.09400961162741232,0.07032971874220471,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.47806666666666664,0.006178457196852089,-2.5368228635388603,0.04271745048441906,0.9941185185185186,0.0057635008793988,-0.036512629827490685,0.01604752616215911,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.4809333333333334,0.010341340983321897,-2.5270067085943193,0.09344605462320028,0.9972,0.00036717136981895574,-0.0278744402177182,0.0012515209506394163,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.5252666666666667,0.005953430383680778,-1.4078512500636409,0.038223892960582206,0.6900148148148147,0.039404557819556,-0.8910841502280306,0.10791508076877988,,,,,,,,
