experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,2,transformer,best,,,3.2178612333355527,2.7689108848571777,,,,,0.008583260220334385,0.45753357731379,,0.9979979069026709,0.9479870928088506,,,-0.005864824032723362,-0.3185105145529151,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,3,transformer,best,,,3.2111360304283374,2.7507134034083442,,,,,0.015308454491649612,0.4757310908574324,,0.9964508349638258,0.9388829133374308,,,-0.010502220846149516,-0.33169569502809915,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,4,transformer,best,,,3.2136051582567617,2.700006888462947,,,,,0.01283931229827982,0.5264376126802884,,0.9972850404210464,0.942762753534112,,,-0.009050756659293398,-0.3660176273467191,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,1,transformer,best,,,3.2214573007641416,2.7342480696164646,,,,,0.00498719951208455,0.4921963742146125,,0.9988624471037904,0.9456054087277196,,,-0.003445021054811103,-0.3429393582306651,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,0,transformer,best,,,3.2229317751797764,2.7603564812586856,,,,,0.0035127125729834947,0.4660880198845497,,0.9992416314025268,0.9488706207744316,,,-0.0024528636866018552,-0.3246299782721438,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,3,transformer,best,,,3.221101609143344,2.7079933239863467,,,,,0.005342877732773283,0.5184511565245115,,0.9987714428720936,0.9423786109403812,,,-0.0037820439102328775,-0.3604684757713743,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,2,transformer,best,,,3.218106197588372,2.7280231622549205,,,,,0.008338294909194563,0.4984213136709653,,0.9981040785063172,0.9433773816840813,,,-0.005792279903070653,-0.3471637398402459,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,0,transformer,best,,,3.2149732401876734,2.7079872718224163,,,,,0.01147126029668884,0.5184572018109835,,0.99774006157953,0.940419483712354,,,-0.0075059154546762265,-0.3606988015463955,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,1,transformer,best,,,3.214870582927357,2.7500452445103574,,,,,0.011573879697331877,0.4763992520479056,,0.997512551000288,0.9420712968653964,,,-0.008144454002840895,-0.3318823641070925,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,4,transformer,best,,,3.207080580971457,2.6648740768432617,,,,,0.019363911674273284,0.5615704311774328,,0.9957683032260999,0.9393438844499078,,,-0.013647482898426006,-0.3910577510749345,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,2,transformer,best,,,3.218703450578632,2.7822455809666558,,,,,0.007741018988643631,0.4441989087141477,,0.9985135975489527,0.9435310387215734,,,-0.005188770958778445,-0.3091733670641505,,,,,,,,,,,
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,3,transformer,best,,,3.219816771420565,2.731677770614624,,,,,0.006627712045993769,0.4947667030187754,,0.9984832628050536,0.9436078672403196,,,-0.004574064921231428,-0.3441847107282624,,,,,,,,,,,
