experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_further_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_nofreeze_toagg,train_d_H_Q_xCz_maxep_toagg,train_d_H_Q_xCz_minep_toagg,train_H_Q_xCzy_toagg,test_d_H_Q_xCz_test_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.6747,-1.0983446423541754,1.0,-0.05521032872812615,382250.56034175865,,0.04894630673533523,0.4492999017238617,12.231305371631274,,15.553659504110165,,,,,,15.557156031781973,15.552658937194133
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.6636,-1.1305221824798732,1.0,-0.05532980641341872,421033.9472600725,,0.04633007104173333,0.4477035105228424,12.231712005355144,,15.552525769580493,,,,,,15.556842630559748,15.551549369638614
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.6652,-1.1143502920411528,1.0,-0.05288192417364981,518653.2177273276,,0.03933465889033638,0.4338253438472748,12.232492403550582,,15.553936676545575,,,,,,15.557380242781205,15.552005746147847
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.6842,-1.0595650827910752,1.0,-0.05513694185059932,530242.8760493827,,0.05812282062746574,0.4503645896911621,12.232687018134378,,15.553382353349164,,,,,,15.557755069299178,15.551653190092606
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.6652,-1.1112953923076392,1.0,-0.05499580575906568,524400.0239308934,,0.04712492655279118,0.4481170177459717,12.232611179351807,,15.552723808722062,,,,,,15.556484840132976,15.551671775904568
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,4,128,2,0,0,best,0.2688,-1.92168630117178,0.2684666666666667,-1.9230796018368668,26.2144,,0.2011577082710453,2.9663448333740234,12.232577020471744,,15.552587151527405,,,,,,15.55692289092324,15.545662500641562
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,1,128,2,0,0,best,0.2726,-1.9223045103162528,0.27126666666666666,-1.924940330057012,25.196462898885045,,0.19621051336413867,2.9693892002105717,12.232582113959573,,15.552220658822494,,,,,,15.55860675464977,15.543449206785722
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,0,128,2,0,0,best,0.2717,-1.9189375745624304,0.2731777777777778,-1.9218924551222056,27.575963182117032,,0.20208178909603144,2.965806484222412,12.231325507164,,15.552686658772554,,,,,,15.557626084847884,15.544929265975952
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,2,128,2,0,0,best,0.2696,-1.919305045685172,0.2698888888888889,-1.9214094282945,29.354609333445314,,0.1948297256035633,2.9652819633483887,12.231182856993241,,15.552502556280654,,,,,,15.559032960371535,15.544763922691345
corrWdecBob,cifar10,all,False,False,decay,adam,5e-05,last,0.1,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,3,128,2,0,0,best,0.2731,-1.9221445989936594,0.2718888888888889,-1.924006284703811,25.697872757572785,,0.1937572739373968,2.9690489768981934,12.232103553685276,,15.552233295007186,,,,,,15.558177579532972,15.544084364717655
