experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_further_mean,train_H_Q_xCz_further_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_nofreeze_mean,train_d_H_Q_xCz_nofreeze_std,train_d_H_Q_xCz_maxep_mean,train_d_H_Q_xCz_maxep_std,train_d_H_Q_xCz_minep_mean,train_d_H_Q_xCz_minep_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,test_d_H_Q_xCz_test_mean,test_d_H_Q_xCz_test_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.4481400000000001,0.002891885198274643,-1.5835793443657087,0.01001101278608677,0.5435377777777777,0.002628401382430133,-1.336303330199601,0.008179477515000519,78657.87418323629,17227.501353793195,,,25.411314460354173,0.6576062385603726,2.12544641494751,0.018040432224597502,11.386707717722112,0.11939293703839345,,,14.681209384311327,0.07075957881791468,,,,,,,,,,,15.508009260351008,0.004255282534257763,1.3650661557912827,0.3755429197772399
corrLrBob,cifar10,all,False,False,decay,adam,1e-06,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.49074,0.005804567167326095,-1.4272819741086344,0.017910690802463627,0.7701066666666667,0.005286399974591213,-0.7692164491409452,0.009597302271647599,6186634.409442281,628611.636186186,,,12648.260656133793,579.1182678196799,1.5979440450668334,0.013603917040243694,12.122944816676053,0.01580034396654025,,,15.454449131272057,0.023351324236133723,,,,,,,,,,,15.530129081552678,0.005154009750941988,14.82594324241985,0.10749420860391296
corrLrBob,cifar10,all,False,False,decay,adam,1e-05,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.49567999999999995,0.005431114066192994,-2.0767833284980277,0.05538519178087258,0.9928800000000001,0.001881068779467187,-0.11003142812263171,0.011967863998099789,742460.9868675054,57910.74886906814,,,30.273568244762412,0.7811767990908958,0.48094347715377805,0.033898089280624405,11.413115367022428,0.09729814697146003,,,14.775509515675632,0.07122283570043894,,,,,,,,,,,15.506174592538315,0.004292141016157001,1.4790821536020797,0.50876055279045
corrLrBob,cifar10,all,False,False,decay,adam,1e-05,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.49344,0.0066021208713563685,-4.193086758131093,0.07159057831952123,1.0,0.0,-5.298099569269412e-06,5.433925547948479e-07,10584368.601467654,1527489.4915080306,,,14687.689400912193,662.3511741625733,9.71930508967489e-05,8.92191265393985e-06,12.134244307604703,0.013134163148973149,,,15.452319188551467,0.018301444443320544,,,,,,,,,,,15.535397440736944,0.004625990039445148,14.792291001840074,0.06619368203255986
corrLrBob,cifar10,all,False,False,decay,adam,0.0001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.52654,0.005897711420542712,-6.706141347687973,0.5033123046374157,1.0,0.0,-4.272325608602046e-07,2.084032961546278e-07,623686.8873994926,227324.0724064583,,,38.743904548402114,0.9444546679626983,9.08991655705904e-06,4.0568674316856784e-06,11.607883663610979,0.2836745836973952,,,14.83188238360665,0.4042267871163608,,,,,,,,,,,15.502811631289395,0.01234939987222906,2.7981161496009337,4.338703274987644
corrLrBob,cifar10,all,False,False,decay,adam,0.0001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.6464,0.0012369316876852919,-3.712370352180399,0.10336686579588501,1.0,0.0,-3.900107501225294e-08,1.6098483304972857e-08,2383636.5824304973,206364.21442208978,,,5520.133135890604,285.6137296301173,9.509049050393514e-07,3.546047507823457e-07,12.112230077656834,0.013201948790204197,,,15.441708553921094,0.015245630096667193,,,,,,,,,,,15.542018175125122,0.0015803477763424603,12.98143789984963,0.4412333831269315
corrLrBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.5502800000000001,0.004356259863690447,-8.579677788839998,0.11694685323777435,1.0,0.0,-1.0611227924992287e-07,3.3136891544021676e-08,12817.455311384616,1038.562228615579,,,195.0034818761435,11.237029498247713,2.067494165203243e-06,5.533402905542155e-07,11.539675599878484,0.20483466429651237,,,14.837774710221726,0.22718869020870017,,,,,,,,,,,15.513302378220994,0.005130445823312707,7.902820613167502,0.1547731192346564
corrLrBob,cifar10,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8476199999999998,0.001914941252362556,-1.8696215188629275,0.062414869897383006,1.0,0.0,-5.430124563253634e-09,4.130282041492218e-09,126331.99416095046,17929.427884331453,,,52.79943254016122,3.1504145466490927,1.3314762696836625e-07,9.104933074227509e-08,12.17345288666812,0.033193857579457975,,,15.497226441990247,0.032883463806350946,,,,,,,,,,,15.555817838148636,0.00042296167223286786,14.956484029509804,0.16827762245731484
corrLrBob,svhn,all,False,False,decay,adam,1e-06,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.6985325752919482,0.002992172451048058,-1.0208820706409498,0.00818530282816364,0.764711592422381,0.0027900833162458213,-0.7924853258347484,0.005366050718694006,435772.29389616085,37608.71184907935,,,25.681783166081505,0.6602073133186439,1.4086689472198486,0.010448301414076381,12.937152265208635,0.041497984173987784,,,15.612418075679809,0.03136657175328644,,,,,,,,,,,16.038796890613646,0.0030719354812452863,4.70295827869297,0.8923948593470032
corrLrBob,svhn,all,False,False,decay,adam,1e-06,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.698179164105716,0.016099012340588803,-0.9449509140750972,0.04433851356929967,0.8645371676449622,0.013821892990802496,-0.4795214178878444,0.04353085729083121,4987380.591956524,892879.2520506124,,,13342.041576240106,1344.8800029558824,1.0138575077056884,0.08209905073651749,13.163375291158985,0.02610697170348624,,,15.994941891810688,0.005214608918449289,,,,,,,,,,,16.05661382157673,0.0011826315476144782,15.164933723627135,0.24505941483330337
