data,dropout,encoder,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg
cifar10,0.4,resnet18,0,3.3097107302058832,1.3269700527191162,0.01221728799017993,1.994957971572876,0.9981333333333332,0.8279,-0.007943925602709958,-1.3748498267186966
cifar10,0.4,resnet18,4,3.3112919438969004,1.6285022497177124,0.01063608269164847,1.6934257745742798,0.9976888888888888,0.8323,-0.007368998156256369,-1.1703138070972843
cifar10,0.4,resnet18,2,3.315007133917375,1.6690717458724975,0.006920903794128786,1.652856278419495,0.9987333333333334,0.8416,-0.004799279948681999,-1.1408745894180354
cifar10,0.4,resnet18,3,3.31870926510204,1.7183234930038451,0.003218751226086169,1.603604531288147,0.9994666666666666,0.8436,-0.0022331331779952305,-1.1073475248841416
cifar10,0.0,mlp,2,3.3150583722374667,-6.052742767333983,0.0068696376613595275,9.374670791625977,0.9986666666666668,0.5416,-0.004763529234077503,-6.1423255291473815
cifar10,0.0,mlp,3,3.3140186830000444,-5.163596057891847,0.00790934770537371,8.485524082183838,0.9984222222222222,0.5426,-0.00548109916200269,-5.653813969172753
cifar10,0.0,mlp,4,3.3080233443867075,-5.117269897460939,0.013904702066528524,8.43919792175293,0.9970666666666668,0.5438,-0.00962941099618026,-5.6561142441931835
cifar10,0.0,mlp,1,3.314895250580528,-5.72918815612793,0.007032767700200731,9.05111618041992,0.9985777777777778,0.5536,-0.004876165733799537,-5.9922337843878415
cifar10,0.0,mlp,0,3.30985100702806,-4.935562515258789,0.01207702435468408,8.257490539550782,0.9976888888888888,0.5473,-0.00837291944227557,-5.528914980109684
cifar10,0.0,resnet18,1,3.3134210218082774,1.7301820039749145,0.008507010410539806,1.5917460203170777,0.9979555555555556,0.8278,-0.005899420730318471,-1.1053984930640646
cifar10,0.0,resnet18,0,3.314758680083535,1.6781319856643675,0.007169327211820268,1.6437960386276245,0.9985111111111112,0.8305,-0.004973160967710643,-1.1391889658254872
cifar10,0.0,resnet18,4,3.3089656721461904,1.8222644805908204,0.012962356061589991,1.4996635437011718,0.9972666666666666,0.8327,-0.008985915061530745,-1.0388495896776628
cifar10,0.0,resnet18,2,3.3097881187092173,1.618181300163269,0.012139914007010784,1.7037467241287232,0.9976,0.8282,-0.008411387830837919,-1.1800142279315269
cifar10,0.0,resnet18,3,3.311228643764149,1.692689943313599,0.0106993725692684,1.6292380809783935,0.9978666666666668,0.8351,-0.007414629731985209,-1.1311816181617973
cifar10,0.8,resnet18,3,3.318744171749462,-5.694009399414062,0.0031838700207034967,9.015937423706054,0.9998222222222222,0.8277,-0.0022082061479587853,-3.3193445151642065
cifar10,0.8,resnet18,2,3.3201780427585947,-7.35788631439209,0.0017499855563404376,10.679814338684082,0.9997777777777778,0.8167,-0.0012136966900187936,-3.6198616068224574
cifar10,0.8,resnet18,4,3.3206344842910767,-3.3483922004699713,0.0012935512932017446,6.670320224761963,0.9999777777777776,0.8329,-0.0008967717928863242,-2.910237472969261
cifar10,0.8,resnet18,0,3.318855805830522,-6.797440147399902,0.0030721910403702746,10.119368171691894,0.9997111111111112,0.823,-0.0021295598120754187,-3.6446950372163123
cifar10,0.8,resnet18,1,3.3217921148646963,-3.3345706939697264,0.00013591725027336824,6.656498718261719,1.0,0.8266,-9.4225546428006e-05,-2.9732607594045146
cifar10,0.8,mlp,0,0.6206052520058372,0.5646449089050293,2.701322772286155,2.757283115386963,0.2350888888888889,0.22899999999999998,-1.8724112959673007,-1.9112941107273105
cifar10,0.8,mlp,1,0.6297545216300271,0.5714315891265869,2.6921735026619653,2.7504964351654047,0.24084444444444444,0.2384,-1.8660772047602467,-1.906687845212221
cifar10,0.8,mlp,4,0.6383016651326959,0.5717496395111084,2.6836263591592964,2.750178384780884,0.2401555555555556,0.2329,-1.8601562503510047,-1.9064616108447316
cifar10,0.8,mlp,3,0.6341565739024769,0.5723155498504638,2.687771450389515,2.749612474441528,0.2368888888888889,0.2322,-1.8630465845717323,-1.9060456114709377
cifar10,0.8,mlp,2,0.6368233615701849,0.5714194774627686,2.6851046627218067,2.750508546829224,0.2387111111111111,0.2321,-1.8611596245159705,-1.9066590653061868
cifar10,0.9,mlp,0,0.4494784311814742,0.4412819862365723,2.872449593110518,2.88064603805542,0.188,0.1857,-1.9910222027010387,-1.996972177016735
cifar10,0.9,mlp,1,0.448673660104925,0.44083118438720703,2.873254364187068,2.881096839904785,0.1859111111111111,0.1855,-1.9915978036006288,-1.9973099994778636
cifar10,0.9,mlp,4,0.4197971387342973,0.39793758392333983,2.902130885557695,2.9239904403686525,0.18706666666666666,0.1858,-2.0051672138902874,-2.018274607646465
cifar10,0.9,mlp,3,0.3384647911245173,0.2966777324676514,2.983463233167475,3.0252502918243414,0.1886,0.1855,-2.0561085716505847,-2.0733095019616186
cifar10,0.9,mlp,2,0.4528987949544733,0.442699146270752,2.869029229337519,2.87922887802124,0.1894222222222222,0.1886,-1.987960166410605,-1.9959494439780712
cifar10,0.9,resnet18,2,3.120728406039152,-23.813668060302728,0.20119962028481744,27.135595703125,0.9642666666666668,0.7151,-0.1394544915443495,-3.4928261437141903
cifar10,0.9,resnet18,3,3.253939736973156,-13.523955535888671,0.06798828579485416,16.845883560180663,0.9971777777777778,0.7854,-0.0471283100084396,-2.710683242886064
cifar10,0.9,resnet18,1,3.0369094501842158,-11.462628555297849,0.2850185686891729,14.784556579589847,0.9412,0.7094,-0.1954508635218016,-3.0176500648473663
cifar10,0.9,resnet18,0,3.06496810913086,-18.22248420715332,0.25695991583845834,21.544412231445317,0.9244666666666668,0.6965,-0.17810857056391827,-3.241976342992257
cifar10,0.9,resnet18,4,3.279915744608098,-15.737785339355467,0.042012289505113265,19.05971336364746,0.9986666666666668,0.7783,-0.02912562530926473,-3.525098427003438
cifar10,0.6,resnet18,0,3.3188662962480024,1.1495830059051513,0.0030617330154531037,2.172345018386841,0.9994444444444444,0.8381,-0.0021223511936671892,-1.4594936979876634
cifar10,0.6,resnet18,1,3.3182604746385054,1.1801262617111206,0.003667555108470631,2.1418017625808714,0.9994,0.8412,-0.002540008004567473,-1.4311083804863551
cifar10,0.6,resnet18,4,3.3205073096535425,1.1147327423095703,0.0014206998616414653,2.207195281982422,0.9997333333333334,0.8394,-0.0009857736865534154,-1.477812415645995
cifar10,0.6,resnet18,3,3.3188849687576294,1.128847169876099,0.003043076039334251,2.1930808544158937,0.9994666666666666,0.845,-0.002110051436868151,-1.4734611979029626
cifar10,0.6,resnet18,2,3.3193517706610938,1.0748422145843506,0.002576230495998805,2.2470858097076416,0.9995777777777778,0.8386,-0.0017820850114841614,-1.5012567043192588
cifar10,0.6,mlp,1,1.585093313997442,1.180145502090454,1.73683471029455,2.141782522201538,0.5510444444444444,0.4618,-1.2038794269273183,-1.4841514195843222
cifar10,0.6,mlp,0,1.5697641372680664,1.1546874523162842,1.7521638870239258,2.167240571975708,0.5404666666666667,0.4554,-1.214523293427656,-1.5019216693926636
cifar10,0.6,mlp,4,1.5988705483349888,1.1692604064941403,1.7230574759570034,2.152667617797852,0.5491111111111111,0.4594,-1.194297875373535,-1.4919269552120438
cifar10,0.6,mlp,2,1.5565002831545742,1.1614086151123046,1.7654277411374182,2.1605194091796878,0.5353111111111111,0.4526,-1.2236904969666895,-1.4970556480300103
cifar10,0.6,mlp,3,1.593834660269997,1.1630239963531497,1.7280933640219949,2.158904027938843,0.5478,0.4543,-1.197842205599985,-1.4960204029028186
cifar10,0.2,mlp,1,3.3189902630719272,-1.4561690330505368,0.0029377642891962423,4.7780970573425305,0.9997333333333334,0.581,-0.0020370616892455367,-3.043994844855211
cifar10,0.2,mlp,0,3.31865440715443,-1.5446393013000488,0.003273634229448032,4.866567325592041,0.9998222222222222,0.5775,-0.002269718494670862,-3.108483829778236
cifar10,0.2,mlp,4,3.3189168084751475,-1.635367202758789,0.003011190581177785,4.957295227050781,0.9998222222222222,0.5781,-0.0020879709190815077,-3.0928964849336613
cifar10,0.2,mlp,2,3.3187185417522085,-1.6414524078369142,0.0032094934457828376,4.963380432128906,0.9998,0.5789,-0.002225760133752764,-3.1460371824951805
cifar10,0.2,mlp,3,3.3188463882966475,-1.496850776672363,0.0030816175223497503,4.818778800964355,0.9998,0.5766,-0.0021344956160382978,-3.083284454891855
cifar10,0.2,resnet18,4,3.3120155551216817,1.7998195171356202,0.009912472747435624,1.5221085071563718,0.9978222222222224,0.8288,-0.006866229148883852,-1.0552700383942426
cifar10,0.2,resnet18,0,3.3047315965999258,1.8047983407974244,0.0171964212574742,1.5171296834945678,0.9967777777777778,0.8264,-0.01191903632052009,-1.0506682363325954
cifar10,0.2,resnet18,1,3.303967920216647,1.5723407745361329,0.017960110890933058,1.749587249755859,0.9962222222222222,0.8276,-0.012446344318746628,-1.2141003432554334
cifar10,0.2,resnet18,3,3.310191436247392,1.8384719133377077,0.011736585906791415,1.4834560871124267,0.9972888888888888,0.8343,-0.008130092023503229,-1.0294021286119297
cifar10,0.2,resnet18,2,3.3180234107104214,1.6129416942596435,0.003904631673570045,1.708986330032349,0.9991111111111112,0.8361,-0.0027077715341175725,-1.18058378566249
