data,dropout,encoder,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg
svhn,0.4,resnet18,3,3.2141306978283506,2.612324696320754,0.012313757994861313,0.6141198002375089,0.9977248942075808,0.946258451137062,-0.008604625040175827,-0.391135208035966
svhn,0.4,resnet18,2,3.220270720395175,2.5694674161764293,0.006173779094365962,0.6569770666269156,0.9988321123598914,0.9479102642901044,-0.004375371022950981,-0.4114636168109157
svhn,0.4,resnet18,4,3.219798861127911,2.5726739259866567,0.006645623128861189,0.6537705568166879,0.9988472797318408,0.9490626920712968,-0.004246521842233444,-0.40813368987126536
svhn,0.4,resnet18,0,3.2208424987214985,2.616590573237493,0.005601977511436086,0.6098539164433112,0.9989079492196388,0.9484864781807006,-0.00396947025005226,-0.37526963517166334
svhn,0.4,resnet18,1,3.2209248687281757,2.549348977895884,0.00551961836489764,0.677095502614975,0.998816944987942,0.9474108789182544,-0.0038581384255373993,-0.42905396919130345
svhn,0.4,mlp,1,2.9295923276381064,2.4094715485206017,0.2968521488435341,0.8169729434526883,0.9485977764632724,0.8482636754763369,-0.2050342887690564,-0.5550668801450993
svhn,0.4,mlp,0,2.936727928392815,2.4191359006441555,0.2897165562167312,0.8073085959141071,0.9484461027437776,0.8517593730792871,-0.20074414013807265,-0.5450323193712996
svhn,0.4,mlp,4,2.978564746452101,2.4620849902813253,0.2478797381574457,0.7643594925220196,0.9595637863827334,0.8571757836508912,-0.17184680028856386,-0.5251720591240471
svhn,0.4,mlp,2,2.9197713028300893,2.3987045104687037,0.3066731763608528,0.827739995259505,0.9437897195552928,0.8525660725261217,-0.21220103466841286,-0.5530469589805427
svhn,0.4,mlp,3,2.9617078737779097,2.4420830286466155,0.264736607670784,0.7843614633266742,0.9548467337064508,0.8539489858635525,-0.18381664570036044,-0.5359446907274301
svhn,0.9,resnet18,4,3.1979118982950845,-29.414426950307988,0.028532593369935494,32.64087119469276,0.9986349365245484,0.9304317762753536,-0.01968846206701741,-1.21607003737953
svhn,0.9,resnet18,1,3.190563671516649,-20.328439859243534,0.035880813883109534,23.554884103628307,0.9980585763904688,0.930239704978488,-0.02420636098169754,-1.1586872177990943
svhn,0.9,resnet18,0,3.2143999446522105,-24.629088401794434,0.012044531716541813,27.855532682858982,0.9993174682622742,0.9320451751690229,-0.008460297261056439,-1.2941123101196852
svhn,0.9,resnet18,2,3.2175896312251235,-20.712878960829517,0.008854858026924458,23.939323205214283,0.9993023008903248,0.9330439459127228,-0.006206245149590865,-1.4458237782702008
svhn,0.9,resnet18,3,3.2079948078502314,-25.279066892770626,0.0184496935231216,28.50551113715539,0.9989231165915882,0.9259757221880762,-0.012926794931847282,-1.363039188722803
svhn,0.9,mlp,1,0.0005336313536672881,0.01773520616384653,3.2259108514496773,3.2087092766394982,0.1892129650695424,0.1958743085433313,-2.2363903345533527,-2.223981434810213
svhn,0.9,mlp,0,0.001166755502874201,0.017792775080754206,3.2252777273004707,3.2086517077225905,0.1892129650695424,0.1958743085433313,-2.2363904102129477,-2.223939800727712
svhn,0.9,mlp,4,-0.0005041541475238222,0.017745531522310697,3.2269486369508686,3.2086989512810336,0.1892129650695424,0.1958743085433313,-2.236394734396081,-2.2239733001957958
svhn,0.9,mlp,2,0.0007710673592307352,0.01774886938241812,3.225673415444114,3.2086956134209266,0.1892129650695424,0.1958743085433313,-2.2363778617821737,-2.223970141273264
svhn,0.9,mlp,3,0.0008916782610344164,0.017797396733210638,3.2255528045423105,3.208647086070134,0.1892129650695424,0.1958743085433313,-2.2363716172574604,-2.2239363343164684
svhn,0.8,mlp,3,0.5431459166786887,0.5069331572606013,2.683298566124656,2.719511325542743,0.30126950903217,0.3148432698217578,-1.8610732133046317,-1.8852349063341485
svhn,0.8,mlp,2,0.5315418676896528,0.4992699989905724,2.694902615113692,2.7271744838127723,0.3001926256237581,0.3146896127842655,-1.868135591294673,-1.8905171994177123
svhn,0.8,mlp,4,0.5420725779099898,0.5113746936504657,2.684371904893355,2.7150697891528788,0.3020278776296431,0.3164182544560541,-1.8606632902981637,-1.8821264334130612
svhn,0.8,mlp,0,0.5284198197451505,0.4900864821213942,2.6980246630581943,2.7363580006819506,0.29932808542263883,0.3118085433312845,-1.8725833381114247,-1.8968512689089143
svhn,0.8,mlp,1,0.536551706718676,0.5042676008664645,2.6898927760846694,2.7221768819368797,0.3014363501236141,0.3151889981561156,-1.8639119881306276,-1.8870357229753865
svhn,0.8,resnet18,0,3.2244970653996323,-0.4882781230486356,0.001947420473284596,3.7147226058519798,0.9996966525610108,0.9456438229870928,-0.0013799105330262675,-1.015530264353147
svhn,0.8,resnet18,1,3.2255164348717886,0.3816297696186946,0.0009280413295335056,2.84481471318465,0.9998179915366064,0.9473724646588814,-0.0006580848886613541,-0.8908755895041127
svhn,0.8,resnet18,4,3.224205905740911,0.14041175292088434,0.0022385800566002163,3.0860327298824606,0.999802824164657,0.946681007990166,-0.0015805486963123426,-0.9062831667152412
svhn,0.8,resnet18,3,3.2248778848937065,-0.0606756668824416,0.0015665825997006545,3.2871201496857863,0.9997724894207579,0.9507529194837124,-0.0011106911537906987,-0.8870841761463881
svhn,0.8,resnet18,2,3.2239582899845014,-0.9935335562779352,0.002486176785720145,4.21997803908128,0.9997269873049096,0.9490626920712968,-0.0016041206519504102,-0.9834919226163554
svhn,0.0,mlp,2,3.2111438548926152,-0.5589969524970422,0.015300637322731991,3.7854414353003865,0.9968148518906128,0.8284035033804549,-0.010845330593914923,-2.304231918827425
svhn,0.0,mlp,3,3.219266544688832,-0.4616645299471341,0.00717795647285653,3.688109012750479,0.9984529280611548,0.8350875845113707,-0.005003223450572136,-2.217874148106156
svhn,0.0,mlp,1,3.217010006760107,-0.3518998256096473,0.009434476847562826,3.5783443084129916,0.9980737437624184,0.8301321450522434,-0.006482426253810553,-2.1976692082748874
svhn,0.0,mlp,0,3.21523794260892,-0.5331523051628699,0.011206532355793046,3.759596787966215,0.9975732204880859,0.8313229870928088,-0.007712330649105988,-2.2746962236525547
svhn,0.0,mlp,4,3.220753705862797,-0.5737714217259333,0.005690770659412286,3.8002159045292783,0.9988321123598914,0.8341656422864168,-0.00403762261033593,-2.287522619951613
svhn,0.0,resnet18,3,3.21587095116124,2.6679329505333533,0.010573546232824976,0.558511536854964,0.9975580531161364,0.9430700676090964,-0.007431934632815804,-0.3851094286746396
svhn,0.0,resnet18,2,3.2202310056397407,2.623931206189669,0.00621346843774628,0.6025132903685937,0.9986652712684472,0.9424554394591272,-0.004402605336529226,-0.4157062547796828
svhn,0.0,resnet18,0,3.222749522238067,2.673731070298415,0.0036949619957753884,0.5527134239673615,0.9991657945427797,0.9453749231714812,-0.0026038217740847703,-0.3773638093434108
svhn,0.0,resnet18,1,3.2169374046903667,2.7619711985954867,0.009507115401158278,0.4644732544055352,0.9978462331831764,0.9452212661339888,-0.006704684813279007,-0.3225584723535387
svhn,0.0,resnet18,4,3.2143894759091465,2.7441995510688195,0.012054984062684305,0.482244956951875,0.9971940361893494,0.9431084818684696,-0.00840827833029348,-0.335057644659964
svhn,0.6,resnet18,2,3.2231831550598145,2.364251741996178,0.0032613229114124838,0.8621927316372211,0.9993933051220216,0.9466425937307928,-0.002284769870733102,-0.4911022026550334
svhn,0.6,resnet18,3,3.2239460005904688,2.3068990982495823,0.0024984621135941284,0.9195454051861396,0.9995904809573644,0.950522433927474,-0.0015454884631768552,-0.5038267691296658
svhn,0.6,resnet18,1,3.224141821716772,2.3105022265360904,0.0023026513553111613,0.9159422746071448,0.9996056483293141,0.9462200368776891,-0.0014495074628521894,-0.5381161263490482
svhn,0.6,resnet18,0,3.2226549856590503,2.3928635853987474,0.003789474694658015,0.8335809065745428,0.9992871335183752,0.9507529194837124,-0.002541366050809456,-0.4783976715905585
svhn,0.6,resnet18,4,3.222176508470015,2.29563581943512,0.004267973839446451,0.9308086633682252,0.9993933051220216,0.9464889366933006,-0.0026954614345233428,-0.5342943779048958
svhn,0.6,mlp,4,2.1079688288948755,1.8452458565051741,1.118475646683664,1.3811986262981708,0.7490406637241965,0.7025968039336201,-0.7754068676340119,-0.9549241308325214
svhn,0.6,mlp,1,2.1568437417348227,1.888360298596896,1.0696007302313142,1.3380841750365038,0.7604768621740909,0.7188076213890596,-0.7406645398589259,-0.9174354791090681
svhn,0.6,mlp,0,2.191452683824481,1.9296618700027464,1.0349917899478565,1.296782612800598,0.7747190244346362,0.7309849416103258,-0.7182441489556239,-0.8986741202169176
svhn,0.6,mlp,2,2.073776266791604,1.792973252443167,1.1526682087869355,1.4334712303601778,0.7414266430055664,0.6946450522433928,-0.7999446631169791,-0.9783365150234868
svhn,0.6,mlp,3,2.0632630514376094,1.8078156067774849,1.1631814313657356,1.41862887602586,0.7446117911149535,0.7068223724646588,-0.8068642390157491,-0.9820091595187982
svhn,0.2,resnet18,3,3.220526305111972,2.560045609107384,0.005918181406080045,0.6663988874508784,0.999044455567184,0.9451444376152428,-0.004185858523400676,-0.4361744017237005
svhn,0.2,resnet18,2,3.222037770531393,2.6296247518979587,0.004406711972092815,0.5968197400753315,0.9992719661464258,0.9455669944683468,-0.0030993354616681307,-0.39345902337934624
svhn,0.2,resnet18,4,3.2196139711322207,2.603149322363046,0.00683050470207959,0.6232951581478119,0.9986804386403968,0.9475261216963736,-0.0048325216062142145,-0.4113836902413982
svhn,0.2,resnet18,0,3.22216145920031,2.5456871619591346,0.004283026673929822,0.6807573391841009,0.9990899576830322,0.9466041794714198,-0.003034140460398567,-0.4462069320470535
svhn,0.2,resnet18,1,3.2176550373886568,2.515101176041824,0.008789455814456398,0.7113432975915762,0.9981495806221656,0.9436462814996928,-0.006176560005214727,-0.4661381348502152
svhn,0.2,mlp,0,3.2246666171334017,1.3856942195158741,0.0017778643470426853,1.8407502632874708,0.9999089957683032,0.8616702519975414,-0.0012418343245883456,-1.0114008395326104
svhn,0.2,mlp,1,3.224625450192076,1.442168951034546,0.001819027224414502,1.7842755317687988,0.9999241631402528,0.8610172095881992,-0.0012506607695167082,-0.9866418838763752
svhn,0.2,mlp,4,3.224774960315589,1.2894895260150616,0.0016695289399869964,1.9369549567882833,0.9999241631402528,0.8601336816226183,-0.0011706707436209493,-1.024776692711078
svhn,0.2,mlp,3,3.2243783112728237,1.3533691626328688,0.002066167170238314,1.8730753201704757,0.9998938283963538,0.8606330669944684,-0.0014620474713406071,-0.997031983985286
svhn,0.2,mlp,2,3.2242025823304146,1.3384973544340868,0.0022419076271806703,1.8879471283692582,0.9999089957683032,0.8638598647818071,-0.001584457221810595,-0.9691666087697294
cifar10,0.4,mlp,2,3.021579308943315,0.7563433647155762,0.3003487126393752,2.565584659576416,0.9355777777777776,0.5708,-0.20817413431308007,-1.7363806057466271
cifar10,0.4,mlp,3,3.0386381149291988,0.7621334075927735,0.2832899066534909,2.5597946166992194,0.9451111111111112,0.5727,-0.19636122836312533,-1.7482557016948492
cifar10,0.4,mlp,4,3.0384117148139262,0.7288939952850342,0.28351628509434784,2.593034029006958,0.9457111111111112,0.5734,-0.19649911120194608,-1.7628479186765982
cifar10,0.4,mlp,1,3.026194594123147,0.8114970207214356,0.29573343016884546,2.510431003570557,0.9388,0.5677,-0.20499464886862095,-1.7210476195419129
cifar10,0.4,mlp,0,3.0142020745710894,0.797689962387085,0.3077259388836948,2.5242380619049074,0.9390888888888888,0.568,-0.21329453876719465,-1.7038052425615569
cifar10,0.4,resnet18,1,3.317059029232372,1.5578471660614013,0.004869006351906468,1.764080858230591,0.9990444444444444,0.8417,-0.0033754568352901545,-1.2212600161970821
