data,dropout,encoder,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std,run_count
cifar10,0.0,mlp,0.5457799999999999,0.004872576320592623,-5.794680501402169,0.25959567830642927,0.9980844444444443,0.0006871663050995424,-0.0066246249136671116,0.0022312390580906476,9566.594985060397,741.5383372669567,179.7950450154481,10.444958436549593,0.010587685368955135,0.0025350330919355867,11.332182968746531,0.18770867707425126,14.649589146267283,0.14580503383592108,15.515594306859104,0.0030707502130830084,7.659473283724351,0.43760719289901556,5
cifar10,0.0,resnet18,0.83086,0.003079448002483509,-1.1189265789321077,0.05217227349062935,0.9978400000000001,0.00046118473307856926,-0.007136902864476598,0.001683258096330822,147830.26830099485,7867.2372609728045,46.931423608110535,4.7992631462203175,0.009468461386859417,0.0022903476467669758,12.076779916069723,0.052264508643618014,15.37778611833399,0.0742605581143709,15.555803188410673,0.00027232843910236684,14.223883657021958,0.3749082080054095,5
cifar10,0.2,mlp,0.57842,0.0016694310408040414,-3.0949393593908288,0.037181292003764,0.9997955555555557,3.651483716698003e-05,-0.0021510013705577937,9.606008140119945e-05,8900.863057017585,1572.6460286994259,178.61958948727974,6.460258752622346,0.010835724882781506,0.000400218286879091,12.129704423384233,0.01588892769785395,15.455304291031576,0.007143907894518148,15.5441218809648,0.0016727736994110343,14.954842019081116,0.08445385830172365,5
cifar10,0.2,resnet18,0.83064,0.00429569551993622,-1.1060049064513382,0.0847802927447985,0.9974444444444446,0.0011048713684138995,-0.008413894669154275,0.0039869261941109,159114.257333929,28872.443215719806,44.12202367591239,8.546802186621425,0.01570235351100564,0.006683873086772304,11.981133827296171,0.13848813207926752,15.236487553336406,0.1776131824986678,15.555497733029455,0.0008330927846614444,13.5584899447181,0.6910574070456111,5
cifar10,0.4,mlp,0.5705199999999999,0.002618587405453607,-1.734467417644309,0.02301895885206045,0.9408577777777778,0.004384276056911892,-0.20386473230279342,0.007404793256092963,6880.63394726257,1270.2627444008087,85.63846747176112,7.606130470557269,0.49923235177993774,0.017155758064905824,12.222178675911644,0.0015765914790994442,15.539715987985783,0.0030925104373175456,15.554523619738493,0.0007349105588803587,15.500319253314624,0.004584415301339749,5
cifar10,0.4,resnet18,0.83742,0.006907025408958663,-1.202929152863048,0.10481306679085958,0.9986133333333334,0.0007094772897643473,-0.005144158744186742,0.0024753748476103133,133208.92470104777,16203.776624015802,43.12241528179551,12.538139165805468,0.008020850457251072,0.0021748271194679245,11.748835869268936,0.23476311401913505,14.962525261532175,0.2839024730340716,15.554260988668961,0.0011885719210294717,14.551577544212341,0.20753472610890583,5
cifar10,0.6,mlp,0.4567,0.003793415347678117,-1.4942152190243718,0.006656431354231283,0.5447466666666666,0.006621580878712682,-1.2068466596590368,0.012144980560853011,1534.1300468629818,295.90449585484225,74.56585775943357,6.0817234245236875,2.0005820751190186,0.01475634383230096,12.23143740567294,0.0004023889624008837,15.55170282017101,0.0005479095599606898,15.557378669218583,0.0001818618991596165,15.555125089125202,0.0008801666644695796,5
cifar10,0.6,resnet18,0.8404599999999999,0.0027978563222581347,-1.4686264792684471,0.025804568144125857,0.9995244444444445,0.0001338877362790633,-0.0019080538666280782,0.0005814983401185566,122773.33548541882,15622.27551697147,52.61782726380536,3.2418290715305105,0.002886820607818663,0.0005820463833585217,12.016246873682196,0.0711551923102802,15.306749567118558,0.08138708522933955,15.556336806037208,0.0002172979029416754,15.409072756767273,0.067057887489611,5
cifar10,0.8,mlp,0.23291999999999996,0.0034127701358280848,-1.9074296487122777,0.002175476630677212,0.23833777777777776,0.002365461351915824,-1.864570192033251,0.004929255266388983,370.4293073055543,28.32446282750457,16.086876708414714,0.9131574811225386,2.7817471981048585,0.006010135983606235,12.235453724861145,0.00031399142801670797,15.556562894040889,0.0003450533115953916,15.558203075148839,0.0003016487622381492,15.559744527123192,8.293742847985133e-05,5
cifar10,0.8,resnet18,0.82538,0.006008910050916063,-3.2934798783153503,0.3463961335508547,0.9998577777777777,0.00012629575323000727,-0.0013084919978734657,0.0008855197061717467,154688.09855220237,47207.878509955204,97.85020324858985,15.511617117942112,0.00689373784698546,0.004602295473687562,12.22465021393516,0.001613287740455311,15.542986130714416,0.0011235289149454338,15.557419267567724,0.00042801553539241114,15.551902903210031,0.002220269725596371,5
