experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3815,-8.385858573825699,0.9998444444444444,-0.0033651506167299804,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3836,-8.32698367267642,0.9998,-0.003348994337701906,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3844,-8.310520005725818,0.9997555555555556,-0.0036787087498351273,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,1,1,default,1,128,1,0,-0.55,best,0.3904,-8.293183498501591,0.9992888888888888,-0.005116366293370209,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,1,1,default,0,128,1,0,-0.55,best,0.4119,-8.058823388233554,0.9995333333333334,-0.003776635111899864,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,128,1,0,-0.55,best,0.4586,-5.489603477611484,0.9977777777777778,-0.010850829899813676,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,default,1,128,1,0,-0.55,best,0.4636,-5.815381783259699,0.9976,-0.01131193326257245,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,default,2,128,1,0,-0.55,best,0.4517,-4.663830356084388,0.9730666666666666,-0.08255935694993806,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.01,0,1024,10,1,default,0,128,1,0,-0.55,best,0.4811,-4.466250277540052,0.9852,-0.047370177847599684,,,,
QminimalityMinimaxBatchnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibhigher,0,mlpl,128,1,0,128,1,0,0.001,0,1024,1,1,default,1,128,1,0,-0.55,best,0.4385,-7.060109880817037,0.9990888888888888,-0.004863322048995569,,,,
