model,beta,minimax,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
cdib,0.1,10,65,3,-0.8568124241655523,0.0041289265804117055,5.977864975484213,0.17395049212482114,0.46259999999999996,0.011326076107814215,0.9973851851851853,0.0006686390575643043
cdib,0.1,10,66,3,-0.8582835346337521,0.0031902588428770933,5.988694821929932,0.11279224670613083,0.4622,0.008146164741766517,0.9974370370370371,0.0008190127550924479
cdib,0.1,10,67,3,-0.8613344476353039,0.003985284947551004,5.980214418284099,0.12075002009861076,0.4636,0.008185352771872458,0.997674074074074,0.00021583410791604124
cdib,0.1,10,68,3,-0.864872861359336,0.00363965992783927,5.9927582346598305,0.11807651197908758,0.4632666666666667,0.007943131204590136,0.997925925925926,0.00029002625111781207
cdib,0.1,10,69,3,-0.8663755103226863,0.0037379404413283774,6.012790932718912,0.12394845955576582,0.4628666666666666,0.008663332692060993,0.9974222222222222,0.00026943012562181056
cdib,0.1,10,70,3,-0.8680688156908208,0.0038722582373414407,6.020050772857665,0.13736907654799385,0.4626666666666666,0.008663332692061034,0.9974962962962963,0.0004577633942364644
cdib,0.1,10,71,3,-0.8724376999855042,0.0036847673237236332,6.041062655893962,0.14023062389933683,0.46199999999999997,0.009431860898041263,0.9974518518518517,0.000201639371686219
cdib,0.1,10,72,3,-0.8737856604807305,0.003142642916481083,6.016737792714437,0.12671686453135922,0.4632666666666667,0.009073771725877476,0.997525925925926,0.00018899778995813834
cdib,0.1,10,73,3,-0.877707901576071,0.0037055747522841877,6.039634113057455,0.12503320010763985,0.46186666666666665,0.00797579672091344,0.9976148148148148,0.0001667900777658308
cdib,0.1,10,74,3,-0.8788321821097173,0.0030011022286615925,6.0529478037516276,0.13426967283406227,0.4626666666666666,0.007960736984308237,0.9976148148148148,0.0003401766667616472
cdib,0.1,10,75,3,-0.881574093726187,0.004569196505190298,6.06169187113444,0.153408868435428,0.46153333333333335,0.009152777356263695,0.9975925925925925,0.0003459346497433181
cdib,0.1,10,76,3,-0.8835423439054778,0.0023106921710733226,6.068799894460042,0.12769338114410864,0.46246666666666664,0.008523692470598258,0.997488888888889,0.00040184758488943825
cdib,0.1,10,77,3,-0.8859195345676306,0.002035885596585654,6.056683419799806,0.1168452670169064,0.4626666666666667,0.006806859285554054,0.9976666666666666,0.00035763282087626695
cdib,0.1,10,78,3,-0.8875203981139443,0.004831101899740761,6.0766225529988604,0.13180513684154196,0.46173333333333333,0.008882191921667369,0.9976814814814815,0.00031453146289716065
cdib,0.1,10,79,3,-0.8896287538817435,0.0039011769139245043,6.0756274009704585,0.12453832847045394,0.46213333333333334,0.007338483040338307,0.9974740740740741,0.00017824013948912346
cdib,0.1,10,80,3,-0.8911157032041839,0.004123287171615864,6.102607875061035,0.11480895575891634,0.46166666666666667,0.008859646343581277,0.9977481481481482,0.00014796284707729916
cdib,0.1,10,81,3,-0.8933689615220733,0.002881142909490117,6.091173808797201,0.14409601793448742,0.4618,0.00898665677546441,0.9973555555555557,0.00032279642325184213
cdib,0.1,10,82,3,-0.8954263447270249,0.0040028603288799125,6.112401254781087,0.12839841262949694,0.4618,0.010021975853094021,0.9977555555555555,0.00011547005383797653
cdib,0.1,10,83,3,-0.8970490185448617,0.0033920827503044738,6.130521776835124,0.13327448132413655,0.4613333333333333,0.00934737039671229,0.9976444444444444,0.0003849001794597722
cdib,0.1,10,84,3,-0.8995071770985921,0.004672106824411754,6.1214472089131675,0.1417053176800972,0.46166666666666667,0.008663332692061034,0.997562962962963,0.0005557036839558431
cdib,0.1,10,85,3,-0.9015149807612102,0.0037577343428428687,6.108460742950439,0.14676486049986814,0.46153333333333335,0.00964434203734673,0.9975333333333333,0.00023094010767590498
cdib,0.1,10,86,3,-0.9021268536336494,0.002865641782237294,6.1209841934204094,0.1273727333731749,0.46173333333333333,0.009287267269403491,0.9977259259259258,0.00036537370237445525
cdib,0.1,10,87,3,-0.9032895879167498,0.0036090358877178966,6.1358522799173985,0.1430919439087787,0.4614,0.008321057625085889,0.9975037037037037,0.00024478091321267806
cdib,0.1,10,88,3,-0.905516699484623,0.004249834228668481,6.137352785746256,0.1322930813707358,0.46153333333333335,0.008424567249024302,0.9975777777777779,0.0002119864892037375
cdib,0.1,10,89,3,-0.9067062837456211,0.004823850578323615,6.1665569676717125,0.13480768971492416,0.4602,0.008838551917593765,0.9976370370370371,0.00035300007577603943
cdib,0.1,10,90,3,-0.9083193612185392,0.0028984020970886475,6.141332922871908,0.15372438457655002,0.46080000000000004,0.009042123644365869,0.9977555555555555,0.0003738356409169295
cdib,0.1,10,91,3,-0.9095331961342783,0.004394286200915343,6.145579527282714,0.13068282926075278,0.46120000000000005,0.008373768566183345,0.9978962962962963,0.0002866006240318816
cdib,0.1,10,92,3,-0.9115347755952316,0.002154311349369057,6.136934026590983,0.12858296325903137,0.4622,0.008599999999999988,0.9977481481481482,0.0003667227790958989
cdib,0.1,10,93,3,-0.9131928995724881,0.0029189416850752725,6.155473175303141,0.1442664008687304,0.46226666666666666,0.00932165936587114,0.997837037037037,0.0006151716947257914
cdib,0.1,10,94,3,-0.9138108851577297,0.0033114228336536353,6.170515456136068,0.13451118856469166,0.4607333333333333,0.009638118765263971,0.9976888888888888,0.00036582394740343867
cdib,0.1,10,95,3,-0.9157522438641751,0.0019464936593949587,6.146415276845296,0.12435267778662265,0.46126666666666666,0.00880075754315126,0.9975703703703704,0.00012239045660633987
cdib,0.1,10,96,3,-0.9164197451215802,0.0027587755629068984,6.168584332529704,0.11452919213486049,0.46153333333333335,0.0076218982762388835,0.9977703703703704,0.0004930796812042344
cdib,0.1,10,97,3,-0.9176134420597192,0.004314376703195288,6.170554663848876,0.1282297353599531,0.4605333333333333,0.008357830659527207,0.9977407407407407,0.00035439625818979494
cdib,0.1,10,98,3,-0.9201311269586737,0.003959642649517802,6.1817485666910805,0.1147874754277852,0.4606666666666666,0.008405553719614975,0.9978666666666666,9.686442096758745e-05
cdib,0.1,10,99,3,-0.9208931159135068,0.003764267371249693,6.1791907447814935,0.12776591343674146,0.4606666666666667,0.009209415471859942,0.9976666666666666,0.0003204934467079313
cdib,0.1,10,100,3,-0.9219398244135307,0.004676778312280896,6.175211149088541,0.14411228024933367,0.46080000000000004,0.009431860898041263,0.9978222222222222,0.0004151453709392845
cdib,0.1,10,101,3,-0.922666378885327,0.003551892930783905,6.165946042633056,0.135627911594098,0.46113333333333334,0.00915277735626367,0.9977555555555556,0.0004682512779045581
cdib,0.1,10,102,3,-0.9239588614492705,0.003653505532198974,6.194165272776286,0.12560453560574839,0.4596,0.0075973679652890005,0.9977777777777778,0.0002119864892037346
cdib,0.1,10,103,3,-0.9243054158037359,0.003195577884806681,6.210129471588135,0.11978404751758201,0.4604,0.008214621111165136,0.9975259259259258,0.00046631379957147386
cdib,0.1,10,104,3,-0.926048597803983,0.00457869882181981,6.190583659871419,0.1375341292762921,0.46093333333333336,0.00984344113272049,0.9979999999999999,0.00033554819712316265
cdib,0.1,10,105,3,-0.9254716567877569,0.0038687231503401432,6.192646759796143,0.12424858662901521,0.46113333333333334,0.008711677986090448,0.997874074074074,0.0002822601316038233
cdib,0.1,10,106,3,-0.9279208499128169,0.004393294431761431,6.201639100138347,0.13171360647288494,0.46080000000000004,0.009577055915050313,0.9977925925925927,0.0002778518419779056
cdib,0.1,10,107,3,-0.9292650923844539,0.003386553703471132,6.196828427124022,0.12814422894545827,0.4596,0.007639371701913721,0.9978074074074074,0.0005000411505699754
cdib,0.1,10,108,3,-0.9288632397593873,0.0047936715194842544,6.199552820332845,0.1438096714729297,0.46080000000000004,0.009822423326246938,0.9976444444444444,0.0002474561939035475
cdib,0.1,10,109,3,-0.9309886099988764,0.002512858140959729,6.216972071584066,0.13057921493417834,0.4599333333333333,0.008471914384206981,0.9977777777777778,0.0004461079977752554
cdib,0.1,10,110,3,-0.9320062768011382,0.004247389879533306,6.227300049845378,0.1436647030188488,0.45966666666666667,0.009343090138350007,0.9976296296296296,0.000532561169422802
cdib,0.1,10,111,3,-0.931098159607974,0.0029296975888139206,6.203377548980712,0.1258723780386741,0.46026666666666666,0.008882191921667405,0.9978666666666666,0.0003698514883798579
cdib,0.1,10,112,3,-0.9332353837215539,0.0021494330886907115,6.215169412740071,0.10835967527852107,0.46013333333333334,0.007960736984308263,0.9977925925925927,0.000669745974815741
cdib,0.1,10,113,3,-0.9345608014164549,0.0031477020815620844,6.209767799123128,0.11731625685023518,0.4603333333333333,0.00919202552941043,0.997874074074074,0.0001140355875432873
cdib,0.1,10,114,3,-0.9343704123092419,0.003631503422044652,6.234460358683268,0.13243837905229972,0.4588666666666667,0.008628634499927169,0.997762962962963,0.00042300123067463304
cdib,0.1,10,115,3,-0.9360764865268361,0.0046802488250085005,6.208761581166585,0.13488581256861734,0.46013333333333334,0.009330237581826783,0.9978888888888889,0.00016024672335393487
cdib,0.1,10,116,3,-0.9368977753754818,0.002971073410022055,6.234450959523518,0.13388990249627072,0.4603333333333333,0.009867792728535277,0.9978962962962963,0.0003445041764217333
cdib,0.1,10,117,3,-0.9382907848820542,0.004328964950372334,6.22046354268392,0.1335310043296606,0.4599333333333333,0.00823731347790853,0.9977999999999999,0.00021430335024431608
cdib,0.1,10,118,3,-0.9382183685042641,0.004356640959354815,6.234711941274007,0.13970262347352133,0.45986666666666665,0.009263548636096937,0.997925925925926,0.00023129622216287447
cdib,0.1,10,119,3,-0.9401631369648557,0.004443487417377638,6.23536126912435,0.11961937939106355,0.4599333333333333,0.009089187715815614,0.9977111111111111,0.00029059326290267957
cdib,0.1,10,120,3,-0.9389368210098961,0.003398512355085191,6.239407555643717,0.13427563575269374,0.4604,0.008618584570566095,0.997725925925926,0.00026511896545443033
cdib,0.1,10,121,3,-0.9400816863551285,0.00406574517405131,6.239410592651367,0.13919883711803296,0.4602666666666666,0.009011844058422935,0.9975555555555555,0.00023094010767590498
cdib,0.1,10,122,3,-0.9407807647127093,0.0037257302418667666,6.2330348055521645,0.13064497815502552,0.4596,0.00865332306111358,0.9975111111111111,0.0003492496365667392
cdib,0.1,10,123,3,-0.9429359644774236,0.0032606004880455903,6.249689717356364,0.13381894189521354,0.4599333333333333,0.009291573243177574,0.9979037037037037,0.00020163937168618737
cdib,0.1,10,124,3,-0.9412330631747391,0.004289531201538545,6.2402404551188155,0.124888851593346,0.4602,0.008119113252073765,0.9979111111111112,0.00038936478817631676
cdib,0.1,10,125,3,-0.9420699288541621,0.0038097214938656527,6.252262794748941,0.11896376210458882,0.4602,0.007600000000000017,0.997925925925926,0.00032985843078835034
cdib,0.1,10,126,3,-0.9441554280367764,0.00440726704670816,6.23489535929362,0.11821004767057242,0.4596,0.008784076502399102,0.9976148148148148,0.00046259244432577334
cdib,0.1,10,127,3,-0.9437558094602642,0.00412592732318171,6.241917741394043,0.13760958758701608,0.4600666666666667,0.00924626050537909,0.9979925925925927,0.000168263950986653
cdib,0.1,10,128,3,-0.9450834230914259,0.004193592549458732,6.243435591888428,0.13218815135659398,0.4604,0.008380930735902804,0.9978222222222222,0.0005456901847915146
cdib,0.1,10,129,3,-0.9451676454370673,0.003501236065327515,6.25564951095581,0.13245163678545355,0.4599333333333333,0.00868638781849699,0.9978222222222222,0.0003777777777777408
cdib,0.1,10,130,3,-0.9449620525013316,0.004171392974435361,6.2529364087422685,0.12717465679241777,0.45999999999999996,0.008935323161475462,0.9977111111111112,0.0002989694232683116
cdib,0.1,10,131,3,-0.9454536673516939,0.003407811538282967,6.25139515024821,0.1344417379102909,0.4599333333333333,0.009487535682849022,0.9979629629629629,0.00020647940540391362
cdib,0.1,10,132,3,-0.945696971615878,0.003854227448914178,6.262498076629639,0.12019402934300438,0.45986666666666665,0.008677173118783172,0.9976444444444444,0.0003055050463303557
cdib,0.1,10,133,3,-0.9473932916323345,0.004075033796841412,6.259761882781983,0.12668561826255495,0.45953333333333335,0.008554141297250914,0.9978666666666666,0.0003273537747257246
cdib,0.1,10,134,3,-0.9467518593065667,0.002831481948316248,6.260979799143473,0.13251426307461384,0.4599333333333333,0.010356318522203402,0.9979185185185185,0.00018098950700547276
cdib,0.1,10,135,3,-0.9479482216430433,0.003453306920297698,6.253537481180827,0.11849006619922331,0.459,0.007871467461661771,0.9979555555555555,0.00013877773329772246
cdib,0.1,10,136,3,-0.9489280550118648,0.004316391503267087,6.264936032613118,0.1064651430021543,0.4594666666666667,0.007446699492616394,0.9980370370370371,0.00022479986526661752
cdib,0.1,10,137,3,-0.9499447904557893,0.004764067595011382,6.279326639811198,0.13830190427415942,0.4586666666666666,0.009790471558272024,0.9980370370370371,0.0005675737112441732
cdib,0.1,10,138,3,-0.9496619134469467,0.0036707516917422077,6.262329385121663,0.12898323485146476,0.45986666666666665,0.008630952052545162,0.9978666666666668,0.000587944735792154
cdib,0.1,10,139,3,-0.9511015280694672,0.00393727764941135,6.271341985575359,0.11364093470231337,0.45953333333333335,0.0075745186865789375,0.998125925925926,0.00021583410791602408
cdib,0.1,10,140,3,-0.9503700178666549,0.0035774139912467867,6.272124193572998,0.12400325223688931,0.4596,0.00821462111116514,0.9979037037037037,0.0001428689001628563
cdib,0.1,10,141,3,-0.9517554446393793,0.0029339076207467595,6.272037930552165,0.13993266665798546,0.4596,0.008845337754998378,0.9978888888888889,0.00032735377472568883
cdib,0.1,10,142,3,-0.9505153473767368,0.0024500701331991023,6.289557106018066,0.14193837397990489,0.4586666666666666,0.0091876729008674,0.9975777777777778,0.0001602467233539695
cdib,0.1,10,143,3,-0.9525238346331047,0.0022750785561103442,6.258956017049154,0.12547484545974397,0.45986666666666665,0.007823895023153955,0.9977333333333332,0.0004682512779045673
cdib,0.1,10,144,3,-0.9518685645594741,0.003572025731496136,6.26343068262736,0.1259752833908954,0.45986666666666665,0.008542443054146347,0.997925925925926,0.0004577633942364224
cdib,0.1,10,145,3,-0.9525907101573367,0.003924555459611407,6.265532400258382,0.1451877415443866,0.45986666666666665,0.009879946018745936,0.997874074074074,0.0002334215000975995
cdib,0.1,10,146,3,-0.9522143961790835,0.0049878188620369945,6.271317238616942,0.12863508902248058,0.4592666666666667,0.008628634499927155,0.9978222222222222,0.0003874576838702288
cdib,0.1,10,147,3,-0.9538594604434388,0.004564669240371568,6.279234558868409,0.12394574393646086,0.4601333333333333,0.00921375782910172,0.997637037037037,0.000156083759301558
cdib,0.1,10,148,3,-0.9519687541253639,0.002818124782168095,6.272335957336426,0.1296845872450388,0.45940000000000003,0.008928605714219894,0.9978222222222222,0.0004461079977751869
cdib,0.1,10,149,3,-0.9533977538137726,0.003984580076577969,6.286137653859456,0.1374470201094595,0.4596,0.009301612763386768,0.9976888888888888,0.00021886350670654285
cdib,0.1,10,150,3,-0.9552784671032067,0.0034959505145463017,6.2818425687154145,0.1256288382314732,0.4592,0.008316249154516734,0.9979555555555555,0.0002562791687704949
cdib,0.1,10,151,3,-0.954225449703679,0.004568574545864849,6.2655906636555985,0.12919760230157695,0.4605333333333333,0.008672562097404279,0.9978296296296296,0.0003530000757761338
cdib,0.1,10,152,3,-0.9551855746789412,0.0031198206210502973,6.27026472752889,0.1424864674318148,0.4603333333333333,0.009211586906355144,0.9975333333333333,0.0005003702332976686
cdib,0.1,10,153,3,-0.9546842557112375,0.0033956601764648696,6.275653271738688,0.14151114387216723,0.4598,0.00905980132232491,0.9976222222222223,0.0005347204184673508
cdib,0.1,10,154,3,-0.9548968454187566,0.003539641319108338,6.279326881408692,0.1316370945949589,0.45933333333333337,0.007943131204590117,0.9979555555555555,0.00027755546659543825
cdib,0.1,10,155,3,-0.9554501407709988,0.0040539222887067,6.279534204355876,0.13197252510817958,0.45953333333333335,0.009108969938106797,0.9979703703703704,0.0005714756006514036
cdib,0.1,10,156,3,-0.9560135546886559,0.0030597796771508036,6.284107395426433,0.13930417753281443,0.4590666666666667,0.008467191584777876,0.9980444444444445,0.00018986674989594318
cdib,0.1,10,157,3,-0.9558592279087413,0.0035973765301821063,6.279763403828938,0.13917874672567337,0.4599333333333333,0.008711677986090488,0.9979185185185185,0.0003192068359468962
cdib,0.1,10,158,3,-0.9560346005295263,0.002554871706042254,6.274348733774821,0.13847102950741497,0.4600666666666667,0.009351648695996525,0.9978074074074074,0.00036129624883725824
cdib,0.1,10,159,3,-0.957322535159371,0.0044688585606026095,6.276170512135824,0.14091457921597514,0.46013333333333334,0.009274337352788783,0.9976074074074074,0.00014796284707732415
cdib,0.1,10,160,3,-0.9569740284890839,0.004009756802826093,6.279401972198486,0.11917569972725539,0.4603333333333333,0.008171495171223762,0.997948148148148,0.0003445041764217333
cdib,0.1,10,161,3,-0.95733312477921,0.003180802215525394,6.29874306640625,0.13794257475033062,0.45826666666666666,0.008471914384206991,0.9980000000000001,0.00021198648920372877
cdib,0.1,10,162,3,-0.9570587773872145,0.00419223681631112,6.281603819783528,0.14367320651033838,0.4592,0.008681013765684281,0.9978148148148148,0.00019917525421845933
cdib,0.1,10,163,3,-0.9582901319330389,0.0037653557480588655,6.2885427604675295,0.14561431621771248,0.45966666666666667,0.009351648695996525,0.9980592592592593,0.0002900262511177929
cdib,0.1,10,164,3,-0.9581888091520829,0.003287901378259994,6.299999098714193,0.14605474208864241,0.4594,0.009271461589199387,0.997925925925926,0.0002813839987144111
cdib,0.1,10,165,3,-0.959182217505484,0.0041204216751644755,6.287849470265706,0.13445750672581436,0.4604,0.009147677300823415,0.9978666666666666,0.00036985148837984956
cdib,0.1,10,166,3,-0.9588116087711219,0.003387437216415044,6.295803539021811,0.11687323025674855,0.45913333333333334,0.008050672849727112,0.9976962962962963,0.00034017666676164566
cdib,0.1,10,167,3,-0.9575137206164274,0.004034855424962906,6.3011008275349925,0.14037917112333295,0.4586666666666667,0.00915933039765099,0.9977925925925925,0.0003883064421357954
cdib,0.1,10,168,3,-0.9596054515434034,0.0029164912090578017,6.299619002787272,0.14419415926595114,0.4594666666666667,0.010024636319255344,0.9977851851851852,0.00017261007700340248
cdib,0.1,10,169,3,-0.9584299014756174,0.004958174638552914,6.296614402516684,0.12759423614442628,0.45859999999999995,0.007748548251124208,0.997762962962963,0.0003487779960590766
cdib,0.1,10,170,3,-0.9594545103968996,0.0033050564829273338,6.302114695994059,0.13848892476435393,0.45913333333333334,0.009148406054244294,0.9977851851851852,0.00045397195395687406
cdib,0.1,10,171,3,-0.9600508774092703,0.003504595863675162,6.293704135386149,0.11809671244910212,0.4590666666666667,0.008882191921667379,0.9979037037037037,0.00026789838992631186
cdib,0.1,10,172,3,-0.959510540303317,0.004166528717615258,6.315579140726725,0.15907784372290196,0.45813333333333334,0.009720768145230782,0.9977851851851852,0.0005489983396648302
cdib,0.1,10,173,3,-0.960840411712184,0.00459156058183147,6.282781883239746,0.1122201335302692,0.4598,0.008445116932286957,0.9978074074074074,0.00022259228446396416
cdib,0.1,10,174,3,-0.9618663944504476,0.004506655826441062,6.303169061787923,0.13650751892768767,0.4594,0.00793725393319374,0.9978222222222222,0.0005047918529599566
cdib,0.1,10,175,3,-0.9600270361495741,0.0031646014631466135,6.312977130381267,0.12470244138715625,0.459,0.008089499366462702,0.9978296296296296,0.0005241493206025388
cdib,0.1,10,176,3,-0.9606270110361503,0.0026351634103456904,6.2978119326273605,0.11688108066138278,0.4588666666666667,0.008055639846302321,0.9978814814814815,0.0003328391398320082
cdib,0.1,10,177,3,-0.9608070735844699,0.002669191476371183,6.29814688390096,0.13051977759261194,0.45986666666666665,0.00896734817732276,0.9979629629629629,0.00012239045660632894
cdib,0.1,10,178,3,-0.9610730991074533,0.0030936328349984894,6.279371636454265,0.11965692566519075,0.46013333333333334,0.007862145593496319,0.9979037037037037,0.00020647940540390118
cdib,0.1,10,179,3,-0.9606649027477611,0.004228440410369888,6.3105296043395995,0.12903946904526273,0.4588666666666667,0.008405553719614992,0.9977703703703704,0.0002959256941546268
cdib,0.1,10,180,3,-0.9622448419917714,0.004765410527389588,6.297906431070963,0.12412549660098571,0.4602,0.009079647570252921,0.9978148148148148,0.0003153155059821072
cdib,0.1,10,181,3,-0.960316973507043,0.003262650944210942,6.296910969543457,0.15645280561782354,0.45846666666666663,0.008764321612842215,0.9977703703703704,0.0002447809132127335
cdib,0.1,10,182,3,-0.9610584137815418,0.00394349432121616,6.315942199707031,0.11986797068382073,0.4584,0.008352245207128458,0.9979407407407407,0.00039147289664369307
cdib,0.1,10,183,3,-0.9624001034389842,0.003979981365508104,6.307742145029704,0.13963326604309279,0.4587333333333334,0.008821186617078982,0.9979777777777779,0.00015555555555549216
cdib,0.1,10,184,3,-0.9631920732353674,0.002475773293136557,6.307077690378825,0.12621855850925218,0.4598666666666667,0.008353043357563358,0.9980370370370371,0.0005078802878939544
cdib,0.1,10,185,3,-0.9617259863969051,0.004604081131979618,6.294955067443848,0.11873373369203237,0.4588666666666666,0.008419817891934087,0.9979407407407407,0.00045560072043500204
cdib,0.1,10,186,3,-0.9616489018006759,0.004532441478661753,6.294692689005534,0.1283535620624509,0.4596,0.009340235543068487,0.9980222222222221,0.00021886350670656822
cdib,0.1,10,187,3,-0.9626382043982997,0.0031561451324743084,6.29928936106364,0.1254287963026269,0.4597333333333333,0.009108969938106792,0.9978222222222222,6.666666666674259e-05
cdib,0.1,10,188,3,-0.9626018677538092,0.0042718584005806345,6.295808224487305,0.11790276225733447,0.4585333333333333,0.007960736984308244,0.9979037037037037,0.00016380255101849684
cdib,0.1,10,189,3,-0.9628850250793226,0.0034008163295591917,6.309698901621499,0.1409977917896923,0.4588666666666667,0.00950017543697659,0.9979037037037037,0.000301709805250618
cdib,0.1,10,190,3,-0.9623892243963299,0.004075466337269225,6.291089437611898,0.14925135312979337,0.45966666666666667,0.009351648695996525,0.9979629629629629,0.00033652790197332555
cdib,0.1,10,191,3,-0.9632060761365023,0.003538486735103279,6.3063038622538246,0.11389069581777815,0.45920000000000005,0.008618584570566095,0.9980074074074073,0.00025563605817390976
cdib,0.1,10,192,3,-0.9632259889024676,0.0038060304036551624,6.3151742998758955,0.11740939343942501,0.45873333333333327,0.008357830659527221,0.997925925925926,0.00016075951417931296
cdib,0.1,10,193,3,-0.9637314304554101,0.0046816970388232045,6.3083538213094075,0.1423377620848774,0.4592666666666667,0.009187672900867439,0.9977777777777778,0.0006780509467729784
cdib,0.1,10,194,3,-0.9630753010056236,0.0042090544238504056,6.306547567240397,0.12492403065003928,0.45859999999999995,0.008655634003352968,0.9978962962962963,0.00021811010169388534
cdib,0.1,10,195,3,-0.9632624197410814,0.004080895940484432,6.3082916511535645,0.12393067260568419,0.45933333333333337,0.008621678104251716,0.997948148148148,0.0004539719539568523
cdib,0.1,10,196,3,-0.9627382341269292,0.0033060606287138813,6.3001297899882,0.11481848139979307,0.4597333333333333,0.00864947011864505,0.9977999999999999,0.0003790827135384353
cdib,0.1,10,197,3,-0.9630208510890151,0.004173901450292902,6.302392505645752,0.13204347126402177,0.45860000000000006,0.00850176452273295,0.9979111111111111,0.00034498165991688243
cdib,0.1,10,198,3,-0.9631886482123173,0.003651371980878225,6.312315057881674,0.12072958817890853,0.4583333333333333,0.008711677986090459,0.9978962962962963,0.0001263609045128568
cdib,0.1,10,199,3,-0.9632132728432165,0.0036536057526896314,6.299925591023762,0.14591657640687805,0.45940000000000003,0.0076236474210183815,0.997925925925926,0.00043565380600097466
cdib,1.0,0,0,3,1.1363165977998213,0.014803370042097122,1.7698773027420043,0.019292507838698722,0.42019999999999996,0.0013999999999999915,0.4478518518518519,0.015657607046934495
cdib,1.0,0,1,3,0.37211770056811244,0.010009743496841294,1.8104909057617187,0.007132240516845645,0.45646666666666663,0.0011015141094572348,0.7922666666666668,0.006798837954449543
cdib,1.0,0,2,3,0.1314961109425534,0.007143289115722581,1.9595515813827513,0.016953081425077565,0.4664,0.004190465367951398,0.890437037037037,0.004460102049064086
cdib,1.0,0,3,3,0.008593265438441074,0.006108309094352223,2.130267472585042,0.033491268761136436,0.4684,0.0033045423283716655,0.9309777777777778,0.002405857050647047
cdib,1.0,0,4,3,-0.06920681754115857,0.005969303843946828,2.3029118691762287,0.0356589357346491,0.47046666666666664,0.00411015003781293,0.9516592592592593,0.0023343207787153947
cdib,1.0,0,5,3,-0.126671462105621,0.0057049130852934865,2.4709424326578775,0.04862144767300491,0.47233333333333327,0.004936935621752952,0.9643703703703704,0.0013278281409943476
cdib,1.0,0,6,3,-0.17170740258368578,0.0056437075390185585,2.6403709734598793,0.0572427314348558,0.47300000000000003,0.004779121258139425,0.9731777777777778,0.0011744186899310042
cdib,1.0,0,7,3,-0.20884286976799823,0.005407942270403741,2.8011385363260906,0.06931264053766689,0.47333333333333333,0.003910669166950014,0.978362962962963,0.0012263230866118634
cdib,1.0,0,8,3,-0.24222474390448948,0.005459323231887273,2.9604306145985917,0.069183160197643,0.47293333333333337,0.004365012409298902,0.9826814814814814,0.000738478025562539
cdib,1.0,0,9,3,-0.2711609900091634,0.005861005204851554,3.111555444717407,0.07109643082148714,0.47280000000000005,0.0028213471959331877,0.9858074074074074,0.0012462949204769338
cdib,1.0,0,10,3,-0.29764314181876905,0.0062224215827525,3.269080557632446,0.08370841896846018,0.47280000000000005,0.004014971979976949,0.9884148148148147,0.0006890083528434678
cdib,1.0,0,11,3,-0.32257178189176505,0.007103066942745785,3.3936948609670003,0.07970769816876082,0.4712666666666667,0.003008875759039151,0.9902222222222222,0.0010164085889803553
cdib,1.0,0,12,3,-0.345087024862116,0.007728256020595591,3.5395553061167404,0.09100287731266718,0.47153333333333336,0.00427707064862545,0.9909851851851853,0.0008596104007934183
cdib,1.0,0,13,3,-0.36601799777348837,0.0073841322267379295,3.670788522338867,0.11509531199174791,0.46926666666666667,0.004428694314731295,0.9922000000000001,0.0003355481971231332
cdib,1.0,0,14,3,-0.3867715041218382,0.007990193744289505,3.791540375137329,0.08919203244868411,0.4694,0.0026229754097207973,0.9928666666666667,0.000522576711835751
cdib,1.0,0,15,3,-0.4060869964585159,0.008323992189555257,3.902277254613241,0.10876244434125167,0.46959999999999996,0.004386342439892255,0.9934074074074074,0.000846002461349271
cdib,1.0,0,16,3,-0.4238473715276429,0.008690969560119468,4.012123559824626,0.10635629916723296,0.46880000000000005,0.0028213471959331877,0.994125925925926,0.0005069070255088864
cdib,1.0,0,17,3,-0.44167246789354264,0.008601686235555019,4.112829055023194,0.09895250910220504,0.46713333333333334,0.002914332399252598,0.994362962962963,0.0007838913168978099
cdib,1.0,0,18,3,-0.4585649860584375,0.00962888380820783,4.206860296630859,0.10275277974643664,0.46573333333333333,0.00397156560229508,0.9947111111111111,0.000792869456662721
cdib,1.0,0,19,3,-0.47392082720669837,0.010296470225288607,4.294743559773763,0.1178479242161981,0.46586666666666665,0.00350047615808669,0.9949777777777777,0.00036985148837988377
cdib,1.0,0,20,3,-0.48962503927115236,0.010219864335200852,4.38702501856486,0.1069857992202595,0.46426666666666666,0.0020816659994661326,0.9952074074074074,0.000663821087503296
cdib,1.0,0,21,3,-0.5039455009214806,0.010682635910629755,4.47684116338094,0.11438084240068747,0.4646666666666666,0.0032516662395352435,0.9957185185185184,0.0008147811440854779
cdib,1.0,0,22,3,-0.5174977767799839,0.010946264062536626,4.537504720815023,0.1087313391010753,0.46419999999999995,0.0029597297173897443,0.9957037037037036,0.0002247998652665814
cdib,1.0,0,23,3,-0.5307492590412949,0.010832227614548884,4.624672943623861,0.09801079696144156,0.46293333333333336,0.0034947579792216437,0.9956222222222223,0.0006558379805943799
cdib,1.0,0,24,3,-0.5440042777827292,0.011037818471449294,4.692154005686442,0.11595946234320753,0.4627333333333334,0.0038279672586548612,0.9958592592592592,0.0003733950566259913
cdib,1.0,0,25,3,-0.5559844776139115,0.012303485053821084,4.746242818705241,0.11162501155998385,0.46366666666666667,0.002893671255228113,0.995837037037037,0.0002112085545093479
