model,beta,minimax,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cdib,0.001,10,2,119,-0.9832214390494607,6.379279960632324,0.458,0.9978666666666667
cdib,0.001,10,2,120,-0.9826203246463429,6.341088592529297,0.4586,0.9981111111111111
cdib,0.001,10,2,121,-0.9821123095945878,6.436433395385742,0.456,0.9977333333333334
cdib,0.001,10,2,122,-0.9825747818600048,6.360067852783203,0.4588,0.9979555555555556
cdib,0.001,10,2,123,-0.9843506016297774,6.3734827171325685,0.458,0.9981333333333333
cdib,0.001,10,2,124,-0.9855526362245733,6.374550743103027,0.458,0.9979333333333333
cdib,0.001,10,2,125,-0.987018199521845,6.421333351898193,0.4556,0.9978222222222223
cdib,0.001,10,2,126,-0.9872618152618409,6.37555156173706,0.4586,0.998
cdib,0.001,10,2,127,-0.9869731665351175,6.346366884613037,0.4602,0.9981555555555556
cdib,0.001,10,2,128,-0.9884748081380671,6.390691166687012,0.4588,0.9980444444444444
cdib,0.001,10,2,129,-0.9897636315085672,6.405385185241699,0.4582,0.9980444444444444
cdib,0.001,10,2,130,-0.9859927889043635,6.395105984497071,0.4578,0.9977777777777778
cdib,0.001,10,2,131,-0.9882517834923484,6.375117045593262,0.4592,0.9977777777777778
cdib,0.001,10,2,132,-0.9893007932662964,6.415955568695068,0.4568,0.998
cdib,0.001,10,2,133,-0.9891464934955944,6.432565368652344,0.4582,0.9976888888888888
cdib,0.001,10,2,134,-0.987865957589583,6.3799955230712895,0.4572,0.9981111111111111
cdib,0.001,10,2,135,-0.9917587293451483,6.384792794799805,0.4572,0.9980888888888889
cdib,0.001,10,2,136,-0.9920707384803078,6.420463884735107,0.4558,0.9980444444444444
cdib,0.001,10,2,137,-0.9951880339709195,6.427330309295654,0.458,0.9982888888888889
cdib,0.001,10,2,138,-0.9913415946960449,6.367792739105225,0.4566,0.9976888888888888
cdib,0.001,10,2,139,-0.9931291476683183,6.4197707252502445,0.4576,0.9981333333333333
cdib,0.001,10,2,140,-0.9912333715872331,6.406914462280273,0.4552,0.9978
cdib,0.001,10,2,141,-0.9919992260932923,6.397765063476562,0.458,0.9976888888888888
cdib,0.001,10,2,142,-0.9917532890666615,6.438719789123535,0.4556,0.9981111111111111
cdib,0.001,10,2,143,-0.9960189958052201,6.388481855773926,0.4574,0.9978444444444444
cdib,0.001,10,2,144,-0.9940182670593262,6.416898842620849,0.4566,0.9980666666666667
cdib,0.001,10,2,145,-0.9948540310946378,6.378707026672363,0.4584,0.9979111111111111
cdib,0.001,10,2,146,-0.9966683393565091,6.385778716278076,0.4574,0.9976888888888888
cdib,0.001,10,2,147,-0.9990248715053905,6.453681769561768,0.4564,0.9984
cdib,0.001,10,2,148,-0.996953932389346,6.3821518440246585,0.4574,0.9977777777777778
cdib,0.001,10,2,149,-0.9966224643273787,6.434926988983154,0.4566,0.9980666666666667
cdib,0.001,10,2,150,-0.9969878937114369,6.437977765655518,0.4554,0.9978666666666667
cdib,0.001,10,2,151,-0.9986502732016823,6.375968544006348,0.4568,0.9980888888888889
cdib,0.001,10,2,152,-0.997517181075703,6.416366851043701,0.457,0.9978444444444444
cdib,0.001,10,2,153,-0.998152965406938,6.44928808670044,0.4564,0.9980222222222223
cdib,0.001,10,2,154,-0.9967575680906122,6.429413682556152,0.457,0.9978444444444444
cdib,0.001,10,2,155,-0.9974472878802907,6.427744347381592,0.4576,0.9982
cdib,0.001,10,2,156,-0.998423273415999,6.489024601745605,0.454,0.9981333333333333
cdib,0.001,10,2,157,-0.9985948810057207,6.412003885650635,0.4576,0.9981555555555556
cdib,0.001,10,2,158,-0.9992604226372459,6.398380869293213,0.4572,0.9982888888888889
cdib,0.001,10,2,159,-1.0016196452054111,6.430730115509033,0.4548,0.9978888888888889
cdib,0.001,10,2,160,-1.000586423110962,6.373070697784424,0.4586,0.9979555555555556
cdib,0.001,10,2,161,-1.0004219625646418,6.431740646362305,0.4568,0.9981111111111111
cdib,0.001,10,2,162,-1.0018993790193038,6.41340078125,0.4572,0.9983111111111111
cdib,0.001,10,2,163,-1.0019328471703963,6.3996174507141115,0.4576,0.9980888888888889
cdib,0.001,10,2,164,-1.000342886612632,6.455272933197022,0.4548,0.9978
cdib,0.001,10,2,165,-1.0041945933428678,6.425514078521728,0.4558,0.9983333333333333
cdib,0.001,10,2,166,-1.0019016601389106,6.443147679901123,0.4556,0.9979777777777777
cdib,0.001,10,2,167,-1.000500243724476,6.4229061279296875,0.4574,0.9982
cdib,0.001,10,2,168,-1.0013176966667174,6.416431464385987,0.4578,0.9979555555555556
cdib,0.001,10,2,169,-1.001217231351679,6.4502152160644535,0.4562,0.9973777777777778
cdib,0.001,10,2,170,-1.001430205258456,6.443817538452149,0.4558,0.9977111111111111
cdib,0.001,10,2,171,-1.0027827931664206,6.463268183135987,0.4534,0.9979111111111111
cdib,0.001,10,2,172,-1.0018499502182008,6.430126428985596,0.4566,0.9976444444444444
cdib,0.001,10,2,173,-1.0025619768749583,6.456618550109863,0.4554,0.9980888888888889
cdib,0.001,10,2,174,-1.0042324654492465,6.435342388153076,0.457,0.9981777777777778
cdib,0.001,10,2,175,-1.001543137220903,6.44939005279541,0.457,0.9981555555555556
cdib,0.001,10,2,176,-1.00194573654695,6.414621360015869,0.455,0.9981555555555556
cdib,0.001,10,2,177,-1.003539962465113,6.459538269042969,0.4566,0.9978222222222223
cdib,0.001,10,2,178,-1.0041178307619962,6.436097653961181,0.4562,0.9978666666666667
cdib,0.001,10,2,179,-1.0043754103573885,6.479678837585449,0.4562,0.9977555555555555
cdib,0.001,10,2,180,-1.004339619549838,6.405769906616211,0.4574,0.9976444444444444
cdib,0.001,10,2,181,-1.004766216919639,6.433392183685303,0.4558,0.9975777777777778
cdib,0.001,10,2,182,-1.0029247154062444,6.447320398712158,0.4562,0.9983555555555556
cdib,0.001,10,2,183,-1.0030627514058894,6.473479096984863,0.4552,0.9979111111111111
cdib,0.001,10,2,184,-1.0058540371634743,6.447337943267822,0.4568,0.9982
cdib,0.001,10,2,185,-1.0040548241181808,6.405203908538819,0.458,0.9976888888888888
cdib,0.001,10,2,186,-1.004525705164129,6.467582438659668,0.4546,0.9977777777777778
cdib,0.001,10,2,187,-1.003057514520125,6.440143713378906,0.455,0.9980444444444444
cdib,0.001,10,2,188,-1.0062303192312068,6.404556548309326,0.4564,0.9979555555555556
cdib,0.001,10,2,189,-1.0047705062085932,6.43306248550415,0.4564,0.9980444444444444
cdib,0.001,10,2,190,-1.005251347472451,6.412750485992432,0.4574,0.9982222222222222
cdib,0.001,10,2,191,-1.0054968938394027,6.46084440536499,0.4554,0.9980888888888889
cdib,0.001,10,2,192,-1.0049946370211515,6.456899975585937,0.4562,0.9981555555555556
cdib,0.001,10,2,193,-1.0057788881822065,6.440292573547363,0.4572,0.9980222222222223
cdib,0.001,10,2,194,-1.0054410075447777,6.455866945648193,0.456,0.9978666666666667
cdib,0.001,10,2,195,-1.005782091296803,6.462838377380371,0.4558,0.9981111111111111
cdib,0.001,10,2,196,-1.0057479740142823,6.379709445953369,0.4592,0.9978
cdib,0.001,10,2,197,-1.0047699169852518,6.410715605926514,0.4586,0.9975777777777778
cdib,0.001,10,2,198,-1.005490639374473,6.4827125289917,0.4546,0.9977111111111111
cdib,0.001,10,2,199,-1.006325524486195,6.399080280303955,0.4578,0.9978888888888889
cdib,1000.0,5,0,0,1.4771261313438415,1.811294641494751,0.3804,0.31764444444444445
cdib,1000.0,5,0,1,0.8081094526377591,1.6065165712356568,0.4502,0.5982
cdib,1000.0,5,0,2,0.528742756132646,1.572387153816223,0.4718,0.7339555555555556
cdib,1000.0,5,0,3,0.360174240805886,1.596774806022644,0.485,0.8135777777777777
cdib,1000.0,5,0,4,0.2442397331562909,1.6467039253234863,0.4828,0.8637333333333334
cdib,1000.0,5,0,5,0.15914056505181573,1.7020421844482423,0.4868,0.8952888888888889
cdib,1000.0,5,0,6,0.09366036137559197,1.7705593698501587,0.4906,0.9182666666666667
cdib,1000.0,5,0,7,0.04198435823646459,1.8472677448272705,0.492,0.9342444444444444
cdib,1000.0,5,0,8,-0.001179745054244995,1.918852174949646,0.4904,0.9449333333333333
cdib,1000.0,5,0,9,-0.03655010290145874,1.9967283763885497,0.4906,0.9536444444444444
cdib,1000.0,5,0,10,-0.06669736591469158,2.077079669189453,0.491,0.9596
cdib,1000.0,5,0,11,-0.09392778645862232,2.1409219242095947,0.4932,0.9648444444444444
cdib,1000.0,5,0,12,-0.11836240610967982,2.2204156532287596,0.4924,0.9704888888888888
cdib,1000.0,5,0,13,-0.13944258599498055,2.302535448074341,0.4882,0.9731555555555556
cdib,1000.0,5,0,14,-0.15989728785428134,2.3707944427490233,0.4914,0.9750888888888889
cdib,1000.0,5,0,15,-0.17805134401971642,2.432742197418213,0.4906,0.9779777777777777
cdib,1000.0,5,0,16,-0.19450441064401106,2.5105449390411376,0.491,0.9791111111111112
cdib,1000.0,5,0,17,-0.2102526543227109,2.5824566432952882,0.49,0.9807555555555556
cdib,1000.0,5,0,18,-0.2247866427898407,2.645570819091797,0.4876,0.9818222222222223
cdib,1000.0,5,0,19,-0.23799039474400607,2.706408731842041,0.488,0.9829555555555556
cdib,1000.0,5,0,20,-0.2518065914804285,2.7745107349395752,0.4858,0.9844
cdib,1000.0,5,0,21,-0.26463952891176395,2.839249596786499,0.485,0.9852888888888889
cdib,1000.0,5,0,22,-0.27611188989986074,2.8954311672210693,0.4858,0.9852888888888889
cdib,1000.0,5,0,23,-0.2875474116455425,2.9554447200775145,0.487,0.9866666666666667
cdib,1000.0,5,0,24,-0.29801719958565454,3.0023007835388182,0.4852,0.9868666666666667
cdib,1000.0,5,0,25,-0.3080088391217318,3.056718727874756,0.485,0.9876222222222222
cdib,1000.0,5,0,26,-0.318759108803489,3.110864446258545,0.4848,0.9884222222222222
cdib,1000.0,5,0,27,-0.3271037331017581,3.1524166023254394,0.4848,0.9879777777777777
cdib,1000.0,5,0,28,-0.3367273680600253,3.201440436553955,0.4834,0.9893111111111111
cdib,1000.0,5,0,29,-0.3459302854754708,3.243729400253296,0.482,0.9894444444444445
cdib,1000.0,5,0,30,-0.35380083902532405,3.2951176349639892,0.4844,0.9889333333333333
cdib,1000.0,5,0,31,-0.36257271663492374,3.35406782951355,0.4836,0.9904444444444445
cdib,1000.0,5,0,32,-0.3700926856040955,3.388092377471924,0.4802,0.9903333333333333
cdib,1000.0,5,0,33,-0.379041987323761,3.4252580223083497,0.4832,0.9904444444444445
cdib,1000.0,5,0,34,-0.38664138060483066,3.4580953109741213,0.48,0.9909777777777777
cdib,1000.0,5,0,35,-0.39341997333439915,3.5155341831207276,0.479,0.9908
cdib,1000.0,5,0,36,-0.39988299169540403,3.5445043811798094,0.4804,0.9914666666666667
cdib,1000.0,5,0,37,-0.4062105476986278,3.5759375564575193,0.4798,0.9911555555555556
cdib,1000.0,5,0,38,-0.4135329097964547,3.6103380977630617,0.4806,0.9912444444444445
cdib,1000.0,5,0,39,-0.4186908613031561,3.640767086791992,0.478,0.9911333333333333
cdib,1000.0,5,0,40,-0.42470488192818384,3.6685417430877685,0.4796,0.9914222222222222
cdib,1000.0,5,0,41,-0.43045372780019586,3.721512446975708,0.4784,0.9913777777777778
cdib,1000.0,5,0,42,-0.43564071598486465,3.727828112411499,0.4762,0.9920666666666667
cdib,1000.0,5,0,43,-0.4415200711337003,3.755563221359253,0.4758,0.9919111111111111
cdib,1000.0,5,0,44,-0.44527318574732,3.795683219909668,0.4768,0.9918
cdib,1000.0,5,0,45,-0.4506082402012565,3.8119231510162352,0.476,0.9913777777777778
cdib,1000.0,5,0,46,-0.4575307335506786,3.8468121879577635,0.477,0.9925333333333334
cdib,1000.0,5,0,47,-0.4610580420580777,3.849514435195923,0.4764,0.9913777777777778
cdib,1000.0,5,0,48,-0.46623374720486727,3.885651580429077,0.4746,0.9921555555555556
cdib,1000.0,5,0,49,-0.4705872147213329,3.9129642833709717,0.4742,0.9915777777777778
cdib,1000.0,5,0,50,-0.4749040356722745,3.9358948322296143,0.4736,0.9924222222222222
cdib,1000.0,5,0,51,-0.4784734506563707,3.9493044761657714,0.4742,0.9927333333333334
cdib,1000.0,5,0,52,-0.48305522478277035,3.969877379989624,0.4742,0.9923333333333333
cdib,1000.0,5,0,53,-0.48731500526341526,3.994318712615967,0.4736,0.9917777777777778
cdib,1000.0,5,0,54,-0.4905287605892528,4.009044735336304,0.4722,0.9926444444444444
cdib,1000.0,5,0,55,-0.4942677066456188,4.0242091663360595,0.4726,0.9923333333333333
cdib,1000.0,5,0,56,-0.49671675217801875,4.04787050743103,0.4732,0.9926222222222222
cdib,1000.0,5,0,57,-0.5019407674182546,4.056775506210327,0.4724,0.9928888888888889
cdib,1000.0,5,0,58,-0.504250659275055,4.089004159927368,0.4724,0.9930222222222223
cdib,1000.0,5,0,59,-0.5090081536726518,4.097724293136596,0.4722,0.9924666666666667
cdib,1000.0,5,0,60,-0.5122015094843778,4.104779385757446,0.4722,0.9929555555555556
cdib,1000.0,5,0,61,-0.5135549190001054,4.155164100646973,0.472,0.9927111111111111
cdib,1000.0,5,0,62,-0.5165553134484725,4.152264554977417,0.4686,0.9927555555555555
cdib,1000.0,5,0,63,-0.5209539983315902,4.157551568984985,0.4712,0.9928222222222223
cdib,1000.0,5,0,64,-0.5236438907709988,4.18934005279541,0.4706,0.9925777777777778
cdib,1000.0,5,0,65,-0.5264278210509907,4.179497885513306,0.4722,0.9932
cdib,1000.0,5,0,66,-0.5290987638300115,4.198471938323975,0.4704,0.993
cdib,1000.0,5,0,67,-0.5301129251263358,4.218861048126221,0.4694,0.9929777777777777
cdib,1000.0,5,0,68,-0.5342609192414717,4.2218172622680665,0.4702,0.9936888888888888
cdib,1000.0,5,0,69,-0.535624005057595,4.2501934608459475,0.4706,0.9940222222222223
cdib,1000.0,5,0,70,-0.5381084458524531,4.262868914031983,0.4702,0.9928444444444444
cdib,1000.0,5,0,71,-0.5412221529180353,4.257236604309082,0.47,0.9932
cdib,1000.0,5,0,72,-0.5440434462547302,4.2822993354797365,0.4702,0.9936444444444444
cdib,1000.0,5,0,73,-0.5466189932086251,4.290593269348144,0.4694,0.9927111111111111
cdib,1000.0,5,0,74,-0.5473694403735074,4.2988789215087895,0.47,0.9932444444444445
cdib,1000.0,5,0,75,-0.5483128140536222,4.307843698883056,0.4692,0.9931777777777778
cdib,1000.0,5,0,76,-0.5519724601398814,4.312978394317627,0.4698,0.9929111111111111
cdib,1000.0,5,0,77,-0.5547866722106933,4.318290132141113,0.4706,0.9933111111111111
cdib,1000.0,5,0,78,-0.5548100596514615,4.33317068939209,0.4694,0.9939333333333333
cdib,1000.0,5,0,79,-0.5571066298007965,4.349763384246826,0.4696,0.9934
cdib,1000.0,5,0,80,-0.558718310659582,4.355871773529053,0.4712,0.9934222222222222
cdib,1000.0,5,0,81,-0.5613477835698562,4.349366522979737,0.4684,0.9929333333333333
cdib,1000.0,5,0,82,-0.5646608607292175,4.381610858917236,0.4698,0.9937333333333334
cdib,1000.0,5,0,83,-0.5653727800369263,4.38263854598999,0.4686,0.9935111111111111
cdib,1000.0,5,0,84,-0.5664369089169936,4.391488688659668,0.4698,0.9932222222222222
cdib,1000.0,5,0,85,-0.5685802754488858,4.387801571655274,0.4694,0.9933111111111111
cdib,1000.0,5,0,86,-0.5691691050659526,4.3968789016723635,0.468,0.9930666666666667
cdib,1000.0,5,0,87,-0.5707516413428567,4.403980976867675,0.4694,0.9934
cdib,1000.0,5,0,88,-0.5724999389258298,4.416313885498047,0.4698,0.9932222222222222
cdib,1000.0,5,0,89,-0.5737842782627453,4.422365017700195,0.47,0.9938444444444444
cdib,1000.0,5,0,90,-0.5762116178816015,4.432361383056641,0.4668,0.9938888888888889
cdib,1000.0,5,0,91,-0.5775557117548856,4.4171330429077145,0.468,0.9940222222222223
cdib,1000.0,5,0,92,-0.5786075487223539,4.440880445098877,0.4684,0.9932444444444445
cdib,1000.0,5,0,93,-0.5801583503723144,4.456352716827393,0.4678,0.9932444444444445
cdib,1000.0,5,0,94,-0.5803816595424305,4.43940071105957,0.4696,0.9938666666666667
cdib,1000.0,5,0,95,-0.5833298041560433,4.4499094078063965,0.4684,0.9930888888888889
cdib,1000.0,5,0,96,-0.5836919212167914,4.4663341468811035,0.4672,0.9934666666666667
cdib,1000.0,5,0,97,-0.5844113020463423,4.470321361541748,0.4684,0.9935333333333334
cdib,1000.0,5,0,98,-0.5871454265204343,4.47513317565918,0.4686,0.9939555555555556
cdib,1000.0,5,0,99,-0.5861378906683489,4.4908152725219725,0.4672,0.9938444444444444
cdib,1000.0,5,0,100,-0.5874635709675876,4.479934009552002,0.4686,0.9932
cdib,1000.0,5,0,101,-0.5891318986806002,4.494047561645508,0.467,0.9936444444444444
cdib,1000.0,5,0,102,-0.5899232708670876,4.504532041931152,0.4664,0.9932888888888889
cdib,1000.0,5,0,103,-0.5919558527773077,4.4914888031005855,0.47,0.9949333333333333
cdib,1000.0,5,0,104,-0.5933828350587325,4.508661834716797,0.4682,0.9940666666666667
cdib,1000.0,5,0,105,-0.5933275410825556,4.49337576675415,0.4682,0.9942222222222222
cdib,1000.0,5,0,106,-0.594925871927088,4.523437133789063,0.4688,0.994
cdib,1000.0,5,0,107,-0.5942854990785772,4.524435041809082,0.467,0.9940222222222223
cdib,1000.0,5,0,108,-0.5949122557379982,4.534017601776123,0.4678,0.9941777777777778
cdib,1000.0,5,0,109,-0.5973155671379783,4.52473551864624,0.4678,0.9934666666666667
cdib,1000.0,5,0,110,-0.5961345321828668,4.5365312461853025,0.467,0.9933111111111111
cdib,1000.0,5,0,111,-0.5995328451199965,4.544112267303467,0.4672,0.9940444444444444
cdib,1000.0,5,0,112,-0.6004365253014998,4.540075561523437,0.4688,0.9937333333333334
cdib,1000.0,5,0,113,-0.6000451944654638,4.550820428466797,0.4676,0.9937333333333334
cdib,1000.0,5,0,114,-0.6012231937061656,4.545726832580566,0.4664,0.9942222222222222
cdib,1000.0,5,0,115,-0.6009190855719826,4.557253280639649,0.466,0.9939777777777777
cdib,1000.0,5,0,116,-0.6029518076203086,4.551283452606201,0.4652,0.9934
cdib,1000.0,5,0,117,-0.6032974283565175,4.545310606384278,0.4668,0.994
cdib,1000.0,5,0,118,-0.6036321545254101,4.559230301666259,0.4662,0.9946222222222222
cdib,1000.0,5,0,119,-0.6048891434322704,4.564525570678711,0.466,0.9937111111111111
cdib,1000.0,5,0,120,-0.6057893466342579,4.569272180938721,0.4682,0.9944
cdib,1000.0,5,0,121,-0.6058304946726019,4.565306148529053,0.4662,0.9941555555555556
cdib,1000.0,5,0,122,-0.6066984330177307,4.5718993469238285,0.4666,0.9938
cdib,1000.0,5,0,123,-0.6075486436843872,4.586490341186524,0.4664,0.994
cdib,1000.0,5,0,124,-0.6080014537204396,4.569833020782471,0.4696,0.9936666666666667
cdib,1000.0,5,0,125,-0.6077637601245534,4.581051879882812,0.4666,0.9937111111111111
cdib,1000.0,5,0,126,-0.608306230024858,4.592462989044189,0.4656,0.9941777777777778
cdib,1000.0,5,0,127,-0.6090034805904735,4.578943054199219,0.4676,0.9941555555555556
cdib,1000.0,5,0,128,-0.6104108385953037,4.581441864013672,0.468,0.9938444444444444
cdib,1000.0,5,0,129,-0.6102151901331815,4.577930075836182,0.4666,0.9939555555555556
cdib,1000.0,5,0,130,-0.612675816674666,4.595107482147217,0.4658,0.9946888888888888
cdib,1000.0,5,0,131,-0.6120555038192056,4.599235578155517,0.4658,0.9942444444444445
cdib,1000.0,5,0,132,-0.6120557217684659,4.599244612121582,0.4672,0.9943111111111111
cdib,1000.0,5,0,133,-0.6133386437242682,4.585233036041259,0.4694,0.9941333333333333
cdib,1000.0,5,0,134,-0.6137236295439981,4.606899929046631,0.4658,0.9942666666666666
cdib,1000.0,5,0,135,-0.6132021818247708,4.608305289459229,0.465,0.9932888888888889
cdib,1000.0,5,0,136,-0.6122238552050157,4.614179063415527,0.4662,0.9938
cdib,1000.0,5,0,137,-0.6135816104455428,4.60583143157959,0.4662,0.9934222222222222
cdib,1000.0,5,0,138,-0.6135452270941301,4.622088340759277,0.4664,0.9936444444444444
cdib,1000.0,5,0,139,-0.6159882558215748,4.612862646484375,0.467,0.9938
cdib,1000.0,5,0,140,-0.6146556931842457,4.6075509140014645,0.4676,0.9941111111111111
cdib,1000.0,5,0,141,-0.6163470313852484,4.612517601776123,0.4664,0.9942888888888889
cdib,1000.0,5,0,142,-0.6175781021464954,4.622267127990723,0.4644,0.9941111111111111
cdib,1000.0,5,0,143,-0.6193412210637873,4.616605100250244,0.464,0.9947111111111111
cdib,1000.0,5,0,144,-0.6170548316175287,4.617351070404053,0.4668,0.9940444444444444
cdib,1000.0,5,0,145,-0.6167503399068659,4.6291419212341305,0.4658,0.9941777777777778
cdib,1000.0,5,0,146,-0.617794910214164,4.614051606750488,0.4664,0.9946
cdib,1000.0,5,0,147,-0.6175933998281306,4.615808267974853,0.4672,0.9941555555555556
cdib,1000.0,5,0,148,-0.618923668384552,4.626344795227051,0.4668,0.9944888888888889
cdib,1000.0,5,0,149,-0.6179294850436124,4.613970395660401,0.4672,0.9942888888888889
cdib,1000.0,5,0,150,-0.6202590755462647,4.631883066558838,0.4674,0.9939555555555556
cdib,1000.0,5,0,151,-0.6194499187556181,4.638953402709961,0.466,0.9942666666666666
cdib,1000.0,5,0,152,-0.6202531944751739,4.631419351959228,0.4672,0.9939555555555556
cdib,1000.0,5,0,153,-0.6213125514507294,4.637842520141602,0.466,0.9943111111111111
cdib,1000.0,5,0,154,-0.6218411252628673,4.636015290832519,0.4664,0.9946444444444444
cdib,1000.0,5,0,155,-0.6213656412731517,4.652497373962403,0.465,0.9940444444444444
cdib,1000.0,5,0,156,-0.6216175172849135,4.642998460388184,0.4646,0.9942222222222222
cdib,1000.0,5,0,157,-0.6223640313928778,4.634044369506836,0.4666,0.9941555555555556
cdib,1000.0,5,0,158,-0.624412635829232,4.632115608978271,0.466,0.9944222222222222
cdib,1000.0,5,0,159,-0.621998659472032,4.649136015319824,0.4668,0.9940666666666667
cdib,1000.0,5,0,160,-0.6217659130009738,4.658493683624267,0.4654,0.9944222222222222
cdib,1000.0,5,0,161,-0.6239457676107233,4.6336372940063475,0.4654,0.9942222222222222
cdib,1000.0,5,0,162,-0.6236086749553681,4.644137007141113,0.466,0.9936222222222222
cdib,1000.0,5,0,163,-0.6238545298316261,4.663075754547119,0.466,0.9942888888888889
cdib,1000.0,5,0,164,-0.623495088559931,4.6502151229858395,0.4658,0.9942222222222222
cdib,1000.0,5,0,165,-0.6234929224014282,4.652831136322021,0.4664,0.9945333333333334
cdib,1000.0,5,0,166,-0.6223675054376776,4.643986118316651,0.4658,0.9943111111111111
cdib,1000.0,5,0,167,-0.6244238055142489,4.654095914459228,0.4664,0.9938888888888889
cdib,1000.0,5,0,168,-0.6260698503320867,4.658110125732422,0.4642,0.9946888888888888
cdib,1000.0,5,0,169,-0.6241339076562361,4.646371522521973,0.4672,0.9936444444444444
cdib,1000.0,5,0,170,-0.6248534782583063,4.650339916229248,0.4644,0.9941777777777778
cdib,1000.0,5,0,171,-0.6265534818129106,4.639380277252197,0.4678,0.9950666666666667
cdib,1000.0,5,0,172,-0.625420366824757,4.662942050933838,0.4654,0.9939333333333333
cdib,1000.0,5,0,173,-0.6264657331553373,4.648616349029541,0.467,0.9942666666666666
cdib,1000.0,5,0,174,-0.6263864822040904,4.657188780975342,0.4664,0.9939333333333333
cdib,1000.0,5,0,175,-0.6259094887906855,4.670379257202148,0.4662,0.9945777777777778
cdib,1000.0,5,0,176,-0.6259993500276045,4.660265127563477,0.4664,0.9943111111111111
cdib,1000.0,5,0,177,-0.6265973291483793,4.657960066986084,0.4654,0.9939555555555556
cdib,1000.0,5,0,178,-0.6268451288309964,4.657731571960449,0.4658,0.9941555555555556
cdib,1000.0,5,0,179,-0.6260364490335638,4.657556787109375,0.4658,0.9941555555555556
cdib,1000.0,5,0,180,-0.6285285198731856,4.6716328025817875,0.4654,0.9944
cdib,1000.0,5,0,181,-0.6269336096763611,4.672540251159668,0.4656,0.9939111111111111
cdib,1000.0,5,0,182,-0.6266077563806014,4.668142608642578,0.4674,0.9942
cdib,1000.0,5,0,183,-0.6284925710938194,4.658472154998779,0.4654,0.9948222222222223
cdib,1000.0,5,0,184,-0.6286620226903396,4.675133883666992,0.4648,0.9945333333333334
cdib,1000.0,5,0,185,-0.6266947328480807,4.6689208869934085,0.466,0.9934222222222222
cdib,1000.0,5,0,186,-0.628641904631528,4.6628374618530275,0.4666,0.9942444444444445
cdib,1000.0,5,0,187,-0.6269902075594121,4.679211302185059,0.4676,0.9943333333333333
cdib,1000.0,5,0,188,-0.629167474712025,4.667587184906006,0.4652,0.9949111111111111
cdib,1000.0,5,0,189,-0.6269246729503979,4.6835611564636235,0.4666,0.9941333333333333
cdib,1000.0,5,0,190,-0.6272868925268,4.679050385284424,0.4652,0.9943555555555555
cdib,1000.0,5,0,191,-0.6269727636077187,4.667564519500733,0.4654,0.9938222222222223
cdib,1000.0,5,0,192,-0.6279809671575373,4.672258038330078,0.4678,0.9939333333333333
cdib,1000.0,5,0,193,-0.6288831405639649,4.672000882720948,0.4648,0.9940666666666667
cdib,1000.0,5,0,194,-0.6289075902418657,4.658681088256836,0.4652,0.9943333333333333
cdib,1000.0,5,0,195,-0.6289333912155844,4.6700167564392085,0.4664,0.9944666666666667
cdib,1000.0,5,0,196,-0.6299231861287897,4.68096985244751,0.4668,0.9940888888888889
cdib,1000.0,5,0,197,-0.6295455046393654,4.662593305206299,0.4656,0.9943555555555555
cdib,1000.0,5,0,198,-0.6289161510034041,4.6776598381042485,0.4668,0.9941333333333333
cdib,1000.0,5,0,199,-0.6294241354248741,4.663515557098389,0.466,0.994
cdib,1000.0,5,1,0,1.4509244052713568,1.814803486442566,0.3718,0.31864444444444445
cdib,1000.0,5,1,1,0.8096740605527705,1.6267131874084473,0.4472,0.5914
cdib,1000.0,5,1,2,0.5376955642960288,1.5957248113632203,0.4676,0.7262222222222222
cdib,1000.0,5,1,3,0.36963880780393427,1.619229352760315,0.482,0.8068666666666666
cdib,1000.0,5,1,4,0.2545610247601162,1.6621725133895875,0.4862,0.8566
cdib,1000.0,5,1,5,0.16811062307141045,1.722682584953308,0.488,0.8921333333333333
cdib,1000.0,5,1,6,0.10281644043055448,1.7923430696487426,0.4882,0.9141555555555556
cdib,1000.0,5,1,7,0.0507050204209306,1.8679061124801635,0.4874,0.9299555555555555
cdib,1000.0,5,1,8,0.007486098626526919,1.9397697383880614,0.487,0.943
cdib,1000.0,5,1,9,-0.02711739666028456,2.014748707962036,0.4886,0.9505333333333333
cdib,1000.0,5,1,10,-0.059829823819073764,2.0953408241271974,0.4862,0.9585555555555556
cdib,1000.0,5,1,11,-0.08707012381011789,2.1697251358032226,0.486,0.9627555555555556
cdib,1000.0,5,1,12,-0.11084978093017231,2.2470145652770994,0.4878,0.9671111111111111
cdib,1000.0,5,1,13,-0.1324149271401492,2.329988097000122,0.4856,0.9701777777777778
cdib,1000.0,5,1,14,-0.1534210744445974,2.3954174705505373,0.4882,0.9743333333333334
cdib,1000.0,5,1,15,-0.1708866223075173,2.47350376663208,0.4856,0.9754222222222222
cdib,1000.0,5,1,16,-0.18817739764560354,2.5381009422302245,0.4864,0.9781333333333333
cdib,1000.0,5,1,17,-0.20426013933962042,2.6093891639709472,0.489,0.9792444444444445
cdib,1000.0,5,1,18,-0.21918977632739328,2.6792431617736816,0.4872,0.9808
cdib,1000.0,5,1,19,-0.2328237914909016,2.7498543956756594,0.4882,0.9814444444444445
cdib,1000.0,5,1,20,-0.24690700630708173,2.8059010929107666,0.4858,0.9831777777777778
