experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_further_mean,train_H_Q_xCz_further_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Q_xCz_nofreeze_mean,train_d_H_Q_xCz_nofreeze_std,train_d_H_Q_xCz_maxep_mean,train_d_H_Q_xCz_maxep_std,train_d_H_Q_xCz_minep_mean,train_d_H_Q_xCz_minep_std,train_H_Q_xCzy_mean,train_H_Q_xCzy_std,test_d_H_Q_xCz_test_mean,test_d_H_Q_xCz_test_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,1e-06,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.54382,0.004029516099980257,-5.602227306987953,0.3820758830692326,0.9977822222222222,0.00103773257098783,-0.007463372446547908,0.003204955513165556,10841.595611107963,1045.3785541620873,,,163.00552631055808,7.751917733935627,0.012295418418943882,0.0032242019873527875,11.384474864873019,0.17922134256411945,,,14.69193936694752,0.2301229340002992,,,,,,,,,,,15.513985111496666,0.004809667583168535,7.8696646126833825,0.8214703807493012
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,1e-06,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.83094,0.006778495408274601,-1.0483020071150961,0.0324340699650059,0.9972933333333334,0.0016411679069386303,-0.008599788400117974,0.0052508787413822824,146771.3611160544,46660.14273392449,,,40.76384663871545,5.44642693810865,0.013087211549282074,0.00800785786694783,12.108528085188432,0.05543312692551158,,,15.415851755575702,0.051637415676522476,,,,,,,,,,,15.555776331641457,0.00039966260329573917,14.500449590249497,0.23214037633051604
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,1e-05,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.54676,0.00386820371748956,-5.201959734778894,0.16853879564631935,0.9983644444444446,0.0008918838434031052,-0.005638985242385358,0.002746754131391948,8733.521291769945,1095.4665635255553,,,86.41525622344028,5.059602715649599,0.011571535281836987,0.0029611314266209405,11.159875126318498,0.26600898627415676,,,14.369627922231498,0.2267197233809636,,,,,,,,,,,15.52169210910797,0.000913166923483674,8.418750302358108,1.0150653784432733
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,1e-05,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.83076,0.003829882504725181,-1.0547771793003136,0.027491140284080583,0.9975422222222223,0.0012558603366557637,-0.007680714877013682,0.003812680311521483,144471.87543658304,19389.737017377818,,,19.43681806658734,2.1287402254921584,0.010618631634861231,0.0025783446976614197,12.09127418344671,0.05842876175227459,,,15.419016469608653,0.04835218638395453,,,,,,,,,,,15.555521420999009,0.000244812083879205,14.778727581284263,0.1632576148173532
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.0001,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.54644,0.0034384589571492667,-4.089568386463443,0.08781232496608332,0.9983066666666666,0.00041526430673070414,-0.006692190524519627,0.0010126093696697274,6941.850443128967,1443.2547656858735,,,9.087897464826687,0.8184176708411157,0.019821380823850633,0.0022412435467690363,10.374774664098567,0.3967507137526295,,,13.250390000776813,0.47925843825582876,,,,,,,,,,,15.537353069132024,0.00225299220779956,1.5240838855462657,1.5348817519799827
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.0001,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8277999999999999,0.003641428291206627,-0.9378819055032823,0.0349581248398005,0.9970755555555554,0.0013929806393946234,-0.008907658324512124,0.004170865370880506,115888.17743193035,16512.83723501742,,,2.8522988078192197,0.3162762277213499,0.01468182522803545,0.004408558952911511,12.208813032236966,0.01735410748080835,,,15.532027246735314,0.010878725841862806,,,,,,,,,,,15.555974359945816,0.00038771862325235815,15.394638239253648,0.0777905658543184
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.001,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.54966,0.004540154182403944,-2.972783207212502,0.04922880984898377,0.9994399999999999,0.000275501786868831,-0.005785136648474037,0.0015278113048830834,5202.380906575861,420.8490636446418,,,1.7369948362816956,0.11380938718598109,0.03552540615200996,0.006098283019890251,11.848471062833614,0.1149391027762085,,,15.090054442665794,0.1376761932682278,,,,,,,,,,,15.553842811150982,0.0006063785514719441,8.242256628383291,1.5674404445188501
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.001,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8434200000000001,0.004464526850630469,-0.6896937595703764,0.013091105508022394,0.998968888888889,0.0006934615266103963,-0.0047995964648538435,0.001964039626427403,46744.57528937401,3480.3597950382527,,,3.3917310829162313,1.042513253991612,0.021804564446210862,0.005211739636808724,12.227699680761857,0.001451570063643076,,,15.547210452773353,0.0008465455420163515,,,,,,,,,,,15.556415133042771,0.00048523295714201744,15.526878755742851,0.003953326234376684
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.01,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.48308,0.004199047511043418,-2.8090653637002805,0.04972672062148923,0.9832533333333334,0.005091522850608757,-0.1352720519890599,0.01500744211638819,32220.652874820807,3495.3481668090403,,,0.6566955487762214,0.05681284187304823,0.4740487813949585,0.023359556249790386,12.139401548559015,0.017187085769102956,,,15.44106229868802,0.016960297769631028,,,,,,,,,,,15.55677069967443,0.0006138059398843883,14.01178698539734,0.34515511230808804
corrWdecnewBob,cifar10,all,False,False,decay,adam,0.001,last,0.01,erm,0,resnet18,128,2,0,128,2,0,1,0,1024,0,3,default,128,2,0,0,best,5,0.8482,0.0034080786375903812,-0.6340429960759916,0.015509659987021196,1.0,0.0,-0.00988571376633106,0.0005542788477358857,35499.46831824984,3379.245983407799,,,14.358995210916905,1.694244448504066,0.10580037981271743,0.005696501594628014,12.232090362635526,0.00038425260997033457,,,15.55256940018047,0.0006041555862941709,,,,,,,,,,,15.557231734015724,0.00039313725010092695,15.551298501274804,0.0005888941476693904
