data,wdecay,encoder,run,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
svhn,0.1,mlp,2,0.5347264904732637,-1.3864413503398283,0.5471781104488025,-1.3393627908020305,353.0261762477906,0.16293393549552107,2.3269941806793213,13.232787805010181,16.061434546182326,16.07112597679907,16.049322069153305
svhn,0.1,mlp,3,0.5263137676705593,-1.3995867804750262,0.5415661828275015,-1.3533758356641357,380.43573696145125,0.16802097218463016,2.3370566368103027,13.245303080063458,16.059729154719864,16.070661101230353,16.04569143842357
svhn,0.1,mlp,4,0.531960663798402,-1.3841952317110375,0.5462529007598853,-1.333773761809733,359.59396433470505,0.16526913829559206,2.315675973892212,13.143143402513607,16.059562490892038,16.070980973946032,16.046127031015793
svhn,0.1,mlp,1,0.5285802089735709,-1.4019701082111586,0.5433407653455886,-1.3496235049044814,334.3673469387755,0.16445300199635451,2.3326566219329834,13.248291311337967,16.060730350109957,16.07061494043631,16.04692364478296
svhn,0.1,mlp,0,0.5049554394591272,-1.4656216336060068,0.5206503769091929,-1.4172284731226938,286.47660678915366,0.17070591572939808,2.4118897914886475,13.247649096703345,16.06196069347766,16.07077743471131,16.048049261403634
svhn,0.1,resnet18,2,0.9388829133374308,-0.3416059453222963,0.9958744748297462,-0.15938411898445076,6086.97179138322,33.989559590156695,0.909581184387207,13.249528921851814,16.067015315211098,16.070628735446192,16.06512029780898
svhn,0.1,resnet18,3,0.9404963122311002,-0.3429373860526337,0.9951616083481216,-0.17427933860453626,4508.792260145122,36.311320037842535,0.9797061681747437,13.247857056846915,16.06620353876158,16.070437571799108,16.065105822659277
svhn,0.1,resnet18,4,0.9343116164720344,-0.3678960421239384,0.9949340977688796,-0.18552256419329646,6450.2945021145715,36.69629299972785,0.9912417531013488,13.24994392542876,16.067849181419195,16.070739864378936,16.066766871962436
svhn,0.1,resnet18,1,0.9290872771972956,-0.3740116879879197,0.9952526125798185,-0.17396443491217578,6916.835167100415,37.842912937171114,0.9332643151283264,13.249258026596188,16.066449039666225,16.07021992705589,16.065746499586474
svhn,0.1,resnet18,0,0.9341195451751692,-0.3676427634079158,0.9948885956530312,-0.18335579709783706,5349.877551020408,30.58119675105215,0.9842216968536376,13.249754676523136,16.067250510518864,16.07043313610461,16.0656435323316
svhn,1e-05,mlp,1,0.8323601720958822,-2.0744622472157004,0.998816944987942,-0.00430910715478856,6578.655425938633,90.64891387069952,0.009994268417358398,12.884890585906744,15.589960852334665,16.0523729989695,8.555366582648697
svhn,1e-05,mlp,0,0.8296711739397664,-2.024579052578111,0.9960261485492408,-0.012765745826152437,8665.917355371901,120.08951739223535,0.021528523415327072,13.11890011425166,15.90168258755706,16.055393411207568,11.739204709844072
svhn,1e-05,mlp,4,0.8369314689612785,-2.041205755884435,0.998756275500144,-0.004294094439675362,5753.503429355281,71.07498722190354,0.01002861186861992,12.862306705740993,15.621634860371435,16.051926827245904,9.009810329407683
svhn,1e-05,mlp,2,0.8315150583896742,-2.12926689940592,0.998816944987942,-0.004477342672957415,5972.665005339979,88.07328657767772,0.010073198936879637,12.891379408134046,15.723585853280948,16.05504308005636,9.316399041996446
svhn,1e-05,mlp,3,0.8345113706207744,-2.0010248366373635,0.9982860869697108,-0.005739540843022401,7843.256566837107,82.11380667155646,0.012866605073213577,12.846894145936005,15.62613806613656,16.050498223119927,9.600097914998846
svhn,1e-05,resnet18,2,0.9378457283343578,-0.36973356669666974,0.9973608772807936,-0.009066627271635284,21022.43370663325,8.526828388572392,0.01376295555382967,13.193493332973745,16.01236126034759,16.06915265460347,15.049395672110624
svhn,1e-05,resnet18,3,0.9406115550092194,-0.3321196370564841,0.99774006157953,-0.007388576066649315,24347.88716553288,9.426727411846894,0.016341233626008034,13.198877231095187,16.036830909492437,16.06944351787715,15.535037779992864
svhn,1e-05,resnet18,1,0.9494852489244008,-0.34078018754456063,0.9994691419817688,-0.0017834328050962554,23446.192331207967,6.624049856320788,0.004235093481838703,13.227236111958824,16.040247540141262,16.06945335033328,15.663170274837995
svhn,1e-05,resnet18,0,0.9462200368776891,-0.32881041101905595,0.998528764920902,-0.004935182502422826,28529.64778403656,8.499269341873049,0.00922755990177393,13.236453374226887,16.043742379476853,16.069221260011663,15.750455553217455
svhn,1e-05,resnet18,4,0.9417255685310388,-0.3483183183304737,0.9972092035612988,-0.009150234871086122,23014.013717421123,7.413161002884498,0.013279268518090248,13.172497468401295,15.948424095331236,16.06951587884001,15.161245198212853
svhn,0.0001,mlp,2,0.8365857406269207,-1.4705285208698045,0.99802824164657,-0.008184365263219024,5861.548082801992,9.61525083947656,0.02445690706372261,11.729944081269494,14.123388704403427,16.060155055319616,2.65215987013292
svhn,0.0001,mlp,3,0.8359711124769514,-1.5465732991256975,0.9983467564575086,-0.006627353722913519,5255.608426658313,9.071332323831738,0.020533140748739243,12.058807639188545,14.634320089059287,16.061517212742054,5.7425932625467455
svhn,0.0001,mlp,1,0.8314766441303012,-1.4640333795951304,0.9985894344087001,-0.006233791794852696,4583.6257086264595,9.739132816006386,0.021663026884198192,11.583813578583474,13.915337422097375,16.055969356566436,1.8565323038618693
svhn,0.0001,mlp,0,0.8312845728334358,-1.568914927348673,0.998528764920902,-0.006067802722724884,6086.97179138322,9.113308876672656,0.019335662946105003,11.700171130572178,14.075588411138964,16.058251151742862,2.1540719621865323
svhn,0.0001,mlp,4,0.8387753534111863,-1.45913263891716,0.9991961292866784,-0.00411914001571323,5163.809172052939,9.57860331251154,0.017405040562152863,11.733052638150001,14.098270874614865,16.056856244109394,2.22988840036614
svhn,0.0001,resnet18,3,0.9408804548248308,-0.31230627537546285,0.9986804386403968,-0.004193551085339048,9510.89342403628,1.757399786076696,0.009904955513775349,13.246005819749465,16.062734263811926,16.069795031880222,16.03352373699809
svhn,0.0001,resnet18,2,0.9378457283343578,-0.334730089909637,0.9966631781711184,-0.009964666069392164,11030.385272846812,1.83443944970528,0.01801738701760769,13.24579709075218,16.062008451121724,16.070019285808243,16.01705886781678
svhn,0.0001,resnet18,0,0.9416871542716656,-0.3105278462903117,0.9981495806221656,-0.006040562799000355,12255.088385682979,1.984245836755096,0.01429504342377186,13.247170063876364,16.062030393023825,16.070244574731635,16.012931579767272
svhn,0.0001,resnet18,1,0.940842040565458,-0.3402352893621147,0.9972092035612988,-0.008168103699332756,11618.570637119114,1.8210367882001373,0.01263649482280016,13.230226346688678,16.063607533772785,16.069758910541392,16.049294427383778
svhn,0.0001,resnet18,4,0.9435694529809464,-0.2972161859405532,0.9988472797318408,-0.004163569272750242,11772.968554010791,1.8199362959559573,0.010269226506352423,13.247299770976221,16.06257042404293,16.070114490597742,16.043890265531314
svhn,0.001,resnet18,4,0.9456438229870928,-0.2643599499702737,0.9988624471037904,-0.00508569300555642,7759.1471846456225,5.938139228542776,0.0237821526825428,13.249631874321047,16.06476417068363,16.070304796677227,16.05728406684343
svhn,0.001,resnet18,1,0.9456054087277196,-0.2688504950795756,0.9989382839635376,-0.004459959764673343,5972.665005339979,6.122923206984782,0.019791850820183757,13.245912115703256,16.06424991104954,16.07083344274713,16.059304688327995
svhn,0.001,resnet18,0,0.946258451137062,-0.258380344510922,0.9993326356342236,-0.0036267334115949452,5349.877551020408,5.81053768381626,0.018854016438126564,13.247488517169804,16.063376478446546,16.069913938063983,16.058723242707956
svhn,0.001,resnet18,2,0.9430700676090964,-0.2870032178649166,0.9982102501099634,-0.007011049056167755,7676.383539706597,5.186224171575783,0.026666266843676567,13.233426330625546,16.064433874085893,16.0698527698369,16.060527328372928
svhn,0.001,resnet18,3,0.9449907805777504,-0.2603972466062793,0.9991051250549816,-0.0042331033802949026,7206.514429917582,5.582679748238002,0.020157856866717342,13.247268898542535,16.063823995664134,16.069931621699368,16.057606349619785
svhn,0.001,mlp,2,0.8330132145052244,-1.1401403699638484,0.9999848326280504,-0.008823539075510978,8193.75037392021,1.4003447414739538,0.05911191925406456,13.083447959071902,15.789121125095575,16.066454406856565,7.735957567081895
svhn,0.001,mlp,3,0.8332821143208359,-1.1115326758095905,0.9999544978841516,-0.008526390949476211,8015.63068470244,1.2857140718944309,0.05815139412879944,13.036614418029785,15.724944824396177,16.065133264822553,6.707603583964268
svhn,0.001,mlp,1,0.8313614013521821,-1.1591044593345978,0.9999696652561012,-0.008093039656851639,7594.93707559982,1.298975243518257,0.055611159652471535,13.137465691381646,15.859870762788049,16.066482381303178,8.975960421007732
svhn,0.001,mlp,0,0.8324754148740012,-1.0861499616098158,0.9999393305122022,-0.008730823842390305,7928.741020793951,1.3387841130032352,0.05927958711981773,13.072260908378189,15.780510895011961,16.067384084065758,7.37413476973541
svhn,0.001,mlp,4,0.8276352181929932,-1.1916131727987629,0.9999696652561012,-0.008374531293517343,9073.67009194159,1.3907277787192371,0.0567924976348877,13.091971715291344,15.792249324709868,16.066466043161792,7.640232522358266
cifar10,0.0001,resnet18,2,0.8336,-0.8815871190629471,0.9982222222222222,-0.005745921678741915,90374.7011194344,2.9780226602813022,0.011425043456256391,12.215725866231052,15.541110602292148,15.556248253042048,15.472569053823298
cifar10,0.0001,resnet18,3,0.8279,-0.9342785273061102,0.9978888888888888,-0.005830868440781695,112951.14519395135,2.726176936916556,0.01093156635761261,12.220404744148256,15.540101994167676,15.556398890235208,15.470634828914294
cifar10,0.0001,resnet18,4,0.8249,-0.9703370357782024,0.9947555555555556,-0.01577699881415164,115304.23087868132,2.4929262220388817,0.021926607936620712,12.178207690065555,15.51401353966106,15.55608048222282,15.312232104214756
cifar10,0.0001,resnet18,1,0.8281,-0.963357126479346,0.9968444444444444,-0.009761536440870132,128250.09095523904,2.7367663580532,0.015089908614754675,12.21737376126376,15.53181546384638,15.555497418750415,15.397661480036648
cifar10,0.0001,resnet18,0,0.8245,-0.9398497188898056,0.9976666666666668,-0.0074229662480152425,132560.71901234568,3.3276018618061567,0.01403599977493286,12.212353099476207,15.533094633709302,15.555646755478596,15.320093729279256
cifar10,0.0001,mlp,3,0.5504,-4.059696717600587,0.9984,-0.006284250556724797,6847.144577083971,8.118382502718704,0.018156403675675392,10.59694382277402,13.536792050708424,15.537889567288484,1.1690606915137984
cifar10,0.0001,mlp,2,0.5422,-4.054146418116939,0.9977777777777778,-0.007842380070951347,7514.7799893619995,9.611763311563571,0.01870077662169933,10.07136543230577,12.934064745903015,15.53582588109103,0.316355897621675
cifar10,0.0001,mlp,4,0.5495,-3.9835712616679113,0.9987111111111112,-0.005682455634962451,6578.655425938633,9.946089577114039,0.019071882590651512,10.59431254863739,13.434610616077075,15.539481650699267,3.745016111568971
cifar10,0.0001,mlp,0,0.5446,-4.212572382152295,0.9986666666666668,-0.005943657375835075,8866.278768661647,8.314507951795388,0.01943779923021793,10.769559047438884,13.760959646918558,15.539284673604099,2.354661098935388
cifar10,0.0001,mlp,1,0.5455,-4.137855152779489,0.9979777777777776,-0.0077082089841244645,4902.393454598583,9.448743980941742,0.023740042001008987,9.84169246933677,12.585522944276983,15.53428357297724,0.0353256280914965
cifar10,1e-05,resnet18,4,0.8288,-1.0925893402504654,0.9982666666666666,-0.005077633733548874,163655.2086572169,20.80498893768669,0.00895889662206173,12.007110584865913,15.33912997896021,15.555635734037919,14.705643198706888
cifar10,1e-05,resnet18,1,0.8311,-1.0714200585247478,0.9958666666666668,-0.013038217633814035,159687.95716835218,20.92631828867994,0.013794399797916412,12.054060567509046,15.415096911517056,15.55546288056807,14.639426437291233
cifar10,1e-05,resnet18,0,0.8355,-1.0242666258210456,0.9991555555555556,-0.0034482318827891412,118974.16332409973,20.70883028699276,0.007418104913085698,12.1211974512447,15.467167670076543,15.555118994279342,14.937394705685707
cifar10,1e-05,resnet18,2,0.8255,-1.0357784454803658,0.9969333333333332,-0.00977270757424756,150378.74360141452,15.97725777826975,0.012482908554375172,12.144417426802896,15.436426054347644,15.555719299749894,14.63938213478435
cifar10,1e-05,resnet18,3,0.8329,-1.0498314264249438,0.9974888888888888,-0.007066783560668801,129663.3044318319,18.766695041307553,0.010438848286867142,12.129584886810994,15.437261733141813,15.555670196359806,14.971791429953141
cifar10,1e-05,mlp,2,0.5464,-5.104454850397705,0.9987555555555556,-0.00458011688540707,7059.446574621959,88.91742570357061,0.012597797438502312,10.817692431536589,14.112128290263088,15.521086432717063,8.461332391608845
cifar10,1e-05,mlp,3,0.5524,-4.961824348903138,0.9991555555555556,-0.0035550643836531467,9073.67009194159,85.13388467767992,0.008686792105436325,11.188339937816968,14.569995598359542,15.520431171764027,8.196492856199091
cifar10,1e-05,mlp,1,0.5464,-5.241702369855342,0.9968444444444444,-0.010391919460292687,10103.333057322443,90.02616264696337,0.01613192819058895,11.374159000136636,14.466608838601545,15.522690892219545,8.273735528642481
cifar10,1e-05,mlp,0,0.5471,-5.335126933981375,0.9984,-0.005477355647301832,8765.239379591836,89.90635862002476,0.011011430993676186,11.44863474369049,14.560600096529178,15.52207829735496,9.99468621340665
cifar10,1e-05,mlp,4,0.5415,-5.366690170756911,0.9986666666666668,-0.004190469835272054,8665.917355371901,78.09244946896274,0.00942972768098116,10.97054951841181,14.138806787404148,15.522173751484265,7.167504521933469
cifar10,0.001,resnet18,3,0.8393,-0.7061078056280509,0.9978444444444444,-0.00801954064084778,52508.28030710548,3.5493701107356217,0.030847406014800068,12.228441899473017,15.546788681637153,15.556535883383315,15.527311682701109
cifar10,0.001,resnet18,2,0.8486,-0.6696102395424443,0.9994444444444444,-0.003331845702050918,43561.27323623676,4.854318619124773,0.01848764158785343,12.225602529265664,15.547651399265636,15.557182485407047,15.524348974227905
cifar10,0.001,resnet18,4,0.8456,-0.6887061756310019,0.9996222222222222,-0.003098640639947703,47091.874216043165,2.3507106923816345,0.018092665821313855,12.228469610214233,15.54695795882832,15.556090419942686,15.521991231224751
cifar10,0.001,resnet18,0,0.8454,-0.6913440287044971,0.9990222222222224,-0.0048543221010528435,45868.76090392584,3.784718585620187,0.020613666623830795,12.22682698206468,15.546230923045766,15.555940758098256,15.52841527895494
cifar10,0.001,resnet18,1,0.8382,-0.6927005483458882,0.9989111111111112,-0.004693633240369974,44692.6877835588,2.4195374067189386,0.02098144218325615,12.229157382791692,15.548423301089894,15.55632611838254,15.532326611605553
cifar10,0.001,mlp,3,0.5463,-2.9540993576342807,0.9989777777777776,-0.008348282092473566,5349.877551020408,1.7249573025049307,0.04519558697938919,11.954648299650712,15.202144026756287,15.5544734434648,8.160097414797002
cifar10,0.001,mlp,2,0.5508,-2.9467608433764507,0.9996,-0.00445848780208725,4819.654122378627,1.6300987068666786,0.0304882749915123,11.925540653142063,15.130018906159835,15.554160053079777,8.406193548982793
cifar10,0.001,mlp,0,0.557,-2.9362113997517647,0.9994444444444444,-0.004812082764169076,4738.991879104583,1.8871608555759405,0.030298806726932526,11.907481334426189,15.216544888236307,15.553028778596358,10.16939296505668
cifar10,0.001,mlp,1,0.5483,-3.0582948027231205,0.9994888888888888,-0.005766514609326516,5349.877551020408,1.814117696285429,0.034731850028038025,11.764787132089786,15.009366978298535,15.554163726893337,8.662954064932736
cifar10,0.001,mlp,4,0.5459,-2.9685496325768925,0.9996888888888888,-0.005540315974313779,5753.503429355281,1.6286396201754996,0.03691251203417778,11.689897894859314,14.892197413878007,15.553388053720647,5.8126451481472365
cifar10,1e-06,mlp,0,0.5408,-5.592947020066906,0.9960888888888888,-0.012096246251699048,11772.968554010791,172.38167363803498,0.01562375482171774,11.61770971254869,14.987965800545432,15.507426283576274,8.344377691095525
cifar10,1e-06,mlp,1,0.5487,-5.127574107703844,0.9981111111111112,-0.006341454685872429,9510.89342403628,159.24650457309886,0.014973516575992109,11.462116772478275,14.80385760827498,15.513131380081177,7.917145561088215
cifar10,1e-06,mlp,4,0.5398,-6.163533837919237,0.9989111111111112,-0.003685344210662568,10103.333057322443,152.1684407983469,0.007563726045191287,11.211744546890259,14.444095308130438,15.512536059726367,6.833081440492108
cifar10,1e-06,mlp,3,0.5475,-5.4212596848868175,0.9980222222222224,-0.006172903787968658,10890.31830905919,167.52077762922426,0.011913472786545752,11.435143904252485,14.748684774745595,15.51648969000036,7.3316093412312595
cifar10,1e-06,mlp,2,0.5423,-5.705821884362961,0.9977777777777778,-0.00902091329653684,11930.464711111112,163.7102349140853,0.011402621865272522,11.195659388195384,14.47509334304116,15.520342144099148,8.922109029509805
cifar10,1e-06,resnet18,2,0.8283,-1.0887218102834573,0.9955555555555556,-0.014161856622979694,228833.03830784804,43.81352391590623,0.014467900618910791,12.158862937580455,15.48278610272841,15.555685758590698,14.748223456469448
cifar10,1e-06,resnet18,3,0.8393,-1.0498940918682826,0.9989333333333332,-0.00366835353778718,118974.16332409973,42.504223422961886,0.00612965552136302,12.167607014829464,15.438915393569253,15.55512221293016,14.713570161299273
cifar10,1e-06,resnet18,1,0.8321,-1.0583679698938109,0.9976444444444444,-0.007352813514687695,129663.3044318319,32.704373557747395,0.01155136339366436,12.037576458670877,15.347824042493649,15.556026372042568,14.187990286133505
cifar10,1e-06,resnet18,0,0.8211,-0.9986600577796008,0.9956,-0.01406966298529278,138654.67768595042,46.64267949830123,0.026091719046235085,12.105006987398319,15.38506212017753,15.555928826332092,14.419266408140011
cifar10,1e-06,resnet18,4,0.8339,-1.0458661057503291,0.9987333333333334,-0.0037462553398425274,117731.62183054193,38.1544327986605,0.007195419166237116,12.073587027463047,15.424671118909664,15.556118488311768,14.433197639205241
cifar10,0.01,resnet18,3,0.85,-0.6071457246251404,1.0,-0.010054501586076287,30705.534158826387,15.278369967610665,0.10843072831630708,12.232169595631687,15.55205365744504,15.556776631962169,15.550841450691225
cifar10,0.01,resnet18,2,0.85,-0.6427513661054894,1.0,-0.009713779839449046,36720.42077904313,16.52583925363881,0.1034020185470581,12.23143318566409,15.553388942371715,15.557677453214474,15.55221740766005
cifar10,0.01,resnet18,0,0.8424,-0.6457390985582491,1.0,-0.010740684311754171,39921.989292088045,14.67548024628102,0.11432573944330215,12.23242100802335,15.55190067941492,15.55688926306638,15.550766999071294
cifar10,0.01,resnet18,1,0.8507,-0.6388740499673877,1.0,-0.009263495038749858,35876.301379932505,12.818941906664733,0.09967494755983353,12.23213484070518,15.552817453037608,15.557278708978133,15.551176829771562
cifar10,0.01,resnet18,4,0.8479,-0.6357047411236912,1.0,-0.009656108055625938,34273.095981359125,12.496344680389292,0.10316846519708632,12.232293183153324,15.552686268633062,15.557536612857472,15.551489819179881
cifar10,0.01,mlp,1,0.4848,-2.844137612622701,0.9843555555555557,-0.1320666992988365,36720.42077904313,0.6843330309466613,0.4707788228988648,12.135453126647256,15.456690874966707,15.556698831644926,13.622676144946704
cifar10,0.01,mlp,0,0.4894,-2.7347273870235917,0.9743777777777778,-0.16135333091035994,32415.826107957975,0.7404916764022705,0.5142218470573425,12.141751365228133,15.441749713637615,15.556327353824267,14.372255715456875
cifar10,0.01,mlp,4,0.4816,-2.818803083355508,0.9873333333333332,-0.12321492990388852,27950.38067471887,0.5944182500336384,0.4549524784088135,12.115268631414931,15.414355624805793,15.556066903201016,13.661326863548972
cifar10,0.01,mlp,2,0.4784,-2.8599127069728976,0.9854444444444443,-0.12806148016881258,34273.095981359125,0.6277275650044325,0.4609681963920593,12.163380785421893,15.454583872448316,15.557197191498494,14.185499754819007
cifar10,0.01,mlp,3,0.4812,-2.787746028526705,0.9847555555555556,-0.1316638196634019,29743.540831024933,0.6365072214941044,0.4693225622177124,12.141153834082866,15.437931407581676,15.557563218203454,14.217176448215136
cifar10,0.1,resnet18,1,0.5079,-1.254275290250778,0.6553555555555556,-0.7966499139053954,82620.94675284703,49.26801849561615,1.7259434461593628,12.233206369660115,15.554623300378973,15.558151721954346,15.551801659844136
cifar10,0.1,resnet18,0,0.493,-1.29279382346645,0.6440222222222223,-0.8264365762255258,77114.46595805803,40.04913668993847,1.7611058950424194,12.23310223492709,15.553920680826359,15.558181090788407,15.551422899419613
cifar10,0.1,resnet18,4,0.5303,-1.2453118110612036,0.7202222222222222,-0.6278775521859526,107374.1824,93.39467036788021,1.4980467557907104,12.233409675684841,15.554540298201823,15.55775214325298,15.552925749258561
cifar10,0.1,resnet18,2,0.5387,-1.2250587656766176,0.7207111111111111,-0.6892233266635074,93784.76932483187,94.37338057385408,1.5870559215545654,12.232492858713323,15.554913152347913,15.55761764266274,15.55262582952326
cifar10,0.1,resnet18,3,0.5792,-1.2290976173773407,0.7607555555555555,-0.7518398147760166,132560.71901234568,35.183140757395265,1.6544749736785889,12.23366338556463,15.555564457719974,15.557498487559233,15.553650205785578
cifar10,0.1,mlp,1,0.2697,-1.9300890840947629,0.2687333333333333,-1.933048995600144,24.236686390532547,0.2744613959599699,2.98032546043396,12.23038433898579,15.550697283311324,15.557448929006405,15.539082451300187
cifar10,0.1,mlp,0,0.2702,-1.929391394096613,0.2696666666666667,-1.932597376022736,24.70958620039589,0.28145350934705843,2.9788589477539062,12.230806827545164,15.551777308637446,15.558370882814579,15.543081695383243
cifar10,0.1,mlp,4,0.2703,-1.930100323432684,0.26842222222222223,-1.931635068712632,17.612469766191882,0.2802855326205932,2.9761168956756587,12.230694770812988,15.551122286102988,15.557777534831654,15.539663520726291
cifar10,0.1,mlp,2,0.2696,-1.929943466040492,0.26724444444444445,-1.9324431441360048,25.196462898885045,0.2693960431192793,2.976590633392334,12.231681140986355,15.551698597994713,15.558215488087047,15.541003053838557
cifar10,0.1,mlp,3,0.2701,-1.9304964773148297,0.26924444444444445,-1.9328758856038253,20.171129578331797,0.28122266000741825,2.980008602142334,12.2301265001297,15.550753940235484,15.558294892311096,15.53952768715945
