experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,0,3,0.9850598529497782,0.03534842364257301,1.7256059513727824,0.018075773955444727,0.4542,0.00438634243989225,0.5270814814814814,0.01716891151569443
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,1,3,0.1510301413699533,0.018722818117373887,1.7871665301005046,0.015395404914594464,0.49,0.0029461839725312554,0.9115925925925925,0.00926984579981049
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,2,3,-0.04019440873897437,0.013226896398408614,1.9304613346735637,0.018304137070159248,0.4963333333333333,0.0047258156262526075,0.9717111111111111,0.0056003968113379245
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,3,3,-0.12234829602024773,0.010245104328806836,2.0862429636001587,0.030125289494984896,0.49913333333333326,0.005913825608972046,0.987125925925926,0.003348877337835571
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,4,3,-0.17171548083876118,0.008562807654076104,2.2423280351003014,0.03489091366301189,0.5017999999999999,0.007922120928135304,0.9931777777777778,0.0021668660876886987
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,5,3,-0.20760483631040114,0.007646870660847913,2.393323050308228,0.04228862627226253,0.5036,0.005702630971753271,0.9957777777777778,0.0015116012277069104
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,6,3,-0.23680318254665897,0.007271147554114191,2.5524807034810384,0.04902537925822686,0.503,0.005702630971753339,0.9972444444444445,0.001000987167071512
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,7,3,-0.2625986768834519,0.006979201749429724,2.7086716963450113,0.06611170174557715,0.5032666666666666,0.0062364519827650235,0.9979333333333334,0.0005991763894538782
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,8,3,-0.287489040648576,0.007923324856500371,2.8680955732981364,0.08308485468865012,0.5008666666666667,0.008403174003513971,0.9984370370370371,0.0004940801820934494
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,9,3,-0.3107979611859177,0.008325064749557978,3.023275432713826,0.09547083111833449,0.4998,0.005902541825349492,0.9987925925925927,0.00036537370237443975
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,10,3,-0.3337066231640902,0.009231944145491063,3.1997899201711015,0.12073463687832772,0.49866666666666665,0.007114304838375553,0.9987777777777778,0.00038936478817631676
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,11,3,-0.3565937950625564,0.00997663305092889,3.343941044743856,0.12579115929101295,0.4968000000000001,0.007989993742175301,0.9987925925925927,0.00035300007577608486
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,12,3,-0.37835480631192525,0.010989922824984207,3.505400749588013,0.13128672968958083,0.4956,0.006023288138550233,0.9986222222222222,0.0003576328208762419
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,13,3,-0.3993512271129724,0.011550541143709785,3.6533510209401445,0.13649217179502718,0.49173333333333336,0.00617197969320491,0.9984444444444444,0.000367171369819117
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,14,3,-0.4200441116809845,0.01197501685919605,3.7957072217305505,0.13290150907968304,0.4909333333333333,0.006963715483370449,0.9984148148148148,0.0002556360581738953
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,15,3,-0.4405123179854769,0.012260732714376084,3.9178743226369224,0.14101216250713672,0.48899999999999993,0.007408103670980845,0.998311111111111,0.0004656072631056919
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,16,3,-0.45979446313308947,0.011868861723057109,4.044089154307048,0.1350317773882495,0.4878,0.005922837157984349,0.9982074074074073,0.00031137554899233257
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,17,3,-0.47785682563348253,0.012476178076787359,4.156213804244995,0.14115779613072146,0.4866,0.005963220606350229,0.9980592592592593,0.0002778518419779156
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,18,3,-0.4958555773995139,0.012333175628343808,4.261902593231201,0.13486952317992817,0.4849333333333334,0.005412331598611939,0.9980074074074073,0.0002052800957118817
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,19,3,-0.5120913453607848,0.011401732411361443,4.352035331726075,0.14916822788350645,0.48313333333333336,0.006438426308760028,0.9980592592592593,0.00033652790197335726
