experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4029,-8.028434869573244,0.9997111111111112,-0.003485273191539659,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.44,-6.172501460084678,0.9985777777777778,-0.012034027445523841,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4404,-6.292377930366124,0.9982888888888888,-0.014253144131881562,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.445,-6.0181526002866175,0.9980888888888888,-0.011922842008284626,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4467,-1.5583093100312166,0.4696444444444444,-1.48930816011374,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4483,-1.541581228737347,0.4782444444444445,-1.473736624935911,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4457,-1.55754625290446,0.4648,-1.507181236440316,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4045,-7.7062867835787054,0.9996222222222222,-0.00674152630580828,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4033,-7.914832761962653,0.9998444444444444,-0.0053250711157853715,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3943,-7.9824288881522385,0.9997111111111112,-0.0059388642147395285,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4774,-2.59731891537083,0.8735777777777778,-0.37342430067670696,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4905,-2.2519755534912522,0.8386888888888889,-0.4711257153857265,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4859,-2.377005962790007,0.8537111111111111,-0.4198312134620864,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3794,-1.7534601733997464,0.38897777777777776,-1.7362197733688685,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3826,-1.7227311720304188,0.3928888888888889,-1.7044974249581497,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3822,-1.7403908876433969,0.3891777777777778,-1.7200084412645962,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3857,-8.562769036267403,0.9996888888888888,-0.0037613028634486726,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3833,-8.431162273487919,0.9991555555555556,-0.004843226328280587,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3997,-8.22425224350093,0.9998,-0.002917493633836457,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4703,-6.013304591326468,0.9979111111111112,-0.007085994430849639,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4783,-5.8800776314546335,0.9975333333333334,-0.006792253336827947,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4862,-5.8418364944939505,0.9982222222222222,-0.005958640706842697,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.479,-5.09895256470489,0.9954444444444444,-0.016510883370416906,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4871,-5.1423782144278,0.9952666666666666,-0.017235125747381314,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4752,-5.042051898202559,0.9949777777777776,-0.01737373092445094,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4434,-6.338229683078933,0.9969333333333332,-0.010020584810201856,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4536,-6.185077997444528,0.9974,-0.007983944133216575,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,1,128,1,0,-0.55,best,0.451,-6.169578427014282,0.9966888888888888,-0.009786119806984336,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.2842,-2.16681970816888,0.2892,-2.1658867085790883,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.2495,-2.1543058782536537,0.25451111111111113,-2.151220435004231,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.2759,-2.2067226004734635,0.2826222222222222,-2.202978443251385,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4458,-2.041497794852806,0.6895111111111111,-0.8061473914003877,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4537,-1.9502643831107025,0.6717555555555556,-0.8558929090566255,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4482,-2.0413081530960238,0.6751555555555555,-0.8358774414100296,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.2877,-1.8953019058696925,0.30364444444444444,-1.8578919114456824,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.2912,-1.9116049788990992,0.2953333333333333,-1.8904549264694877,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.2897,-1.9027780818387865,0.2994222222222222,-1.8510616007996932,,,,
