experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3837,-8.268479941017057,0.9998888888888888,-0.004157785002517005,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,1,128,1,0,-0.55,best,0.396,-8.201779610722111,0.9998666666666668,-0.0035983594496639642,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3799,-8.279258571521305,0.9997555555555556,-0.0044334338918132505,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4868,-2.3869362118575297,0.8682888888888889,-0.38539444989998617,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4901,-2.0104086716957603,0.8101333333333334,-0.5407691258256982,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4913,-2.4393287008722195,0.8672222222222222,-0.3922439038030217,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3955,-8.093513217506084,0.9994888888888888,-0.0043855953946194135,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4031,-8.030570342552346,0.9996,-0.004129192182765302,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4033,-7.995848660244452,0.9997111111111112,-0.003353806486566656,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4503,-5.6565614788991025,0.9983555555555556,-0.009911203193316856,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4531,-5.746727959454366,0.9984444444444444,-0.008393386553172691,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4457,-5.7883708611584765,0.9981777777777778,-0.010899021945082436,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4587,-1.5099349510381932,0.4919777777777778,-1.4352722587687068,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4379,-1.5705868817558513,0.4611777777777778,-1.5109448902643392,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4585,-1.5220240050286986,0.4822222222222222,-1.45292758889427,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3848,-1.7393520113959908,0.3881111111111111,-1.7229036570398344,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3817,-1.7352687542416156,0.38793333333333335,-1.7213611474909716,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3882,-1.732651152830571,0.3904222222222222,-1.7140541318179832,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,0,128,1,0,-0.55,best,0.4112,-7.401641775600495,0.9995333333333334,-0.006420969150056186,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,1,128,1,0,-0.55,best,0.4098,-7.547827360273975,0.9994888888888888,-0.006346923498566672,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,2,128,1,0,-0.55,best,0.4062,-7.612236967132089,0.9996888888888888,-0.005974537901252628,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3938,-8.165528685124855,0.9998666666666668,-0.003826250548815556,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3962,-8.203283073994308,0.9997777777777778,-0.003264652699393921,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,2,128,1,0,-0.55,best,0.3847,-8.29708095739306,0.9998888888888888,-0.0035571714835121882,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,0,128,1,0,-0.55,best,0.3936,-8.150514670344396,0.9997777777777778,-0.003906089148772237,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,1,128,1,0,-0.55,best,0.3979,-8.150563055555995,0.9998,-0.003569624400956175,,,,
