model,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
dib,0.1,0,0,1.0607841366030952,1.8367369581222535,0.4252,0.49315555555555557
dib,0.1,0,1,0.23526129380193625,1.8967740671157838,0.4626,0.8664
dib,0.1,0,2,0.014373053870417854,2.0563042680740358,0.4736,0.9448
dib,0.1,0,3,-0.0887952335617759,2.2398865421295167,0.4776,0.9702444444444445
dib,0.1,0,4,-0.15364427929791538,2.4108208404541016,0.4788,0.9830666666666666
dib,0.1,0,5,-0.19896662437048826,2.575314446258545,0.4776,0.9882888888888889
dib,0.1,0,6,-0.23582498015490444,2.7505518341064454,0.4788,0.9916666666666667
dib,0.1,0,7,-0.26745277725133026,2.923998980331421,0.4766,0.9940444444444444
dib,0.1,0,8,-0.2957385188861327,3.076696576309204,0.4786,0.9958888888888889
dib,0.1,0,9,-0.3209918458114971,3.2417717761993408,0.477,0.9965333333333334
dib,0.1,0,10,-0.34513506762764673,3.4000791976928713,0.478,0.9972222222222222
dib,0.1,0,11,-0.3678636357719248,3.53952215385437,0.4786,0.9975333333333334
dib,0.1,0,12,-0.39033025860786436,3.6816520889282227,0.4756,0.9978666666666667
dib,0.1,0,13,-0.4116531216274608,3.8197976009368895,0.4744,0.9981333333333333
dib,0.1,0,14,-0.4313795051141219,3.965122576904297,0.4748,0.9982444444444445
dib,0.1,0,15,-0.45109524035887283,4.066036819076538,0.4762,0.9981777777777778
dib,0.1,0,16,-0.46915546353513543,4.194884629821777,0.4748,0.9978888888888889
dib,0.1,0,17,-0.4884622030084783,4.30280410232544,0.474,0.9982
dib,0.1,0,18,-0.5063524453119798,4.405362497711182,0.4736,0.9983555555555556
dib,0.1,0,19,-0.521384095842188,4.480922729492187,0.4722,0.9981111111111111
dib,0.1,0,20,-0.5383830757747997,4.601091960906983,0.4718,0.9980444444444444
dib,0.1,0,21,-0.5527796037934043,4.686947383880615,0.4708,0.998
dib,0.1,0,22,-0.5673376512787559,4.763847445678711,0.4718,0.9978222222222223
dib,0.1,0,23,-0.5832200640071522,4.836372676086426,0.47,0.9980666666666667
dib,0.1,0,24,-0.5962652595433322,4.9189767616271975,0.469,0.9978888888888889
dib,0.1,0,25,-0.6083068171501159,4.964604114532471,0.4668,0.9981111111111111
dib,0.1,0,26,-0.6195578084425493,5.038144808197021,0.467,0.9980888888888889
dib,0.1,0,27,-0.63113125482906,5.087866031646729,0.467,0.9979111111111111
dib,0.1,0,28,-0.6443008809263056,5.169566226959229,0.4658,0.9980666666666667
dib,0.1,0,29,-0.6562310277071867,5.201048914337158,0.4646,0.9974444444444445
dib,0.1,0,30,-0.6662059439572421,5.258048007202149,0.4652,0.9978888888888889
dib,0.1,0,31,-0.6750747464613481,5.305336366271972,0.4648,0.9978888888888889
dib,0.1,0,32,-0.6849142072157426,5.358886882019043,0.4638,0.9976666666666667
dib,0.1,0,33,-0.6950207613251426,5.404309285736084,0.462,0.9979111111111111
dib,0.1,0,34,-0.7056553893782875,5.442003052520752,0.4624,0.9976222222222222
dib,0.1,0,35,-0.7130783062327992,5.49466072921753,0.463,0.9978666666666667
dib,0.1,0,36,-0.7212947746883739,5.526623805999756,0.4592,0.9977333333333334
dib,0.1,0,37,-0.727621045329354,5.535759439849853,0.4592,0.9978222222222223
dib,0.1,0,38,-0.7386096365061673,5.582550051116943,0.4588,0.9977555555555555
dib,0.1,0,39,-0.7432300482229753,5.607451719665527,0.4594,0.9975777777777778
dib,0.1,0,40,-0.7519809599529613,5.6421537063598635,0.4596,0.9978
dib,0.1,0,41,-0.7573550183556297,5.668053243255615,0.4586,0.9977111111111111
dib,0.1,0,42,-0.7643462820486588,5.682300367736817,0.4578,0.9978
dib,0.1,0,43,-0.7715834553545171,5.732504264831543,0.4578,0.9977555555555555
dib,0.1,0,44,-0.7745036076459018,5.743613536071777,0.4562,0.9979111111111111
dib,0.1,0,45,-0.7815942668307911,5.762397467041016,0.4572,0.9976444444444444
dib,0.1,0,46,-0.7885920431917364,5.790980738830567,0.4568,0.9974
dib,0.1,0,47,-0.7937165421745994,5.794049573516846,0.4556,0.9972444444444445
dib,0.1,0,48,-0.7986010912114924,5.819999209594727,0.4584,0.9976
dib,0.1,0,49,-0.805962222697518,5.850992181396484,0.4558,0.9977333333333334
dib,0.1,0,50,-0.8098918072267012,5.868546950531006,0.4564,0.9977333333333334
dib,0.1,0,51,-0.8134472512678667,5.866975563812256,0.4558,0.9976222222222222
dib,0.1,0,52,-0.8189193147745999,5.904730069732666,0.4544,0.9978444444444444
dib,0.1,0,53,-0.8261206468928944,5.922701131439209,0.4536,0.9979555555555556
dib,0.1,0,54,-0.8293243961334229,5.934621812438965,0.4562,0.9978
dib,0.1,0,55,-0.8333682542107322,5.947005871582031,0.4538,0.9979777777777777
dib,0.1,0,56,-0.8374979749852961,5.965098980712891,0.4542,0.9980666666666667
dib,0.1,0,57,-0.8401809218926863,5.980244950866699,0.4536,0.9978444444444444
dib,0.1,0,58,-0.8440833234440197,6.008926549530029,0.4546,0.9974666666666666
dib,0.1,0,59,-0.8483094079797918,6.013251867675781,0.453,0.9979777777777777
dib,0.1,0,60,-0.8521715126210992,6.0084717704772945,0.4548,0.9974666666666666
dib,0.1,0,61,-0.8552063882914457,6.065949024963379,0.4536,0.9981111111111111
dib,0.1,0,62,-0.85948873239864,6.0668296630859375,0.4552,0.9977555555555555
dib,0.1,0,63,-0.863720180979642,6.060167667388916,0.4536,0.9978222222222223
dib,0.1,0,64,-0.8669138921564276,6.066670492553711,0.4536,0.9978
dib,0.1,0,65,-0.869599247932434,6.076750544738769,0.453,0.9976
dib,0.1,0,66,-0.8715252673062411,6.0985439682006835,0.4542,0.9978222222222223
dib,0.1,0,67,-0.8752986901976846,6.121599214935303,0.4552,0.9978222222222223
dib,0.1,0,68,-0.8772780203992671,6.120251775360107,0.4548,0.9978444444444444
dib,0.1,0,69,-0.8802869990435513,6.124254851531982,0.4528,0.998
dib,0.1,0,70,-0.8825654894568703,6.133266606140137,0.4526,0.9976222222222222
dib,0.1,0,71,-0.8857220395781777,6.147601332092285,0.454,0.9974666666666666
dib,0.1,0,72,-0.8888351262352683,6.16284326171875,0.4542,0.9981111111111111
dib,0.1,0,73,-0.8915289421428334,6.177006658935547,0.4534,0.9978666666666667
dib,0.1,0,74,-0.8937549181851474,6.171227317047119,0.4536,0.9980444444444444
dib,0.1,0,75,-0.8953175811940973,6.177607063293457,0.4528,0.9978666666666667
dib,0.1,0,76,-0.8994335186438127,6.1940404983520505,0.4526,0.9980222222222223
dib,0.1,0,77,-0.8981641862002286,6.18823620223999,0.453,0.9979111111111111
dib,0.1,0,78,-0.90427021038749,6.213409252929687,0.4528,0.9983111111111111
dib,0.1,0,79,-0.9030910021435131,6.206510778045654,0.4538,0.9980222222222223
dib,0.1,0,80,-0.9054413512403314,6.227873587036133,0.4538,0.9978666666666667
dib,0.1,0,81,-0.9084192486242815,6.221730294799805,0.4518,0.9981555555555556
dib,0.1,0,82,-0.911593548410589,6.254401658630371,0.4534,0.9982
dib,0.1,0,83,-0.9126944401827726,6.234793721008301,0.4536,0.9976888888888888
dib,0.1,0,84,-0.9141433050589128,6.229819920349121,0.4528,0.9977333333333334
dib,0.1,0,85,-0.9160463437080383,6.239635917663574,0.453,0.9975111111111111
dib,0.1,0,86,-0.9185403328332034,6.254398638153076,0.4528,0.9977777777777778
dib,0.1,0,87,-0.9212536856044422,6.244216600036621,0.4522,0.9980888888888889
dib,0.1,0,88,-0.9207910290631381,6.274957627105713,0.4518,0.9978888888888889
dib,0.1,0,89,-0.9216114784847607,6.268601286315918,0.4528,0.9982222222222222
dib,0.1,0,90,-0.9261948146126487,6.287029274749756,0.452,0.9982444444444445
dib,0.1,0,91,-0.9256862928650595,6.2617994453430175,0.4518,0.9979333333333333
dib,0.1,0,92,-0.928679003125971,6.2788717063903805,0.454,0.9980888888888889
dib,0.1,0,93,-0.9286278062907132,6.288031859588623,0.4518,0.9978222222222223
dib,0.1,0,94,-0.9311339760780335,6.279507627105713,0.4532,0.9978222222222223
dib,0.1,0,95,-0.9340096688790754,6.292723645019532,0.453,0.9982444444444445
dib,0.1,0,96,-0.9339825824564153,6.308586167144775,0.4528,0.9978666666666667
dib,0.1,0,97,-0.9342004380312833,6.300387953186035,0.4526,0.9977777777777778
dib,0.1,0,98,-0.9360428764083168,6.316284658050537,0.453,0.9978666666666667
dib,0.1,0,99,-0.9375150412039324,6.329435137939453,0.4522,0.9980222222222223
dib,0.1,0,100,-0.9380505603616888,6.31565608215332,0.4512,0.9981333333333333
dib,0.1,0,101,-0.9403806129455566,6.321349378204346,0.452,0.9982666666666666
dib,0.1,0,102,-0.9404142008001154,6.344025174713135,0.451,0.9980444444444444
dib,0.1,0,103,-0.9423412269852378,6.31820107421875,0.454,0.9984444444444445
dib,0.1,0,104,-0.9413129724329168,6.3450908317565915,0.4526,0.9981333333333333
dib,0.1,0,105,-0.9432086314721541,6.322586924743653,0.4514,0.9982888888888889
dib,0.1,0,106,-0.9421184055935253,6.358471156311035,0.4512,0.9979333333333333
dib,0.1,0,107,-0.9463560303254561,6.3470425582885746,0.4518,0.9978
dib,0.1,0,108,-0.9442046584822915,6.356860575866699,0.4508,0.9979333333333333
dib,0.1,0,109,-0.9485343109737743,6.342272747802735,0.4518,0.9981333333333333
dib,0.1,0,110,-0.9485282006350431,6.364037387084961,0.4516,0.9978444444444444
dib,0.1,0,111,-0.9496073089773005,6.365314668273926,0.4494,0.9979777777777777
dib,0.1,0,112,-0.950226611995697,6.356849794769287,0.452,0.998
dib,0.1,0,113,-0.9508317027352073,6.37507560043335,0.4508,0.9977777777777778
dib,0.1,0,114,-0.9511886039473794,6.372906252288819,0.4522,0.9981777777777778
dib,0.1,0,115,-0.9519022889657454,6.377922074890137,0.4516,0.9977111111111111
dib,0.1,0,116,-0.9544625181544911,6.372429711151123,0.4524,0.9982666666666666
dib,0.1,0,117,-0.9547733910300515,6.372988347625732,0.4518,0.9983555555555556
dib,0.1,0,118,-0.9558304732582786,6.384116848754883,0.4514,0.9977555555555555
dib,0.1,0,119,-0.9558635946620594,6.388721057128906,0.45,0.9983777777777778
dib,0.1,0,120,-0.956298350351507,6.393300155639649,0.4518,0.9984
dib,0.1,0,121,-0.9594147731607611,6.3765466567993165,0.4512,0.9982222222222222
dib,0.1,0,122,-0.9589071154160933,6.3823286766052245,0.4514,0.9984666666666666
dib,0.1,0,123,-0.9615519084757025,6.3969968284606935,0.4484,0.9981555555555556
dib,0.1,0,124,-0.9600250416929071,6.368182400512695,0.4516,0.9982666666666666
dib,0.1,0,125,-0.9607908612164584,6.3982572265625,0.4522,0.9982666666666666
dib,0.1,0,126,-0.9610638186888262,6.3947196846008305,0.4494,0.9981333333333333
dib,0.1,0,127,-0.9602534353689713,6.391275200653076,0.4516,0.9980666666666667
dib,0.1,0,128,-0.9629474238742481,6.389842379760742,0.4514,0.9982444444444445
dib,0.1,0,129,-0.9623467192563143,6.389097033691407,0.4498,0.9980222222222223
dib,0.1,0,130,-0.9635558645421809,6.393408617401123,0.4506,0.9983333333333333
dib,0.1,0,131,-0.9647070733590559,6.403026396942138,0.4488,0.9983555555555556
dib,0.1,0,132,-0.9641212991367687,6.4092289825439455,0.4504,0.9981111111111111
dib,0.1,0,133,-0.9650627042250199,6.4052157287597655,0.453,0.9983777777777778
dib,0.1,0,134,-0.9666439630161632,6.399195668029785,0.4494,0.9982222222222222
dib,0.1,0,135,-0.9665064433878119,6.413294567871094,0.4514,0.9979111111111111
dib,0.1,0,136,-0.9659968105056069,6.4095943138122555,0.4506,0.9986666666666667
dib,0.1,0,137,-0.9661287869886919,6.398185844421387,0.4514,0.9981333333333333
dib,0.1,0,138,-0.9670688243172385,6.421179917144776,0.4502,0.9977333333333334
dib,0.1,0,139,-0.9685226301193237,6.422861245727539,0.4512,0.9984
dib,0.1,0,140,-0.9702959816152399,6.412652062225342,0.4528,0.9981333333333333
dib,0.1,0,141,-0.9685817240888422,6.428494760131836,0.451,0.9978666666666667
dib,0.1,0,142,-0.96938453540802,6.421752574157715,0.4496,0.9981333333333333
dib,0.1,0,143,-0.9720717198371888,6.420451382446289,0.4522,0.9983777777777778
dib,0.1,0,144,-0.9687583938425237,6.403916076660156,0.4506,0.9981777777777778
dib,0.1,0,145,-0.9713945125233043,6.424832936859131,0.451,0.998
dib,0.1,0,146,-0.9691074003219604,6.4106923141479495,0.4516,0.998
dib,0.1,0,147,-0.9720385782241822,6.42730562286377,0.4506,0.9982222222222222
dib,0.1,0,148,-0.970432795494253,6.432859792327881,0.4526,0.9980666666666667
dib,0.1,0,149,-0.9712936540777033,6.410843758392334,0.4526,0.9982
dib,0.1,0,150,-0.974162149516019,6.437492166900634,0.4508,0.9980888888888889
dib,0.1,0,151,-0.9715435560486534,6.436767751312256,0.4508,0.9977111111111111
dib,0.1,0,152,-0.9744556554014032,6.4368360939025875,0.4494,0.9981777777777778
dib,0.1,0,153,-0.9736088478521867,6.427928506469726,0.4504,0.9981333333333333
dib,0.1,0,154,-0.9727438292936845,6.4341921051025395,0.4512,0.9984
dib,0.1,0,155,-0.9732637267719616,6.447384017181396,0.4502,0.9981333333333333
dib,0.1,0,156,-0.973823806771365,6.433031832122802,0.4506,0.9980222222222223
dib,0.1,0,157,-0.9745243625640869,6.440874406433106,0.4512,0.9981333333333333
dib,0.1,0,158,-0.9771645221103321,6.418541400909424,0.4506,0.9979777777777777
dib,0.1,0,159,-0.9745288905577226,6.4418947280883785,0.4496,0.9981555555555556
dib,0.1,0,160,-0.9748930261438543,6.459193524169922,0.4502,0.9981777777777778
dib,0.1,0,161,-0.9757191157947888,6.436173980712891,0.4502,0.9982222222222222
dib,0.1,0,162,-0.9760220650239424,6.441436653137207,0.4516,0.9980444444444444
dib,0.1,0,163,-0.9763895920580083,6.435052119445801,0.4514,0.9981333333333333
dib,0.1,0,164,-0.9763226688211615,6.4542185523986815,0.4508,0.9982
dib,0.1,0,165,-0.9788657652941617,6.450276496887207,0.4512,0.9979333333333333
dib,0.1,0,166,-0.9762588182622736,6.437319319152832,0.4522,0.998
dib,0.1,0,167,-0.9769385333668102,6.4339390548706055,0.4496,0.9983555555555556
dib,0.1,0,168,-0.9789549492055719,6.44031325302124,0.4506,0.9977777777777778
dib,0.1,0,169,-0.9756136972167275,6.439374098968506,0.4508,0.9981111111111111
dib,0.1,0,170,-0.9777079977382314,6.445879684448242,0.4518,0.9979111111111111
dib,0.1,0,171,-0.9799151450243864,6.451085646057129,0.4516,0.9984
dib,0.1,0,172,-0.9801705807425759,6.4529499885559085,0.4502,0.9979555555555556
dib,0.1,0,173,-0.9787156833388588,6.434395729064941,0.45,0.9980444444444444
dib,0.1,0,174,-0.979026814218001,6.4428334777832035,0.4508,0.9980444444444444
dib,0.1,0,175,-0.9811724010294134,6.451588697814941,0.45,0.9980444444444444
dib,0.1,0,176,-0.9802674571037292,6.444324403381348,0.451,0.9979777777777777
dib,0.1,0,177,-0.9805244652141224,6.446569344329834,0.4496,0.9978888888888889
dib,0.1,0,178,-0.9801006963903254,6.443018768310547,0.4506,0.9982
dib,0.1,0,179,-0.9798773417039351,6.45059234085083,0.4518,0.9984888888888889
dib,0.1,0,180,-0.9789063749226656,6.463474621582031,0.4504,0.9982222222222222
dib,0.1,0,181,-0.9809430337905883,6.468695487213135,0.4506,0.9980888888888889
dib,0.1,0,182,-0.9793795325019142,6.455416361999512,0.4514,0.9980888888888889
dib,0.1,0,183,-0.982001811729778,6.436754943084717,0.4504,0.9983777777777778
dib,0.1,0,184,-0.981942734857039,6.4688946182250975,0.4498,0.9980888888888889
dib,0.1,0,185,-0.9810543252598156,6.464787718963623,0.4512,0.9981111111111111
dib,0.1,0,186,-0.9802987368496981,6.459244513702393,0.4504,0.9983777777777778
dib,0.1,0,187,-0.9826061158006841,6.455653637695312,0.449,0.9983777777777778
dib,0.1,0,188,-0.982044628871571,6.457882968902588,0.4504,0.9980444444444444
dib,0.1,0,189,-0.9802358562296087,6.45885429763794,0.4488,0.9975555555555555
dib,0.1,0,190,-0.9786610600384799,6.46326891708374,0.4502,0.9983333333333333
dib,0.1,0,191,-0.9829710222764448,6.454165230560303,0.451,0.9982666666666666
dib,0.1,0,192,-0.9831813007007946,6.447781021881103,0.4508,0.9982222222222222
dib,0.1,0,193,-0.9807902351032604,6.476188489532471,0.4494,0.9981555555555556
dib,0.1,0,194,-0.981913278388977,6.449532187652588,0.4518,0.9982666666666666
dib,0.1,0,195,-0.9817288017186252,6.463911329650879,0.4494,0.9979555555555556
dib,0.1,0,196,-0.9839813622561369,6.473415832519532,0.4496,0.9982666666666666
dib,0.1,0,197,-0.9822277962597934,6.4523923896789555,0.4498,0.9982888888888889
dib,0.1,0,198,-0.9822812721339139,6.461941172027588,0.4492,0.9983111111111111
dib,0.1,0,199,-0.982949242106351,6.453166191864014,0.4492,0.9982
dib,0.1,1,0,1.0305036773248153,1.8094120321273803,0.4216,0.4962666666666667
dib,0.1,1,1,0.2155463180693713,1.8873754850387574,0.4582,0.8720666666666667
dib,0.1,1,2,0.003999428369782188,2.0637414165496826,0.4686,0.9485555555555556
dib,0.1,1,3,-0.09292842982465571,2.253378012084961,0.4702,0.9716
dib,0.1,1,4,-0.15480257579196582,2.4196818412780763,0.4732,0.9834222222222222
dib,0.1,1,5,-0.19926083234765313,2.603954677963257,0.4746,0.9893333333333333
dib,0.1,1,6,-0.2346992375937375,2.7737928493499755,0.4744,0.9917777777777778
dib,0.1,1,7,-0.2657237891327251,2.954834083175659,0.4728,0.9942222222222222
dib,0.1,1,8,-0.29376104371764444,3.1155363471984865,0.474,0.9962444444444445
dib,0.1,1,9,-0.3190101921254938,3.2661856632232666,0.4746,0.9968
dib,0.1,1,10,-0.3426903733426874,3.4456872928619386,0.4704,0.9974444444444445
dib,0.1,1,11,-0.36671176627332513,3.574795080947876,0.4702,0.9976888888888888
dib,0.1,1,12,-0.3878277662450617,3.7265178665161134,0.469,0.9980888888888889
dib,0.1,1,13,-0.4079251579241319,3.888508964538574,0.4676,0.9982444444444445
dib,0.1,1,14,-0.42830124562436883,3.9876690269470214,0.4674,0.9982888888888889
dib,0.1,1,15,-0.44835289627855474,4.127777644348145,0.466,0.9981777777777778
dib,0.1,1,16,-0.4660707230871374,4.234155108642578,0.4662,0.9980444444444444
dib,0.1,1,17,-0.48558680953112515,4.341093725585938,0.4654,0.9982222222222222
dib,0.1,1,18,-0.5027373243071817,4.436067169189453,0.4618,0.9981555555555556
dib,0.1,1,19,-0.5174626334710555,4.539371452331543,0.4644,0.9984444444444445
dib,0.1,1,20,-0.5340646697044372,4.631855895996094,0.461,0.9987111111111111
dib,0.1,1,21,-0.5489198647412387,4.723042541503906,0.4612,0.9980444444444444
dib,0.1,1,22,-0.5652633447300304,4.777144925689697,0.4602,0.9981111111111111
dib,0.1,1,23,-0.578994066177715,4.849580993652344,0.461,0.9982666666666666
dib,0.1,1,24,-0.5924537100661884,4.953716419219971,0.4594,0.9981555555555556
dib,0.1,1,25,-0.6057046386632052,4.993500932312012,0.4582,0.9984888888888889
dib,0.1,1,26,-0.6178100553772666,5.065313858795166,0.4582,0.9982222222222222
dib,0.1,1,27,-0.6286443379315463,5.114580299377441,0.4576,0.9976444444444444
dib,0.1,1,28,-0.6394478791843761,5.168414720916748,0.458,0.9980222222222223
dib,0.1,1,29,-0.6509700207883662,5.2346946807861325,0.457,0.9980666666666667
dib,0.1,1,30,-0.6608326852971858,5.256720909118652,0.4576,0.9981333333333333
dib,0.1,1,31,-0.6722178786884655,5.310442983245849,0.4568,0.9981333333333333
dib,0.1,1,32,-0.68024113741788,5.352519606781006,0.457,0.9980444444444444
dib,0.1,1,33,-0.688352153153853,5.406436672973633,0.4574,0.9978666666666667
dib,0.1,1,34,-0.6979602943940596,5.420555150604248,0.4566,0.9978
