experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.4804333333333333,0.006078102774166717,-5.094460892445082,0.05031375330462714,0.9952296296296296,0.00023552760141614532,-0.017039913347416388,0.0004633652837672213,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.4492333333333333,0.004050102879351758,-2.011023443686511,0.05261897540374599,0.6788074074074073,0.00942427475896741,-0.8326392472890142,0.025030352726156307,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.28953333333333336,0.0017559422921421405,-1.9032283222025261,0.008160856869189492,0.2994666666666666,0.0041557338048520765,-1.866469479571621,0.021050879626465995,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibexact,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.2698666666666667,0.018119694625830025,-2.1759493956319993,0.02737501756981796,0.27544444444444444,0.018424715016976245,-2.173361862278235,0.026676418360557685,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,0,1,default,128,1,0,-0.55,best,3,0.40063333333333334,0.004446721638840618,-8.039977406767628,0.04950718209654535,0.9996,0.00011111111111128391,-0.003956198021317124,0.000537207895154701,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,0,1,default,128,1,0,-0.55,best,3,0.3865333333333334,0.008415660005806637,-8.249839374420157,0.041968445097725876,0.9998370370370372,7.143445008141664e-05,-0.004063192781331407,0.0004254974702796177,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.40906666666666663,0.0025794056162870543,-7.520568701002186,0.10791135043649895,0.9995703703703702,0.00010501812502786399,-0.006247476849958495,0.00023925392769320324,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.4497,0.0037363083384538884,-5.730553433170648,0.06737684905274542,0.998325925925926,0.00013578002059123182,-0.009734537230523995,0.0012621253210774366,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.4894,0.0023302360395462056,-2.278891194808503,0.23398374332210986,0.8485481481481482,0.03327248025601383,-0.4394691598429021,0.08779516550345584,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.45170000000000005,0.011951568934662928,-1.5341819459409143,0.0321018040048156,0.4784592592592592,0.01574102657692543,-1.4663815793091055,0.03958969793936678,,,,,,,,
QminimalityConditionalFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,dib,0,mlpl,128,1,0,128,1,0,10000.0,0,1024,0,1,default,128,1,0,-0.55,best,3,0.3849,0.003251153641401782,-1.7357573061560592,0.0033770384374877636,0.3888222222222222,0.001388488831272292,-1.7194396454495964,0.0047273302967216135,,,,,,,,
