experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,0,transformer,best,,,2.3092775669964882,-0.2796019077301025,,0.17632658915086227,,,1.0126504627141086,3.6015299320220953,,0.8158444444444445,0.4122,,,-0.7019347508756132,-2.4942276300131576,,12.06156232140281,,,0.05085605650585296,0.9878933158787814,0.9990209817886352,12.565921263261275,12.739197540283206,0.0060558340046554795,0.006082195509225129
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,1,transformer,best,,,3.1676913066343833,0.8760262489318847,,0.620333194732666,,,0.15423672917214307,2.4459017753601078,,0.9919333333333332,0.5129,,,-0.1069156971902248,-1.6944147181635687,,11.617545344612815,,,0.08358638745322199,0.9947156499732625,1.014731514453888,10.496180751106957,10.655216598510744,0.007694737541235307,0.007758116722106935
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,2,transformer,best,,,3.143449414860118,0.8978222370147705,,0.28930556774139404,,,0.17847860536792062,2.4241057872772216,,0.9916666666666668,0.5026,,,-0.12371259850593687,-1.6794054587441205,,11.948588891462846,,,0.06451892887601543,0.9650846204974436,0.977229905128479,11.573861772363836,11.712724876403806,0.007636098127642816,0.007721138652414083
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,0,transformer,best,,,3.2323527986353096,0.7325889110565186,,0.21780462969433176,,,0.0895752219313925,2.5893391132354737,,0.9982888888888888,0.4869,,,-0.06208561723501582,-1.793280299976757,,12.020082993940873,,,0.044816056959846966,0.9862907908179545,1.0057321190834043,11.036107193339959,11.152252769470213,0.006056388924744996,0.005996801983565093
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,1,transformer,best,,,3.2414354519410566,0.7546681404113771,,0.254688367924907,,,0.08049256354570389,2.5672598838806158,,0.9973555555555556,0.5072,,,-0.05579360378716805,-1.7782555745430395,,11.983202284032648,,,0.05225224406147317,0.998852320692756,1.0097476482391357,8.931319843639027,9.008667373657227,0.005838121710853143,0.005811066925525665
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,2,transformer,best,,,3.095467459071766,0.35557918548583983,,0.4066656313159249,,,0.2264605909585953,2.9663488388061525,,0.9632222222222222,0.474,,,-0.1569911312390014,-2.0571596960713223,,11.831228342923252,,,0.06247596327545029,0.9381870437752116,0.9456873059272766,9.118763143366033,9.191613578796387,0.006622055905278435,0.0066506538540124895
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,0,transformer,best,,,3.249731096354398,0.7645718097686768,,0.2328650213100693,,,0.07219691066579385,2.5573562145233155,,0.9978888888888888,0.4929,,,-0.050045764955637916,-1.7721178860419171,,12.005024433135985,,,0.04591412970775146,0.9873030808838932,0.9981732368469238,9.833787657997824,9.902872848510745,0.005055533764375882,0.005029776599258184
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,1,transformer,best,,,3.226697239008817,0.8698206424713135,,0.4288634332743558,,,0.09523079002445396,2.4521073818206793,,0.9979777777777776,0.5031,,,-0.06601271868198312,-1.700089248513498,,11.809024247256193,,,0.0669684062956371,1.0527111860838805,1.0410567283630372,7.992656317624179,8.012638473510743,0.00825570906851102,0.008004638273268937
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,2,transformer,best,,,3.2253099246458574,0.7047981739044189,,0.7458967403932051,,,0.09661808880892668,2.617129850387573,,0.9954,0.4944,,,-0.0669695602467424,-1.8138706476863653,,11.49199321053245,,,0.09489457296515608,0.9242596355351534,0.9106792688369753,6.246705293655396,6.245054721832275,0.005602493247186596,0.005524589773267507
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,0,transformer,best,,,3.319809382612055,-0.13284902572631835,,1.8866131793368943,,,0.002118672328916463,3.4547770500183104,,1.0,0.5342,,,-0.0014685561305560965,-2.394736635438949,,10.351274100216953,,,0.2331776947990827,1.002425629984249,0.994618010520935,4.334448185834018,4.36243371963501,0.35890509323640296,0.36240198612213137
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,transformer,best,,,3.3197164752266626,-0.028363370895385744,,1.7645365487445483,,,0.0022115345980802717,3.350291395187378,,1.0,0.5367,,,-0.0015329925893497328,-2.3194431879764044,,10.473354079506613,,,0.22337469997176207,0.9931031519716436,0.9906274080276488,4.51143251765858,4.5486892700195325,0.3385298455303365,0.3437198281288147
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,transformer,best,,,3.3196110183542427,-0.10110750198364256,,1.768019351092252,,,0.0023170113140209155,3.4230355262756347,,1.0,0.5318,,,-0.0016060492633337465,-2.372183385502342,,10.469874425367877,,,0.2218136647560888,0.9819340949708764,0.9747908473014832,4.4649387923153965,4.492427062988281,0.3402562967755578,0.3438145935535431
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,0,transformer,best,,,3.3193636482412163,-0.2625840663909912,,3.6532728346911343,,,0.0025643630440092893,3.5845120906829835,,1.0,0.5321,,,-0.0017773974822384703,-2.484155616363564,,8.584616010839289,,,0.3340862116791028,1.0190637355501002,1.0189913868904117,2.1430527730421587,2.158942699432373,0.054812443357977,0.05549894496798515
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,best,,,3.319135730916804,-0.20689215660095212,,3.1171295100992378,,,0.002792312636632811,3.528820180892944,,1.0,0.5343,,,-0.0019356103900606187,-2.444791848766967,,9.120749083432283,,,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
QminimalityRandom,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,best,,,3.319148172031749,-0.24835195541381835,,3.2097302241758867,,,0.0027798355281860986,3.5702799797058105,,1.0,0.5312,,,-0.0019267819640440016,-2.4743004924474024,,9.028164300051602,,,0.3073511642450484,0.9663139256564054,0.9700186610221864,2.279011758891019,2.2970078945159917,0.1093826795166189,0.111075259745121
