datasize,beta,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_d_H_Q_xCz_mean,valid_d_H_Q_xCz_std,valid_h_delta_acc_mean,valid_h_delta_acc_std,valid_d_DIQ_xz_mean,valid_d_DIQ_xz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,valid_aux_loss_mean,valid_aux_loss_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
b1024,0.01,0,3,2.0545011668494255,0.07019217766075093,12.230153293320626,0.0004171260285381589,0.012269936337157733,0.00015817541113909758,0.007746650947052386,0.00041762736444599086,5.56931349364194,0.40571325535184416,-2.2473854693499478,0.40571325535184405,-0.12024702927605672,6.870182323632035e-05,2.051604088147481,0.07357054697100565,12.237478510538736,0.0008746047759962126,0.000412326388888889,0.00018461881469950393,0.0009156969014535813,0.0005388257253498377,5.581274731953939,0.377903229114641,-2.2593467076619467,0.3779032291146411,-0.12032317767540614,7.257094532512997e-05,5.449017977368389,0.40555778989882735,5.45976841990153,0.37800326804342216,0.09273333333333333,0.010628891444235058,-3.867824199601263,0.2620224048655879,0.09396296296296296,0.0118840973383478
b1024,0.01,1,3,2.054422187985796,0.0701118172037979,12.200031706781099,0.0033153878603651528,0.01964088807431234,0.001311598495530777,0.03786896629202547,0.0033087779748912785,5.568644924597307,0.40555533341606637,-2.2467169003053145,0.4055553334160664,-0.11994589238681576,5.7168555607196385e-05,2.0515945037206014,0.0735815900463022,12.237804158528647,0.00030767232237475313,-0.00010221738262045266,0.0004548113649881116,0.0005900330220659574,0.0001380453326169704,5.581810061136882,0.3778283926822347,-2.259882036844889,0.3778283926822336,-0.12032644351323446,7.262774313536053e-05,5.448748138145164,0.40559555392893193,5.460306753794352,0.3779387156752022,0.09266666666666666,0.009980647941558375,-3.8681995769822035,0.26198121077790415,0.09414074074074075,0.011898051159714224
b1024,0.01,2,3,2.0527020042592827,0.07006530899644574,12.165665489254577,0.004864430070840273,0.026191546469342183,0.0009099236265682173,0.0722332564323689,0.004852201261503752,5.505219755750713,0.38351122023223677,-2.1832917314587217,0.38351122023223705,-0.11960395002229647,4.058661030329385e-05,2.0152531305948895,0.07821231487655436,12.238301912943522,0.00041447775648412264,-0.0015996132159537858,0.0009814813226131233,9.219381803025802e-05,0.00015968437697216653,3.7318439006805426,0.1584670083638617,-0.4099158763885498,0.1584670083638618,-0.12036776343981426,7.823726116499458e-05,5.387621884451971,0.3840768625311406,3.61148858350118,0.15902683609396986,0.18806666666666663,0.007217571151941169,-2.586724988332391,0.11017617853774923,0.09637777777777778,0.011594656070048653
b1024,0.01,3,3,2.6541712175716055,0.2871836970040886,12.174558386658177,0.002958115600963701,0.023946559392348066,0.0006777960280619812,0.0633379547348754,0.0029590829858871263,2.6475708845889927,0.029089388256876382,0.6743571397029994,0.029089388256876736,-0.11909141018986702,0.0003081775293792174,2.801027774810791,0.37369631576691204,12.237625567118327,0.00037968946530648063,0.0001804288040806292,0.0006646854314032477,0.0007686721340481503,0.00045500709015472104,2.3543789545694986,0.02863285699425759,0.9675490697224935,0.028632856994257733,-0.11957522332668306,0.0003753370793069815,2.5287971655386468,0.029250384625577223,2.234867871602376,0.028073822421176994,0.4301333333333333,0.010628891444235105,-1.6319749803767538,0.019229114302379592,0.35916296296296296,0.005823932460151937
b1024,0.01,4,3,2.719132298772985,0.32215192576614743,12.201947848002115,0.002076782210993329,0.019589054812393047,0.00030238542636776045,0.03594388428962592,0.0020774640629577157,2.1513547319354434,0.01972275268517343,1.1705732923565488,0.01972275268517329,-0.1193003434913628,0.0003179461127067589,2.6313544273376466,0.3132880978693615,12.23772118886312,0.0002625985018508429,0.0015063740628072757,0.001295434132957111,0.0006729549865364485,0.00027785022021447166,2.2343175888061526,0.011380358364015223,1.0876104354858398,0.011380358364015077,-0.1197458545366923,0.0003107558538343305,2.032027532853021,0.01985933757229018,2.114914839553833,0.012083037631501843,0.4618666666666667,0.0021939310229206047,-1.5489480700231468,0.008237961629701312,0.48135555555555554,0.004724561512085701
b1024,0.01,5,3,2.6540063113877266,0.30424152180764974,12.193366599805428,0.003013851379812386,0.021280486293722343,0.0006626143737151686,0.044531895045303936,0.003014652874796838,1.9152571080308973,0.025300385876377476,1.4066709162610949,0.025300385876377476,-0.119279657349442,0.0002781137434279766,2.6536972999572757,0.29143008533481224,12.237941932678224,0.0006590585906442206,0.00040032340830875086,0.0009905437748934823,0.0004522747612403085,0.0004974008897784631,2.1651320934295657,0.008204765379134121,1.1567959308624267,0.008204765379134275,-0.1197257215778033,0.0002853151735278273,1.7960025370138666,0.025526199084994223,2.0455284978230797,0.008173209449594833,0.48233333333333334,0.004981298358192685,-1.500839128454597,0.005476076438174333,0.5433481481481482,0.0060008778507335565
b1024,0.01,6,3,2.7115319768587747,0.30819792688472053,12.183210264552722,0.004291978861376148,0.02353973477837518,0.0007313214945366246,0.054692804982716385,0.004289323980973133,1.7204586737083665,0.023783824613161822,1.6014693505836257,0.023783824613161822,-0.1191205678677017,0.0002744523334433254,2.7396048863728844,0.33366644960759095,12.238013394673667,0.00019757152146185488,-0.000547816033677483,0.0011814008737164334,0.00038089223380666226,0.00027913797159402674,2.1074938774108887,0.011475480726650061,1.2144341468811037,0.011475480726650248,-0.11964052617549896,0.0003318874280706807,1.6013586913921214,0.023987124207326703,1.9880728485107422,0.012036847844348513,0.49300000000000005,0.005695612346359248,-1.4609550128199549,0.008178422212012705,0.5961629629629629,0.004657892986983456
b1024,0.01,7,3,2.821269727114475,0.3191842207826593,12.172822518782182,0.005514438122856678,0.025801541043179724,0.0006088967597282467,0.06506852831014179,0.0055191954332913535,1.5471719006697338,0.031070063057014242,1.7747561236222584,0.031070063057014242,-0.11890695294873281,0.00027180562482186993,2.856755717595418,0.34086165704261706,12.238139216105145,0.0004259260396742991,-0.0006314528023598822,0.0007039300258967051,0.0002548800587343673,0.0002543740636990316,2.087792332967122,0.012026563642294966,1.2341356913248698,0.012026563642294763,-0.11952463587125144,0.000336635975671279,1.4282449765311345,0.031355007817763306,1.9684044437408446,0.011485350033539043,0.49826666666666664,0.003646002377033409,-1.4472414775497124,0.007752377848496719,0.6420888888888889,0.008182456391120748
b1024,0.01,8,3,2.9203168587251143,0.3468257302233485,12.164060773271503,0.004202592797768323,0.02848028075825403,0.0005051411394253561,0.07384128484762077,0.004209629586666452,1.3926535275849428,0.03409325934161089,1.9292744994163513,0.034093261988778246,-0.11872028807799022,0.0003096432979381524,2.939919201533,0.36028604399850234,12.238101577758789,0.0003526546295948258,0.000489433536135693,0.0019482522813503817,0.0002924760250607506,2.759066992641584e-06,2.0905208269755047,0.01766142022254509,1.2314071973164877,0.017661420222545143,-0.11944109598795573,0.00035720785834185615,1.2738992956797281,0.03439401955508056,1.9708886719385783,0.016723940827967146,0.5027333333333334,0.003700450423034162,-1.4489054965690824,0.011495733709728742,0.6858518518518518,0.008661945532703526
b1024,0.01,9,3,3.014441293297392,0.36980616407825617,12.155875885125361,0.00585674344721455,0.02976761354668848,0.001629241278551366,0.08202596121665202,0.005851784866845054,1.2469400266806285,0.031407620955525954,2.0749879858710547,0.03140761297543416,-0.11854431495973557,0.0003210090811633436,3.0473887761433915,0.39742936147467034,12.238228734334308,0.0005372016978209384,-1.061063483284184e-05,0.0015005762775001906,0.00016538832117779143,0.0001957654088087238,2.084450038274129,0.013924545837138104,1.2374779860178629,0.01392454583713809,-0.11933489690224329,0.0003930769329864663,1.12837722913954,0.03168860021347028,1.9652747109095257,0.013922193023394626,0.5092666666666666,0.0022030282189144444,-1.4449406310898267,0.009414760282817061,0.7273851851851852,0.00748692138128539
