datasize,beta,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg
b64,1.0,2,3.315305282785134,0.050096451097233284,0.025346319864183897,0.006622739261233205,3.271831573194759,1.0,0.4962,-0.004578199994607017,-2.267492903869746,12.212558656930925,0.003863710345643943,0.22336261863396925,0.22274240841911094
b64,1.0,1,3.3162535828622905,0.07225454916619951,0.025292545593029816,0.005674439361014679,3.2496734751257925,1.0,0.5064,-0.003934686657098722,-2.253239128610504,12.212525528940287,0.0033513849431818163,0.18040914317084986,0.17960579380108296
b64,1.0,0,3.315828424963084,-0.0019747778108924817,0.024263989778236548,0.006099599105668443,3.3239028021028845,1.0,0.4954,-0.004228179169362258,-2.3043051475431544,12.213433879342945,0.0040819572679924206,0.2005212397356941,0.19952519978307612
b16,0.01,1,3.3217904382950465,-1.6092737117767335,0.16294618026391094,0.00013758736681942487,4.93120173625946,1.0,0.5231,-9.534450099146595e-05,-3.4180486351679726,12.074940466855374,0.018617060670695563,0.9892364603067012,0.9805422018051148
b16,10.0,2,3.290653895450325,0.5107945680618287,0.04513057467531702,0.03127412968326772,2.811133455657959,1.0,0.4878,-0.02167475881835231,-1.9485292633014764,12.192768416284373,0.0015367638345775564,0.005119755141234434,0.0051176060609519495
b16,0.1,0,3.3211737500362615,-0.8987341430664062,0.08245977260343347,0.0007542744883849463,4.220662167358398,1.0,0.5107,-0.0005228527548112976,-2.925540126520158,12.15540959934217,0.005073172176798203,0.34428028612428396,0.3421370333194733
b16,0.1,1,3.3211103458655415,-0.945639119529724,0.08268130532031398,0.0008176799863349272,4.2675671443939205,1.0,0.5056,-0.000566701590407951,-2.9580521665171813,12.155205334033825,0.005721205119089944,0.3576055715463783,0.3550952256679535
b16,1.0,0,3.3171306273456658,-0.18911412868499755,0.05541268067745726,0.004797397717200167,3.5110421526908877,1.0,0.4907,-0.003325248822430165,-2.4336690111198185,12.182456666110378,0.003071676146462845,0.0807050951858178,0.07977920060157775
b16,1.0,1,3.3169675398839145,-0.2923869920730591,0.05649425239730799,0.0049604825878107285,3.614315016365052,1.0,0.4875,-0.0034386266087427643,-2.505252307100371,12.181392349639143,0.0037456304064462623,0.0745577784781561,0.07377601281404496
b16,1.0,2,3.3169356713801825,-0.3002261741638184,0.0627010768140215,0.004992352886440962,3.622154198741913,1.0,0.4865,-0.0034603256229913553,-2.5106860085513345,12.17519789626918,0.0028050568787771142,0.07113431374103074,0.07028406386375427
b1024,100.0,1,1.8060421293432063,1.1208317995071408,0.0030264873560306364,1.515885894948786,2.201096224784851,0.6662444444444444,0.4631,-1.0507940616208866,-1.5257639947959225,12.23487149585377,0.002077533999929564,0.04081107625229792,0.040622562915086737
b1024,100.0,2,1.9097433171489024,1.1385100841522218,0.002761788561739112,1.41218470714309,2.1834179401397704,0.6939333333333333,0.4694,-0.9788427034994504,-1.5129923069742828,12.235134536569767,0.0018331640918482336,0.043714884160594505,0.043532028794288635
b1024,100.0,0,1.8686491928317333,1.1312293529510498,0.002539165209534324,1.4532788314602592,2.1906986713409418,0.6811777777777778,0.4645,-1.0073837353453816,-1.5180006122261869,12.235348549756136,0.0015197341196703602,0.04330106045712124,0.04322182983160019
b1024,0.1,2,3.306034662506797,-0.325344181060791,1.7862507511268964,0.015893376771021973,3.6472722053527833,1.0,0.5069,-0.011017021604393171,-2.5258902238703635,10.45164504918185,0.16259895552079415,4.21930916742845,4.19316029548645
b1024,0.1,1,3.3060211972756814,-0.2773219108581543,1.6968801400878213,0.015906832667744973,3.5992499351501466,1.0,0.5112,-0.011026264811612835,-2.4945533951403953,10.541017575697463,0.15857754427181162,4.282159003344449,4.255100870132447
b1024,0.1,0,3.306039430878379,-0.30819854736328123,1.7827876535328953,0.0158885938369415,3.6301265716552735,1.0,0.5032,-0.01101387074462183,-2.5147805305662887,10.455099734393032,0.16109450693987915,4.193813248114153,4.174939918518066
b1024,0.01,2,3.317759031599218,-0.6612898826599121,4.546492804180492,0.004168988358949057,3.983217906951905,1.0,0.5191,-0.0028899082900111558,-2.759322124812828,7.691403031349182,0.35388544332464633,9.591590274464,9.52899923324585
b1024,0.01,0,3.3176325776360254,-0.616094446182251,4.751385894688693,0.00429545140782879,3.9380224704742433,1.0,0.519,-0.0029776128357059304,-2.7232791070174978,7.4865016612139605,0.3697016348433978,9.47623313557018,9.429697036743164
b1024,0.01,1,3.3177516135302456,-0.536071515083313,4.837519678202543,0.004176396977114068,3.857999539375305,1.0,0.5298,-0.0028950811367189325,-2.673530060093236,7.400377999652517,0.3714906084427044,9.34936319697987,9.29637031555176
b1024,10.0,1,3.049098188226873,0.7464555025100708,0.08250194872644814,0.2728298326784914,2.5754725217819208,0.9904666666666668,0.4764,-0.18911627491327104,-1.7836984842452912,12.15539585460316,0.020447449907455232,0.3565871993249113,0.35574187636375426
b1024,10.0,0,3.0552586642178623,0.7226305484771729,0.07645754262127659,0.26666936617005954,2.5992974758148195,0.9914888888888888,0.4767,-0.18484800431298334,-1.7991187912005628,12.161429947072811,0.018979411479855362,0.33159002323042264,0.3306958317756653
b1024,10.0,2,3.057913709770549,0.6937219142913819,0.08875458518212492,0.2640143165534193,2.6282061100006104,0.9914,0.4746,-0.1830158446394262,-1.821536489861584,12.149141463366421,0.02116278255012679,0.3373132768002423,0.33620480597019203
b1024,1.0,2,3.2456288012591274,0.0629157543182373,0.5960823798721487,0.07629922354085879,3.2590122699737547,0.9994,0.4913,-0.052891408718937376,-2.257048803360406,11.641813603314487,0.07334788700049304,1.2175644771619276,1.21368647813797
b1024,1.0,1,3.244727914983576,0.049379730224609376,0.6320969665592368,0.07720012539489703,3.2725482940673833,0.9994888888888888,0.4974,-0.0535175994801084,-2.266734041749205,11.605800758708607,0.07656301665120993,1.2944870889186861,1.29255211353302
b1024,1.0,0,3.2454055493528187,0.1668285608291626,0.5322600880807097,0.07652248628437519,3.1550994634628298,0.9996666666666668,0.4885,-0.05304076704728961,-2.185898588278421,11.705627744848078,0.06797544812308258,1.2531105307015509,1.2505107283592225
b4096,0.01,0,3.2376784844831987,0.5093224048614502,9.712086070667613,0.08424957773902199,2.812605619430542,0.9995111111111112,0.5106,-0.05839372733179905,-1.9420013541100791,2.5258022004907783,0.7313134816899659,5.081133322282271,5.0709147453308105
b4096,0.01,2,3.2196130969307637,0.6035207907358805,9.572128902782094,0.1023149314251813,2.7184072335561122,0.9985555555555556,0.5144,-0.07091877642553034,-1.8853100222970045,2.6657584580508145,0.7220157782379801,5.211877779527144,5.201196670532227
b4096,0.01,1,3.2192579832944004,0.6278473536173502,9.50079683824019,0.102670010517944,2.6940806706746425,0.9989777777777776,0.5197,-0.07116810154053009,-1.8598111392954664,2.7370910427787085,0.7174991656880533,5.539947856556285,5.526176770528156
b4096,0.1,2,3.184485067020763,0.7298538684844971,4.600163893266157,0.13744294914332306,2.592074155807495,0.9979555555555556,0.5168,-0.09526995454890974,-1.7972514673937825,7.637723662636497,0.4003277329686093,5.470387848940763,5.443614959716797
b4096,0.1,0,3.2038561647588555,0.6483051776885986,5.071047045967796,0.11807184598662634,2.6736228466033936,0.9991111111111112,0.5144,-0.0818363497395496,-1.848798231599652,7.166841290213845,0.4281247839139383,5.433140928095037,5.418797810872396
b4096,0.1,1,3.1868266625837847,0.7288811206817627,4.857931267131459,0.1351014091209932,2.593046903610229,0.9983777777777778,0.5215,-0.09364941005997336,-1.7926382870384843,7.379956462166526,0.4164767526557343,5.631850285963579,5.608168760935467
b4096,100.0,1,0.5877739082683217,0.5796235402425131,0.009904442736032332,2.7341541160236704,2.7423044840494786,0.33286666666666664,0.32299999999999995,-1.8951650076313151,-1.9040418581426144,12.22798338803378,0.006828799335011626,0.03744686801325192,0.03737812613447508
b4096,100.0,0,0.6143448569557883,0.6086866855621338,0.008791273544457827,2.707583167336204,2.7132413387298584,0.3340222222222222,0.3234,-1.8767441659384303,-1.88312619048357,12.229097106240012,0.005670501132144464,0.03651709719137712,0.03641790896654129
b4096,100.0,2,0.5463656728917902,0.5355001290639242,0.00957520090212876,2.775562351400202,2.7864278952280683,0.3239777777777777,0.3162,-1.9238604610635173,-1.9333146479964256,12.228312492370605,0.0062923638555261755,0.03720422800291668,0.03711055840055148
b4096,10.0,0,1.6805258989334106,1.2356584072113037,0.17020810598676855,1.6414021253585815,2.0862696170806885,0.6290222222222223,0.4964,-1.1377082555365758,-1.4423077122468502,12.067680532282047,0.03311319291108799,0.2137299979274923,0.2134349842866262
b4096,10.0,2,1.6909020163796165,1.2381633122762044,0.13656597652218558,1.6310260079123755,2.083764712015788,0.6331333333333333,0.4896,-1.1305270317608445,-1.4416842822506375,12.101321480490945,0.028175901086202368,0.20587327805432407,0.2053441752990087
b4096,10.0,1,1.6079908175901934,1.2291655540466309,0.17348939044909042,1.7139372067017988,2.0927624702453613,0.6092222222222222,0.4915,-1.1880248325498597,-1.4482724989832032,12.06439885226163,0.033827108296767175,0.21324587681076745,0.21294806897640228
b4096,1.0,0,2.851566704836759,0.9922036329905192,1.777696501124989,0.4703613357110457,2.329724391301473,0.9437555555555556,0.5095,-0.3260159805386466,-1.6097620887575297,10.46019155328924,0.184526908501397,2.16523983261802,2.161302169164022
b4096,1.0,2,2.841053745963357,1.0268057982126872,1.69395958293568,0.480874313549562,2.295122226079305,0.9430222222222222,0.5085,-0.33331935698057075,-1.585408278087137,10.543927799571644,0.17794541417032328,2.135612899606878,2.1255242029825845
b4096,1.0,1,2.839742053638805,1.0350975195566814,1.7498725761066785,0.4821859733624892,2.286830504735311,0.943,0.5141,-0.3342330500008551,-1.582534617628777,10.488014914772727,0.1826295044055187,2.2613269199024546,2.252044200897217
b256,100.0,0,2.5582082732157274,0.9397473901510238,0.005680340002899439,0.7637197520922531,2.382180634140968,0.8551333333333333,0.4879,-0.5294106984795021,-1.6605702090960648,12.232214710929178,0.0016947798295454545,0.012814901319374754,0.012726169358938931
b256,100.0,2,2.5548080409115013,1.0325320690870283,0.004498514871970242,0.7671199860897931,2.289395955204964,0.8619777777777777,0.4938,-0.5317588807598559,-1.5867286932346412,12.233421835032376,0.001107954545454546,0.013176998964891854,0.013121694861911237
b256,100.0,1,2.7244974794712933,0.6312873721122741,0.005059873747251748,0.5974305427887223,2.690640652179718,0.9055555555555556,0.4732,-0.4141119354583146,-1.8437161358862555,12.232842618768865,0.0013787286931818182,0.01161622719585218,0.011577292787842452
b256,10.0,2,3.2562057809396223,0.2866663932800293,0.013459131161322479,0.06572224815714765,3.035261631011963,1.0,0.4666,-0.0455562264461944,-2.0899617649747517,12.224461246620526,0.005431832978219696,0.16609668917953968,0.16631699800491334
b256,10.0,0,3.2575297111814674,0.3898261547088623,0.014274596663943324,0.06439830951223319,2.93210186958313,1.0,0.4686,-0.04463593878563357,-2.031221578253907,12.223620452664115,0.0047309274384469725,0.1614785399287939,0.16210868284106256
b256,10.0,1,3.250304104252295,0.4813265919685364,0.010457821370933248,0.07162392147901384,2.840601432323456,0.9999777777777776,0.4796,-0.04964475712880957,-1.9826653220872743,12.227444686672904,0.004756377249053032,0.15754838169298388,0.15800282135605812
b256,0.01,1,3.32089126245542,-1.0420368909835815,1.2001632648435503,0.0010367643322255883,4.363964915275574,1.0,0.5303,-0.0007183020738758017,-3.0354443193379503,11.037739076397635,0.13227908972537886,5.233684266155416,5.234768605232238
b256,0.01,2,3.3206842799078333,-0.9428019344806672,1.275771365924315,0.001243743411164773,4.26472995877266,1.0,0.5348,-0.0008621432622719782,-2.9541289780316697,10.9621487476609,0.13913330078124994,5.889158108017662,5.876469993591309
b256,0.01,0,3.3207498165694154,-1.0258561670780182,1.2733686132864521,0.0011782009106272278,4.3477841913700095,1.0,0.5241,-0.000816811744958354,-3.026645913804741,10.964526181871241,0.13708229758522728,5.520403051918203,5.5179965734481815
b256,1.0,0,3.30992177399722,0.032835942506790165,0.035304948354182256,0.01200625623724508,3.2890920817852014,1.0,0.4898,-0.008321579232641358,-2.3011126702003755,12.202590037475932,0.012676299124053023,0.4254420318386771,0.4266056723892689
b256,1.0,1,3.3091312633319334,-0.03032793998718262,0.03651186054445465,0.012796759123871609,3.3522559642791747,1.0,0.4948,-0.008869314378365582,-2.3136777810771605,12.201390569860285,0.012379039417613641,0.4461488523943858,0.4470835581421852
b256,1.0,2,3.3089883368123663,-0.047094684839248654,0.041917483856774525,0.0129396919245747,3.3690227091312415,1.0,0.4926,-0.008969766830253252,-2.3292433056564086,12.196002765135331,0.013820134943181827,0.4540429299866611,0.4559698656201362
b256,0.1,0,3.3187552365389736,-0.5996281683444977,0.19619623529301447,0.0031727963730438864,3.9215561926364897,1.0,0.5095,-0.002199211977653937,-2.7429756881678493,12.041698802601207,0.03907522490530303,1.3720875646580348,1.375502607226372
b256,0.1,1,3.3185531090606344,-0.551678591966629,0.21035679590634326,0.00337491839309223,3.873606616258621,1.0,0.5097,-0.002339326997219962,-2.6720557537620087,12.027545674280686,0.03945726799242425,1.4094196090644056,1.41173195540905
b256,0.1,2,3.3184912001544777,-0.4904344201087952,0.1606644818305292,0.0034368185125376012,3.812362444400788,1.0,0.5117,-0.002382402361791048,-2.6310283547026945,12.077255861325698,0.03909179687500002,1.434471010484479,1.4363390684127808
