experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,,epochs,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_DIQ_xz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_DIQ_xzCy_toagg,train_acc_toagg,test_acc_toagg,train_loss_toagg,test_loss_toagg,train_loglike_toagg,test_loglike_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCzy_toagg,train_h_acc_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,2,transformer,best,,,3.321927309036255,-2.088529109954834,,12.225475788116455,,,6.787638720983192e-07,5.410457134246826,,1.0,0.5333,,,-4.6495351170392506e-07,-3.7507850892501415,,0.0124188256026669,,,0.8666073429014353,1.0041626502167096,0.9781424283981324,0.5195138562809337,0.5140722274780274,0.0062061204702000715,0.006202077679336071
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,1,transformer,best,,,3.3219247839667583,-1.7506697654724122,,12.227811423215,,,3.232365594902314e-06,5.072597789764403,,1.0,0.5379,,,-2.2332020447392e-06,-3.5149442789564884,,0.010067123432897708,,,0.8666378939051661,0.9960880225354974,0.971717131137848,0.5095805281942541,0.5044480800628662,0.006094664716246453,0.006093966588377952
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,0,transformer,best,,,3.3219266696409746,-1.911210346221924,,12.228489875793455,,,1.3270494398718504e-06,5.233138370513916,,1.0,0.5405,,,-9.125293496541391e-07,-3.625502215981909,,0.009399205107580532,,,0.8666394537667717,1.003530434586785,0.980243682861328,0.5163549022241072,0.5112147569656372,0.006052094786851244,0.006051780935376882
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,4,transformer,best,,,3.3219272765246304,-2.0564193725585938,,12.227881561626088,,,8.13710507620933e-07,5.378347396850586,,1.0,0.5373,,,-5.583593679405555e-07,-3.7244737541685065,,0.010006582364439964,,,0.8666431305834131,0.998868855563077,0.9749635338783263,0.5082889551466162,0.5034038901329041,0.006051506571979685,0.0060486731119453905
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,3,transformer,best,,,3.321927309036255,-2.06395320892334,,12.228713425722988,,,7.611966426876197e-07,5.385881233215332,,1.0,0.5352,,,-5.214375742508222e-07,-3.732533937533266,,0.009184757840226996,,,0.8666487460851932,1.0011238076470117,0.975005066394806,0.5219856798648834,0.5165310144424439,0.006107852963561361,0.006105841975659132
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,2,transformer,best,,,3.319148172031749,-0.24835195541381835,,3.2097302241758867,,,0.0027798355281860986,3.5702799797058105,,1.0,0.5312,,,-0.0019267819640440016,-2.4743004924474024,,9.028164300051602,,,0.3073511642450484,0.9663139256564054,0.9700186610221864,2.279011758891019,2.2970078945159917,0.1093826795166189,0.111075259745121
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,3,transformer,best,,,3.3187650658867587,-0.3805596351623535,,3.798696528781544,,,0.0031629593365571714,3.7024876594543463,,1.0,0.525,,,-0.002192474424803481,-2.564706882110132,,8.439201701771129,,,0.3443302016660392,1.0206034671176565,1.020595169067383,2.1120361306450586,2.1277257919311525,0.07666756619106639,0.07791767567396164
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,1,transformer,best,,,3.319135730916804,-0.20689215660095212,,3.1171295100992378,,,0.002792312636632811,3.528820180892944,,1.0,0.5343,,,-0.0019356103900606187,-2.444791848766967,,9.120749083432283,,,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,0,transformer,best,,,3.3193636482412163,-0.2625840663909912,,3.6532728346911343,,,0.0025643630440092893,3.5845120906829835,,1.0,0.5321,,,-0.0017773974822384703,-2.484155616363564,,8.584616010839289,,,0.3340862116791028,1.0190637355501002,1.0189913868904117,2.1430527730421587,2.158942699432373,0.054812443357977,0.05549894496798515
QminimalityQsFinal,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,4,transformer,best,,,3.319078640504317,-0.21503148078918455,,3.377866040576588,,,0.002849356779320673,3.536959505081177,,1.0,0.5227,,,-0.0019749039776910623,-2.450285340803776,,8.860022068023682,,,0.31382900208789705,0.9823199591853402,0.9810051083564758,2.2357142730192705,2.253666114807129,0.07624322040514513,0.07735208123922348
