experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.652,-5.804793014059879,0.992,-0.016953854775553452,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.55,-5.264655229580993,0.97,-0.07564232230986329,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.628,-8.175851290322253,1.0,-0.0001641941965784497,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.61,-5.241412848030663,0.996,-0.01764624428911431,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.6679999999999999,-3.838838967957961,0.9940000000000001,-0.019059870675687582,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.534,-6.467616941932447,1.0,-0.011754308858216544,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.644,-4.143485459476952,1.0,-0.0049616571957157435,,,,
Qminimality2DFinal,binmnist,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.526,-4.077636758792616,0.996,-0.02317158026439236,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.544,-8.362579799577594,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.496,-9.261517908096314,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.502,-9.148689708709718,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.516,-8.903369235992432,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.512,-8.966941122892502,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXL,0,mlp,1024,1,0,8192,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.526,-8.681305768594596,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXL,0,mlp,1024,1,0,8192,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.546,-8.022381044086126,1.0,-4.768372292573984e-10,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXL,0,mlp,1024,1,0,8192,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.494,-9.145100758452305,1.0,-3.612074215197936e-08,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXL,0,mlp,1024,1,0,8192,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.488,-9.394014629893006,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXL,0,mlp,1024,1,0,8192,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.518,-8.805515694022178,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXS,0,mlp,1024,1,0,1,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.516,-7.9725468561281385,1.0,-2.3240585822179583e-06,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXS,0,mlp,1024,1,0,1,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.488,-9.223912540054268,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXS,0,mlp,1024,1,0,1,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.55,-8.103238562372303,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXS,0,mlp,1024,1,0,1,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.504,-8.940109037321921,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdibXS,0,mlp,1024,1,0,1,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.502,-8.44866923333433,1.0,-3.33786283590598e-09,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.508,-6.146470959651616,1.0,-8.557114029059676e-07,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.528,-6.735541764959023,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.486,-6.1980168312872665,1.0,-0.0001740227043628693,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.522,-6.241934540670225,1.0,-0.00017530318349599837,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,vib01,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.486,-6.482376297966932,1.0,0.0,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,4,1024,1,0,-0.6,best,0.508,-13.828824931157738,1.0,-3.380700681745452e-05,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,3,1024,1,0,-0.6,best,0.508,-14.507950656808784,1.0,-3.2867545772319315e-06,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1,1024,1,0,-0.6,best,0.502,-15.018410509688824,1.0,-5.234155817873898e-06,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,0,1024,1,0,-0.6,best,0.46399999999999997,-13.498773611178509,1.0,-1.3156979494084452e-05,,,,
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,erm,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,2,1024,1,0,-0.6,best,0.51,-15.649294430195827,1.0,0.0,,,,
