experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,,epochs,run_count,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,10,5,1.3465086880394004,0.05650321245568132,1.9754193362187256,0.05650321075221692,2.2163113594055175,0.0651402016175812,1.1056166648864747,0.06514020161758119,1.3464450025812786,0.05663701067747575,2.2075283563995365,0.058930196295049316,0.51532,0.007129656373206244,-1.5301420889806978,0.040847318463698275,0.6700044444444444,0.015155835774535529
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,11,5,1.2591175477613101,0.05838312697517994,2.062810476937077,0.05838312704640922,2.292146174112956,0.05154163028111902,1.0297818501790366,0.05154163028111899,1.2589306223339505,0.05830296191258647,2.2878909043884277,0.055151157194041706,0.5134799999999999,0.005170299797884048,-1.5858451421471789,0.038227893244040606,0.6919022222222223,0.014731863509723954
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,12,5,1.168343061716719,0.06798801267641463,2.1535849620672787,0.06798801139167283,2.326945988337199,0.09100578630034208,0.9949820359547934,0.091005786300342,1.1683461897595724,0.06793665841299314,2.3215043833160403,0.08399721495304077,0.52236,0.006665433219228872,-1.6090279584365241,0.05837817615361572,0.7139466666666666,0.01720885933193056
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,13,5,1.0850986382500691,0.05602826892629274,2.23682938543233,0.05602826617104626,2.4426231225331625,0.09173974009073271,0.8793049017588299,0.0917397400907328,1.0847430489540097,0.056228051381120296,2.4408290183258057,0.0924858432067645,0.51812,0.008268736300064201,-1.6917557032031554,0.06408108724007046,0.7341511111111111,0.014969296972531874
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,14,5,1.0096812953664498,0.047932752414134604,2.3122467295690017,0.04793275168380971,2.4778879642486573,0.07680851185483842,0.844040060043335,0.07680851185483843,1.0095169802411397,0.04793882825523051,2.4798566471862795,0.08129888179018085,0.51908,0.007771228989033833,-1.7184692045420025,0.056744234412965555,0.7528222222222223,0.013829606816224266
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,15,5,0.9362265741283243,0.06003184224418325,2.3857014500282028,0.060031843308304654,2.6301300048828127,0.062399738082393276,0.6917980194091797,0.06239973808239326,0.9360755882559882,0.059810042107683085,2.626777373199462,0.06343023421811485,0.52188,0.007859516524570703,-1.8191887149867891,0.04498013763621477,0.7715644444444444,0.015313042935700856
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,16,5,0.8702959056435662,0.07442049464634136,2.4516321180896328,0.0744204930911971,2.7110849380493165,0.1246256971384144,0.6108430862426758,0.12462569713841432,0.8701742634434169,0.07419367682080014,2.6971336882019044,0.12099696871515121,0.52708,0.0052812877217587855,-1.8680953277334367,0.08464145402354678,0.7875422222222221,0.01827244839561389
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,17,5,0.7939444475553252,0.04999798688525833,2.5279835799878296,0.049997989859513016,2.8836366494496657,0.15244660042840227,0.4382913748423259,0.15244660042840225,0.7938487409655253,0.05019974305986019,2.8686766323852537,0.14541179235876803,0.5242,0.012505198918849712,-1.986465682325754,0.10037809405328348,0.8064666666666666,0.013163060922122442
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,18,5,0.7343049432913011,0.05385752651162179,2.587623081356287,0.05385752669199809,2.969302479426066,0.17358226801100182,0.35262554486592607,0.17358226801100174,0.7343101254929436,0.05380206203770654,2.953128499221802,0.16726811493059163,0.5246000000000001,0.008257118141337208,-2.0436830369689,0.11256317876398736,0.8219466666666667,0.013094599772802352
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,19,5,0.6805473734032025,0.06732572990996309,2.6413806522434413,0.06732572681081267,3.173974561691284,0.09226766481039975,0.14795346260070802,0.09226766481039976,0.6805472681925032,0.06731120788682408,3.1588068321228024,0.09100861637553845,0.5250400000000001,0.008217542211634794,-2.1870425822156134,0.06169735596691984,0.8348666666666666,0.017165354138963997
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,20,5,0.6622236819599162,0.05041864375832882,2.6597043437036603,0.05041864364353445,3.112303145726522,0.14813328680506826,0.20962487856547035,0.14813328680506826,0.6621677327601114,0.05030432071469469,3.1104113421630855,0.14630745338464807,0.5312399999999999,0.012233887362567954,-2.150355750251779,0.09934723290175237,0.8409733333333334,0.012003758670609075
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,21,5,0.5979802335866473,0.0666250308339478,2.7239477911456067,0.06662503079558028,3.3808418591817224,0.14950002417530597,-0.05891383488972983,0.14950002417530597,0.5978036614354452,0.06668851432613447,3.3669939128112794,0.14440769250562693,0.5267200000000001,0.0030152943471575106,-2.329874728886046,0.09740844332845058,0.8568044444444445,0.01608814761951049
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,22,5,0.5494274085556918,0.05848769274267573,2.7725006134672596,0.05848769119202596,3.483359988530477,0.1477212783563671,-0.16143196423848472,0.14772127835636711,0.5493500828213161,0.05836051530654006,3.4653479766845705,0.15529586343092272,0.529,0.003957271787481879,-2.397232203902602,0.10499415395486932,0.8684133333333334,0.014066891344528303
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,23,5,0.49898352869363,0.05528799740496396,2.822944496030158,0.05528799673295939,3.6002288818359376,0.16469496769588335,-0.2783008575439453,0.16469496769588335,0.4988645257282257,0.05539232968906111,3.5868236246490484,0.16321695200125763,0.5250400000000001,0.010732567260446127,-2.4809576652885554,0.11164061177293995,0.8804888888888888,0.013825535508571253
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,24,5,0.464507276497104,0.05196379803153989,2.8574207474562257,0.05196379919451132,3.6732004165649412,0.20780192725037677,-0.3512723922729492,0.2078019272503767,0.46442512666490343,0.051864291188662905,3.6623206577301026,0.20113896748526303,0.5283599999999999,0.008120837395244366,-2.531026213594057,0.13563397969744742,0.8892222222222221,0.01219596168743906
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,25,5,0.45833157129924407,0.03789715774718789,2.8635964535854077,0.03789715721823637,3.7049184481302895,0.08698113313110813,-0.38299042383829757,0.0869811331311082,0.45825066107114154,0.037818137876451934,3.691988773880005,0.10998048402620662,0.5284800000000001,0.005819965635637407,-2.5500873142926976,0.07577036536230673,0.8914177777777776,0.00901171254329406
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,26,5,0.42083491383713073,0.03671788338756758,2.9010931120677426,0.03671788238744089,3.8993972619374597,0.16825294419030085,-0.5774692376454671,0.16825294419030076,0.42093149710390304,0.03680500474724412,3.867124177093506,0.16597852950398725,0.52696,0.007677760090026249,-2.6710629359955407,0.11153845853161555,0.9003422222222222,0.00786359952762497
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,27,5,0.3997257548723031,0.05482459120745766,2.9222022685137663,0.05482459188504487,4.059988069534301,0.166968759463979,-0.7380600452423096,0.16696875946397924,0.39972958235793643,0.0549235101591803,4.03738858833313,0.16346060487814632,0.5277999999999999,0.009228217596047476,-2.7888074009429653,0.10974049415494849,0.9064755555555557,0.011967699326123394
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,28,5,0.42301042179831044,0.07817246322658684,2.898917600783435,0.07817246456879734,3.9957274754842125,0.22246058428622068,-0.6737994511922201,0.22246058428622065,0.42282471599896754,0.07795801924384874,3.984483034210205,0.22259230136756014,0.52732,0.008306142305547133,-2.7521024996836974,0.15180521804390276,0.9039022222222222,0.016270678011778228
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,29,5,0.3521147116045044,0.028083225499267405,2.969813312861052,0.028083223255192073,4.315804386138916,0.3259339277818561,-0.9938763618469239,0.32593392778185615,0.35226223381519317,0.028159685866124606,4.284381240234375,0.3166329276136664,0.5308400000000001,0.0056928024732990894,-2.9555451680725398,0.21823139621507517,0.9185244444444445,0.006679443312354895
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,30,5,0.31942494733851745,0.02681435388134208,3.0025030753829265,0.026814353852942573,4.388746929168701,0.16384578045458237,-1.066818904876709,0.16384578045458234,0.31936706935140824,0.026839798481954245,4.368610191802978,0.17400136978240674,0.5252399999999999,0.005719090836837637,-3.0118522814024313,0.1191901550598137,0.92624,0.006525796862556983
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,31,5,0.3040841201785952,0.03486270377896868,3.017843904549425,0.034862700351736345,4.335931332906087,0.20255789820505565,-1.0140033086140952,0.20255789820505615,0.3041086698961258,0.03479958847666032,4.306329035339355,0.20626154026259322,0.52952,0.007616560903715012,-2.9699113843304277,0.13951231565962446,0.9294888888888888,0.007949920412677157
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,32,5,0.2660123122961853,0.037851041465949066,3.055915710804137,0.03785103875379442,4.5925614992777515,0.15322173085210397,-1.2706334749857586,0.15322173085210408,0.26597295145776534,0.03797304510971622,4.580415001831055,0.1522806942123833,0.52976,0.008980423152613715,-3.155329901385654,0.10583422246570447,0.937648888888889,0.008382866123495234
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,33,5,0.2655921402090991,0.04040948158292923,3.0563358850099824,0.040409484657742356,4.638023630777996,0.09824482918958016,-1.3160956064860028,0.09824482918957994,0.2656248270018895,0.04032480842578961,4.635278527984619,0.11264083677353116,0.53156,0.006261629180972042,-3.187206156202998,0.08297171248819543,0.9388355555555556,0.00841884423609353
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,34,5,0.2686934931500053,0.021830994616933025,3.053234532069076,0.021830995075457837,4.742285601298015,0.15806966290194954,-1.4203575770060222,0.15806966290194954,0.2686620994832781,0.021947385269715684,4.731042236480713,0.1736363083313405,0.5282,0.00564977875673019,-3.2577043128180256,0.11878144333551709,0.9387022222222221,0.004700580473741939
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,35,5,0.22837040945887566,0.02425303875843972,3.0935576158491047,0.02425303987304365,4.846542040506999,0.1724244054733031,-1.5246140162150066,0.17242440547330276,0.2283336264361276,0.024214145597247265,4.830928290557862,0.1930730447914645,0.52856,0.007031927189611675,-3.312088308621263,0.12368893034925436,0.94772,0.005663846792933873
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,36,5,0.22345001748868856,0.029056970379951634,3.0984780098904268,0.02905697177493069,4.941575749715169,0.3138500314788622,-1.6196477254231774,0.3138500314788623,0.22343763352023233,0.029044287754634805,4.932671074371338,0.3059150867013577,0.5271199999999999,0.0021099763031844614,-3.3887276588284245,0.20898199401176393,0.9493822222222222,0.005900792999647734
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,37,5,0.2665155330799859,0.09363231807375254,3.0554124897853896,0.09363231585920018,4.802200412750244,0.5383069817948336,-1.480272388458252,0.5383069817948336,0.26630503062566124,0.09342842319710751,4.7865410988616945,0.5452338865206666,0.5246400000000001,0.0138876923929067,-3.289377358645139,0.36419704534580716,0.9419022222222223,0.0189912299447617
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,38,5,0.23775277010969478,0.07918458142776985,3.0841752525080333,0.07918458218567609,5.040051778157552,0.46893833126229706,-1.71812375386556,0.4689383312622975,0.23775216503010857,0.0792111431296683,5.038791851043701,0.4673222374809806,0.52992,0.0015974980438172783,-3.4640603951276487,0.3109318651270635,0.9453511111111113,0.018186098340202298
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,39,5,0.20870200165716762,0.05089334916841431,3.1132260234518485,0.05089335052197116,5.1500217119852705,0.22940121589764811,-1.828093687693278,0.22940121589764828,0.2086713849025302,0.05092396154469427,5.135649545745849,0.2336163459586074,0.52844,0.007911257801386592,-3.5307021529332148,0.15503197000813948,0.9537866666666666,0.009446922550704649
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,40,5,0.1788754358464344,0.02703550593238443,3.1430525870485737,0.027035505920602384,5.300418980916341,0.36254615980446364,-1.9784909566243492,0.36254615980446375,0.1789425500855181,0.026955850066218427,5.271162509613037,0.334675272340636,0.5318799999999999,0.009424011884542602,-3.6199001499625587,0.22432501881117048,0.95936,0.005866822388505669
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,41,5,0.16996181406059557,0.0235408116748188,3.151966210048307,0.0235408126004094,5.448624134063721,0.3449177328944435,-2.1266961097717285,0.3449177328944435,0.1699169797987408,0.023725727926159533,5.4302023667907715,0.3296800766484611,0.53224,0.0007924645102463498,-3.721193705096072,0.22274885879733364,0.9616977777777779,0.004586981040044597
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,42,5,0.16136512040499262,0.03256075330325925,3.160562903501771,0.032560754430832055,5.410255018870036,0.24665148871444034,-2.088326994578044,0.24665148871444068,0.16143774804671607,0.03260144305849793,5.4049352789306635,0.22490837485013626,0.5272,0.008225569889071511,-3.706073665898156,0.14575433883465672,0.9639244444444446,0.0074159754151442775
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,43,5,0.15617957840758293,0.022106303953838485,3.1657484446059576,0.022106302146301392,5.4308826446533205,0.235678698298613,-2.1089546203613283,0.2356786982986125,0.1561801902630594,0.022196719777511344,5.415646367340088,0.23658661701520706,0.5379600000000001,0.007787682582129234,-3.7127341218042957,0.1602517006698339,0.9648044444444445,0.004941794545844005
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,44,5,0.1548946148170878,0.027263563342825536,3.167033410343257,0.027263562558371212,5.496083450317382,0.30206511360120064,-2.174155426025391,0.302065113601201,0.1547950028305584,0.02735494741258672,5.469654852600098,0.26924732585398237,0.5310400000000001,0.0043160166820808135,-3.7536346602209876,0.18060803325894448,0.9656533333333334,0.004184940668045563
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,45,5,0.15039464137305253,0.03388112324153281,3.17153338288719,0.03388112495277911,5.486973985036214,0.17737087336997878,-2.165045960744222,0.17737087336997867,0.15036529236528606,0.033902303893559964,5.468292544403075,0.1802281205744745,0.5291600000000001,0.007633347889360247,-3.7481052642682733,0.12046931967210264,0.9665111111111111,0.007150360432942374
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,46,5,0.17482699245711875,0.04551694551694542,3.1471010321243242,0.04551694542062796,5.410905583699543,0.6275435177656411,-2.088977559407552,0.6275435177656407,0.1743779532292154,0.044791168291953815,5.405571915283202,0.623874597711951,0.51228,0.034344897728774804,-3.70338230796406,0.4154132278124735,0.9656622222222223,0.005571585761812676
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,47,5,0.249823741319547,0.24728688975063032,3.072104283286767,0.2472868902565238,5.433827718098959,0.712583434282755,-2.111899693806966,0.7125834342827547,0.24998027349922394,0.24762290873134407,5.403481836242676,0.6920067725277599,0.53188,0.005423283138468772,-3.708808816308816,0.4594388134976618,0.9440844444444444,0.0565394419306307
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,48,5,0.13114407062451144,0.051819012800684114,3.1907839529893613,0.05181901468863414,5.772329870859782,0.45694483381501866,-2.45040184656779,0.4569448338150183,0.13122038382924267,0.05183689022996602,5.751495473175049,0.44302235882601226,0.53064,0.011042101249309395,-3.944676306995691,0.2922091637428516,0.97,0.011804477074921431
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,49,5,0.09078957101896364,0.016179351990814682,3.231138454919512,0.016179352534545985,5.998519674936929,0.20368806641399417,-2.6765916506449385,0.20368806641399384,0.0906868438712756,0.0161262065180842,5.999238137054443,0.22559277266370384,0.534,0.002638181191654601,-4.102912346952293,0.15147207498089316,0.9796444444444445,0.004034756406433894
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,50,5,0.1206173952605406,0.029398502658274896,3.2013106294653633,0.029398502990183643,5.736163647969564,0.45026824819452255,-2.4142356236775715,0.45026824819452294,0.12051985224352943,0.029440226973373174,5.716690226135254,0.4556081389340121,0.5353199999999999,0.004433057635537789,-3.9191006410192957,0.2993937805277854,0.9737288888888889,0.006372421289150618
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,51,5,0.10989010483158794,0.02475170712542504,3.212037923661145,0.02475170463891956,5.909173043568929,0.27980445312838725,-2.587245019276937,0.27980445312838764,0.10977460344851016,0.024449161982156818,5.89151171295166,0.27106752025463704,0.5304800000000001,0.009750487167316342,-4.02789112839423,0.18462602544168305,0.9760088888888889,0.005382358012783792
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,52,5,0.10065371361402371,0.01182403881110903,3.2212743112986737,0.011824036435517535,6.018210983276368,0.13756148147669375,-2.6962829589843746,0.1375614814766941,0.10055951663864984,0.011928491752469728,6.0202174694824215,0.11496574755633934,0.53296,0.005638084781200069,-4.129746300791025,0.07567845883574661,0.977977777777778,0.0026824992952721757
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,53,5,0.10185946358595341,0.015323911019934824,3.220068560676141,0.0153239131950136,6.1802486737569176,0.21708701733934768,-2.858320649464925,0.21708701733934768,0.10189101458277967,0.015318080954157013,6.171081175689697,0.22613191466282445,0.52992,0.0036127551812986367,-4.2179248618237075,0.15746632109195918,0.9777733333333334,0.0025381727655253063
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,54,5,0.10993849023864392,0.012302663527142257,3.21198953457854,0.012302662220018475,6.153888479868572,0.2671646243864016,-2.8319604555765787,0.2671646243864012,0.10996656236122052,0.01231151548186383,6.133179351196288,0.26718465416959236,0.53184,0.0029305289624912403,-4.189031086056993,0.1725067143300399,0.9766933333333334,0.001745427889807747
corrBatchnewBob,cifar10,b128,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,1024,0,3,default,transformer,55,5,0.1056059634426757,0.043104092112116695,3.21632206202908,0.04310409314642387,6.089238421122234,0.4340563880127078,-2.767310396830241,0.4340563880127078,0.10560257297999329,0.04305949885290263,6.065620699157714,0.42607896468296685,0.53244,0.008073908594974328,-4.1395202172326195,0.2805285407928945,0.9777822222222223,0.008045908399634533
