experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.38746,0.003905508929704308,-8.455085610560554,0.05913899958397764,0.9995955555555556,0.00019525229010220043,-0.003844136977419292,0.0006832438911447035,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.52824,0.0015076471735787724,-4.336393224453252,0.03583214958803487,1.0,0.0,-7.125332133365229e-07,1.8622827645664495e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0001,0,1024,5,1,default,128,1,0,0.0,best,5,0.52976,0.005123280199247344,-4.3516269574809705,0.04213359233112524,1.0,0.0,-1.5303633581678847e-06,3.7702001596571415e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,5,1,default,128,1,0,0.0,best,5,0.5288,0.003367491648096543,-4.3427894256766875,0.03793591076524638,1.0,0.0,-7.022634559498265e-06,9.380335373160471e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.55,best,5,0.45754,0.002274423003752831,-5.461576056114443,0.04721748882706648,0.9972977777777778,0.0005383101130182403,-0.011264560135159994,0.001443195521937478,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,0.0,best,5,0.52662,0.004245821475286038,-3.231451466819948,0.029729597013820535,1.0,0.0,-0.0005134593201859461,0.00010556262311013066,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,-0.55,best,5,0.47081999999999996,0.005938602529215099,-3.9651266316105116,0.20226997214112377,0.9921200000000001,0.006826086491550081,-0.026765221909375147,0.01889424389327848,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,0.0,best,5,0.51012,0.006939524479386183,-2.561604528316411,0.1331467884016967,0.9973199999999999,0.0046511275680550185,-0.01557254737471483,0.020450673408912903,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.48536,0.016537774941025152,-2.399355586334366,0.10901358089724279,0.9688666666666667,0.02670299839824711,-0.11794849194736065,0.07655349504172508,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.499,0.015150577546747175,-1.965561403441963,0.05832858931380362,0.9720755555555556,0.025014694940433846,-0.13153162257664616,0.07968446742783822,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.52324,0.005713405289317377,-1.4146058951708809,0.030849320151434642,0.6893466666666666,0.032200362700204065,-0.8979464008080804,0.08604141876543346,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.52666,0.005870945409386802,-1.3830560582192004,0.018078456814634252,0.6876488888888888,0.031671693168319054,-0.9108403672762192,0.08332311328693102,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.36497999999999997,0.008487166782855148,-1.8098507828488946,0.03571941667902242,0.36171555555555557,0.011188854683827226,-1.8055736396262383,0.038386445955196156,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.36445999999999995,0.009516459425647753,-1.8127630550792815,0.03624725689535862,0.35990222222222223,0.012305279404977672,-1.810305531939798,0.038904811743914046,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.24580000000000002,0.0215245209005915,-2.087606911458969,0.03459898594634519,0.24252888888888888,0.020904122105165117,-2.0897086317986915,0.03560897820136072,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.24653999999999998,0.0206192385892399,-2.0837705704557896,0.033971673555030606,0.24277777777777776,0.020597734503257102,-2.086945048611959,0.03493439118817131,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.39032,0.007700454532039003,-8.409298867204832,0.1063085261260204,0.9996177777777777,0.00020810728477236006,-0.0037857469657195434,0.0007306408936449404,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.5285,0.0014370107863200176,-4.328214010791623,0.025871313211004093,1.0,0.0,-7.67088929137761e-07,1.7669904723438246e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.0001,0,1024,5,1,default,128,1,0,0.0,best,5,0.5221600000000001,0.002795174413162818,-4.193608176115314,0.08360869000829815,1.0,0.0,-7.364528103620042e-05,3.634403626453894e-05,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.001,0,1024,5,1,default,128,1,0,0.0,best,5,0.52294,0.005316295702836707,-4.011261234438468,0.12409362381144395,1.0,0.0,-0.0005318919435961332,0.0003743792131964112,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.01,0,1024,5,1,default,128,1,0,-0.55,best,5,0.44404000000000005,0.07438120058186745,-1.9460776951002832,0.7294936026964531,0.6179022222222222,0.2068821932321465,-1.0893811372510822,0.5796674382783574,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.01,0,1024,5,1,default,128,1,0,0.0,best,5,0.45924,0.08188829586699188,-1.7401376571884861,0.4132722645901195,0.6191199999999999,0.20777426176466576,-1.093295201314071,0.5787129697427612,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.1,0,1024,5,1,default,128,1,0,-0.55,best,5,0.29096,0.022131267473870536,-1.984455020317435,0.055468959854909544,0.2882711111111111,0.02150679134771325,-1.984024353494048,0.05627213609953963,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,0.1,0,1024,5,1,default,128,1,0,0.0,best,5,0.29356,0.022329196134209577,-1.977204628649354,0.05642904401534153,0.2895377777777778,0.022657990714312622,-1.9793479173111919,0.05721525749729262,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,1.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.25214,0.03427649340291391,-2.069784724529981,0.07980194940482063,0.24908000000000005,0.03317654087148828,-2.071550694988834,0.08225696772323385,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,1.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.254,0.03367803438444708,-2.0660050287771226,0.08096219356773242,0.25009333333333333,0.032826703222292135,-2.069547377257347,0.08286111801845898,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,10.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.23826,0.019025850835113784,-2.105681990658641,0.04245322417855243,0.23491111111111115,0.019092865967795355,-2.1052569072439935,0.04480287331155056,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,10.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.23914,0.019616651090336508,-2.1010235131669046,0.04376630076220554,0.2355644444444444,0.019507691423932202,-2.1028842618632315,0.04525236878013064,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,100.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.26424000000000003,0.043927588142305296,-2.0453246957266336,0.10794258323610251,0.26476888888888894,0.04392470437374608,-2.042383862310383,0.11096560250157082,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,100.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.2672,0.046507580027346083,-2.038626212477684,0.11108473479454002,0.26640444444444444,0.04475276500182576,-2.038663055110309,0.11222606203650703,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,1000.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.27036,0.02718185056246171,-2.0319495696654917,0.06193960097205578,0.26758666666666664,0.026775193974006576,-2.030883753054341,0.06442036806351556,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibL,0,mlpl,128,1,0,8192,1,0,1000.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.27352,0.02752720472550747,-2.0260253453183177,0.06317216813520504,0.26896444444444445,0.027910299882053815,-2.0278746951168776,0.06456604586103852,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.39032,0.007700454532038986,-8.409298867204832,0.1063085261260206,0.9996177777777777,0.0002081072847723803,-0.0037857469657195434,0.0007306408936449401,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.5285,0.0014370107863199942,-4.328214010791623,0.025871313211004124,1.0,0.0,-7.67088929137761e-07,1.7669904723438243e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.0001,0,1024,5,1,default,128,1,0,0.0,best,5,0.52796,0.005223313124827945,-4.346912455993083,0.05546092734915384,1.0,0.0,-1.2018024774648793e-06,4.302950926734168e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.001,0,1024,5,1,default,128,1,0,0.0,best,5,0.5261800000000001,0.004317638243299255,-4.401435382401132,0.040972207404059324,1.0,0.0,-2.62277044491144e-06,3.468266935880966e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,128,1,0,-0.55,best,5,0.40928000000000003,0.0034959977116697173,-7.818244171793293,0.051522940318651664,0.9995822222222224,0.0001355373393953939,-0.004293953918835412,0.000758303002384227,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,128,1,0,0.0,best,5,0.5252800000000001,0.004048703496182408,-4.365851646126119,0.07854473231232212,1.0,0.0,-1.0437180582666611e-05,1.2669377278839063e-06,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,128,1,0,-0.55,best,5,0.42172,0.005002699271393382,-7.425619521414143,0.08421989406974918,0.9994977777777778,0.00010255982897080737,-0.0052428323624229695,0.0003104936872261106,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,128,1,0,0.0,best,5,0.5286199999999999,0.0038055223031799846,-4.2241114644754605,0.038371140511825434,1.0,0.0,-6.004152431791814e-05,9.878421099333913e-06,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,1.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.43298,0.002907232360854564,-6.478660220217819,0.08992898566622498,0.99856,0.0002668517875960921,-0.008882680491245375,0.0003892466648111952,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,1.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.52032,0.002376341726267489,-3.8505751236776256,0.08955722994548025,1.0,0.0,-0.0007142444439463649,0.00010605517675425143,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,10.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.4678999999999999,0.004819751030914356,-4.6892723441869695,0.09708358350199478,0.9964977777777777,0.0003697179438770486,-0.016863270604179522,0.001285373489100669,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,10.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.50782,0.0036300137740785613,-3.08708262838832,0.0429390822962782,0.9998755555555554,4.868644955595588e-05,-0.011744030802427216,0.0016227916850729504,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,100.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.49714,0.006307772982598509,-1.5432337751562542,0.06163366064674917,0.6699555555555555,0.036105903898064846,-0.9339521518988381,0.10155570788623117,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,100.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.50518,0.005310555526496278,-1.4680416125847513,0.03181729091590509,0.670528888888889,0.03657489998129831,-0.9386960291699408,0.09888194868506402,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,1000.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.40152,0.0063361660331781216,-1.6649381235446783,0.01945470110855001,0.40819555555555553,0.007088251451661071,-1.6482713424818383,0.019855451971196866,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,1000.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.40469999999999995,0.006839225102305077,-1.658394918031469,0.017932807210497573,0.4089111111111111,0.007099400078984258,-1.6476787209341839,0.018473743558398637,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.37764,0.008237293244749762,-8.595894006208459,0.13124829439713676,0.9996266666666667,0.00010231879496198883,-0.004119450704847018,0.0006407847541731687,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.5233800000000001,0.004427414595449552,-4.321836699768992,0.07272006394258121,1.0,0.0,-6.263132724831483e-07,2.0433279082800174e-07,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.0001,0,1024,5,1,default,128,1,0,0.0,best,5,0.5259,0.0032442256395016776,-3.3753333204365186,0.04624205511244707,1.0,0.0,-0.00012038750301768936,1.1156118484293684e-05,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.001,0,1024,5,1,default,128,1,0,0.0,best,5,0.5259199999999999,0.0025955731544304033,-3.0624481369025327,0.0449327586033859,1.0,0.0,-0.0004555496707344728,2.381044901696277e-05,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.55,best,5,0.45461999999999997,0.005168849001470231,-5.025261705893477,0.016683887322182112,0.9994755555555555,0.00018230350490661728,-0.007606042678351797,0.0005676843120825062,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,0.0,best,5,0.5336,0.003160696125855819,-2.6208944193149732,0.04543585847679222,1.0,0.0,-0.000929911271909992,5.021550009962694e-05,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,-0.55,best,5,0.46681999999999996,0.005850384602741957,-4.1256144845793274,0.04504091073177827,0.9998844444444446,2.897423291200929e-05,-0.008371437475976223,0.000666263319178318,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,0.0,best,5,0.53032,0.0024610973162392464,-2.3470277800200816,0.03319966832889086,1.0,0.0,-0.0013724255077862616,5.5764133187244494e-05,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.46407999999999994,0.004033236913448073,-3.4016106935889483,0.056196759439690123,1.0,0.0,-0.010098557765335005,0.0012340010403650461,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.51064,0.004578536884202222,-2.158726080182546,0.022300204547549364,1.0,0.0,-0.003512675808998738,0.00010524691844119498,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.45115999999999995,0.004820062240262053,-2.8560353917182746,0.06725256801509884,1.0,0.0,-0.016665491852742752,0.00028655086104267374,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.46646,0.005080157477874101,-2.143553364044457,0.03288295441240256,1.0,0.0,-0.018577205842038237,0.00021848152864793294,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.37970000000000004,0.012242957159118037,-1.8159783473161437,0.04346715343837438,0.7836977777777777,0.013443008187745863,-0.8111836161409816,0.031397388594532394,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.38464,0.01337957398424929,-1.7595148954195854,0.03235332937602022,0.7778977777777778,0.013384979604480035,-0.8529975902815929,0.03049802900351391,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,128,1,0,-0.55,best,5,0.09910000000000001,0.0037013511046643513,-2.3097768937206267,0.0021259360282396044,0.09797333333333333,0.0014414841460140561,-2.3076403189298844,0.0006883604148068325,,,,,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,vib,0,mlpl,128,1,0,128,1,0,1000.0,0,1024,5,1,default,128,1,0,0.0,best,5,0.10154,0.0033087762088119537,-2.3083092809200285,0.0021916354802943776,0.09882666666666667,0.0017093352978552298,-2.3074954438755246,0.0007860307998054074,,,,,,,,
