model,enc_zx_nhid,beta,gamma,epochs,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std,run_count
cdib,128,0.0,-0.55,14,-0.4690328165193038,0.014364405659153803,4.2585766500091555,0.20611831805600353,0.4784,0.0049132473986152865,0.996551111111111,0.0003415288791722339,5
cdib,128,0.0,-0.55,15,-0.49153203049573035,0.0140170208566763,4.4152433357238765,0.20803080917370204,0.47612000000000004,0.005666745097496446,0.9964488888888889,0.0001643543296631334,5
cdib,128,0.0,-0.55,16,-0.5135187029699846,0.014531641080813474,4.5437761631774904,0.19983350242189346,0.47476,0.003948164130326907,0.9962044444444444,0.0003563879146085086,5
cdib,128,0.0,-0.55,17,-0.5335058323088558,0.014961141108888187,4.670185457763672,0.20918027768320407,0.47219999999999995,0.006476109943476873,0.996488888888889,0.00017141387356158256,5
cdib,128,0.0,-0.55,18,-0.5528525747377222,0.014872636024492836,4.768774869537354,0.19577873213501865,0.47216,0.004733708905287697,0.9963911111111111,0.00029464353855942257,5
cdib,128,0.0,-0.55,19,-0.5706331624455886,0.015630573853842696,4.891725041656494,0.19961188791139017,0.46856,0.005113511513627405,0.9963377777777778,0.00046438596123015563,5
cdib,128,0.0,-0.55,20,-0.5880031108656796,0.015292718603748033,4.984349772949218,0.20490777464872068,0.46807999999999994,0.005903558249056236,0.9964977777777777,0.00022585912795155643,5
cdib,128,0.0,-0.55,21,-0.6038550796508789,0.016047748286061737,5.065987919769286,0.1914363509056818,0.46719999999999995,0.004878524367060185,0.9962444444444444,0.0003075189445133134,5
cdib,128,0.0,-0.55,22,-0.6194642698773472,0.01627276133595807,5.158477216491699,0.20355878091966145,0.46448,0.0049428736581061655,0.9963511111111112,0.0003371631835561225,5
cdib,128,0.0,-0.55,23,-0.6346872546577453,0.016830675361543247,5.22604299041748,0.1987445288442457,0.46552,0.005965903116880126,0.9963555555555554,0.00025385910352876623,5
cdib,128,0.0,-0.55,24,-0.6486614968768033,0.016640893430397367,5.323016385192871,0.20213184437371226,0.46335999999999994,0.005720839099293042,0.9965422222222223,0.0003756804526045096,5
cdib,128,0.0,-0.55,25,-0.6615401344377345,0.01632309290733662,5.34267262084961,0.19937924441083904,0.46340000000000003,0.006488451279003331,0.9965333333333334,0.0001625415426480301,5
cdib,128,0.0,-0.55,26,-0.6742674757229198,0.01662482195467309,5.427134304962159,0.20609335772495005,0.4626,0.006485368146836402,0.9963599999999999,0.00038598918938358205,5
cdib,128,0.0,-0.55,27,-0.6864323736190796,0.016884778831225935,5.480182153320312,0.19320476873836076,0.4614,0.005614267539047275,0.9965155555555555,0.00021965180076717337,5
cdib,128,0.0,-0.55,28,-0.6984242536856912,0.017239703284005908,5.533335001831055,0.20147685757699083,0.46084,0.004972725610769199,0.9966844444444444,0.0003859891893835716,5
cdib,128,0.0,-0.55,29,-0.7094559253501892,0.017359636095674452,5.593668524017334,0.18675466481441413,0.45876,0.005857303133695578,0.9964666666666666,0.0002671292284482708,5
cdib,128,0.0,-0.55,30,-0.7202392267365889,0.017461391194047184,5.639989340820312,0.2048778645209932,0.45788,0.006833154469203799,0.9967733333333333,0.00027639656605745535,5
cdib,128,0.0,-0.55,31,-0.7300171465145457,0.017690764699494373,5.688541486663818,0.1932389876654824,0.45856,0.0064037489020104445,0.9967244444444443,0.0002437363481457196,5
cdib,128,0.0,-0.55,32,-0.7400778078200599,0.017752827867992142,5.733377802886963,0.19798217609889057,0.45760000000000006,0.007586830695356267,0.9966355555555555,0.00028914518545468284,5
cdib,128,0.0,-0.55,33,-0.7498449279126254,0.018131727285479505,5.783977351379394,0.19222039688445752,0.45671999999999996,0.00692473826220171,0.9965911111111112,0.0005227184403684671,5
cdib,128,0.0,-0.55,34,-0.7590923692581871,0.01785892161963648,5.807615019226074,0.19343792686093683,0.4572399999999999,0.006934551175094176,0.9967866666666667,0.00038987177379232895,5
cdib,128,0.0,-0.55,35,-0.7677251352526925,0.018053614577261103,5.855934833068848,0.17091508593902657,0.45552000000000004,0.007069087635614666,0.9967066666666667,0.00021625316667921456,5
cdib,128,0.0,-0.55,36,-0.7759927927017213,0.01784764198950378,5.87267233428955,0.1995585688542454,0.45520000000000005,0.007870196947980395,0.9969022222222221,0.0003491082113183425,5
cdib,128,0.0,-0.55,37,-0.7834311734563655,0.017601398788292047,5.910452047576905,0.16841890599106218,0.4554,0.006865857557508748,0.9967466666666667,0.00036837983617960413,5
cdib,128,0.0,-0.55,38,-0.7910816251876136,0.017325500345340455,5.951929895019532,0.20466704240240743,0.45432000000000006,0.007561216833288143,0.9967377777777777,0.0003605208851675267,5
cdib,128,0.0,-0.55,39,-0.7984797173187949,0.01886430438350314,5.978271298065186,0.18325127160057386,0.45464000000000004,0.006829934113884262,0.9968577777777778,0.0005253100201632999,5
cdib,128,0.0,-0.55,40,-0.8055657295920632,0.018364217126361167,5.987584606781005,0.1952838920334472,0.4534000000000001,0.007615773105863919,0.9969466666666668,0.00027826623719993726,5
cdib,128,0.0,-0.55,41,-0.8122750958581404,0.018689629228963188,6.030330650177001,0.20048076998056663,0.45380000000000004,0.0075006666370396775,0.9970266666666667,0.0005759372393791566,5
cdib,128,0.0,-0.55,42,-0.8184733631723576,0.01844784521206333,6.05228103012085,0.19715219998476316,0.4532,0.006880406964707834,0.9968977777777779,0.0003379677828169795,5
cdib,128,0.0,-0.55,43,-0.8258699543467435,0.018652639780547983,6.085739858398438,0.19626720044262677,0.45244,0.008106047125448997,0.9969288888888889,0.0003286335345031005,5
cdib,128,0.0,-0.55,44,-0.8316130251277578,0.017723549682670453,6.096701974639893,0.1938295382001503,0.45244,0.008012989454629284,0.9969555555555555,0.00033110365390558893,5
cdib,128,0.0,-0.55,45,-0.8379655788248236,0.018771698396752922,6.142738033447266,0.18245455267054286,0.45196,0.007777403165581675,0.9970266666666665,0.0003772545396072889,5
cdib,128,0.0,-0.55,46,-0.8435194290265169,0.018213657264255754,6.154852002105713,0.19904445300117765,0.45220000000000005,0.007806407624509473,0.9970977777777777,0.00046972542544408084,5
cdib,128,0.0,-0.55,47,-0.8486716500611738,0.01850537322751803,6.176240699615478,0.1750931866017875,0.4514,0.007957386505631108,0.9970622222222222,0.0002860544712005712,5
cdib,128,0.0,-0.55,48,-0.8541280915138938,0.01911602617132719,6.200116993408203,0.18546550270139764,0.45128,0.008265107379822723,0.9969733333333333,0.0005903336574857014,5
cdib,128,0.0,-0.55,49,-0.8590285454698042,0.018946527393378227,6.220512157440186,0.19009713970177367,0.45136000000000004,0.007942795477664003,0.9971155555555555,0.00045308271939822686,5
cdib,128,0.0,-0.55,50,-0.8639180546205696,0.018856781946717385,6.2159664237976076,0.18673679610633814,0.45183999999999996,0.007401891650112149,0.996951111111111,0.00029118743698310025,5
cdib,128,0.0,-0.55,51,-0.8692004399204254,0.019120857561790102,6.247327097015382,0.17827465649019686,0.45131999999999994,0.008291682579549233,0.9972488888888889,0.00043301982961465094,5
cdib,128,0.0,-0.55,52,-0.8738077101447367,0.018837995573422542,6.260869976043701,0.17898498414596134,0.45043999999999995,0.008404046644325579,0.997168888888889,0.00043193506599321614,5
cdib,128,0.0,-0.55,53,-0.8778790925060619,0.019342154713213613,6.273775176391601,0.19249964730947913,0.44963999999999993,0.009181938793087225,0.9971111111111112,0.00046107764269436,5
cdib,128,0.0,-0.55,54,-0.8821335807644237,0.017877771511106425,6.291832765045166,0.22347342469468331,0.44955999999999996,0.009357777513918555,0.9972844444444444,0.00048772588941933446,5
cdib,128,0.0,-0.55,55,-0.8878667307056081,0.018396913366763242,6.3062373768615725,0.182043324599543,0.45047999999999994,0.007441236456396213,0.9974044444444445,0.0002851899951494862,5
cdib,128,0.0,-0.55,56,-0.891668976502852,0.01881449233254768,6.340339336853027,0.19438365490525883,0.44916,0.010085038423327898,0.9972044444444444,0.00041437145618844446,5
cdib,128,0.0,-0.55,57,-0.8953316426866704,0.01887998064762825,6.335776741638183,0.19698633491319065,0.44948,0.009070391391775777,0.9972888888888889,0.00011439589045539515,5
cdib,128,0.0,-0.55,58,-0.8981999145802584,0.019080667716857534,6.344774838562012,0.1982884829342886,0.44980000000000003,0.0091804139340228,0.9973822222222222,0.00046278811513063436,5
cdib,128,0.0,-0.55,59,-0.9019428389029069,0.018993362711625647,6.35781063873291,0.20472711847985178,0.44988,0.007912774481811049,0.997311111111111,0.0004682512779045237,5
cdib,128,0.0,-0.55,60,-0.9066520968419856,0.018845717497870416,6.373912389068603,0.18104079269968434,0.44924,0.008941364549105463,0.9971377777777777,0.0004220467471621197,5
cdib,128,0.0,-0.55,61,-0.9098896598417108,0.018243517344154,6.388169797363281,0.18403816673018097,0.45011999999999996,0.007879847714264535,0.9973377777777778,0.00039170409592625586,5
cdib,128,0.0,-0.55,62,-0.9134465911553123,0.018611821494944187,6.401314936981203,0.19596453171617814,0.44968,0.00933552355253844,0.9972222222222223,0.0005499719409228891,5
cdib,128,0.0,-0.55,63,-0.9162029134507612,0.018672124800575476,6.404241251831055,0.1872264526312814,0.44948,0.008441089977011257,0.9973955555555556,0.0004381216923229629,5
cdib,128,0.0,-0.55,64,-0.9193768686277217,0.018652627926670887,6.4227607377624505,0.18184974655808378,0.44939999999999997,0.009374433316206377,0.9974266666666667,0.00038917449829542987,5
cdib,128,0.0,-0.55,65,-0.9228351997271451,0.01846708964114709,6.434025934143067,0.21115679147715016,0.44836,0.009915039082121678,0.9973599999999999,0.00030323360183848733,5
cdib,128,0.0,-0.55,66,-0.9255547219293767,0.018962857493730976,6.448092649841309,0.1765241545296984,0.44855999999999996,0.008077623412860979,0.9973466666666667,0.0005721089424010699,5
cdib,128,0.0,-0.55,67,-0.9283402366672864,0.019166771124262315,6.44828412475586,0.20290547987666022,0.44912,0.009476919330668583,0.9973022222222223,0.000364674723995286,5
cdib,128,0.0,-0.55,68,-0.9322906331773237,0.019121097269988643,6.4621811801147455,0.19011800937751086,0.44848,0.008660946830456791,0.9976577777777778,0.00060789050346059,5
cdib,128,0.0,-0.55,69,-0.9337823525706204,0.019565331830641207,6.4650288708496095,0.19991806468426365,0.4488,0.00894874292847884,0.9973599999999999,0.00038980843665054705,5
cdib,128,0.0,-0.55,70,-0.9362376708204095,0.01878354365433486,6.477166603851319,0.18570229817777467,0.44844000000000006,0.008786808294255646,0.9974666666666666,0.0004695677024247906,5
cdib,128,0.0,-0.55,71,-0.9398893915367127,0.01849339614130388,6.49017412185669,0.20094568411472324,0.44795999999999997,0.009678222977385883,0.997408888888889,0.0003779738053501246,5
cdib,128,0.0,-0.55,72,-0.9419401204976168,0.019832912690458154,6.495292389831542,0.2015768900338115,0.44800000000000006,0.009104943712072032,0.9973466666666667,0.00045368178329509566,5
cdib,128,0.0,-0.55,73,-0.9450158397327769,0.018109990234475085,6.490050070648193,0.1938816720319843,0.4486,0.00855569985448297,0.9973866666666666,0.0003191810508314987,5
cdib,128,0.0,-0.55,74,-0.9467312567953631,0.019538470126197853,6.51781171157837,0.19152095277682873,0.44772,0.00785442550413461,0.9976488888888889,0.000585082034978257,5
cdib,128,0.0,-0.55,75,-0.9494205054049057,0.018309026062541478,6.533795570983886,0.2116645651537995,0.44708000000000003,0.01080333281908874,0.99756,0.00033236897539098547,5
cdib,128,0.0,-0.55,76,-0.950268069783991,0.018220045870229358,6.525117923583986,0.18594373718586754,0.44848,0.008497764411890919,0.9973644444444446,0.000285708994659952,5
cdib,128,0.0,-0.55,77,-0.9526129956418818,0.018571958926038103,6.534418975067139,0.18439169861137933,0.4478,0.00847230783199005,0.9974133333333333,0.0005757657273922227,5
cdib,128,0.0,-0.55,78,-0.9560827625101262,0.018308188964125956,6.533696362609862,0.2025452328651184,0.44728,0.010032547034527182,0.9974666666666666,0.0003126943839881932,5
cdib,128,0.0,-0.55,79,-0.9576614379501344,0.018556331158978572,6.558296892089844,0.17591792423214728,0.44695999999999997,0.0077050632703437386,0.9975822222222221,0.00032900898708127635,5
cdib,128,0.0,-0.55,80,-0.9599901591561057,0.018410635144854533,6.559144693298339,0.18216045665425482,0.44695999999999997,0.009048093721884188,0.9977022222222223,0.00040873185390307397,5
cdib,128,0.0,-0.55,81,-0.9621272472589666,0.01924794478604298,6.553651029815674,0.18855462280031687,0.44708,0.008190970638453027,0.9973777777777778,0.0005691665988829373,5
cdib,128,0.0,-0.55,82,-0.9636495926128734,0.01742954822201275,6.560788662261963,0.1890250947442649,0.44744,0.00857717902343191,0.9977244444444444,0.0004955605380915512,5
cdib,128,0.0,-0.55,83,-0.9663073995295438,0.019382919342374443,6.5836843441772475,0.18360402663876604,0.44664000000000004,0.008870625682554754,0.997488888888889,0.00035066075195690026,5
cdib,128,0.0,-0.55,84,-0.9678883492989974,0.018445996888683105,6.575925645141602,0.1824524648379353,0.44704,0.008536275534447104,0.9976933333333333,0.00032333142420209934,5
cdib,128,0.0,-0.55,85,-0.9687349334057895,0.018218980043839504,6.579707119598389,0.18521158141207691,0.44659999999999994,0.008890444308357158,0.9974755555555556,0.00040812731008176755,5
cdib,128,0.0,-0.55,86,-0.9705372253417968,0.018330244419179614,6.58324859375,0.2068368933930514,0.44668,0.009870764914635543,0.9973733333333333,0.000431305797964731,5
cdib,128,0.0,-0.55,87,-0.9727556428024986,0.018190603672852232,6.588596435852051,0.1965511864561943,0.44656,0.009551334985225887,0.9976711111111112,0.0003465526878153873,5
cdib,128,0.0,-0.55,88,-0.9745233547193355,0.018822680910670055,6.597030723114014,0.18099040948198894,0.44627999999999995,0.00864708043214588,0.9975999999999999,0.00046534203536384043,5
cdib,128,0.0,-0.55,89,-0.9754401174822721,0.019096293015786678,6.616460735015869,0.18496407214098562,0.44596,0.008426624472468202,0.9976533333333333,0.00044793077066516035,5
cdib,128,0.0,-0.55,90,-0.9784864475597035,0.01953060888274586,6.6049781587219245,0.19538941612902688,0.4466,0.009180413934022795,0.9978177777777779,0.0004927624324304913,5
cdib,128,0.0,-0.55,91,-0.978946021123366,0.019252760770702284,6.607743578948974,0.18204686937665515,0.44632000000000005,0.009747409912381834,0.997568888888889,0.0005976497177989377,5
cdib,128,0.0,-0.55,92,-0.9806024262445623,0.018786588470028304,6.619194738769531,0.18846939486051342,0.44620000000000004,0.008675252157718524,0.9974844444444445,0.0003591485129037814,5
cdib,128,0.0,-0.55,93,-0.9822387940840288,0.018602137296299153,6.624316466674804,0.187294829683524,0.44584,0.009759508184329765,0.9975422222222223,0.0004943133409208689,5
cdib,128,0.0,-0.55,94,-0.9834927916977623,0.018434421966597624,6.631236701507568,0.18181539089053567,0.44528,0.008636666023414348,0.9977688888888888,0.00030975896643024755,5
cdib,128,0.0,-0.55,95,-0.985556824907823,0.01905969370511125,6.622525358581544,0.17911764754446685,0.44588,0.008182420179873426,0.9977644444444443,0.0004123405041443598,5
cdib,128,0.0,-0.55,96,-0.9853673915776341,0.01875437933817009,6.636690252685547,0.18714201739980174,0.44627999999999995,0.008999555544581084,0.9975999999999999,0.0003627739492736761,5
cdib,128,0.0,-0.55,97,-0.9880657471552763,0.01911123523497389,6.622735778808594,0.1898228306591626,0.44644000000000006,0.008845789959070949,0.9978444444444445,0.00036784323016100865,5
cdib,128,0.0,-0.55,98,-0.9886508865564518,0.018229537600010424,6.634740951538086,0.18667523530771635,0.4462,0.008159656855530138,0.9977066666666667,0.0005024384981710982,5
cdib,128,0.0,-0.55,99,-0.9899406706099076,0.017792964304274815,6.650962494506837,0.21174821152746817,0.44516,0.01049132975365849,0.9975555555555555,0.0003758118783397014,5
cdib,128,0.0,-0.55,100,-0.991363582501845,0.018207425842087795,6.6370663323974615,0.19559292014764812,0.44616,0.009586866015544395,0.9976622222222222,0.00027817749019176495,5
cdib,128,0.0,-0.55,101,-0.9922871226744219,0.018248467380736266,6.647148273925781,0.19179369187718212,0.44564000000000004,0.008892018893367267,0.9976222222222223,0.0003510126444206351,5
cdib,128,0.0,-0.55,102,-0.9933337098381736,0.018216353588319138,6.65831385772705,0.18668432748810224,0.44556000000000007,0.008638749909564475,0.9977466666666667,0.000450678500830841,5
cdib,128,0.0,-0.55,103,-0.9939299648111517,0.018489259213593585,6.659898777618407,0.1881952230026945,0.44576000000000005,0.008465695482357009,0.9975777777777777,0.0003022549001941378,5
cdib,128,0.0,-0.55,104,-0.9952331671680105,0.018776751162046107,6.663648054656983,0.18989858927275127,0.44560000000000005,0.009799999999999975,0.9977600000000001,0.00028777563276765895,5
cdib,128,0.0,-0.55,105,-0.9962993732885881,0.01824090963670143,6.664779322662353,0.19487477037697634,0.44512,0.00891358513730588,0.9977599999999999,0.0005668627111861231,5
cdib,128,0.0,-0.55,106,-0.9979742282746056,0.018564458051177065,6.66753749633789,0.19097348425922844,0.445,0.009056489386070093,0.9976266666666668,0.0004691468484729238,5
cdib,128,0.0,-0.55,107,-0.999494143075076,0.017715767405153224,6.66466388092041,0.19322909416257192,0.44551999999999997,0.009234283946251587,0.9977333333333334,0.00037449554547452153,5
cdib,128,0.0,-0.55,108,-0.9989860674710707,0.018343907844857857,6.681352256317139,0.19014056362542528,0.4452,0.009384028985462475,0.9975244444444445,0.0005215361924161805,5
cdib,128,0.0,-0.55,109,-0.9999467628721757,0.018465344520498087,6.683296228485108,0.19718641385475427,0.44512,0.008606509164580035,0.9977422222222222,0.00040752186944276864,5
cdib,128,0.0,-0.55,110,-1.001555488766757,0.01788067329992597,6.687397124938966,0.19486204706481838,0.44512,0.00930333273617578,0.9976622222222222,0.0005102408049267966,5
cdib,128,0.0,-0.55,111,-1.0016672216848892,0.019048884940934187,6.68007922821045,0.19560641391705136,0.44496,0.009005998001332241,0.997848888888889,0.00042204674716210934,5
cdib,128,0.0,-0.55,112,-1.0031316146052967,0.018419712618584994,6.681235979156495,0.1841437847387796,0.44472000000000006,0.008823378037917214,0.9976088888888889,0.00035783988418852533,5
cdib,128,0.0,-0.55,113,-1.0046991549803994,0.018125835938173584,6.680284638061524,0.19748489507435446,0.4452,0.008730406634286864,0.9978400000000001,0.00041852179611962995,5
cdib,128,0.0,-0.55,114,-1.004643048064492,0.01760057308648445,6.71589917755127,0.17179413342794758,0.44392000000000004,0.009161440934700182,0.9976266666666668,0.00040655128903652074,5
cdib,128,0.0,-0.55,115,-1.0057836041693253,0.018094311406883536,6.69142408279419,0.18593572150854862,0.44523999999999997,0.009300967691589935,0.9977022222222223,0.00045747562844082753,5
cdib,128,0.0,-0.55,116,-1.0061440554774892,0.018145058567551223,6.711319018402099,0.18932393311951065,0.4438,0.009636389365317289,0.9977733333333333,0.0004025842446918154,5
cdib,128,0.0,-0.55,117,-1.0074920475144817,0.01833394521520853,6.70679586868286,0.18375424948807806,0.44428,0.009689788439382972,0.99788,0.0003101572679532673,5
cdib,128,0.0,-0.55,118,-1.0079465140030601,0.018909849582012746,6.704011156921387,0.18908446098407758,0.4451199999999999,0.009836259451641165,0.9977822222222222,0.0005329628342727398,5
cdib,128,0.0,-0.55,119,-1.008665691906322,0.01838026020977781,6.718626236419678,0.17363645535452213,0.44484,0.008526898615557723,0.9977866666666667,0.0004504044821389492,5
cdib,128,0.0,-0.55,120,-1.0097254748587177,0.01811016268832862,6.7012500480651855,0.2059486768063539,0.44432,0.009525334639790895,0.9978577777777777,0.00048370994267432827,5
cdib,128,0.0,-0.55,121,-1.0098728644319013,0.018327237847819793,6.707528320770264,0.17978377305262702,0.44460000000000005,0.009640539403996038,0.9973600000000001,0.0004915081351448354,5
cdib,128,0.0,-0.55,122,-1.0100436026590522,0.018609618659338772,6.712744090576171,0.19768507810600994,0.44416,0.009446057378610408,0.997711111111111,0.000408852655399435,5
cdib,128,0.0,-0.55,123,-1.0128726489084419,0.018258962114374104,6.712210772399902,0.19691104575157617,0.44483999999999996,0.00960145822258268,0.9978266666666666,0.0004062475071148602,5
cdib,128,0.0,-0.55,124,-1.0115921577436275,0.018690044033112703,6.706285773010253,0.1858532646830907,0.44580000000000003,0.008709764635166655,0.9976266666666668,0.0005500617249314443,5
cdib,128,0.0,-0.55,125,-1.0132392012301359,0.01865228522464683,6.713642625274659,0.20095078391284668,0.44503999999999994,0.008734300200931947,0.998,0.00031505437508353584,5
cdib,128,0.0,-0.55,126,-1.013273644846136,0.01758439211162948,6.708953040924072,0.19518066751101817,0.4443999999999999,0.009266067126888296,0.9977066666666665,0.0005670804589417898,5
cdib,128,0.0,-0.55,127,-1.0140154400972885,0.017918981637466507,6.717462657318114,0.19555199360294018,0.44331999999999994,0.0098940386091828,0.997848888888889,0.0003910732304887354,5
cdib,128,0.0,-0.55,128,-1.0148135117149353,0.018656394945931166,6.716995448608398,0.20226331367757608,0.44444,0.009704019785635254,0.9976622222222222,0.0004281455850237512,5
cdib,128,0.0,-0.55,129,-1.0154083806506071,0.018606970871542207,6.715135235595705,0.20272275374532467,0.44467999999999996,0.009176709649978038,0.9977955555555557,0.00053087395914079,5
cdib,128,0.0,-0.55,130,-1.0158437668713656,0.018203738077167027,6.725000313720703,0.18633894986735117,0.44455999999999996,0.009841138145560218,0.9979155555555556,0.0005207781452242397,5
cdib,128,0.0,-0.55,131,-1.0162592676960338,0.018443567522526187,6.735889028930664,0.2070564415897989,0.44344,0.010398461424653156,0.997808888888889,0.0005712451204643014,5
cdib,128,0.0,-0.55,132,-1.0157603768001902,0.01792322622800713,6.725458979034424,0.19312623884192293,0.44496,0.009229734557396537,0.9977244444444444,0.0004882824521590072,5
cdib,128,0.0,-0.55,133,-1.0174609914398194,0.017379630048468212,6.731426213531495,0.18980876030421817,0.44456000000000007,0.009211297411331355,0.9977155555555555,0.000402890788743474,5
cdib,128,0.0,-0.55,134,-1.0171392975234985,0.019438538293598557,6.728326074981689,0.19230914377072864,0.44455999999999996,0.00818706296543515,0.9977422222222223,0.0004528646815032889,5
cdib,128,0.0,-0.55,135,-1.017754282588959,0.017836332460903728,6.727989176025391,0.19108156729498285,0.4449199999999999,0.00903614962248857,0.9979288888888889,0.0003917040959263142,5
cdib,128,0.0,-0.55,136,-1.0191593055759776,0.01681454143000262,6.7408953042602535,0.18331066388876072,0.44467999999999996,0.008064242059859072,0.9978444444444445,0.00036141013260647994,5
cdib,128,0.0,-0.55,137,-1.0191552616483517,0.016933432877317738,6.748162254791259,0.19660373047602042,0.44364,0.009688549943102942,0.9978844444444445,0.00030323360183847855,5
cdib,128,0.0,-0.55,138,-1.0193460625423085,0.018473878228717034,6.7380325909423835,0.19445253991749176,0.44400000000000006,0.009505787710652918,0.997857777777778,0.00048727004706368085,5
cdib,128,0.0,-0.55,139,-1.0205150752327659,0.017372281586874816,6.735782860717774,0.17960288888890094,0.44392,0.009012879673001302,0.9979244444444445,0.00028310448274120287,5
cdib,128,0.0,-0.55,140,-1.020967018292167,0.018435237310324593,6.749045050964355,0.19564317136644654,0.44372,0.009415519104117429,0.9979377777777778,0.0003733068773694933,5
cdib,128,0.0,-0.55,141,-1.0206004728230564,0.018248475636109082,6.737312590179444,0.18812939523794686,0.44428,0.008586733954187699,0.9977066666666667,0.0006137116385637334,5
cdib,128,0.0,-0.55,142,-1.0210461413973029,0.019062973277092277,6.742055309295654,0.1936746751361876,0.44376,0.009726664381996538,0.9978622222222222,0.0003798635232504763,5
cdib,128,0.0,-0.55,143,-1.0223845965801588,0.018238106458215105,6.73772370223999,0.18764863042458366,0.44428,0.008368512412609537,0.9979377777777778,0.0004341587580142474,5
cdib,128,0.0,-0.55,144,-1.0224415780136802,0.019077030343409913,6.738705943603515,0.18918661291688915,0.4451199999999999,0.009818961248523196,0.9978755555555555,0.00022310934040906515,5
cdib,128,0.0,-0.55,145,-1.0223141600296715,0.01834643315728597,6.73926036239624,0.19459932047327136,0.44451999999999997,0.009973565059696569,0.9978488888888888,0.00038726645690268766,5
cdib,128,0.0,-0.55,146,-1.0228613791517778,0.01726851767358968,6.742759562835692,0.19987841853875615,0.44432,0.009381471099992803,0.9978666666666667,0.0003173968190463454,5
cdib,128,0.0,-0.55,147,-1.0237475396217,0.017806847418794118,6.744061448669433,0.17897973579016943,0.44424,0.00783377303730458,0.9978355555555556,0.0004381780460041385,5
cdib,128,0.0,-0.55,148,-1.023609554077495,0.018252594729744845,6.744895497589113,0.20059917903075086,0.4440799999999999,0.008829042983245706,0.9978933333333332,0.0005355048385390961,5
cdib,128,0.0,-0.55,149,-1.0237422496969049,0.017630307362202495,6.747014866485595,0.18871582625514782,0.44436,0.008938008726780279,0.9979244444444445,0.0003241703560677257,5
cdib,128,0.0,-0.55,150,-1.0253196086831526,0.017878119625235323,6.754445787506103,0.19495617416515384,0.44420000000000004,0.009198912979260109,0.998,0.0003424674446093979,5
cdib,128,0.0,-0.55,151,-1.0249920763501255,0.0176003712956257,6.759336469573974,0.18018694151770537,0.4436,0.009716995420396165,0.9978444444444443,0.00031111111111113205,5
cdib,128,0.0,-0.55,152,-1.02549525746779,0.017991942231188274,6.747528485107422,0.18852641110222898,0.44399999999999995,0.00910384534139283,0.9978755555555555,0.0003876488165056878,5
cdib,128,0.0,-0.55,153,-1.0245905620228162,0.01797422596436173,6.758723598327637,0.18791349092948043,0.44348,0.010017584539199043,0.9977688888888888,0.0005449204268560017,5
