experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,0,128,1,0,-0.55,best,0.4067,-7.892277843312532,0.9994,-0.004655075058867243,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,0,128,1,0,0.0,best,0.5275,-4.470610911977649,1.0,-8.51543100641455e-06,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,1,128,1,0,-0.55,best,0.4053,-7.843629252258053,0.9995555555555556,-0.004601983083483765,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,1,128,1,0,0.0,best,0.5301,-4.301894382978497,1.0,-1.0198145518686078e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,4,128,1,0,-0.55,best,0.414,-7.762935989369982,0.9996666666666668,-0.003567571640836042,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,4,128,1,0,0.0,best,0.5205,-4.416769886646723,1.0,-1.106924723210767e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,3,128,1,0,-0.55,best,0.4091,-7.811374414185918,0.9995333333333334,-0.005201641679149272,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,3,128,1,0,0.0,best,0.5217,-4.282487552199747,1.0,-1.1943923586741471e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,2,128,1,0,-0.55,best,0.4113,-7.781003359839978,0.9997555555555556,-0.003443498131840735,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.01,0,1024,5,1,default,2,128,1,0,0.0,best,0.5266,-4.357495496827984,1.0,-1.0459155569383287e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,3,128,1,0,-0.55,best,0.4244,-7.337116513382185,0.9994222222222222,-0.005577783083349536,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,3,128,1,0,0.0,best,0.529,-4.161691680193028,1.0,-6.62091940721456e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,2,128,1,0,-0.55,best,0.4203,-7.446188301237832,0.9995777777777778,-0.005093630312628414,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,2,128,1,0,0.0,best,0.5272,-4.217021850171648,1.0,-6.483100872744435e-05,,,,
QminimalityQsFinalAvg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibS,0,mlpl,128,1,0,2,1,0,0.1,0,1024,5,1,default,4,128,1,0,-0.55,best,0.4183,-7.465826837454835,0.9995777777777778,-0.0049346416823009215,,,,
