experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,44,-0.4589567054315047,4.681540634918213,0.3936,0.9857333333333334
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,45,-0.4631415884689851,4.752856887817383,0.3904,0.9860888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,46,-0.4668694677656347,4.7852551551818845,0.391,0.9857333333333334
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,47,-0.47149730696786535,4.735935344696045,0.3944,0.9858888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,48,-0.475358016798713,4.783035859680176,0.3932,0.9857777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,49,-0.47927486483400517,4.812179089355468,0.3946,0.9861333333333333
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,50,-0.4838361400105736,4.804078126525879,0.3938,0.9858
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,51,-0.4868799025958235,4.864043466186524,0.3934,0.9856444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,52,-0.4899382375446233,4.9455525573730466,0.391,0.9856
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,53,-0.49297864112854006,4.921225566101074,0.3914,0.9858222222222223
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,54,-0.495608794539625,4.954490114593506,0.3902,0.9862
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,55,-0.4991235995585268,4.953972423553467,0.3922,0.9854888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,56,-0.502805732136423,5.021909943389892,0.3914,0.9858444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,57,-0.507305790788748,5.073208784484863,0.3914,0.9857111111111111
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,58,-0.511897384483164,5.103995528411866,0.3882,0.9858222222222223
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,59,-0.5154335427525368,5.115243392944336,0.3904,0.9862222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,60,-0.5181240421360189,5.126349416351318,0.3898,0.986
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,61,-0.5212246921344237,5.116202071380616,0.3916,0.9857333333333334
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,62,-0.5241277787111023,5.185041556549073,0.3884,0.9859555555555556
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,63,-0.5258082080104134,5.176881256866455,0.3912,0.9860222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,64,-0.528157715918801,5.205088607788086,0.3882,0.9854444444444445
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,65,-0.5329932794375853,5.217458809661865,0.389,0.9855777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,66,-0.5343855247264558,5.269924337768555,0.3876,0.9864
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,67,-0.5360119249864058,5.2586473457336425,0.3892,0.9856222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,68,-0.5385117750406265,5.186928784942627,0.3914,0.9854222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,69,-0.5390432568690994,5.280940256500244,0.3874,0.9856888888888888
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,70,-0.542559865222194,5.279940583801269,0.3888,0.9864
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,71,-0.5441201303005219,5.27909020767212,0.388,0.9856666666666667
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,72,-0.5463442664287307,5.313512899780274,0.3886,0.9855777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,73,-0.5478871878472241,5.360955503082275,0.3874,0.9861111111111112
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,74,-0.5504468343637207,5.384560342407227,0.3862,0.9860666666666666
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,75,-0.5522136833689429,5.397001196289063,0.3874,0.9859111111111111
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,76,-0.5543419646241449,5.411411284637452,0.3856,0.9856222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,77,-0.5561318179098043,5.397526441955566,0.3874,0.9856444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,78,-0.5573508962934668,5.413349386596679,0.3864,0.9855333333333334
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,79,-0.5605631185108965,5.455039224243164,0.3858,0.9860444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,80,-0.5596162068134004,5.46100080871582,0.3854,0.9854666666666667
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,81,-0.561629661026868,5.487861492919922,0.3842,0.9853555555555555
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,82,-0.5637378538977016,5.4810365921020505,0.3842,0.9854666666666667
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,83,-0.5656339244018902,5.492164532470703,0.385,0.9853777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,84,-0.567788510283015,5.5377618553161625,0.3824,0.9854222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,85,-0.5695392812772231,5.537035528564453,0.3832,0.9856222222222222
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,86,-0.5716216479485685,5.580546855163575,0.3812,0.9853333333333333
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,87,-0.571271769059788,5.555699022674561,0.384,0.9856
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,88,-0.5728674693302674,5.541497276306153,0.3836,0.9853555555555555
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,89,-0.5741539365096525,5.539692985534668,0.3852,0.9851555555555556
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,90,-0.5750701756583019,5.576814975738525,0.3814,0.9852666666666666
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,91,-0.5777683544700796,5.606386637878418,0.3828,0.9854444444444445
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,92,-0.577571048819477,5.643496380615234,0.382,0.9854666666666667
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,93,-0.5791215829112313,5.602175577545166,0.3838,0.9849555555555556
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,94,-0.5800436031095006,5.628864936828613,0.3822,0.985
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,95,-0.5825292817835104,5.606623412322998,0.3838,0.9849777777777777
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,96,-0.583427132398161,5.626665773773193,0.3834,0.9853777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,97,-0.5852156976613131,5.675605012512207,0.3824,0.9850888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,98,-0.5851257022548806,5.641264273834229,0.3842,0.9850444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,99,-0.5872996539278464,5.649041445159912,0.3832,0.9851333333333333
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,100,-0.5873977070581506,5.687611730194091,0.3812,0.9855777777777778
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,101,-0.5891307571172715,5.6615533393859865,0.3824,0.9848444444444444
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,102,-0.5896491620865735,5.676814672851562,0.3832,0.9859111111111111
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,103,-0.5892749865640293,5.661059169769287,0.3824,0.9850888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,104,-0.5894586185780438,5.689271700286866,0.382,0.9849555555555556
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,105,-0.5915638541741804,5.712874186706543,0.381,0.9851555555555556
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,106,-0.5933281083367088,5.706096588897705,0.3826,0.9852888888888889
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,107,-0.5933300861391154,5.680215059661865,0.3834,0.9856888888888888
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,108,-0.5934699536280199,5.690730732727051,0.3834,0.9856
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,109,-0.5948059131535617,5.730627947998047,0.3818,0.9852666666666666
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,110,-0.5965761418060823,5.71631874923706,0.3836,0.9851111111111112
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,2,128,1,0,111,-0.5962834903619506,5.738861294555664,0.3802,0.9851777777777778
