datasize,beta,epochs,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std,run_count
b1024,0.01,0,2.5010370771234687,0.18781528673380835,2.444334831237793,0.015076533018426964,0.19486666666666666,0.006862458257310811,0.14351111111111112,0.006199322941924509,3
b1024,0.01,1,1.4912117108778518,0.028992197717860425,2.045509755452474,0.02088495839486782,0.30373333333333336,0.010450518328453083,0.3003185185185185,0.013265239702400422,3
b1024,0.01,2,1.112677229716561,0.03297491432193135,1.8604165354410807,0.020487267978672317,0.37246666666666667,0.0046360903068570075,0.44999259259259256,0.015093475547905676,3
b1024,0.01,3,0.851428460823406,0.03008360840933866,1.7581581333796183,0.017676890869175888,0.4108,0.0015874507866387578,0.565651851851852,0.016655586440314295,3
b1024,0.01,4,0.6613588263916247,0.03261394703063088,1.7104007702509563,0.009177609920337717,0.4368666666666667,0.0031262330900515525,0.6502888888888889,0.01822781756912586,3
b1024,0.01,5,0.5158657673431165,0.025931704836833498,1.6920129494984943,0.012576526883322845,0.4558,0.0055569775957799075,0.7177259259259259,0.01401439001783588,3
b1024,0.01,6,0.40267430711948515,0.03145120296664664,1.6906960218429565,0.020249277829489404,0.46746666666666664,0.004888080741286213,0.77,0.01655835919586413,3
b1024,0.01,7,0.31029926663745533,0.03403219179921097,1.6997611315409342,0.024861921851237995,0.47300000000000003,0.003538361202590858,0.8103333333333333,0.017620989168013745,3
b1024,0.01,8,0.24094732918450326,0.035485862888003386,1.709356866200765,0.025485611709141064,0.4815333333333333,0.0014189197769195233,0.8421037037037037,0.015599308837701473,3
b1024,0.01,9,0.18291119682716603,0.03514102775355979,1.7286571788787841,0.0323425073190608,0.48699999999999993,0.0038935844667863685,0.8681851851851853,0.01593292008348852,3
b1024,0.01,10,0.13719484711397778,0.03234828014518023,1.7483499924977621,0.03417718854382563,0.4876,0.005963220606350205,0.8876222222222222,0.013213087414088585,3
b1024,0.01,11,0.09781164208975705,0.031510919630422816,1.7731551132202148,0.042795811631086735,0.49446666666666667,0.005084617324178244,0.9030148148148148,0.01110342697256025,3
b1024,0.01,12,0.06229421451335604,0.0326524926807416,1.7990101238886516,0.04886363473802315,0.49393333333333334,0.006469415223444317,0.9163259259259259,0.011603582531787966,3
b1024,0.01,13,0.03250895221608155,0.031312650600021426,1.8187194520950316,0.047691442821080794,0.49500000000000005,0.0042000000000000344,0.9276,0.011046121044215382,3
b1024,0.01,14,0.0073307894902698905,0.030004276650548153,1.8439790289560953,0.05131794525360872,0.49846666666666667,0.0028095076674273674,0.9367185185185184,0.010378285339320838,3
b1024,0.01,15,-0.011630859823479797,0.02959079418505685,1.870346981302897,0.05751755498213161,0.49966666666666665,0.006721111019268532,0.9437037037037038,0.008956005870490624,3
b1024,0.01,16,-0.031685429936376484,0.0270256374930911,1.8964569741566975,0.06191276616753828,0.4987333333333333,0.004046397574798275,0.9498814814814814,0.0077606902242778695,3
b1024,0.01,17,-0.04861416664665396,0.027557434174991787,1.9217810976664225,0.06251458590608536,0.5005333333333334,0.0034312291286554097,0.9550592592592593,0.008535368198740196,3
b1024,0.01,18,-0.06388385522320415,0.02499860675521659,1.9442006357828776,0.06213403707777968,0.5011333333333333,0.002914332399252555,0.9591851851851851,0.007558964372639349,3
b1024,0.01,19,-0.07747172384262085,0.025109180915648944,1.9686253871917725,0.06791119874672237,0.5020000000000001,0.0031432467291003467,0.9631629629629629,0.007166738443510835,3
b1024,0.01,20,-0.0886250876690402,0.024065598025458417,1.9932492601394654,0.059827471109356246,0.503,0.0038157568056677465,0.9665555555555555,0.00705117099109638,3
b1024,0.01,21,-0.10243491590456529,0.02048651169957011,2.0129328276316323,0.06473564808479816,0.5043333333333334,0.005220472520120531,0.9692296296296297,0.005891627595169712,3
b1024,0.01,22,-0.11276208314173149,0.019670781950521944,2.0443015281677246,0.06427995608452562,0.5013333333333333,0.00560832714214618,0.9722814814814815,0.005500183311572906,3
b1024,0.01,23,-0.12238341334082864,0.016920501157466926,2.059013670476278,0.06429089562312648,0.503,0.002835489375751525,0.9747481481481483,0.004500608097916144,3
b1024,0.01,24,-0.12993685148412532,0.01806545363139866,2.0834177196502686,0.06536303682803615,0.504,0.003893584466786359,0.9759703703703705,0.00420595306111035,3
b1024,0.01,25,-0.13866179255518044,0.01929412070468924,2.1105590716044107,0.07001001346560964,0.5061333333333333,0.0075507174052094755,0.978037037037037,0.004149688867309657,3
b1024,0.01,26,-0.14627143020160271,0.02007768224737161,2.13213833211263,0.08560105460572194,0.5038,0.0024576411454889247,0.9795333333333334,0.004448609159814996,3
b1024,0.01,27,-0.15477551615960672,0.017927059984249427,2.1559929443359374,0.08902710387284513,0.5064,0.002690724809414687,0.9810962962962964,0.0036336108173573678,3
b1024,0.01,28,-0.16069404164805556,0.016781042466340886,2.1781197105407712,0.08330899073049104,0.5061333333333334,0.003251666239535237,0.9815481481481481,0.003424698478812668,3
b1024,0.01,29,-0.16728222293348025,0.018951885595920728,2.198095323816935,0.09597797522133225,0.5060666666666666,0.004168133075290842,0.9831555555555557,0.0032909152916460686,3
b1024,0.01,30,-0.1736666885729992,0.01816675138794866,2.222809294128418,0.09747712334698663,0.5067333333333334,0.0033724372986512173,0.9842296296296297,0.0032739400006066267,3
b1024,0.01,31,-0.1778830467975501,0.01868249809368176,2.2376619225819905,0.09674617615557628,0.5049333333333332,0.003407834111768508,0.9848444444444445,0.0034346815044537017,3
b1024,0.01,32,-0.18419597004110164,0.01817636420822546,2.2555315860748286,0.09852893025164353,0.5074666666666667,0.0039004273270160077,0.9856370370370371,0.0034283735000678237,3
b1024,0.01,33,-0.1889477816769571,0.01834479560140161,2.2742370900472006,0.09462552598407589,0.5048666666666667,0.003946306289852993,0.9865555555555555,0.002844357637564317,3
b1024,0.01,34,-0.19451365408391663,0.018259690832230686,2.2964101923624676,0.10116748605895001,0.5067333333333334,0.0023860706890897563,0.9865777777777778,0.0027501739563386236,3
b1024,0.01,35,-0.19874993861155077,0.018680004978956666,2.3198447166442873,0.10544241001039292,0.5044000000000001,0.003857460304397187,0.9869851851851852,0.0027561230001161793,3
b1024,0.01,36,-0.20483286151885985,0.019572377586025543,2.341216986465454,0.10741972368154294,0.506,0.0049152822909778494,0.9880518518518518,0.0031333596006254292,3
b1024,0.01,37,-0.2074528160976641,0.018786868824289427,2.3575414189656576,0.11429383277754178,0.5059333333333335,0.0040857475856119485,0.9882666666666666,0.003255157351452651,3
b1024,0.01,38,-0.2126478329196121,0.01819394977192396,2.3814051296234133,0.11428483148354358,0.5059999999999999,0.0026229754097208055,0.9889407407407408,0.002500403259657321,3
b1024,0.01,39,-0.21587576985214696,0.01789715162930304,2.399529461542765,0.11812557274541956,0.5036666666666667,0.004801388688008216,0.9892222222222222,0.001975529308662017,3
b1024,0.01,40,-0.2210484207832452,0.01905494287146238,2.419367725118001,0.12219664637503894,0.504,0.0054442630355264685,0.9897481481481482,0.0022439310010445076,3
b1024,0.01,41,-0.22354078763615004,0.019062516251152208,2.4261975606282555,0.11784155185723723,0.5039333333333333,0.0063319296690134775,0.9893333333333333,0.002713750991606355,3
b1024,0.01,42,-0.2277139630830649,0.017739798103310393,2.4427668090820314,0.11674008785132187,0.5051333333333333,0.004006661120351127,0.9900962962962963,0.0022333425465076314,3
b1024,0.01,43,-0.23112699503754128,0.01775878320020758,2.461587851079305,0.12171975006626345,0.5052666666666666,0.004100406483915099,0.9906296296296295,0.0018440874264020089,3
b1024,0.01,44,-0.23501363525318375,0.019069997968125536,2.4788593641916914,0.12069235781919543,0.505,0.00504777178564959,0.9908074074074072,0.001859819894815731,3
b1024,0.01,45,-0.2369435647148075,0.017887174766709188,2.4932283590952555,0.12166688880039268,0.5047333333333333,0.0034019602192461103,0.9907259259259259,0.0018924585007219182,3
b1024,0.01,46,-0.24059603446613656,0.01778276397558357,2.512900945409139,0.1278189100484053,0.5057999999999999,0.005302829433425144,0.9912592592592592,0.0022608130661699822,3
b1024,0.01,47,-0.24369640138510504,0.01746794332052216,2.528068207041423,0.1269763026249614,0.5044666666666667,0.003946306289853022,0.9914296296296298,0.002110214234438359,3
b1024,0.01,48,-0.24702922078623915,0.01764859583385635,2.5440015450795492,0.13714444209336693,0.5040666666666667,0.003971565602295139,0.9917851851851852,0.0017723992713141019,3
b1024,0.01,49,-0.24935596125776116,0.018081275941664525,2.558176862970988,0.12861281115000736,0.5014,0.003934463114581271,0.992111111111111,0.001700980109623093,3
b1024,0.01,50,-0.25204309336488895,0.016459190911091885,2.573278035990397,0.13198348052636688,0.5031333333333333,0.002318045153428488,0.992,0.0014326010187810138,3
b1024,0.01,51,-0.2556948632500388,0.015899421276731763,2.5880506243387855,0.14021969447188457,0.5017333333333334,0.0020428737928059465,0.9922148148148148,0.0009355353213260285,3
b1024,0.01,52,-0.2576475616122737,0.01746700377490635,2.594132332992553,0.13990980831054217,0.5026,0.0055425625842203735,0.9927333333333332,0.001310357598916126,3
b1024,0.01,53,-0.2604181691805522,0.017018254701223902,2.610535446294149,0.13256699309460018,0.5018666666666666,0.0037166292972709877,0.9925481481481482,0.0012977346517441357,3
b1024,0.01,54,-0.2623810463175629,0.016305595896241285,2.6218751876831052,0.13311057115417008,0.5042666666666668,0.0020526405757787963,0.9923925925925925,0.0016576546473982988,3
b1024,0.01,55,-0.2641536699179447,0.0173685629606903,2.629506493377685,0.12842661440085004,0.5037333333333334,0.003312602199681277,0.9928444444444443,0.0011827985228596706,3
b1024,0.01,56,-0.26707630602301974,0.017856150912044354,2.6453747671763104,0.13293915388537572,0.5035333333333334,0.0042063444144926805,0.993362962962963,0.001430761401946666,3
b1024,0.01,57,-0.2694342096343185,0.016776998529769285,2.6581215195973713,0.13346041410317963,0.5035333333333334,0.0008082903768655015,0.9931111111111112,0.001694143871337438,3
b1024,0.01,58,-0.2712938944888837,0.016849458502153577,2.6671555800120035,0.13163280214617978,0.5048,0.0034871191548325846,0.9932444444444445,0.001373290182709436,3
b1024,0.01,59,-0.2724999109990669,0.01707088136900829,2.680497334416707,0.1354430163378387,0.5028666666666667,0.0009237604307033636,0.9930148148148148,0.0015095307640362564,3
b1024,0.01,60,-0.27497956908110416,0.017681503390836635,2.6888268105824786,0.13167522580441074,0.5022666666666668,0.0027153882472554566,0.9934518518518519,0.0015127986220187567,3
b1024,0.01,61,-0.2766690192598285,0.016887295729233597,2.69874836285909,0.1377952908007533,0.5037333333333334,0.005300314456080324,0.9935111111111111,0.0015070206073943342,3
b1024,0.01,62,-0.27938036025870927,0.0169994759655721,2.710547337468465,0.13838278135638452,0.5030666666666667,0.004215843134336709,0.9937555555555555,0.0012674461539199254,3
b1024,0.01,63,-0.2814084071852944,0.016753843071118837,2.724739794540405,0.13195648993393552,0.5030666666666667,0.002081665999466139,0.9935481481481482,0.0009281159286181517,3
b1024,0.01,64,-0.2832361095392343,0.016714805463891088,2.7312121122996014,0.13960106957961566,0.5026666666666667,0.004742713709821961,0.9937925925925924,0.0014286890016286032,3
b1024,0.01,65,-0.2847142631205645,0.018150793003118133,2.7529065283457435,0.12807893142634416,0.501,0.0019287301521985684,0.993674074074074,0.0013539760074708263,3
b1024,0.01,66,-0.285184808252797,0.015937403682232423,2.7574777947743736,0.14640306244307844,0.5026,0.004660472079092374,0.9935555555555555,0.0011529886018731483,3
b1024,0.01,67,-0.28818668430863004,0.016839297246393558,2.7622718972524005,0.13707076622803116,0.5034,0.003469870314579488,0.9939037037037037,0.0011938801423253007,3
b1024,0.01,68,-0.29013238546631553,0.0161745616533428,2.7698021474202474,0.14057291918677148,0.5040666666666668,0.0034428670223134576,0.9942962962962962,0.0010727450270237341,3
b1024,0.01,69,-0.2908344223701593,0.015899555329281563,2.7878491129557292,0.13893177862429176,0.5022000000000001,0.0036166282640050034,0.9941407407407407,0.0010588447777528027,3
b1024,0.01,70,-0.2932534732616309,0.01597284453198641,2.7817343404134114,0.14481979810090861,0.5043333333333333,0.004495924080023249,0.9942814814814814,0.0013345056574605675,3
b1024,0.01,71,-0.2952389173854481,0.01539062266786857,2.8007051328023276,0.13732969240514567,0.5026666666666667,0.003900427327016034,0.9944444444444445,0.0011547005383792366,3
b1024,0.01,72,-0.2956137733025984,0.01625064798456769,2.810635102208455,0.14132588284277953,0.5015333333333333,0.0041004064839151545,0.9941777777777778,0.0014091412322211308,3
