datasize,beta,epochs,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std,run_count
b1024,0.01,73,-0.2995405895059759,0.015990341665179156,2.817071484120687,0.1452000169904238,0.5026,0.0027495454169734874,0.9946,0.0009341266469770493,3
b1024,0.01,74,-0.2989510092836438,0.016582685469807682,2.8233805980682374,0.13756374778893815,0.5020666666666667,0.0035004761580867115,0.9943111111111111,0.00075260863208338,3
b1024,0.01,75,-0.30082484790700853,0.0155255691771443,2.834179358418783,0.13916818225989652,0.5028666666666667,0.003700450423034128,0.9944148148148148,0.0009112014408700198,3
b1024,0.01,76,-0.30194337824185685,0.016029002700496103,2.8410210561116536,0.13013285613048597,0.5032666666666666,0.003900427327016,0.9942444444444445,0.0014653192463852558,3
b1024,0.01,77,-0.30288472123435045,0.015627460301925668,2.8466651086171466,0.14296339213358336,0.5023333333333334,0.0026102362600602413,0.9943555555555555,0.0010413666234542196,3
b1024,0.01,78,-0.30474314353393783,0.01668696854882266,2.8651252927144366,0.1457311624827102,0.5016,0.0029597297173898137,0.9943111111111111,0.000772681717809461,3
b1024,0.01,79,-0.3057986910798333,0.016896970196641284,2.875169592793782,0.1488443050409578,0.5028,0.0029461839725311877,0.9941629629629629,0.000840145000222675,3
b1024,0.01,80,-0.3081603415807088,0.016982448722144737,2.8795998624165855,0.1453034812790817,0.5023333333333334,0.004965212315030744,0.9948074074074075,0.0008111364785480008,3
b1024,0.01,81,-0.3106080317092664,0.01688828982496381,2.8853970789591474,0.14372571407987977,0.5022666666666668,0.0054601587278516,0.9948814814814814,0.0010350245022049441,3
b1024,0.01,82,-0.3106696116447449,0.01563739663944162,2.8902635363260907,0.15200359060907181,0.5024000000000001,0.0055027265968790335,0.9944444444444445,0.000919742314958939,3
b1024,0.01,83,-0.3126958110881574,0.017664468849902384,2.897072135035197,0.1466826990809081,0.49993333333333334,0.0030746273486934005,0.994562962962963,0.0007087925163796032,3
b1024,0.01,84,-0.3131535887515906,0.016439472558088333,2.9079506750742596,0.1510637691080794,0.5006666666666667,0.00571780843797111,0.9948740740740739,0.00054629315755534,3
b1024,0.01,85,-0.31396467055118443,0.0157593736035678,2.9151346405029295,0.14831082039852236,0.5011333333333333,0.004601449047130056,0.9946222222222222,0.0007953568963632368,3
b1024,0.01,86,-0.3150287112452767,0.01724522614086892,2.919046542358398,0.15246217025387,0.5022666666666666,0.003523256069793013,0.9949111111111112,0.0006758625033663747,3
b1024,0.01,87,-0.31609339322610336,0.016713315939457046,2.925752256520589,0.15422776679515937,0.5020000000000001,0.0045033320996790815,0.9947555555555555,0.0007739588785452192,3
b1024,0.01,88,-0.3185320588791009,0.017209505821500836,2.9284728613535567,0.14759793811428307,0.5008,0.003638681079732074,0.994748148148148,0.0010937156814134496,3
b1024,0.01,89,-0.3194053482705897,0.016632401864099818,2.9386872868855796,0.14437745659026954,0.5025333333333334,0.002900574655707578,0.9949629629629629,0.0010174607301751473,3
b1024,0.01,90,-0.3193636034763221,0.016348316706177115,2.943692671585083,0.15200728050354367,0.5006666666666667,0.0045489925624618305,0.9946222222222222,0.0008897218319630686,3
b1024,0.01,91,-0.32052163965485314,0.01615266911453255,2.955497651163737,0.14763614976773418,0.5004666666666667,0.00442869431473128,0.9949925925925927,0.0008223223162297913,3
b1024,0.01,92,-0.32252592055580837,0.015928750693388456,2.9561401841481527,0.14731498793800854,0.49973333333333336,0.003859188170241695,0.9950740740740741,0.0005069070255089283,3
b1024,0.01,93,-0.32279689121318583,0.015809105028405428,2.9607823823293047,0.15257314968495503,0.5001333333333333,0.004051337227796925,0.9947851851851852,0.000862191675671172,3
b1024,0.01,94,-0.3241296414765445,0.015511830347605914,2.969971283594767,0.15073476950147033,0.5007333333333334,0.004105281151557532,0.9951333333333334,0.0009529680729952127,3
b1024,0.01,95,-0.32602999646446923,0.01678231671113362,2.9763016995747886,0.14595784411480225,0.501,0.0035156791662494,0.9949481481481482,0.0005889238284533343,3
b1024,0.01,96,-0.3258312824292617,0.01658518371893528,2.978828587341308,0.15115237621885622,0.5007999999999999,0.0033645207682520776,0.9950148148148147,0.0007388123045802792,3
b1024,0.01,97,-0.3246109172387557,0.015668746036936052,2.9871408995310467,0.14940050220771864,0.5012,0.005444263035526468,0.9947407407407408,0.00041295881080789494,3
b1024,0.01,98,-0.32717169812953834,0.016579469790061578,2.990606356175741,0.1471269812769182,0.4996,0.004804164859785728,0.9951185185185185,0.0008025678951574241,3
b1024,0.01,99,-0.3280084982525219,0.01633389822574389,2.995197749328613,0.154327231737456,0.4991333333333334,0.00456216322958022,0.9950666666666667,0.00046401362261831166,3
b1024,0.01,100,-0.3289590953010501,0.01624244908779804,3.001308694966634,0.15433548033127192,0.4996666666666667,0.005518453889753319,0.9951555555555555,0.0009127356790183817,3
b1024,0.01,101,-0.32851650655630865,0.014435527366733744,2.99836647122701,0.1508737552211809,0.4998666666666666,0.005064911976859295,0.9947925925925926,0.000505443618051319,3
b1024,0.01,102,-0.33058138148856886,0.014914620613462829,3.009483160273234,0.15336052692698363,0.5018,0.004303486958270008,0.9953481481481482,0.000625520359512471,3
b1024,0.01,103,-0.3313174420226704,0.015852506782018303,3.0130645462036134,0.1568572188425327,0.5008,0.0035552777669262433,0.9950148148148149,0.0007967010168739417,3
b1024,0.01,104,-0.33131379927143906,0.016411072625737416,3.0214910090128577,0.15115979013211953,0.4998666666666667,0.0054601587278515626,0.9949851851851852,0.0009958762710924778,3
b1024,0.01,105,-0.33164840439160664,0.01688538487508327,3.019425561141967,0.14905761929460629,0.5012666666666666,0.004916638417997939,0.9950592592592592,0.0007112268424343896,3
b1024,0.01,106,-0.33252020655834313,0.015980386395292596,3.0249337782541907,0.1504905396237858,0.5002666666666666,0.0044601943156474125,0.995325925925926,0.0009968675217735634,3
b1024,0.01,107,-0.3345155219468204,0.01654734322825664,3.031364111963908,0.15563144078080954,0.4996666666666667,0.0037220066272555096,0.9949407407407408,0.0005710433739913863,3
b1024,0.01,108,-0.3349157100966482,0.017840325948435178,3.033082641474406,0.15249890272238942,0.4986,0.006009991680526714,0.9951111111111111,0.0007953568963633123,3
b1024,0.01,109,-0.33431297293431833,0.015830602879820747,3.0352071999867754,0.14657218480983852,0.5006,0.005480875842417911,0.9951629629629629,0.0005579208905970217,3
b1024,0.01,110,-0.33585866134961445,0.016642597979834837,3.0410326952616376,0.1486018368235875,0.4998666666666667,0.004742713709821914,0.9951407407407408,0.0002959256941546761,3
b1024,0.01,111,-0.3366785315296867,0.015512013419116046,3.0472927202860514,0.1486361180126482,0.4998666666666667,0.005262445565830941,0.9953037037037037,0.001217634487379534,3
b1024,0.01,112,-0.33700913481134354,0.015593848578360542,3.0516640056610105,0.1507045970207335,0.5001333333333333,0.0043003875794320095,0.9950666666666667,0.0008746074957402051,3
b1024,0.01,113,-0.3382632977442308,0.015293075499089077,3.0537884559631348,0.16063235963486933,0.5017999999999999,0.005047771785649549,0.9951333333333334,0.0007142292746661394,3
b1024,0.01,114,-0.3390679747147993,0.017093611329672336,3.057699706268311,0.1511571401825225,0.4992666666666666,0.005717808437971046,0.9954148148148149,0.0006415002990996364,3
b1024,0.01,115,-0.33929448071754337,0.016219953664296623,3.060614347712199,0.1520257977689284,0.49973333333333336,0.006700248751601169,0.9949925925925927,0.0009702572735902048,3
b1024,0.01,116,-0.33963601458289405,0.016545853866668667,3.0611906191507976,0.15189739414745507,0.49993333333333334,0.006017751518078325,0.9952814814814815,0.0008845263315898185,3
b1024,0.01,117,-0.34102783897356553,0.016761271090620887,3.065287508392334,0.15227637301132868,0.49866666666666665,0.006132971003790355,0.9952962962962962,0.0006290629257944354,3
b1024,0.01,118,-0.33987094114476984,0.015839652847290192,3.070021062342326,0.14882612318341745,0.5004666666666666,0.004562163229580161,0.9951555555555555,0.0006888888888888474,3
b1024,0.01,119,-0.34094658538211475,0.016444959699958486,3.0709135055542,0.15173847172954838,0.49879999999999997,0.004849742261192835,0.995,0.0005764943009365672,3
b1024,0.01,120,-0.3420662650686322,0.016368048322683897,3.0785175888061524,0.15204589402079327,0.5005333333333333,0.003971565602295008,0.9950074074074075,0.0007543563467901029,3
b1024,0.01,121,-0.341799923584678,0.01600927073806582,3.07596341603597,0.15174141363823573,0.4996666666666667,0.005672154205708212,0.995311111111111,0.0007058835633008012,3
b1024,0.01,122,-0.3425786456946171,0.015463390923867362,3.0823888131459554,0.15177156274682865,0.5003333333333333,0.0037753587026047313,0.9952962962962962,0.0004970696020684203,3
b1024,0.01,123,-0.3432911305702094,0.014978371207950498,3.081200550842285,0.15556508502660882,0.4987333333333334,0.005021288015373496,0.995437037037037,0.0007889149708781996,3
b1024,0.01,124,-0.3434204894860586,0.015026807248099879,3.085731211598714,0.1492563306208184,0.5007333333333334,0.004965212315030811,0.9951851851851852,0.0011031567125799762,3
b1024,0.01,125,-0.34449692332094367,0.014735254650658919,3.092113246154785,0.15089153985443685,0.5001333333333333,0.004759551799627035,0.995325925925926,0.0002778518419779374,3
b1024,0.01,126,-0.34434386762127733,0.01613750739073653,3.094511891174316,0.15731684414851668,0.49899999999999994,0.004413615298142778,0.9951555555555555,0.00042860670048857605,3
b1024,0.01,127,-0.3454192809668455,0.016005398128676348,3.094569651412964,0.15429094273121682,0.4990666666666667,0.005076744363598901,0.9952148148148147,0.0007270210937668297,3
b1024,0.01,128,-0.345951062742869,0.016948310998063994,3.097449524307251,0.1538365701569387,0.49913333333333343,0.003971565602295104,0.9953481481481482,0.0005662671067737869,3
b1024,0.01,129,-0.3459370050444748,0.01588998556607872,3.101578680038452,0.15227025705933211,0.49953333333333333,0.004631774318048449,0.9954296296296296,0.0005838710044130055,3
b1024,0.01,130,-0.34580742367975636,0.015424349237111694,3.103236614100138,0.14758929574676083,0.4984666666666666,0.003951371070063292,0.9951629629629629,0.0011015888263716687,3
b1024,0.01,131,-0.34636088620966127,0.015305725106889295,3.1091537499745687,0.15145007432395693,0.49899999999999994,0.004084115571332416,0.9950518518518519,0.0007829457932872921,3
b1024,0.01,132,-0.34673407365192066,0.015523947982442323,3.111814064788818,0.14926233871768868,0.49879999999999997,0.003174901573277487,0.9952148148148149,0.0004539719539568523,3
b1024,0.01,133,-0.34794187934470894,0.016878923543490704,3.1064663902282716,0.1554934280683827,0.4988666666666666,0.00555817715922527,0.9953407407407407,0.0005208413579628757,3
b1024,0.01,134,-0.34814335634347165,0.015847629391213553,3.110788940048218,0.14482657640776286,0.4998666666666667,0.004387862045841113,0.9952666666666666,0.00044941663147017016,3
b1024,0.01,135,-0.3494585838390119,0.01675822468170967,3.1156591051737466,0.1510588157416846,0.49933333333333335,0.004818021724041231,0.995437037037037,0.0007477813548976289,3
b1024,0.01,136,-0.34920142876162674,0.01652010239602646,3.116531285603841,0.15105123502827306,0.4978666666666667,0.0046014490471299446,0.9953629629629629,0.0004995471200025502,3
b1024,0.01,137,-0.3490902018518159,0.016507017884049208,3.11573530069987,0.14892090446822373,0.5004000000000001,0.004812483766206363,0.9953185185185185,0.0010062357020429338,3
b1024,0.01,138,-0.3502198092662927,0.017092014645087264,3.122511656443278,0.15100739422043002,0.4998666666666666,0.004997332621842659,0.9950592592592592,0.000856733196244516,3
b1024,0.01,139,-0.34941667746919575,0.016438228604271823,3.121202514521281,0.1516427302830885,0.49900000000000005,0.005200000000000031,0.9954666666666667,0.0008365124544318995,3
b1024,0.01,140,-0.3491618473775459,0.015117914338373853,3.123949264907837,0.1510558730748556,0.4994,0.005325410782277718,0.9950814814814816,0.0009000228620781368,3
b1024,0.01,141,-0.35048062194043944,0.0159999085523408,3.1257192975362145,0.14771141425246143,0.4994,0.005567764362829989,0.9951629629629629,0.0007063498008439224,3
b1024,0.01,142,-0.3507294251297459,0.016024323573420516,3.1298328095753987,0.1541383756823909,0.4982,0.005031898250163631,0.9953703703703703,0.00044684536686981515,3
b1024,0.01,143,-0.3510947224515857,0.01575387701194792,3.128422096125284,0.15537484428516116,0.4994,0.0052306787322487685,0.9956444444444444,0.0006162410943938663,3
b1024,0.01,144,-0.3522513800678831,0.01673310262366705,3.133953168614705,0.14609205092653613,0.4986,0.005444263035526514,0.9953037037037037,0.0006388003159215245,3
b1024,0.01,145,-0.35329638971993416,0.014643270393060357,3.1335828141530357,0.15711481953989398,0.4994,0.005302829433425109,0.9954222222222223,0.000874325136573618,3
b1024,0.01,146,-0.3518069782025886,0.015958965566469266,3.1397048374176024,0.15215701946246432,0.4994,0.005242136968832439,0.9951555555555555,0.0005168757044272461,3
b1024,0.01,147,-0.3523437783125675,0.01596610716040116,3.1421963185628257,0.1494613354330828,0.4976666666666667,0.006955094056397347,0.9952296296296296,0.000647629422056098,3
b1024,0.01,148,-0.35181588856090196,0.016734524291395395,3.141168971379598,0.15695870031526668,0.49793333333333334,0.0053266624947835035,0.9950962962962963,0.00033945005147826586,3
b1024,0.01,149,-0.35238568594672465,0.016251246867263817,3.1407189732869463,0.15092245742601124,0.5006666666666667,0.005707305260219902,0.9953407407407407,0.0004890572100813439,3
b1024,0.01,150,-0.35244134528131194,0.01568718401610374,3.1441881300608316,0.14995065307631322,0.4981333333333333,0.005913825608972019,0.9952592592592593,0.0004333808141128701,3
b1024,0.01,151,-0.35352239955410814,0.014958371577905586,3.140475884882609,0.14340761457272388,0.4994666666666667,0.003700450423034148,0.9952444444444444,0.0004018475848894467,3
b1024,0.01,152,-0.35335178142749907,0.016414564143235832,3.1474689898173014,0.15046902845146273,0.5002666666666666,0.0046918368826434345,0.9952814814814815,0.0010695177945023793,3
b1024,0.01,153,-0.35297070922562573,0.017383363175643183,3.146446275075277,0.1494217924932448,0.4996666666666667,0.00574920284329343,0.9947925925925926,0.0009687291747396532,3
b1024,0.01,154,-0.35454049812952676,0.014958171752528608,3.1524291787465413,0.15626292788979823,0.5001333333333333,0.005558177159225231,0.9954000000000001,0.0006666666666666626,3
b1024,0.01,155,-0.3533934027252775,0.015479479811494336,3.1521667606353763,0.15354004288213632,0.4998666666666667,0.005430776494511032,0.9951407407407408,0.0007864071553538776,3
b1024,0.01,156,-0.35492210054975565,0.015907995637549657,3.150392502975464,0.14908649659092707,0.5005999999999999,0.006814690014960265,0.9949925925925927,0.000606684303094587,3
b1024,0.01,157,-0.3542560204766014,0.01644313690387955,3.153563377634684,0.1534558030613669,0.49913333333333326,0.0070436732841134275,0.9953777777777778,0.0007065828042482304,3
b1024,0.01,158,-0.3549504243865158,0.015725920024350783,3.1584778687795008,0.15844319975904642,0.4988000000000001,0.005173006862551026,0.9951925925925926,0.00039523915768751704,3
b1024,0.01,159,-0.35513481352257004,0.015129168689912193,3.155707735824585,0.14717741486253225,0.5001333333333333,0.00480138868800823,0.9951111111111111,0.0003318485449570176,3
b1024,0.01,160,-0.3541928095470775,0.016256875111255068,3.1590664282480874,0.154786042013514,0.4986,0.004582575694955848,0.9951555555555555,0.00073736266769051,3
b1024,0.01,161,-0.3557841548934127,0.016118553108214428,3.1574130607604984,0.15307216440846982,0.49920000000000003,0.004686149805543997,0.9953703703703703,0.0005964228069155589,3
b1024,0.01,162,-0.3555029578671311,0.016051077053788856,3.1571657829284674,0.1494601812801801,0.4994,0.006630233781700301,0.9953777777777777,0.00038936478817636267,3
b1024,0.01,163,-0.35522946073936695,0.014732583753071734,3.1601326741536457,0.1494551651538762,0.49993333333333334,0.005404936015655805,0.9949555555555555,0.0007065828042482595,3
