experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,clf_nhid,clf_nlay,clf_kpru,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityBatch,cifar10,b1024,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,best,3,0.48196666666666665,0.007850053078376806,-3.409645220894339,0.1258844501472952,0.9987629629629632,0.00017962008374790652,-0.01895976035099305,0.0028650814806531477,,,,,,,,
QminimalityBatch,cifar10,b1024,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4880333333333333,0.005012318159627677,-2.9804107647271034,0.01885366137576923,0.9992,4.444444444440254e-05,-0.023871776494294575,0.0015996104020166418,,,,,,,,
QminimalityBatch,cifar10,b1024,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4779,0.0050467811523782075,-2.7900800962487993,0.06626257649782372,0.9949555555555555,0.0002888888888888941,-0.04958915959986019,0.002912715349255377,,,,,,,,
QminimalityBatch,cifar10,b1024,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4685333333333333,0.001767295485574855,-2.1689711653918358,0.030232520890997126,0.9768962962962963,0.0013986472006083529,-0.1497706532165235,0.005824489683442052,,,,,,,,
QminimalityBatch,cifar10,b1024,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4586666666666666,0.0031942656954820434,-1.715219585388206,0.010454239155689927,0.6721777777777778,0.012635419548257802,-0.9077093545545307,0.03583531389400248,,,,,,,,
QminimalityBatch,cifar10,b16,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,best,3,0.41273333333333334,0.015882799921088656,-8.666119870964602,0.2021399338745313,0.9961407407407408,0.0008690375926555381,-0.01096103995184953,0.002765898061212502,,,,,,,,
QminimalityBatch,cifar10,b16,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,128,1,0,best,3,0.34690000000000004,0.02131267228669368,-9.346062927033428,0.539031859642713,0.9935629629629629,0.0007222507116887303,-0.019772460148380147,0.0015649428178832355,,,,,,,,
QminimalityBatch,cifar10,b16,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.3515333333333333,0.012106334430096191,-8.38592666148615,0.21465675532706222,0.993037037037037,0.0008421997456201915,-0.02231430750089596,0.0025016787094352426,,,,,,,,
QminimalityBatch,cifar10,b16,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.32486666666666664,0.012926458653990794,-7.103751197592408,0.21915944709520485,0.9914148148148149,0.0016112771306543313,-0.03733007797868477,0.0017403245138008564,,,,,,,,
QminimalityBatch,cifar10,b16,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.3466666666666667,0.06770585892914538,-3.4699419865809324,1.1520936072091,0.7194296296296296,0.27540005050640437,-0.728649762315456,0.7140641534558688,,,,,,,,
QminimalityBatch,cifar10,b256,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4643333333333333,0.003992910383834484,-5.912321468651972,0.15705705044930712,0.9976592592592594,0.00032985843078838086,-0.010380099225106425,0.0009843244703477286,,,,,,,,
QminimalityBatch,cifar10,b256,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4526333333333333,0.004923751956926067,-5.320515336132785,0.09846938499354234,0.9947555555555555,0.0004964068423042224,-0.01754299310111497,0.0003350947753582373,,,,,,,,
QminimalityBatch,cifar10,b256,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.44036666666666663,0.006806124692755278,-4.321751266108319,0.03658508341602258,0.9946074074074073,0.00042532969540618365,-0.02356764161210981,0.0011481281806501884,,,,,,,,
QminimalityBatch,cifar10,b256,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4397333333333333,0.00732825581795107,-3.4356047951390383,0.1148642036206981,0.9965851851851851,0.0002575605726032497,-0.026716627196485234,0.0007649525681012471,,,,,,,,
QminimalityBatch,cifar10,b256,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4636,0.007078841713161834,-2.8910641798108547,0.34492603554635504,0.872237037037037,0.030280746711386957,-0.36929380607799506,0.05111720447078148,,,,,,,,
QminimalityBatch,cifar10,b4096,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,best,3,0.48236666666666667,0.0041404508611180505,-1.894656335054118,0.014927776430859071,0.8917851851851851,0.014298136515606763,-0.37096390589639405,0.02989441427323551,,,,,,,,
QminimalityBatch,cifar10,b4096,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,128,1,0,best,3,0.49143333333333333,0.0018502252115170739,-1.6982213106120103,0.06354479231414321,0.9019111111111111,0.0246759842261836,-0.4008616247725763,0.06532602333969402,,,,,,,,
QminimalityBatch,cifar10,b4096,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.5005666666666667,0.000513160143944677,-1.4995879534885408,0.022348334662806647,0.8422666666666667,0.012297605909733483,-0.5970699149172284,0.037772767593417376,,,,,,,,
QminimalityBatch,cifar10,b4096,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.48036666666666666,0.000776745346515435,-1.4790290955146375,0.004713664396637245,0.5986444444444444,0.01168819178318416,-1.1673901015696553,0.029987143349638576,,,,,,,,
QminimalityBatch,cifar10,b4096,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.3291,0.005532630477449239,-1.8400289380922914,0.019726717897838208,0.33702962962962957,0.006827986465785865,-1.8236597173657685,0.01684537438808875,,,,,,,,
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4625333333333333,0.005263395608666801,-7.081329648677502,0.04243459694224006,0.9970222222222223,0.0002989694232683395,-0.008874622258205003,0.0009920689667754852,,,,,,,,
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,-0.1,default,128,1,0,best,3,0.4154333333333334,0.005251983752196236,-6.732784429245167,0.13275868281218853,0.9929703703703705,0.000357172250407076,-0.020715802006136406,0.0004524383249390655,,,,,,,,
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.36296666666666666,0.01719428199528358,-6.50663362709455,0.20977580651475336,0.9879777777777777,0.0007397029767598159,-0.0379713894135539,0.0010939428657069485,,,,,,,,
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.37389999999999995,0.011947803145348516,-6.349359203816835,0.3291720076654278,0.9861777777777777,0.0010571333237569607,-0.03984057377013326,0.004068027548474783,,,,,,,,
QminimalityBatch,cifar10,b64,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,-0.1,default,128,1,0,best,3,0.41006666666666663,0.009504911011331642,-3.811404227828982,0.18816802856181844,0.9623407407407406,0.006076440370152305,-0.11899353632106881,0.019464719750759963,,,,,,,,
